,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,brand_owner,traceability_code
951,"Nutella B-ready - 286,5g, 15pièces",8000500223321,Spécialité croustillante fourrée à la pâte à tartiner aux noisettes et au cacao NUTELLA et aux éclats croustillants.,"286,5 g, 15 pièces","['Carton', 'Plastique', 'Etui']","['Nutella', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['Sans colorants', 'Sans conservateurs']",,['Leclerc'],"['France', 'Suisse']","['pâte à tartiner aux noisettes et au cacao 76 % ', 'sucre', 'huile de palme', 'noisettes 13%', 'cacao maigre 7,4%', 'lait écrémé en poudre 6,6%', 'lactosérum en poudre', 'émulsifiants : lécithines de soja', 'vanilline', 'spécialité croustillante et éclats croustillants 24% ', 'farine de froment', 'levure de bière', ""extrait de malt d'orge"", 'sel', 'lait écrémé en poudre', 'émulsifiants : lécithines de soja', 'protéines de froment', 'protéines de lait', 'eau']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,2100,+1%,?,,2100 kj(502 kcal),+2%,"24,1",+3%,"8,4",-29%,"60,9",-2%,"44,6",+37%,"8,3",+27%,"0,608",+10%,"0,243",+10%,24.1 g,en quantité élevée,8.4 g,en quantité élevée,44.6 g,en quantité élevée,0.608 g,en quantité modérée,25,+17%,E,+17%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,['Huile de palme'],,
952,Tictac Breeze Erbe Alpine Sugar Free X25 - Ferrero,8000500224847,,,,"['Ferrero', 'Tic Tac']",,,,,['France'],"['édulcorants ', 'xylitol', 'sorbitol', 'glycosides de stéviol', 'épaississant : gomme arabique ', ' maltodextrine', 'arômes', 'extraits de plantes en poudre', 'menthol', 'eucalyptol', 'huile essentielle de menthe', 'colorant: E 100', ' concentré de spiruline']","['E967 - Xylitol', 'E420 - Sorbitol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', ""E414 - Gomme d'acacia"", 'E100 - Curcumine']",,[],4,1672,,?,,1672 kj(400 kcal),,"0,7",,"0,7",,"94,4",,"91,8",,"0,1",,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,,,,,
953,"Tic Tac ""The Simpsons - Marge"" Big Pack",8000500249109,,,,['Tic Tac'],,,,,['France'],"['PASTILLES AROMATISEES A LA MYRTILLE', 'sucre', 'mallodext[ine', 'acidifiants Ingrédients ', 'acide tartrique', 'acide citrique', 'épaississant : gomme arabique ', ' arnidon de riz', 'arômes', 'myrlille ell poudre', ""agents d'enrobaqe "", 'gomme shellac', 'cire de carnauba', 'colorants : E 100', 'El 53']","['E334 - Acide L-tartrique', 'E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba', 'E100 - Curcumine']",,[],4,?,,393,,1644 kj(393 kcal),,"0,5",,"0,5",,"94,6",,"90,8",,"0,1",,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,,
954,Kinder Pingui,8000500290781,,,,"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",['Sans conservateurs'],,,['France'],"['Lait frais pasteurisé 21%', 'chocolat fin 20% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [soja]', 'arômes', 'sucre', 'huile de palme', 'farine de froment', 'lait écrémé en poudre,dextrose', 'cacao 1,5%', 'beurre concentré', 'oeuf', 'sirop de glucose-fructose', 'cacao maigre', 'levure de bière', 'arômes', ""émulsifiants : mono et diglycérides d'acides gras"", 'sel']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,1858,-16%,?,,1858 kj(444 kcal),-16%,"28,3",-14%,"18,1",-11%,"41,5",-17%,"34,5",-27%,"5,3",-29%,"0,229",-17%,"0,092",-17%,28.3 g,en quantité élevée,18.1 g,en quantité élevée,34.5 g,en quantité élevée,0.229 g,en faible quantité,23,-11%,E,-11%,E,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,['Huile de palme'],,
955,"Nutella pate a tartiner noisettes-cacao pot - Ferrero - 1,35kg (1350g)",8000500292310,NUTELLA : Pâte à tartiner aux noisettes,"1,35 kg (1350 g)",['Bocal'],"['Ferrero', 'Nutella Food Service', 'Nutella']","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Produits destinés aux professionnels'],,,['France'],"['Sucre', 'huile de palme', 'NOISETTES 13%', 'LAIT écrémé en poudre 8,7%', 'cacao maigre7,4%', 'émulsifiants : lécithines [ SOJA ] vanilline']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,2252,-1%,539,-2%,2252 kj(539 kcal),-2%,"30,9",-9%,"10,6",+38%,"57,5",+12%,"56,3",+18%,"6,3",-8%,"0,107",+4%,"0,043",+4%,30.9 g,en quantité élevée,10.6 g,en quantité élevée,56.3 g,en quantité élevée,0.107 g,en faible quantité,26,+26%,E,+26%,E,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,['Huile de palme'],,
956,Coccociocco -,8000510552633,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",['Sans huile de palme'],,,['France'],"['Chocolat au lait 51% ', 'sucre', 'beurre de cacao', 'lait en poudre entier', 'påte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturelle de vanille', 'frine de blé', 'huile de coco', 'sucre', 'lactosérum en poudre', 'sirop de glucose', 'coco 2%', 'lait de coco en poudre ', 'lait de cacao - 1,3% du produit fini', 'maltodextrines', 'caséinate de sodium - contient du lait-', 'amidon de riz', 'ceufs', 'poudres à lever ', 'carbonates de sodium', ""carbonates dď'ammonium"", 'acide tartrique', 'arôme', 'sel', 'émulsífiant ', 'lécithine de soja', ' Peut contenir des traces de fruits à coque', 'graines de sésame']","['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E502 - Carbonates', 'E334 - Acide L-tartrique']","['Lait', 'Soja']",['Non végétalien'],4,?,,540,+8%,2259 kj(540 kcal),+8%,32,+29%,23,+56%,56,-9%,39,+13%,6,+9%,"0,21",-39%,"0,084",-39%,32 g,en quantité élevée,23 g,en quantité élevée,39 g,en quantité élevée,0.21 g,en faible quantité,24,+9%,E,+9%,C,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,
957,Confiture de fraise - Il Viaggiator Goloso,8000633019259,,,,['Il Viaggiator Goloso'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Sans gluten', 'it:Sans gluten']",,,['France'],"['Fragole', 'zucchero', 'succo di limone concentrato', 'gelificante: pectina,', ' succo concentrato di sambuco', ' Senza glutine', ' Frutta utilizzata: 70g per 100g']",['E440 - Pectines'],,[],4,?,,143,-34%,598 kj(143 kcal),-34%,"0,3",+24%,0,-100%,44,-17%,43,-15%,"0,6",+35%,"0,1",+341%,"0,04",+341%,0.3 g,en faible quantité,0 g,en faible quantité,43 g,en quantité élevée,0.1 g,en faible quantité,8,-8%,C,-8%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
958,Fusili integrali - Il Viaggiator Goloso - 500g,8000633026349,,500g,,['Il Viaggiator Goloso'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']","['Bio', 'Bio européen', 'IT-BIO-008']",,,['France'],[],,,[],,?,,350,-1%,1464 kj(350 kcal),-1%,"2,2",+24%,"0,4",+6%,67,-4%,"3,2",+1%,12,-3%,"0,01",-58%,"0,004",-58%,2.2 g,en faible quantité,0.4 g,en faible quantité,3.2 g,en faible quantité,0.01 g,en faible quantité,-6,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
959,Tarallini con semi di finocchio,8000633027292,,,,,,,,,['France'],[],,,[],,?,,472,,1975 kj(472 kcal),,"20,8",,"6,7",,"61,6",,"1,9",,"8,2",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
960,Frollini con cereali e Farina Integrale - Il Viaggiator Goloso,8000633037512,,,,['Il Viaggiator Goloso'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Bio européen', 'IT-BIO-006']",,,['France'],"['Farina di cereali ', 'FRUMENTO*', 'FARRO*', 'ORZO*', 'riso*', 'AVENA*', ' 36%', 'farina di FRUMENTO integrale 25%', 'zucchero di canna', ""BURRO'"", 'olio di semi di girasole•', 'miele', ""estratto di malto d'ORZ0*"", 'agenti lievitanti ', 'carbonato acido di sodio', 'tartrato monopotassico', 'carbonato acido di ammonio', 'sale', 'aromi naturali']","['E500ii - Carbonate acide de sodium', 'E336i - Tartrate monopotassique', ""E503ii - Carbonate acide d'ammonium""]","['Gluten', 'Lait', 'Soja']",['Non végétalien'],4,?,,443,-7%,1854 kj(443 kcal),-7%,14,-33%,"6,3",-38%,"68,8",+8%,27,-8%,"7,5",+15%,"0,75",+27%,"0,3",+27%,14 g,en quantité modérée,6.3 g,en quantité élevée,27 g,en quantité élevée,0.75 g,en quantité modérée,14,-29%,D,-29%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
961,Mescolanza,8000643001510,,,,,,,,,['France'],[],,,[],,?,,462,,1933 kj(462 kcal),,16,,"11,1",,"71,4",,"23,6",,7,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
962,Caram. fruittella Ors. gr175x24.,8000735002579,,,,,,['en:gluten-free'],,,['France'],[],,,[],,?,,348,,1456 kj(348 kcal),,"0,2",,"0,2",,79,,51,,"6,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Bruschetta,8000744000047,,,,,,['en:palm-oil-free'],,,['France'],[],,,['Sans huile de palme'],,?,,259,,1084 kj(259 kcal),,"3,4",,"1,1",,"17,3",,"2,5",,"8,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
964,Bruschetta  italienne,8000744000955,,,,,,['en:palm-oil-free'],,,['France'],[],,,['Sans huile de palme'],,?,,259,,1084 kj(259 kcal),,"3,4",,"1,1",,"47,3",,"2,5",,"8,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
965,Bongri Epeautre - La Buona Terra,8000781007252,,,,['La Buona Terra'],,"['Bio', 'Bio européen', 'IT-BIO-007']",,,['France'],"[""Farine d'épeautre 87%"", ""*huile d'olive extra vierge 8%"", 'sel marin', 'levure']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,416,,1741 kj(416 kcal),,11,,"1,8",,61,,"1,8",,15,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
966,Gressins artisanaux - Qualitalia - 250g,8000781009706,Gressins artisanaux à la tomate et au fromage,250 g,"['Sachet', 'Plastique']",['Qualitalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits artisanaux', 'Pains', 'Gressins', 'Gressins artisanaux']","['Fabriqué en Italie', 'en:palm-oil-free']",['Italie'],,['France'],"['Farine de blé', ""huile d'olive 7%"", 'sel marin', 'levure', 'tomate 1,6%', 'fromage 1,1% ', 'lait', 'sel', 'présure', 'farine de blé malté', 'origan 0,2%']",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,,424,-1%,1774 kj(424 kcal),-0%,"7,8",-33%,"1,4",-32%,74,+12%,"3,2",+50%,12,+4%,"1,8",-5%,"0,72",-5%,7.8 g,en quantité modérée,1.4 g,en faible quantité,3.2 g,en faible quantité,1.8 g,en quantité élevée,9,-24%,C,-24%,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
967,Grissini artigianale Rosmarino - Qualitalia - 250grammes,8000781009737,,250 grammes,,['Qualitalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['Entrepreneurs + Engagés'],,,['France'],"[""farine de blè huile d'olive 7010"", 'levure', 'sel marin', 'romarin fa:-iee de blè malt ê', ' Confient gluten', ' Peut contenir des traces de sésame', ' Conserver dans un endroit frais et sec', ""d l'abri de la lumière et de ta chdleur"", ' A consomrner de préférence avant ', 'e: voir sur le paquet 8 000781 009737']",,,[],,?,,421,0%,1761 kj(421 kcal),+0%,"7,7",-29%,"1,2",-47%,75,+12%,"2,7",+8%,11,-4%,"1,8",-5%,"0,72",-5%,7.7 g,en quantité modérée,1.2 g,en faible quantité,2.7 g,en faible quantité,1.8 g,en quantité élevée,10,-22%,C,-22%,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
968,Crodino - DAVIDE CAMPARI - MILANO S.P.A. - 90ml,8000845005149,,90ml,['Bottiglia'],['DAVIDE CAMPARI - MILANO S.P.A.'],,,,,"['Belgique', 'France', 'Allemagne', 'Suisse']",[],,,[],,?,,61,,255 kj(61 kcal),,0,,0,,15,,15,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,['Italie'],,,,
969,"Lemon Soda Light, Zitrone - Freedea",8000845065440,,,,['Freedea'],['Boissons'],['Sans colorants'],,,['France'],[],,,[],,?,,3,-95%,13 kj(3 kcal),-95%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1,-87%,B,-87%,,,,,,,,,,,,,
970,Cantuccini alla Mandorla - Sapori - 250g,8000895191250,Cantuccini aux amandes,250 g,,"['Sapori', 'Colussi']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci', 'it:Cantucci Toscani']",,['Italy'],,"['France', 'Suisse']","['Farine de blé', 'sucre', 'amandes 20%', ""jaune d'oeuf 5,4%"", 'œufs 5,4%', 'lait frais entier 4,8%', 'beurre', 'miel 0,5%', 'agents de levure ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'arômes']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",['Non végétalien'],4,1933,,460,+3%,1933 kj(460 kcal),+4%,"17,8",+12%,"4,6",+44%,"62,5",-1%,31,+4%,"10,3",-6%,"0,25",-35%,"0,1",-35%,17.8 g,en quantité modérée,4.6 g,en quantité modérée,31 g,en quantité élevée,0.25 g,en faible quantité,12,-12%,D,-12%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
971,MAX Treasure Surprise - 40g,8000920400289,Glace,40 g,['Surgelé'],['TREASURE'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","[""Fabriqué dans l'UE""]",,['Restaurant'],['France'],"['Lait écrémé réhydraté', ' sucre', 'huile de coco', 'lactose et protéines de Lait', 'cacao maigre en poudre ', '1,5%', 'sirop de glucose', 'protéines de Lait', 'émulsifiants ', ""mono-· et diglycérides d'acides gras"", 'LAIT en poudre écrémé', 'stabilisants ', 'gomme guar caraghénanes', ' algénate de sodium', ' farine de graine', ' de caroube', 'arômes', 'colorant ', 'caroténoïdes']","['E412 - Gomme de guar', 'E160 - Caroténoïdes']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,770,-21%,190,-18%,770 kj(190 kcal),-21%,9,-23%,8,+5%,22,-21%,21,-10%,"3,5",+11%,"< 0,013",-91%,"0,005",-91%,9 g,en quantité modérée,8 g,en quantité élevée,21 g,en quantité élevée,0.013 g,en faible quantité,13,-3%,D,-3%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Europe'],,,,
972,Calippo Orange,8000920401170,,,,,,['en:gluten-free'],,,['France'],[],,,[],,?,,95,,397 kj(95 kcal),,"0,5",,"0,5",,23,,19,,"0,5",,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,,
973,Cookie Dough Ice Cream - Ben & Jerry's - 150ml,8000920704998,,150 ml,,"[""Ben & Jerry's""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,,,"['France', 'Suisse']","['Crème ', '27%', 'eau', 'lait concentré écrémé', 'sucre', 'farine de blé', 'sucre roux', ""jaune d'œuf"", 'matière grasse du lait', 'huiles végétales ', 'huile de soja', 'huile de coco', 'œuf', 'pâte de cacao', 'cacao maigre en poudre', 'extrait de vanille', 'arômes', 'stabilisants ', 'gomme guar', 'carraghénanes', 'mélasses', 'sel', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja']","['E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1100,+22%,?,,1100 kj(263 kcal),+20%,15,+38%,9,+31%,30,+15%,25,+12%,4,+20%,"0,17",+13%,"0,068",+13%,15 g,en quantité modérée,9 g,en quantité élevée,25 g,en quantité élevée,0.17 g,en faible quantité,16,+27%,D,+27%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,
974,Calippo cola,8000940035935,,,,,,['en:gluten-free'],,,['France'],[],,,[],,?,,85,,356 kj(85 kcal),,"0,5",,"0,5",,21,,20,,"0,5",,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,,
975,La Colombe originale - Motta,8000961002732,,,,['Motta'],,,,,['France'],[],,,[],,?,,373,,1561 kj(373 kcal),,14,,"7,3",,55,,35,,"6,6",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,
976,fiordagosto - mutti - 130gr,8000970116000,,130gr,['Tube'],['Mutti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,,,['France'],[],,,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,B,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,,,,
977,Ice Tea Lemon - Lipton,8000990117186,,,,['Lipton'],,"['Sans colorants', 'Sans conservateurs']",,,['France'],[],,,[],,?,,19,,79 kj(19 kcal),,"0,5",,"0,1",,"4,6",,"4,5",,"0,5",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,
978,Ice tea en poudre - Lipton - 125g,8000990117872,,125 g,,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés glacés']",,,,"['France', 'Grèce']","['Zucchero', 'correttori di acidità ', 'acido citrico', 'citrati di sodio', 'estratto di tè 1', '5%', 'maltodestrine', 'tè nero 0', '4%', 'succo di limone in polvere', 'aromi']","['E330 - Acide citrique', 'E331 - Citrates de sodium']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,33,+50%,138 kj(33 kcal),+50%,"0,5",+257%,0,-100%,"8,1",+54%,"7,9",+57%,"0,5",+240%,"0,03",+7%,"0,012",+7%,,,,,,,,,11,+51%,E,+51%,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
979,"Aroma Antico, Weissweinessig - 0.5l",8001010000860,,0.5 l,['Flasche'],,,,,,"['France', 'Suisse']",[],,,[],,?,,23,,96 kj(23 kcal),,0,,0,,"0,05",,"0,05",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
980,Aceto balsamico di modena bio - Ponti,8001010029526,,,,['Ponti'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","['Bio', 'Concours International des Vins et Spiritueux VINUS']",,,['France'],"['Weinessig* ', 'Wein*/ Wasser', 'gekochter Traubenmost*', ' *biologisch']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",2,?,,164,+12%,686 kj(164 kcal),+12%,0,-100%,0,-100%,36,+13%,36,+23%,"0,2",-70%,"0,05",-29%,"0,02",-29%,0 g,en faible quantité,0 g,en faible quantité,36 g,en quantité élevée,0.05 g,en faible quantité,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,
981,Peperoni Grigliati Zero Olio - Ponti - 290g e / 190g égoutté,8001010039389,,290 g e / 190 g égoutté,"['Verre', 'Bocal']",['Ponti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Conserves', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Apéritif', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Poivrons', 'Poivrons en conserve']","['en:gluten-free', 'Sans huile']",,,"['France', 'Suisse']","['Poivrons grillés', 'vinaigrette ', 'maltodextrine de pommes de terre', 'vinaigre de vin', 'sucre', 'sel', ""mélange d'herbes aromatiques"", 'arômes naturels', 'épaississants: gomme de xanthane et pectine']","['E415 - Gomme xanthane', 'E440 - Pectines']",,[],4,135,+1%,?,,135 kj(32 kcal),-30%,"0,5",-57%,0,-100%,"5,9",+12%,5,+21%,"0,8",-20%,2,+164%,"0,8",+164%,0.5 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,2 g,en quantité élevée,3,,C,,A,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,,,,,
982,Plasmon Biscotto GR. 360,8001040013007,,,,['Plasmon'],,,,,['France'],"['Farina di frumento', 'zucchero', 'oli vegetali ', 'girasole', 'Oliva', 'latte scremato in polvere', 'amido di frumento', 'estratto di malto da orzo', 'agenti lievitanti ', 'carbonato acido di ammonio', 'carbonato acido di sodio', 'difosfato disodico', 'calcio carbonato emulsionante: lecitina di girasole', 'aromi', 'ferro fumarato', 'niacina', 'riboflavina', ' tianna', 'vitamina B6']","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Gluten'],['Non végétalien'],4,?,,412,,1724 kj(412 kcal),,8,,"1,5",,75,,23,,"8,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
983,Nipiol Fette Integrali GR 250,8001040024904,,,,,,,,,['France'],[],,,[],,?,,25,,105 kj(25 kcal),,"0,3",,"0,1",,"4,7",,"0,2",,"0,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
984,Plasmon Biscotti 1080G,8001040091920,,,,['Plasmon'],,,,,['France'],[],,,[],,?,,412,,1724 kj(412 kcal),,8,,"1,5",,75,,23,,"8,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
985,Panettone x3 - Breramilano 1930 - 2x 100g,8001043076450,,2 x 100 g,,['Breramilano 1930'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,['France'],"['PANETTONE - PRODUIT DE FOUR À LÉVAGE NATUREL', 'le blé', 'raisins secs', 'oeufs frais', 'beurre', 'sucre', ""écorces d'orange conlites "", 'écorces ', ""l'oranqe"", 'sirop de glucose-fructose', 'sucre', ""regulateur d'acidité: acide citrique"", 'lait', 'jaune cloeufs', 'levain naturel ', 'blé', 'émulsifiants: mono et diglicérides des acides gras', 'sirop de arômes', 'beurre de cacao', 'sel', ' Peut contenir des fruits à co ue et ', 'lu soja', ' Conserver dans un endroit frais et sec']",['E330 - Acide citrique'],"['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,?,,403,+8%,1686 kj(403 kcal),+8%,19,+27%,12,+33%,48,-7%,22,-15%,"8,8",+29%,"0,5",+13%,"0,2",+13%,19 g,en quantité modérée,12 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en quantité modérée,19,+2%,E,+2%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,
986,Sacla Sottoli Carciofini Tagliati,8001060001572,,,,['Sacla'],,,,,['France'],"['CARCIOFI TAGLIATI IN OL10 Dl SEMI Dl Ingredienti: Carciofi 55%', 'olio di semi di girasole', 'sale', 'aceto di Oliva', 'aroma naturale di • alloro', 'correttori ! lattico', ' antbssidante: acido ascorbico', ' IN FRIGORIFERO DOPO LtAPERTUPA E CONSUMARE']",,,[],,?,,113,,473 kj(113 kcal),,10,,"1,2",,2,,"1,2",,"1,9",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
987,Olives Vertes Dénoyautées - Sacla,8001060020825,,,,['Sacla'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'IT-BIO-014']",,,['France'],"['Olives vertes*', 'Sel', ""Correcteur d'acidité : Acide lactique"", ' *Ingrédients biologiques']",['E270 - Acide lactique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,164,+2%,686 kj(164 kcal),+3%,16,+1%,"2,7",+8%,"0,2",-86%,0,-100%,"0,9",-17%,"3,3",-2%,"1,32",-2%,16 g,en quantité modérée,2.7 g,en quantité modérée,0 g,en faible quantité,3.3 g,en quantité élevée,14,+21%,D,+21%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,
