,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,labels,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,link,manufacturing,palm_ingredients,producer_info,brand_owner,origin_detail
906,Doritos goût sour cream - 170g,3168930009221,['Doritos'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],"['Maïs,huile de tournesol ', '18', '1%', ',huile de colza ', '4', '5%', ',base aromatisante crème fraîche acidulée [LAIT écrémé en poudre', 'herbes et épices', 'LACTOSE en poudre', 'huile de palme partiellement hydrogénée', 'sirop de glucose', 'exhausteurs de goût ', 'glutamate monosodique', ""5'-ribonucléotides disodiques"", 'FROMAGE en poudre', 'sucre', 'dextrose', ""correcteur d'acidité "", 'acide malique', 'colorant ', 'rocou', 'arôme],sel']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E296 - Acide malique', 'E160b - Rocou']",['Lait'],"['Huile de palme', 'Non végétalien']",4,26 g,en quantité élevée,2.5 g,en quantité modérée,3.8 g,en faible quantité,1.7 g,en quantité élevée,2117,+5%,506,+5%,2117 kj(506 kcal),+5%,26,+15%,"2,5",-15%,58,-4%,"3,8",+101%,"7,2",+12%,"1,7",+45%,"0,68",+45%,12,+24%,D,+24%,C,170 g,"['Sachet', 'Plastique', 'Pensez au tri!', 'Point vert', 'Sachet plastique à jeter']",['Point Vert'],,"['Leclerc', 'Magasins U']",62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,Tortilla chips de maïs goût crème fraîche acidulée,http://www.doritos.fr/produits/detail/tortillas-gout-sour-cream,,['Huile de palme'],,,
907,Lay's nature maxi format - 360g,3168930009580,"[""Lay's®"", 'Lays']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",['France'],"['Pommes de terre 65%,huiles végétales ', 'tournesol', 'colza', 'en proportions variable', ',sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,34 g,en quantité élevée,2.7 g,en quantité modérée,0.3 g,en faible quantité,1.3 g,en quantité modérée,2256,+2%,541,+2%,2256 kj(541 kcal),+2%,34,+4%,"2,7",-13%,52,+1%,"0,3",-79%,"6,1",+2%,"1,3",0%,"0,52",0%,9,-20%,C,-20%,B,360 g,"['Sachet', 'Plastique', 'Refermable']","['Point Vert', 'Sans colorants artificiels', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs']",,['Netto'],62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,Chips de pommes de terre,,,,,,
908,Gâche aux Éclats de Chocolat Noir - Carrefour - 500g,3173310020154,"['Carrefour', 'Brioches et Viennoiseries Thomas']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Gâches', 'Brioches au chocolat', 'Brioches pur beurre', 'Brioches tranchées', 'Brioches tranchées pur beurre']",['France'],"['Pâte 80% : farine de blé ', 'gluten', 'œufs frais', 'sucre', 'beurre 12,4 %', 'crème fraîche 6,6 %', 'levain ', 'farine de blé', 'eau', 'sel marin ', 'Noirmoutier ou Guérande', ' ', 'arôme', 'levure', 'Éclats de chocolat noir 20% : masse de cacao', 'sucre', 'émulsifiants : lécithines ', 'soja', 'arôme vanille,']",['E322 - Lécithines'],"['Œufs', 'Gluten', 'Lait', 'Soja']",['Non végétalien'],4,18 g,en quantité modérée,12 g,en quantité élevée,22 g,en quantité élevée,0.67 g,en quantité modérée,?,,395,+10%,1653 kj(395 kcal),+9%,18,+35%,12,+40%,52,+2%,22,+64%,"8,1",-1%,"0,67",-29%,"0,268",-29%,20,+16%,E,+16%,C,500 g,"['Sachet', 'Plastique']","['Point Vert', 'Pur beurre']",,['Carrefour'],81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,['France'],,,,
909,Purée Pomme Panaché BIO Sans Sucres Ajoutés - Valade en Corrèze - 800g (8x 100g),3174061051022,['Valade en Corrèze'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Desserts de fruits']",['France'],"['purée de pommes** ,purée de poires ', 'purée de fraises**', 'purée de mangues ', ' jus concentré de carotte pourpre', ' acide ascorbique']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,10.2 g,en quantité modérée,0.01 g,en faible quantité,?,,59,-31%,247 kj(59 kcal),-26%,"0,5",-58%,"0,1",-84%,12,-23%,"10,2",-24%,"0,5",-38%,"0,01",-79%,"0,004",-79%,-3,,A,,B,800 g (8 x 100 g),"['Cartonnage', 'Pot', 'Opercule', 'Plastique', 'Etui en carton', 'Pot en plastique', 'Opercule en plastique']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,"['Auchan', 'Magasins U', 'Carrefour market']",53.3%,21.3%,9.7%,9.5%,4.9%,1.3%,91,,Purées de fruits sans sucres ajoutés bio,,"['France', '19210 Lubersac']",,,,
910,Séréline morceaux blancs - Béghin Say - 250g,3174660017122,"['Béghin Say', 'Séréline', 'Tereos']","['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Sucres', 'Édulcorants artificiels', 'Aspartames', 'Édulcorants de table']",['France'],"['sucre ', '99,7%', 'édulcorant ', '0,3 %', ':aspartame et acésulfame K', "" L'aspartame contient une source de phénylalanine""]","['E951 - Aspartame', 'E950 - Acésulfame K']",,[],4,0 g,en faible quantité,0 g,en faible quantité,99.7 g,en quantité élevée,0 g,en faible quantité,?,,400,+98%,1674 kj(400 kcal),+84%,0,-100%,0,-100%,"99,7",+94%,"99,7",+307%,"0,15",-80%,0,-100%,0,-100%,,,,,A,250 g,['Etui en carton'],,,['Magasins U'],65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,"Edulcorant de table à base de sucre, d'aspartame et d'acésulfame K",https://www.beghin-say.fr/sucres/envie-de-bien-etre/sereline,,,,,
911,Galette mais - Gerblé - 130g,3175681213890,['Gerblé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",['France'],"['Maïs 98%', 'sel', 'huile de tournesol oléique', 'émulsifiant : lécithine de soja']",['E322i - Lécithine'],['Soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1.7 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,0.9 g,en quantité modérée,?,,394,-0%,1648 kj(394 kcal),-1%,"1,7",-58%,"0,2",-75%,86,+8%,1,-42%,8,+4%,"0,9",+110%,"0,36",+110%,2,+34%,B,+34%,B,130 g,"['Sachet', 'Plastique']",['Point Vert'],,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,
912,Plateau Raclette - RichesMonts - 700g,3176584511007,['RichesMonts'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes']","['France', 'Suisse']","['lait pasteurisé de vache', 'sel', 'ferments', 'conservateur : E235']",['E235 - Natamycine'],,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,26 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,1.7 g,en quantité élevée,?,,328,-5%,1372 kj(328 kcal),-5%,26,-5%,18,-3%,"0,5",-32%,"0,1",-77%,23,-3%,"1,7",+1%,"0,68",+1%,16,+2%,D,+2%,D,700 g,['Barquette'],['Fabriqué en France'],"['FR 43.040.002 CE', 'Brioude (Haute-Loire, France)']",,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
913,Fromage blanc aux fruits - mamie nova - 400g en 4pots,3177630001473,['mamie nova'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Yaourts', 'Yaourts aux fruits', 'Quark', 'Fromages blancs', 'Fromages à la crème']",['France'],"['Lait demi-écrémé pasteurisé', 'sucre 9,2%', 'purée de fraise 5%', 'sirop de glucose-fructose', 'amidon modifié', 'protéines de Lait', 'colorant: E120', 'épaississants : E412-E415', 'arôme', 'ferments lactiques']","['E14XX - Amidons modifiés', 'E120 - Acide carminique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.4 g,en faible quantité,1.6 g,en quantité modérée,12.7 g,en quantité élevée,0.1 g,en faible quantité,?,,97,-7%,406 kj(97 kcal),-6%,"2,4",-24%,"1,6",-19%,13,+14%,"12,7",+22%,"5,8",-11%,"0,1",-14%,"0,04",-14%,1,-7%,B,-7%,C,400 g en 4 pots,"['Frais', 'Emballage carton', 'Pots plastique', 'Opercule paapier aluminisé']",,"['FR 72.329.001 CE', ""Savigné-l'Évêque (Sarthe, France)"", '19/09/2017']",['Azur Promo'],68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,Produits lactés,,,,,,
914,Sauce américaine - Benedicta - 85g,3178050025179,['Benedicta'],,['France'],"['Huile de colza', 'concentré de tomates ', '19%', "" vinaigre d'alcool"", 'eau', 'sel', ""jaunes d'oeufs"", 'amidon transformé', 'arôme naturel ail', 'arome naturel', 'sucre', 'conservateur : sorbate de potassium']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,415,,1736 kj(415 kcal),,"37,8",,"2,7",,"7,8",,"4,7",,"0,6",,"2,8",,"1,12",,,,,,,85g,"['Flacon', 'Bocal']",,,,,,,,,,,,,,,,,,
915,"Dattes Deglet Nour, Maitre Prunille - Domino - 250g",3180840005445,"['Domino', 'Maître Prunille']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",['France'],['Dattes'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.2 g,en faible quantité,0.1 g,en faible quantité,68 g,en quantité élevée,0.1 g,en faible quantité,?,,295,-1%,1234 kj(295 kcal),-1%,"0,2",-29%,"0,1",+102%,68,-1%,68,+16%,"3,3",+53%,"0,1",+361%,"0,04",+361%,1,-80%,B,-80%,C,250 g,"['Barquette', 'Film', 'Plastique']","['Catégorie II', 'Point Vert']",,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,['Algérie'],,,['Algérie'],,,,
916,Hot dog ketchup - Charal - 120g,3181232138901,['Charal'],"['Sandwichs', 'Hot-dogs']",['France'],"['Pain spécial 48,5% : farine de blé', 'eau', 'dextrose', 'levure', 'huile de colza', 'sucre', 'gluten de blé', 'sel', 'émulsifiants : E471', 'E472e', 'farine de fève', 'conservateur : E282', 'vinaigre', 'antioxydant : E300', '\rSaucisse de Strasbourg 28,5% : viande de porc 82% ', 'soit 23% sur produit total', 'gras de porc', 'eau', 'plasma de porc', 'sel', 'dextrose', 'épices', 'stabilisant : E451', 'arômes', 'colorants : E120', 'E160c', 'antioxydant : E316', 'conservateur : E250', '\rFromage fondu 14% : fromage', 'eau', 'beurre', 'protéines de lait', 'sels émulsifiants : E452', 'E450', 'E339', 'E341', 'sel', 'conservateur : E200', '\rSauce saveur ketchup 9% : eau', 'concentré de tomates', 'sucre', 'vinaigre', 'amidon transformé de maïs', 'sel', 'oignons déshydratés', 'arômes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,17 g,en quantité modérée,5.9 g,en quantité élevée,7.5 g,en quantité modérée,1.7 g,en quantité élevée,?,,310,+13%,1297 kj(310 kcal),+12%,17,+25%,"5,9",+22%,26,+2%,"7,5",+66%,12,+9%,"1,7",+1%,"0,68",+1%,16,+14%,D,+14%,D,120 g,['Carton'],"['Viande-francaise', 'Viande-porcine-francaise']","['FR 44.113.002 CE', 'Nozay (Loire-Atlantique, France)']","['Marché U', 'Magasins U']",80.8%,9.4%,2.9%,1.9%,1.1%,4.0%,36,,,http://www.charal.fr,,,,,
917,La poêlée aux 5 légumes - Paysan breton - 1kg,3184034257689,['Paysan breton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Surgelés', 'Plats préparés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Poêlées', 'Plats préparés surgelés', 'Mélanges de légumes surgelés', '100\xa0% légumes']",['France'],"['Haricots verts 24%', 'carottes 20', '8% ', 'choux romanesco 16%', 'courgettes 11,2%', 'fenouil 8%']",,['Céleri'],['Sans huile de palme'],3,0 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0.1 g,en faible quantité,112,-31%,27,-31%,112 kj(27 kcal),-31%,0,-100%,0,-100%,"3,8",-22%,"2,2",+4%,"1,3",-32%,"0,1",+57%,"0,04",+57%,-7,,A,,,1 kg,"['Sachet', 'Surgelé', 'Portionnable']","['Sans OGM', 'en:palm-oil-free']","['EMB 22136', ""Loudéac (Côtes-d'Armor, France)""]",['Magasins U'],,,,,,,,,"Mélange de légumes, surgelé",,['France'],,,,
918,Cubi assortiment cocktail - Boehli - 300g,3185610035400,['Boehli'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",['France'],"['farine de blé', 'huiles végétales ', 'tournesol', 'coco', 'sel 2', '6%', 'lactosérum en poudre', 'sucre', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", ""extrait de malt d'orge"", 'émulsifiant ', 'lécithine de tournesol', 'lait écrémé en poudre', 'graines de sésame', 'graines de pavot', 'farine de blé malté', 'arôme de fumée', 'levure', ""correcteur d'acidité "", 'hydroxyde de sodium']","['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine', 'E524 - Hydroxyde de sodium']","['Gluten', 'Lait', 'Graines de sésame']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,10.1 g,en quantité modérée,4.3 g,en quantité modérée,2.9 g,en faible quantité,2.3 g,en quantité élevée,1783,+7%,423,+9%,1783 kj(423 kcal),+10%,"10,1",+107%,"4,3",+357%,71,-1%,"2,9",+35%,"10,1",-9%,"2,3",-27%,"0,92",-27%,15,+22%,D,+22%,A,300 g,"['boîte', 'Boîte refermable', 'cubi']","['Végétarien', 'Kascher']",,"['Auchan', 'intermarché', 'magasins u', 'Leclerc', 'Match', 'Cora', 'Auchan supermarchés', 'Carrefour']",60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['France', 'Europe']",Cubi assortiment cocktail,https://www.boehli.fr/,"['France', 'Alsace', 'Gundershoffen']",,,,"France, Espagne"
919,Saint Albray - 180g,3222110029994,"['Saint Albray', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France']","['France', 'Allemagne']","['Pasteurisierte Kuhmilch', 'Käsereikulturen', 'mikrobielles Lab', 'Speisesalz', 'Farbstoff Beta-Carotin']",['E160ai - Bêta-carotène'],,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,33 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,1510,+10%,365,+1%,1510 kj(365 kcal),+1%,33,+13%,24,+21%,"< 0,5",-29%,"< 0,5",+41%,17,-26%,"1,3",+1%,"0,52",+1%,14,-1%,D,-1%,C,180 g,"['Frais', 'Pappe', 'Folie']",['Sans lactose'],"['FR 64.284.100 CE', 'Jurançon (Pyrénées-Atlantiques, France)']",,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"Fromage français à pâte molle, à la crème, au lait de vache pasteurisé",,,,,,
920,100 % Pur jus de raisin - Casino - 1l,3222471081006,['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']","['France', 'La Réunion']",['Jus de raisin'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.02 g,en faible quantité,265,-6%,62,-7%,265 kj(62 kcal),-6%,0,-100%,0,-100%,15,-8%,15,-5%,"0,6",+98%,"0,02",+206%,"0,008",+206%,9,-7%,D,-7%,C,1 l,"['Brique', 'Carton', 'Bouchon', 'Plastique']",['Point Vert'],"['EMB 67434', 'Sarre-Union (Bas-Rhin, France)']","['Vival by Casino', 'Casino']",58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,Jus de raisin,,,,,,
921,Haricots verts extra-fins cueillis et rangés main - Casino - 660g,3222471096994,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",['France'],['Haricots vert - eau - sel'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.85 g,en quantité modérée,93,-6%,22,-8%,93 kj(22 kcal),-6%,0,-100%,0,-100%,"2,7",+2%,"0,6",-22%,"1,6",+8%,"0,85",+27%,"0,34",+27%,-4,,A,,B,660 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve']",,"['EMB 77146J', 'Croissy-Beaubourg (Seine-et-Marne, France)']","['Simply', 'Casino']",40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,['Chine'],Haricots verts extra-fins cueillis et rangés main,,"['77183 Croissy-Beaubourg', 'Seine-et-Marne', 'Île-de-France', 'France']",,,,
922,Le Petit Beurre - Casino - 200g,3222472215905,['Casino'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",['France'],"['Farine de blé - sucre - beurre concentré 12,7% ', 'soit 15,2% de beurre reconstitué', "" - lait demi-écrémé - poudre de lait entier - poudres à lever: carbonates d'ammonium"", 'carbonates de sodium', ""diphosphates - blanc et jaune d'oeufs en poudre - sel - arôme"", 'Traces de graines de sésame']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,14 g,en quantité modérée,9.7 g,en quantité élevée,22 g,en quantité élevée,0.88 g,en quantité modérée,1915,-4%,455,-4%,1915 kj(455 kcal),-3%,14,-25%,"9,7",-17%,74,+9%,22,-22%,"8,2",+16%,"0,88",+13%,"0,352",+13%,21,-3%,E,-3%,C,200 g,"['Carton', 'Plastique', 'Ouverture facile']",,"['EMB 01072D', 'Ceyzériat (Ain, France)']","['Vival', 'Casino']",75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,,24 Petits beurre,,"['Biscuits Bouvard - 73 Rue Albert Métras - ZAC de la Teppe - 01250 Ceyzériat', 'Ain', 'Auvergne-Rhône-Alpes', 'France']",,,,
923,Boisson au Soja Nature - Casino - 1l,3222472887966,['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons végétales de soja nature']",['France'],"['Jus de soja* ', 'eau', 'graines de soja * 6', '7%', "" * issus de l'agriculture biologique""]",,['Soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.8 g,en quantité modérée,0.3 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,139,-17%,33,-20%,139 kj(33 kcal),-19%,"1,8",-5%,"0,3",-15%,"0,8",-64%,"0,4",-76%,"3,2",-3%,"0,1",+59%,"0,04",+59%,-1,,A,,A,1 l,"['Brique', 'Carton', 'Bouchon', 'Plastique']","['Peu ou pas de sucre', 'Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre', 'AB Agriculture Biologique', 'Agriculture France', 'Elaboré en France', 'Soja origine France']","['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['Casino'],25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,"['France', 'Agriculture France', 'Soja']",Boisson végétale au soja issue de l'agriculture biologique stérilisée UHT,http://www.casinodrive.fr/ecommerce/affichageDetailProduit/WE80205/F-47220-yaourts/P-52343--,"[""Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel"", 'Loiret', 'Centre-Val de Loire', 'France']",,,,
924,Pain de mie - Tranches moelleuses sans croûte - Casino - 500g,3222473288786,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains de mie sans croûte']",['France'],"[""Farine de _blé_62% - eau - sucre - levure - huile de colza - gluten de blé - farine de fèves - sel - vinaigre d'alcool - émulsifiants : mono et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium - conservateur : propionate de calcium - épaississant : gomme guar']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E412 - Gomme de guar']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2.9 g,en faible quantité,0.4 g,en faible quantité,6.9 g,en quantité modérée,1.1 g,en quantité modérée,1007,-4%,238,-6%,1007 kj(238 kcal),-6%,"2,9",-19%,"0,4",-16%,45,-2%,"6,9",+2%,"7,9",+1%,"1,1",+2%,"0,44",+2%,4,+196%,C,+196%,B,500 g,"['Sachet', 'Plastique']",,,['Casino'],56.3%,23.2%,13.4%,6.2%,0.9%,0.0%,93,,Pain de mie sans croûte tranché 21 tranches,,,,,,
925,Ketchup Nature - Casino - 560g,3222474972363,['Casino'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],"[""Purée de tomate mi-réduite 54% - sucre - eau - vinaigre d'alcool - amidon transformé de maïs - sel - arôme""]",['E14XX - Amidons modifiés'],,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,1.7 g,en quantité élevée,440,+3%,104,-2%,440 kj(104 kcal),+0%,0,-100%,0,-100%,25,+10%,20,+2%,"0,9",-31%,"1,7",-15%,"0,68",-15%,11,-9%,D,-9%,B,560 g,"['Flacon', 'Plastique']",,,['Casino'],37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,Tomato ketchup,,,,,,
