,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,palm_ingredients,generic_name,link,manufacturing,traceability_code,ingredients_origins,brand_owner,origin_detail,producer_info
1089,Délice de Poivrons Rouges et Noix de Cajou - Ail!Ail!Ail! - 230g e,5205270204133,230 g e,"['Ail!Ail!Ail!', 'Ail ! Ail ! Ail !']",['France'],"['Poivrons peppas 60,0%', ' huile de tournesol 15,0%', ' noix de cajou 15,0%', ""gousses d'ail 5,0%"", 'jus de citron 3,2%', 'sucre 1,0%', 'cumin 0,20%', 'poivre noir 0,20%', 'piment 0', '20%']",[],3,?,305,1276 kj(305 kcal),26,"2,8",12,"8,7","4,4",1,"0,4",,"['Bocal', 'Verre']","['Epicerie', 'Sauces', 'Pâtes de noix de cajou']",,['Fruits à coque'],26 g,en quantité élevée,2.8 g,en quantité modérée,8.7 g,en quantité modérée,1 g,en quantité modérée,,+28%,+29%,+44%,+30%,+21%,+35%,+64%,-59%,-59%,4,-66%,C,-66%,,,,,,,,['Point Vert'],['Super U'],,Pâte de Noix de Cajou et Poivrons Rouges,http://ailailail.fr/touslesarticles/933-ptenoixdecajouetpoivronsrouges-5205270204133.html,['Europe'],,,,,
1090,Kataifi,5205440101514,,,['France'],[],[],,?,497,2079 kj(497 kcal),"39,5","8,7",33,21,"2,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Feta - Lesvos,5205663000076,,['Lesvos'],['France'],"['Lait de brebis et de chèvre pasteurisé', 'sel', 'enzymes alimentaires', 'cultures de micro-organismes']",['Non végétalien'],3,?,266,1113 kj(266 kcal),22,16,"0,7","0,7",15,"2,5",1,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['Lait'],22 g,en quantité élevée,16 g,en quantité élevée,0.7 g,en faible quantité,2.5 g,en quantité élevée,,-6%,-6%,-6%,+4%,-11%,+117%,-7%,+6%,+6%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,['AOP'],,,,,,['GR 33.2157 EC'],,,,
1092,Huile Olive - Pateskid,5205874000025,,['Pateskid'],['France'],[],[],,?,823,3443 kj(823 kcal),92,13,0,0,0,0,0,,,['Matières grasses'],,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+2%,+3%,+4%,-43%,-100%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,['Bio'],,,,,,,,,,
1093,Feta de Thessalia - Ifantis - 200g,5206252237002,200 g,['Ifantis'],['France'],"['Lait de brebis et de chèvre', 'sel', 'Ievure', 'culture']",['Non végétalien'],3,?,257,1075 kj(257 kcal),22,"15,69","0,5","0,4","14,9","3,9","1,56",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['Lait'],22 g,en quantité élevée,15.7 g,en quantité élevée,0.4 g,en faible quantité,3.9 g,en quantité élevée,,-9%,-9%,-6%,+2%,-37%,+24%,-8%,+65%,+65%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,['AOP'],,,,,,,['Grèce'],,,
1094,Iliaki,5206827011174,,,['France'],[],[],,?,824,3448 kj(824 kcal),"91,6","13,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Chicle mentaa - Trident,52017063,,['Trident'],"['France', 'Suisse']",[],[],,700,167,700 kj(167 kcal),"2,5","0,3",60,0,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Senses tropical mix - Chewing-gum - Trident - 27g,52017087,27g,['Trident'],"['France', 'Suisse']","['Édulcorant ', 'sorbitol', 'xylitol', 'maltitol', 'sirop de maltitol', 'aspartame', 'sucralose', 'acésulfame K', 'gomme à mâcher', 'arômes', 'acidulant ', 'E330', 'E296', 'humectant ', 'E422', 'émulsifiant ', 'lécithine de tournesol', 'colorant ', 'E160c', 'colorant ', 'E160c']",[],4,719,177,719 kj(177 kcal),"3,3","2,5",58,"< 0,1","0,4","0,1","0,04",,"['Boite', 'Etui', 'Carton', 'Plastique', 'Papier']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']","['E420 - Sorbitol', 'E967 - Xylitol', 'E965 - Maltitol', 'E965ii - Sirop de maltitol', 'E951 - Aspartame', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E330 - Acide citrique', 'E296 - Acide malique', 'E422 - Glycérol', 'E322i - Lécithine', 'E160c - Extrait de paprika']",,3.3 g,en quantité modérée,2.5 g,en quantité modérée,0.1 g,en faible quantité,0.1 g,en faible quantité,+1%,+5%,+2%,+1292%,+1780%,-9%,-98%,+145%,+280%,+280%,,,,,,,,,,,,"['Peu ou pas de sucre', 'Sans sucre']",['Noz'],,Chewing-gum gum,,,,,,,
1097,Biscuit Quinoa Cacao - Gerblé - 132g,52041778,132 g,['Gerblé'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Handmade Loukoumi,5213004740031,,,['France'],[],[],,?,332,1389 kj(332 kcal),"0,001","0,001","82,5",80,"0,001","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Baklava -,5213004740079,,,['France'],[],[],,?,426,1782 kj(426 kcal),"21,1","8,8","53,2","25,4","5,9","0,172","0,069",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,,21.1 g,en quantité élevée,8.8 g,en quantité élevée,25.4 g,en quantité élevée,0.172 g,en faible quantité,,+8%,+7%,+54%,+133%,-11%,-17%,+3%,-34%,-34%,18,+21%,D,+21%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,,
1100,Dark choco pistachio,5214000174219,,,['France'],[],[],,?,591,2473 kj(591 kcal),"40,6","8,2","49,9",49,"6,4","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Huile d'olive,5214000455110,,,['France'],[],[],,?,345,1443 kj(345 kcal),9,"5,6",8,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Boules Praliné - Favorina - 1kg,52110867,1kg,['Favorina'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,,,,,
1103,Muesli Croustillant au sirop d'érable et aux noix de pécan - Crownfield - 500g,52217767,500 g,['Crownfield'],['France'],[],[],,?,?,,?,,?,,?,,,B,"['Carton', 'Sachet', 'Boite', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis aux fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['Lidl'],,,,,,,,,
1104,Lidl,52218867,,['Lidl'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Soja cuisine - soy - 50cl,5239218701422,50cl,['Soy'],['France'],[],[],,?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Crèmes végétales', 'Crèmes végétales pour cuisiner', 'Crèmes végétales à base de soja pour cuisiner']",,,,,,,,,,,,,,,,,,,,,,,,,50.8%,26.4%,8.8%,8.6%,5.3%,0.0%,91,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio-Solidaire']",,,,,,,,,,
1106,Quaker oasts,52501883,,['Quaker'],['France'],[],[],,?,375,1569 kj(375 kcal),8,"1,5",60,"1,1",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Pik & croq' - La vache qui rit - 5x35g,5260228887318,5x35g,['La vache qui rit'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,5268018077093,5268018077093,,,['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Gratin de Brocolis - U - 450g,5276228156811,450 g,['U'],['France'],[],[],,?,?,,?,,?,,?,,,B,"['Plastique', 'Carton']","['Plats préparés', 'Gratins', 'Gratins de légumes', 'Gratins de brocolis']",,,,,,,,,,,,,,,,,,,,,,,,,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,,"['Super U', 'Magasins U']",,,,,,,,,
1110,Flocon d'avoine - Casino - 500g,5278017778280,500g,['Casino'],['France'],[],[],,?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,,,,,,,,,,,,,,,,,,,,,,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,['Point Vert'],['Casino'],,,,,,,,,
1111,Labneh,5281002900016,,,['France'],[],[],,?,145,607 kj(145 kcal),9,1,9,1,7,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Al Rabih Tahineh,5281003551002,,,['France'],[],[],,?,666,2787 kj(666 kcal),60,10,13,3,20,"0,083","0,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Crème de Sésame Tahineh - Al-Rabih - 454g,5281003551026,454g,['Al-Rabih'],['France'],['100 % Sésame'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,666,2787 kj(666 kcal),60,10,13,3,20,"0,8","0,32",C,['Pot plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Purées de sésame blanc']",,,60 g,en quantité élevée,10 g,en quantité élevée,3 g,en faible quantité,0.8 g,en quantité modérée,,+8%,+8%,+11%,+23%,+56%,+380%,-6%,+463%,+463%,20,+50%,E,+50%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,,,,,,,['Liban'],,,
1114,Pâte de sésame - AL RABIH,5281003552009,,['AL RABIH'],['France'],"['Pâte de sésame*', 'Sucre', 'Hydrolysat De Caséine LI Huile De Palme Partiellement Hydrogénée', ""Régulateur d'acidité: Acide Citrique E 330"", 'Vanilline', 'Arôme De Geranium']",[],3,?,500,2092 kj(500 kcal),31,6,50,45,15,"0,05","0,02",D,['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Purées de sésame blanc']",['E330 - Acide citrique'],,31 g,en quantité élevée,6 g,en quantité élevée,45 g,en quantité élevée,0.05 g,en faible quantité,,-19%,-19%,-43%,-26%,+502%,+7100%,-29%,-65%,-65%,15,+13%,D,+13%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,,,,,,,,,,
1115,Fèves cuites - Al-Rabih - 425g,5281003554102,425g,['Al-Rabih'],['France'],"['Fèves', 'eau', 'sel', 'sucre', 'acide citrique ', 'E330', 'EDTA ', 'E385']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,100,418 kj(100 kcal),0,0,17,"1,5",7,"0,339","0,136",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Fèves', 'Fèves en conserve']","['E330 - Acide citrique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,0 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.339 g,en quantité modérée,,+23%,+23%,-100%,-100%,+70%,+13%,+24%,-35%,-35%,-12,,A,,70.7%,0.0%,16.4%,8.4%,4.6%,0.0%,96,,,,,,,,,,,
1116,Orange Blossom Water,5281003557707,,,['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Castania Mixed Krenels Tin,5281009276305,,,['France'],[],[],,?,657,2749 kj(657 kcal),"54,3","9,1",20,"5,7",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Castania Mixed Super Extra Nuts,5281009568349,,['Castania'],['France'],"['Cacahuètes', 'Cacahuètes enrobées ', 'Farine de blé', 'sucre', 'amidon de maïs', 'Pistaches', 'Graines de citrouille', 'Noix de Cajou', 'Amandes', 'Pois Chiches', 'Maïs', 'Noisettes', 'Amidon modifié ', 'El 422', 'Saveurs: Barbecue et fumé ', 'glucose', 'Chapelure ', 'de blé', ' ', 'Exhausteur de Goût ', 'glutamate monosodique E621', 'maltodextrine', 'protéine de Soja hydrolysée', 'Proteine de maïs hydrolysées', 'Dérivés de Lait', 'épices', 'régulateufd acidité ', 'acide citrique E 330', 'huile de coco', 'huile de palme', 'sel']",['Huile de palme'],4,?,578,2418 kj(578 kcal),39,8,31,"2,6","21,1","2,2","0,88",,,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,,,,,
1119,Instant drink +collagene,5281010101405,,,['France'],[],[],,?,2,8 kj(2 kcal),1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,,,
1120,Hot Choco Drink Light Orange Flavour - Domo,5281010102815,,['Domo'],['France'],"['Fat reduced fully hydrogenated syrup', 'lactose', 'milk protein', 'stabilizers ', 'E340ii', 'E452i', 'vegetable emulsifier ', 'Mono- and diglycerides of fatty acids ""E471 ""from Palm oil', ' ', 'anticaking agent ', '041 iii', 'skimmed milk powder', 'whey powder ', 'from milk', 'salt', 'thickener ', 'E407', ""' artificial sweeteners "", 'sucralose E955', '0', '08g/l', ""acesulfame k vanillin' nature-identical Orange llavor"", 'anticaking agent ', 'E551 ', 'Contains milk and coconut', ' PACK', ' Ma contain:Wheatand so a', "" Boisson instantanée HOT CHOCO LIGHT aromatisée à l'orange avec des édulcorants"", ' INGREDIENTS: Poudre de cacao à graisse réduite', ""l'huile de noix de coco totalement hydrogénée"", 'sirop de glucose', 'lactose', 'protéine de lait', 'stabilisants ', 'E340ii', 'E452i', ""émulsifiant d'origine végétale "", 'mono et diglycérides d\'acides grasj\'E471""de l\' huile de palme', ',agent antiagglomérant ', 'E341 iii', 'lait écrémé en poudre', 'poudre de Lactosérum ', 'du lait', 'sel', 'épaississant ', 'E407', 'édulcorants artificiels [', 'sucralose E955 ', '0', '08g/l', 'acésulfame k E950 ', '0', '06g/l', 'l', 'vanilline', 'arôme Orange identique au naturel', 'antiagglomérant ', 'E551 ', 'Contient lait et noix de coco', ' Peut contenir: Blé et soja', 'A CONSOMMER DE AVANT LA DATE INSCRITE EN BAS DU PAOUfT', ' ""471 ', '341 iiiç! 16 955 ', '407 t', ' 12 950 ?1', '551']",['Non végétalien'],4,?,38,159 kj(38 kcal),2,"1,8","3,2",2,"1,2","0,22","0,088",,"['Sachet', 'Plastique']","['Boissons', 'Boissons édulcorées', 'Boissons instantanées']","['E340ii - Phosphate dipotassique', 'E452i - Polyphosphate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E551 - Dioxyde de silicium', 'E341iii - Phosphate tricalcique']",['Lait'],2 g,en quantité modérée,1.8 g,en quantité modérée,2 g,en faible quantité,0.22 g,en quantité modérée,,-86%,-86%,-47%,-26%,-93%,-95%,-79%,-28%,-28%,,,,,,,,,,,,"['Halal', 'Light']",,,,,,,,,,
1121,Thé,5281014000032,,,['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Mélange Deluxe Fruits Secs Grillés - ALRIFAI - 300g,5281026030119,300g,['ALRIFAI'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Melàge classique de fruits secs grillés - Al Rifai - 150g,5281026150794,150 g,['Al Rifai'],['France'],"['FRIMélange Classicllngré ients: Dans des proportions variables: Arachides', ""grai'"", 'es de citrouille', 'maïs', 'pois chiches', 'arachides noisettes', 'sel', 'sucre', 'amidon', 'farine de blé', ""rée Oateur d'acidité: acide citrique E330"", 'huile végétaie coco', 'arôme de fromage ', 'lait', ' ', 'aromes naturc• „ maltodextrine', 'lactosérum en poudre', 'lactose', 'graines de sésame', ""émulsifiants: gomrv d'acacia E414"", 'caséinate de sodium E469', 'de calcium E327', 'sel minéral: phosphate mono s,', ' Yique E339', 'antioxydants: alpha-tocophérol lutamate mono sodique E621', ' our les allergènes', 'y compris les céréales contenant du gluten', 'voir les ingrédients en gras Peut aussa•««']",['Non végétalien'],4,?,515,2155 kj(515 kcal),28,7,45,8,20,"0,75","0,3",,,,"['E330 - Acide citrique', 'E307 - Alphatocophérol']","['Gluten', 'Lait', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Tutti Frutti - 29g,5281028417536,29 g,,['France'],[],[],,?,542,2268 kj(542 kcal),"33,3","19,5",55,49,"5,4","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Maccaw Orange Juice - 200ml,5281034010677,200 ml,,['France'],[],[],,?,50,209 kj(50 kcal),0,0,"12,5","12,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1126,Mélasse De Grenades - Mymounce,5281054030044,,['Mymounce'],"['France', 'États-Unis']",['Pomegranates'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,296,1238 kj(296 kcal),"0,54",0,66,51,9,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans colorants']",,,,,,,,,,
1127,Al Wadi Al Akhdar Foul Moudammas - 400gr net / 260gr drained,5281117000694,400gr net / 260gr drained,['Al wadi al akhdar'],['France'],[],[],,?,383,1602 kj(383 kcal),1,0,13,1,5,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Hommos Tahina,5281117000731,,,['France'],[],[],,?,135,565 kj(135 kcal),"6,6","1,1","9,44",0,"6,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Baba ghannouge - al wadi - 180g,5281117000762,180 g,['al wadi'],['France'],"['Aubergines ', 'min 85%', 'crème de sésame ', '11%', 'sel', 'acidifiant E 330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,108,452 kj(108 kcal),8,"1,2",5,2,5,"1,37","0,548",,['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Baba ganousch', ""Caviars d'aubergine""]",['E330 - Acide citrique'],,8 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,1.37 g,en quantité modérée,,-42%,-41%,-52%,-42%,-5%,-33%,+221%,+20%,+20%,0,-100%,B,-100%,,,,,,,,,,,caviar d'aubergine,http://www.alwadi-alakhdar.com/fr/products-intl/les-incontournables-du-mezze-libanais/baba-ghannouge/,,,,,,
1130,Mélasse de caroube - Al Wadi,5281117000922,,['Al Wadi'],['France'],['Ingrédients: pure caroube'],[],,?,321,1343 kj(321 kcal),"0,6",0,78,66,1,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Caviar d aubergines,5281117005538,,,['France'],[],[],,?,108,452 kj(108 kcal),8,"1,2",5,2,5,"1,4","0,56",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,8 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,1.4 g,en quantité modérée,,-42%,-41%,-52%,-42%,-5%,-33%,+221%,+23%,+23%,5,-24%,C,-24%,,,,,,,,,,,,,,,,,,
1132,"Foul Moudammas Al Wadi 420 Gr, 1 Boîte - 400g",5281117007419,400 g,['Al Wadi'],['France'],[],[],,?,87,364 kj(87 kcal),1,0,12,1,5,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Balila,5281117011843,,,['France'],[],[],,?,227,950 kj(227 kcal),16,"2,7",13,"0,6","4,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Peanut curls,5281128100574,,,['France'],[],[],,?,142,594 kj(142 kcal),7,"2,1",1,1,"3,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Choco flakes,5283002525329,,,['France'],[],[],,?,445,1862 kj(445 kcal),13,"7,3",73,29,6,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Pâte de sesame,5283003214055,,,['France'],[],[],,?,659,2757 kj(659 kcal),56,"8,75","16,8",0,"20,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Oat crackers,5283021800155,,,['France'],[],[],,?,370,1548 kj(370 kcal),7,4,5,1,8,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
1138,W B Pain De Mie Multicereal,5285000170501,,,['France'],[],[],,?,252,1054 kj(252 kcal),4,"1,5",45,"3,3","8,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,7up -,5285000320388,,,"['France', 'Liban']",[],[],,?,44,184 kj(44 kcal),0,0,11,11,0,"0,018","0,007",,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.018 g,en faible quantité,,+63%,+59%,-100%,-100%,+62%,+66%,-100%,+29%,+29%,15,+63%,E,+63%,,,,,,,,,,,,,,,,,,
1140,Halva Nature Kanater 450 GR X 12 - Alkanater,5285000870210,,['Alkanater'],['France'],"['Tahina ', 'graines de sésame moulues', ' 52%', 'Sucre ', '46%', 'Extrait de saponaire ', '2%', 'Vanille', 'Acidifiant: Acide Citrique Peut contenir des traces de fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,547,2289 kj(547 kcal),"31,7","5,2",51,"42,3",14,0,0,,,,['E330 - Acide citrique'],['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Sirop de tamarine,5285001292028,,,['France'],[],[],,?,120,502 kj(120 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Mélasse de grenade Anjar -,5285001292134,,,['France'],"['Jus de grenades concentré', 'eau', 'sucre', 'acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,300,1255 kj(300 kcal),0,0,78,73,"2,5",0,0,,,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Falafel 200G - Chtoura Garden - 200g,5285001402625,200 g,['Chtoura Garden'],['France'],"['Fèves - Pois chiches - Oignon - Agent levant: ', 'Pyrophosphate acide de sodium E450 - Bicarbonate de sodium E500', ' - Cumin - Sel - Gingembre - Ail - Curcuma - Coriandre - Carvi']",[],4,?,338,1414 kj(338 kcal),"2,9","0,9","55,9","2,4",22,"0,72","0,288",,,,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Pasta Susan 800G Chtoura - 800g,5285001408207,800 g,,['France'],[],[],,?,686,2870 kj(686 kcal),58,"17,7","3,8","0,2",25,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Vinaigre Blanc,5285001622085,,,['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Extra baked mixed nuts - Al Amira,5285002390860,,['Al Amira'],['France'],[],[],,?,576,2410 kj(576 kcal),44,7,27,4,20,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Oat bread,5285002594916,,,['France'],[],[],,?,250,1046 kj(250 kcal),"2,9",0,"53,6","0,29","10,1","0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Mélasse de caroube,5287000016544,,,['France'],[],[],,?,60,251 kj(60 kcal),0,0,16,0,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Tahina Alameddine,5287000096218,,,['France'],[],[],,?,650,2720 kj(650 kcal),28,10,0,0,10,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Tahina,5287000459006,,,['France'],[],[],,?,700,2929 kj(700 kcal),60,10,10,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
