,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,labels,traceability_code,markets,allergens,nova_score,additives,eco_score,packaging,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,origin_detail,producer_info
994,Bonbon menthe poivré - DF peppermint - 1kg,8710559038158,['France'],"['Suiker', 'dextrose', 'delaine', 'natuurlijk muntaroma', 'Pfefferminzbonbons ZUtateh Zucker', 'Dextrose', 'Gelatine', 'natürliches Minzaroma G Mint flavoured sweet', ' Ingredients: Suga', 'dextroe', 'gelatine', 'natural mint flavouring', 'Menthe polvrée Ingrédients: Sucre', 'Dextrose', 'gelatine', 'arôme naturel de menthe', ' Pastillas de menta', ' Ingredientes: azúcar', 'dextrosa', 'gelatina', 'sabor de menta natural Pastilhas de menta', ' Ingredientes: açúcar', 'dextrose', 'gelatina', 'aroma natural de menta', ' © Pastiglie alla menta', ' Ingredienti: zucchero', 'destrosio', 'gelatina', 'aroma naturale alla menta', ' OPeppermintpastiller', ' Ingredienser socker', 'dextros', 'gelatin', 'naturlig mintsmak', ' Pastyki miętowe', ' Skladniki: cukier', 'dekstroza', 'żelatyna', 'naturalny aromat miętowy', ' ', 'NL ND Ten mintste houdbaar tot:/@Mindenstens haltbar bis:/ Best before:/®A consommer de préférence avant le:/ OConsumir preferentemente antes de:/®Consumir antes de:/@Da consumarsi preferibilmente entro:/®Bäst före:/ ONajlepiej spożyć przed: ', 'PD']","['Non végétalien', 'Non végétarien']",?,399,1669 kj(399 kcal),0,0,99,99,"0,6",0,0,1kg,['Bonbons à la menthe'],0 g,en faible quantité,0 g,en faible quantité,99 g,en quantité élevée,0 g,en faible quantité,,+7%,+9%,-100%,-100%,+3%,+59%,+663%,-100%,-100%,14,+15%,D,+15%,['DF peppermint'],,,,,4,['E428 - Gélatine'],,['Plastique'],,,,,,,,,,,,,,
995,5425009102930,5425009102930,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Gianduja chocolat fondant à la noisette - Saveurs &Nature - 125,3760077181527,['France'],"['Chocolat au lait"" 40% cacao minimum : 54% ', 'sucre de canne""', 'beurre de cacao', 'poudre de lait entier""', 'pâte de cacao', 'noisette: 17%', 'sucre de canne""', 'beurre concentré""', 'pâte de cacao""', 'beurre de cacao""', "" Peut contenir des traces d'arachides"", ""d'autres fruits à coque et de sésame"", ' ""Ingrédients issus de l\'agriculture biologique']",['Non végétalien'],2578,621,2578 kj(621 kcal),"47,6","23,1","39,3","33,6","6,9","0,02","0,008",125,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",47.6 g,en quantité élevée,23.1 g,en quantité élevée,33.6 g,en quantité élevée,0.02 g,en faible quantité,+16%,+17%,+17%,+49%,+33%,-25%,-29%,+17%,-87%,-87%,20,-18%,E,-18%,['Saveurs &Nature'],"['Bio', 'Bio européen', 'Pur beurre de cacao', 'AB Agriculture Biologique']",,['Naturalia'],"['Lait', 'Fruits à coque']",3,,,['Paquet'],,,,,,,,,,,,,,
997,GWK Gutschein Weihnachten,20177447,['France'],[],[],?,502,2100 kj(502 kcal),"23,3","10,4","63,7","23,3","8,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Melon sun dried fruits,4850009990101,['France'],[],[],?,282,1180 kj(282 kcal),"0,8",0,"71,6",62,"4,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,3468080409736,3468080409736,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Saucisson aux noisettes - maison brielle - 1,3770012773366,['France'],[],[],?,509,2130 kj(509 kcal),"44,2","16,2","5,8","5,2","23,3","5,2","2,08",1,"['Viandes', 'Charcuteries']",44.2 g,en quantité élevée,16.2 g,en quantité élevée,5.2 g,en quantité modérée,5.2 g,en quantité élevée,,+95%,+97%,+129%,+123%,+295%,+554%,+25%,+118%,+118%,27,+69%,E,+69%,['maison brielle'],,,,,,,,['Sans'],,,,,,,,,,,,,,
1001,Rôti de dinde,4056489360667,['France'],[],[],?,169,707 kj(169 kcal),10,"3,5","2,4",0,17,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,,,,,
1002,Suisse aux pépites de chocolat,3802150010093,['France'],[],[],?,446,1866 kj(446 kcal),23,14,50,12,"8,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Bioritmi - pedon - 250g,8008703601229,['France'],"['Riz et quinoa en conserve bio Ingrédients: eau', 'riz lon 40%', 'quinoa,rQúge ', '10%', ""hufle d'olives extra viefge"", 'şel', ' Produit dańs uņe usine gui utilise céřéales çontepant du gluten ', 'blé', 'seigle', 'orge', 'avoine', 'épeautre', 'kamut', ' ét derivés', 'šoja et déríyés', 'lupin ét dérivés', ""Emballé sous'atmosphère protectrice"", ' Garder dạnsun endroit frais et sec', ""propre et exem pt d'odeurs"", 'à labri de la lumière Garder dans un endroit frais et sec', ' Après ouverture', 'garder au réfrigérateur', 'et cônsommer sous j', ' A Consommer de pré emballage', 'Valeurs ħutritionnelles pour 100g: énergie746k]/177kcal', 'matières grasses 2,1g dont acides gras saturės 0,4g giučides 33,4g dont sucres 0,5g fibres 3,2g protéines 4,4g sel 0,01g T ondes à 750W', 'quelques minutes à la poêle', ' complet étuvé prodotto 2', ' férence avant le : voir emps de cuisson :90s au micro-']",[],?,177,741 kj(177 kcal),"2,1","0,4","33,4","0,5","4,4",,,250g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",2.1 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,,,,-47%,-48%,+75%,+49%,-54%,+44%,-39%,,,,,,,['Pedon'],['Bio'],,,,,,C,['sachet cuisson'],79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
1004,Capsule de café biodégradable compostable,3259234175504,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-004']",,,,,,,,,,,,,,,,,,,,,
1005,Croquants Avoine Chocolat,3396411241222,['France'],[],[],?,454,1900 kj(454 kcal),18,"3,1",61,16,"7,9","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
1006,Ultima,3700260261636,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Butter Croissants - Edeka - 360g,4311501680803,"['France', 'Allemagne']",[],[],?,355,1485 kj(355 kcal),"20,5","13,3","33,7",5,"7,8","0,72","0,288",360g,,,,,,,,,,,,,,,,,,,,,,,,['Edeka'],,,,,,,,,,,,,,,,,,,,,,
1008,Gâteau au Fromage Blanc Et Au Chocolat,8424590000486,['France'],[],[],?,249,1042 kj(249 kcal),13,"5,5",25,13,8,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,"Vinaigre Balsamique de Môdene - Monari Federzoni - 0,5l",8003185010439,['France'],[],[],?,?,,?,,?,,?,0,0,"0,5 l","['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,['Monari Federzoni'],['Bio'],,,,,,B,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Italie'],,,,,,
1010,Gorgonzola Cremoso,8021398443882,['France'],[],[],?,325,1360 kj(325 kcal),27,19,"0,9","0,5",19,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,3211200037612,3211200037612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Galette des rois - Picard - 400g,3270160822713,['France'],"['INGRÉDIENTS/ INGREDIËNTEN/ INGREDIENSER: FR Farine de blé ', 'gluten', 'beurre 19% ', 'lait', 'eau', 'fourrage au chocolat 14% [sucre', 'graisses végétales de tournesol et de colza en proportion variable', 'cacao maigre en poudre', 'chocolat 1,1% ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'lait écrémé en poudre', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille]', 'praliné noisette 5,6% ', 'noisette 2,8%', 'sucre', 'émulsifiant lécithines de soja', 'crème fraîche liquide ', 'lait', 'sucre', 'ceuf de poule élevée en plein air 2,5% ', 'liquide', 'pasteurisé', 'amande en poudre 1,9%', 'grain de noisette caramélisée 1,8% ', 'sucre', 'noisette 0,7%', ""jaune d'euf issu de poule élevée en plein air 1,8% "", 'liquide', 'pasteurisé', 'pâte de noisette 1,3%', 'chocolat noir 1,2% ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithines de soja', 'sel', 'lait en poudre', 'cacao maigre en poudre', 'amidon transformé de maiïs', 'agent de traitement de la farine: L-cystéine', ' Produit élaboré dans un atelier qui utilise : autres fruits à coque']",['Non végétalien'],1828,439,1828 kj(439 kcal),29,15,38,13,"6,2","0,7","0,28",400g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Surgelés', 'Biscuits et gâteaux', 'Pâtes à tarte', 'Pâtisseries', 'Pâtes feuilletées', 'Pâte feuilletée pur beurre surgelée', 'Galettes des rois']",29 g,en quantité élevée,15 g,en quantité élevée,13 g,en quantité élevée,0.7 g,en quantité modérée,+14%,+15%,+15%,+34%,+33%,-1%,+761%,+7%,-31%,-31%,19,+15%,E,+15%,['Picard'],,"['EMB 94041', 'Ivry-sur-Seine (Val-de-Marne, France)']",['Picard'],"['Gluten', 'Lait', 'Fruits à coque']",4,"['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E920 - L-Cystéine et ses chlorhydrates']",D,"['carton et film plastique', 'Film en plastique', 'Etui en carton']",88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,['France'],,,,,
1013,Garofalo ristorante tagliatelle nid - 500g,8000139926297,['France'],['100% semoule de BLÉ dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1489,351,1489 kj(351 kcal),1,"0,2",70,3,14,"0,01","0,004",500 g,,,,,,,,,,,,,,,,,,,,,,,,['Garofalo'],,,,['Gluten'],,,,['Enveloppe'],,,,,,,,,,Pâtes alimentaires de qualité supérieure,,,,
1014,Fond de tarte - KuchenMeister - 200g,4101540739309,['France'],"['Farine de blé', 'sucre', 'œufs', 'sirop de glucose-fructose', 'amidon de blé', 'humectants : sorbitols', 'glycérol ', ' huile de colza', 'poudres à lever : diphosphates', 'carbonates de sodium ', ' sel', ""émulsifiant : mono - et diglycérides d'acides gras"", "" correcteur d'acidité : acétates de sodium "", ' arôme naturel', ' Ce produit peut contenir des traces de fruits à coques et de produits laitiers']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1565,370,1565 kj(370 kcal),6,"1,1",72,39,"6,8","0,8","0,32",200 g,,,,,,,,,,,,,,,,,,,,,,,,['KuchenMeister'],['Point Vert'],,['Super U'],"['Œufs', 'Gluten', 'Fruits à coque', 'Amidon de blé']",4,"['E420 - Sorbitol', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E262 - Acétates de sodium']",,,,,,,,,,,,Fond de tarte,,,,
1015,Emilia cioccolato fondente extra,8004735020045,['France'],[],[],?,527,2205 kj(527 kcal),"31,6","19,8","51,4","48,9","4,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,La Camusette CEREALES - La Vie Claire,3266191070209,['France'],[],[],?,275,1151 kj(275 kcal),"5,1","0,6",46,1,"8,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,['La Vie Claire'],,,,,,,,,,,,,,,,,,,,,,
1017,Chateau Pey La Tour,3258691589541,['France'],[],[],?,73,305 kj(73 kcal),0,0,"0,2","0,2","0,1",0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,+812%,+853%,-100%,-100%,-82%,-72%,-89%,-100%,-100%,,,,,,,,,,,,C,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,,,,,
1018,miel de lavande de la Drôme - miel de la Drôme - 500g,3505055123690,['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,['miel de la Drôme'],,,,,2,,B,['Plastique'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['France'],['71370 baudrieres'],,,,,
1019,14030323,14030323,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Chocolat en poudre,3770009530101,['France'],[],[],?,532,2226 kj(532 kcal),"37,1","23,5","34,8","30,3","8,3",0,0,,"['Boissons', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,,,,,,,,,+60%,+56%,+763%,+822%,-45%,-46%,+31%,-100%,-100%,,,,,,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'FR-BIO-10', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,C,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,
1021,Crémeux de brebis Myrtille - Lou Pérac,3023290038383,['France'],"['Lait de brebis à 9% de mat', 'gr', ' ', '85,0%', 'sucre ', '7,5%', 'myrtille ', '5%', ' ', 'morceaux et purée concentrée', 'amidon de maïs', 'arôme naturel', 'épaississant ', 'gomme de caroube', 'jus concentré de citron', 'ferments lactiques ', 'dont lait', ' Lait origine France']",['Non végétalien'],?,138,577 kj(138 kcal),"7,7","1,6","11,8","11,3","4,6","0,11","0,044",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Yaourts au lait de brebis']",7.7 g,en quantité modérée,1.6 g,en quantité modérée,11.3 g,en quantité modérée,0.11 g,en faible quantité,,+38%,+38%,+136%,-24%,-12%,-8%,+25%,+3%,+3%,2,-27%,B,-27%,['Lou Pérac'],,,,['Lait'],4,['E410 - Gomme de caroube'],C,"['Pot en plastique', 'Etui en carton']",79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
1022,hexomedine antiseptique - 30g,3400933562175,['France'],[],[],?,?,,?,,?,,?,,,30 g,['Tube'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Pommes de terre,3523680445642,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,"['EMB 62205', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,,,,B,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,
1024,pureté du yunnan tuo cha pu'er compressé - les jardins de Gaïa - 100g,3582810300220,['France'],"[""Ingrédier hé vert pu'er* 100%"", "" *Issta de l'agriculture biologique"", "" Ingrédient issu du commerce équiable certifié Faitrade/Max Havelaar : thé vert pu'er "", '100% du poids total']",[],?,?,,?,,?,,?,,,100g,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,['les jardins de Gaïa'],"['Commerce équitable', 'Fairtrade International', 'Max Havelaar', 'Max-havelaar-france']",['SF-71601-15-001-EEW01.16'],['Biocoop'],,,,A,"['Metal', 'Carton', 'Etui en carton']",66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Chine'],,,https://www.jardinsdegaia.com,,,
1025,CRACKERS aux lentilles et oignons,3396114000379,['France'],[],[],?,426,1782 kj(426 kcal),12,"1,1",62,"0,7",15,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,
1026,Café corsé - Cora - 666g,3257983272055,['France'],['100% café pur arabica torréfié moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,666g,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,,1,,,['2 x 48 dosettes'],,,,,,,,,,,,,,
1027,Orzo Mix 125 G - Alce nero,8009004800120,['France'],[],[],?,35,146 kj(35 kcal),0,0,79,"2,8","3,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,['Alce nero'],['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,
1028,Apple flakes strawberry flavour,5706779066425,['France'],[],[],?,352,1473 kj(352 kcal),"0,5",0,78,69,"1,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Ferrero Rocher,4008400161624,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ferrero'],,,,,,,,,,,,,,,,,,,,,,
1030,Brisures de riz extra parfumé,3364699015316,['France'],[],[],?,345,1443 kj(345 kcal),"0,5",0,80,0,"6,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Brut de Tarama,3544462020086,['France'],[],[],?,449,1879 kj(449 kcal),"42,8","3,6","6,4","0,8","9,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Credo,3800061608552,['France'],[],[],?,557.6,2333 kj(557 kcal),"33,2","15,9","61,8","39,8","2,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Bresaola di equino - Rigamonti - 80g,8004147000666,"['France', 'Italie']","['carne equina', 'sale', 'destrosio', 'aromi naturali', 'conservanti: E250', 'E252']",[],?,153,640 kj(153 kcal),"2,5","1,3","0,5",0,32,4,"1,6",80 g,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",2.5 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,4 g,en quantité élevée,,-6%,-5%,-22%,-1%,+14%,-100%,-2%,+2%,+2%,12,-2%,D,-2%,['Rigamonti'],"['Sans gluten', 'Sans lactose']",['IT 83-L CE'],['Tigros'],,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",E,['Plastica'],81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,"['Via Stelvio', '973 - 23020 Montagna in Valtellina (SO) Italia']",,,,,
1034,Milanais,7611654260899,['France'],[],[],?,485,2029 kj(485 kcal),22,12,63,28,"7,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Beurre de cacahuète,5902379627237,['France'],[],[],?,622,2602 kj(622 kcal),51,12,11,11,25,"1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",51 g,en quantité élevée,12 g,en quantité élevée,11 g,en quantité modérée,1.1 g,en quantité modérée,,+4%,+4%,+6%,+45%,-24%,+73%,+2%,+106%,+106%,23,+109%,E,+109%,,,,,,,,C,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
1036,SIGGI'S SKYR - 140g,14316218,['France'],"['Lait pasteurisé à 2,2% ST e matière grasse ', '86%', 'eau', ""siron d'agave "", '5,9%', 'extrait de vanille grains de vanille,', 'jus_de citron concentré', 'amidon de mais', 'ferments lactiques']",[],359,85,359 kj(85 kcal),"1,9","1,4","8,2","7,4","8,8","0,1","0,04",140g,['Specialite laitière'],1.9 g,en faible quantité,1.4 g,en faible quantité,7.4 g,en quantité modérée,0.1 g,en faible quantité,,,,,,,,,,,-2,,A,,['SKYR'],,,,['Lait'],,,,,,,,,,,,,,,,,,
1037,"Nestlé Smarties 3D Castle Advent Calendar, 1er Pack (1 X 8oz)",7613035546929,['France'],[],[],?,537,2247 kj(537 kcal),31,"18,9",56,"55,2","7,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Promenade givrée MALAKOFF,3173287521906,['France'],[],[],?,553,2314 kj(553 kcal),35,17,50,48,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Saumon fumé petites tranches - Guyader,3355200793793,['France'],[],[],?,204,854 kj(204 kcal),11,2,"0,5","0,5",23,"2,6","1,04",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",11 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,2.6 g,en quantité élevée,,+10%,+10%,+5%,-3%,+1%,+50%,+4%,-8%,-8%,13,-1%,D,-1%,['Guyader'],['Bio'],,,,,,E,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1040,Colombie - Capsule végétale biodégradable - Lobodis,3376221121457,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lobodis'],,,,,,,,,,,,,,,,,,,,,,
1041,Delicius,8003535064457,['France'],[],[],?,544,2276 kj(544 kcal),32,23,57,55,"5,7","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Sun Top Orange Juice,5775345172303,['France'],[],[],?,53,222 kj(53 kcal),0,0,13,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tetra Pak'],,,,,,,,,,,,,,
1043,Passata de tomate ancienne -,5200134920266,['France'],"[""100% Purée de tomate légèrement concentrée* * produit issu de l'agriculture biologique""]",[],?,21,88 kj(21 kcal),"0,1","0,1","4,5",4,"0,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'GR-BIO-01']",,['Biocoop Caluire'],,,,,,,,,,,,,,,,,,,
1044,Deliscus - hibiscus blanc & gingembre fines bulles,3770011385027,['France'],"[""Infusion de fleur d'hibiscus blanc BIO "", '93,5%', ' ', 'eau', ""fleur d'hibiscus blanc BIO "", '2,7%', 'sucre de canne blond BIO Equitable ', '4,9%', 'pur jus de gingembre BIO ', '1,4%', 'pur jus de sureau BIO ', '0,2%', 'gaz carbonique']",[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['Biocoop Caluire'],,4,['E290 - Dioxyde de carbone'],,,,,,,,,,,,,,,,
1045,Boisson,3700864300663,['France'],[],[],?,348,1456 kj(348 kcal),0,0,87,84,0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-009']",,['Biocoop Caluire'],,,,,,,,,,,,,,,,,,,
1046,Apfelmark,4058172433825,['France'],[],[],?,66,276 kj(66 kcal),"0,3","0,1",14,13,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,
1047,Noix de st jacques,3336374900095,['France'],[],[],?,148,619 kj(148 kcal),"7,1","4,7","5,8",0,15,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,6040391213560,6040391213560,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Panna cotta fruits rouges - Sans marque - 120g,3760039596048,['France'],[],[],?,173,724 kj(173 kcal),"11,83","7,89","14,54","13,76","2,06",,,120 g,"['Produits laitiers', 'Desserts', 'Desserts lactés']",11.8 g,en quantité modérée,7.89 g,en quantité élevée,13.8 g,en quantité élevée,,,,+33%,+32%,+121%,+134%,-1%,+13%,-55%,,,,,,,['Sans marque'],,"['EMB 89096', 'Chemilly-sur-Yonne (Yonne, France)']",['Monoprix'],,,,,['Pot plastique transparent'],,,,,,,,,,,,,,
1050,Bloc de foie gras de canard - Maison Montfort,3104544070912,['France'],[],[],?,485,2029 kj(485 kcal),50,21,"2,3","0,9",6,"1,1","0,44",,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",50 g,en quantité élevée,21 g,en quantité élevée,0.9 g,en faible quantité,1.1 g,en quantité modérée,,-1%,-1%,-1%,-2%,+8%,-32%,-2%,-10%,-10%,20,-2%,E,-2%,['Maison Montfort'],,,,,,,B,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,
1051,Joyau glacé - Thiriet,3292590606862,['France'],[],[],?,195,816 kj(195 kcal),"5,6","3,4",33,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,['Thiriet'],,,,,,,,,,,,,,,,,,,
1052,Liquide vaisselle U Nature,3256227758492,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flacon en plastique'],,,,,,,,,,,,,,
1053,Croissant vegano,8003144105213,['France'],[],[],?,441,1845 kj(441 kcal),25,"8,4",43,"9,7","9,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
