,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,labels,markets,traceability_code,additives,nova_score,ingredients_origins,generic_name,allergens,brand_owner,palm_ingredients,link,manufacturing
999,Filets de poulet avec peau saumurés et rôtis,2227548028015,['France'],[],[],?,168,"7,1","0,8",25,703 kj(168 kcal),"1,9","0,7","1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",7.1 g,en quantité modérée,1.9 g,en quantité modérée,0.7 g,en faible quantité,1.4 g,en quantité modérée,,+16%,+16%,+32%,+40%,+39%,+62%,+6%,+4%,+4%,4,+56%,C,+56%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,
1000,Bandeaux cola - Patrelle,3215470516143,['France'],[],[],?,370,"2,5",78,2,1548 kj(370 kcal),1,39,"0,6","0,24",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",2.5 g,en faible quantité,1 g,en faible quantité,39 g,en quantité élevée,0.6 g,en quantité modérée,,+4%,+3%,+34%,-6%,-6%,-33%,-6%,+396%,+396%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Patrelle'],,,,,,,,,,,,
1001,Paillas,3347600002841,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Choco Boost -,3760287220092,['France'],"[""Flocons d'avoine'"", ""pomme'"", ""sucre de coco'"", ""noix de coco râpée'"", 'poudre de cacao"" 4%', 'grains de millet""', ""huile de colza'"", 'sésame complet 3%', "" ingrédients issus de l'agriculture biologique ingrédients isSus du commerce équitable""]",[],?,318,"13,3","41,5",7,1331 kj(318 kcal),"5,6","12,6",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",13.3 g,en quantité modérée,5.6 g,en quantité élevée,12.6 g,en quantité élevée,0 g,en faible quantité,,-24%,-24%,+2%,+69%,-31%,-25%,-29%,-100%,-100%,6,+22%,C,+22%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,"['Bio', 'Sans gluten']",,,,3,,,,,,,
1003,Pain seigle entier,2032290000567,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Pain complet,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Lokoums,2600108016149,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Sucre en poudre,3165436300005,['France'],[],[],?,400,0,100,0,1674 kj(400 kcal),0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Fromage blanc aux fruits -,3484440000054,['France'],[],[],?,?,?,?,?,,,,,,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème']",,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,fromage blanc aux fruits 20% MG,,,,,
1008,Tymbark Jablko Rabarbar Napój 1 l,5900334008732,['France'],[],[],?,33,0,8,0,138 kj(33 kcal),0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tymbark'],,,,,,,,,,,,
1009,Vittel fraise bio infusée,7303036251532,['France'],[],[],?,13,0,"3,3",0,54 kj(13 kcal),0,"3,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1010,Pain aux noix - Cora,3021990080558,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,,,,,,,,,
1011,Les milanaises - Le Gaulois,0217199031757,['France'],[],[],?,121,"0,8","5,8",22,506 kj(121 kcal),"0,1","1,9","0,7","0,28",D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",0.8 g,en faible quantité,0.1 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,,-8%,-8%,-49%,-81%,-15%,+3%,+3%,-22%,-22%,-1,-246%,A,-246%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Le Gaulois'],,,,,,,,,,,,
1012,4 mini-donuts au chocolat - Picard,3270160857029,['France'],[],[],?,485,"30,7","44,4","6,8",2029 kj(485 kcal),"12,6","17,7","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,['Picard'],,,,,,,,,,
1013,Soupe en sachet,8694587127636,['France'],[],[],?,69,"1,6",0,0,289 kj(69 kcal),"0,1",0,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Filets de poulet marines - Maître Coq,0215787069274,['France'],[],[],?,101,"1,2","0,5",22,423 kj(101 kcal),"0,4",0,"0,7","0,28",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.2 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.7 g,en quantité modérée,,-23%,-22%,-58%,-46%,+4%,-100%,-4%,-7%,-7%,-1,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Maître Coq'],,,,,,,,,,,,
1015,"Boudin du pays Basque - OROCBAT - O,204kg",2261197022635,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O,204 kg",,['OROCBAT'],,,,,,,,,,,,
1016,Pepsi max 33cl - 33cL,4510800104045,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 cL,,,,,,,,,,,,,,
1017,Crème de riz précuite - Moulin des moines,3347430011266,['France'],[],[],?,351,"1,1","79,2","6,6",1469 kj(351 kcal),"0,2","0,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moulin des moines'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,
1018,Cantal,2236897023619,['France'],[],[],?,375,29,1,26,1569 kj(375 kcal),20,1,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,,+2%,+2%,-2%,-2%,-26%,+144%,+6%,+2%,+2%,17,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
1019,Baies de goji,3701080001686,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1020,Tablette chocolat noir,3272052200173,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Chinois crème pâtissière,3700411905747,['France'],[],[],?,262,"5,8",47,5,1096 kj(262 kcal),"1,1",22,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,"['EMB 57497', 'Nelling (Moselle, France)']",,,,,,,,,
1022,8 tortilla wraps,01811209,['France'],[],[],?,263,"1,7","52,4","7,3",1100 kj(263 kcal),"0,6","2,2","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Monster Rehab - 500ml,5060166697068,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons énergisantes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,"['Stück', 'Stück', 'Stück', 'Stück', 'Stück']",['Monster'],,,,,,,,,,,,
1024,Boutargue de Mulet,2230790092567,['France'],[],[],?,145,30,"12,15","7,01",607 kj(145 kcal),10,1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
1025,Pago Marille - 750ml,9002515425201,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 ml,['Stück'],['Pago'],,,,,,,,,,,,
1026,Scandinavian Blackeurrant Conserve,5410046018252,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Aceto balsamico di modena - Rossini,8010893063169,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,0,0,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Rossini'],['Point Vert'],,,,,,,,,,,
1028,Cassoulet au confit de canard,3579370906245,['France'],[],[],?,136,"6,8","8,4","8,6",569 kj(136 kcal),"2,3","1,2","0,9","0,36",C,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats préparés en conserve', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",6.8 g,en quantité modérée,2.3 g,en quantité modérée,1.2 g,en faible quantité,0.9 g,en quantité modérée,,-11%,-10%,-12%,-18%,+6%,+67%,-18%,+1%,+1%,1,-39%,B,-39%,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,,,,['Fabriqué en France'],,,,,,,,,,,
1029,Airwaves - Airwaves wrigley’s - 60,4009900415668,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,['Airwaves wrigley’s'],,,,,,,,,,,,
1030,Saucisse catalane,2688531033919,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.136.009 CE', 'Perpignan (Pyrénées-Orientales, France)']",,,,,,,,,
1031,Treats chunky cookies - Maryland,0072417167935,['France'],[],[],?,508,"26,4","60,9","5,3",2125 kj(508 kcal),"13,7","32,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maryland'],,,,,,,,,,,,
1032,Jambonneau cru fumé - PHILIPPE WAGNER,3240650084600,['France'],"['Jambonneau avant de porc ', '90%', ' - Eau - Sel - Bouillon ', 'viande de porc et os de porc', ' - Arômes naturels - Ferments']","['Non végétalien', 'Non végétarien']",?,180,12,0,18,753 kj(180 kcal),"4,8",0,"2,3","0,92",,"['Viandes', 'Charcuteries', 'Jambons', 'Charcuteries à cuire']",12 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,2.3 g,en quantité élevée,,-31%,-30%,-44%,-42%,-100%,-100%,+13%,+6%,+6%,16,-15%,D,-15%,,,,,,,,,"['Frais', 'Sous-vide']",['PHILIPPE WAGNER'],"['Viande Française', 'Viande Porcine Française', 'Bleu Blanc Cœur']",,"['EMB 70093A', 'Breuches (Haute-Saône, France)']",,4,['France'],Jambonneau avant cru fumé,,,,http://www.philippe-wagner.fr/,['BREUCHES-LES-LUXEUIL (70300)']
1033,Declic melange croustilant,3560070844609,['France'],[],[],?,511,29,47,10,2138 kj(511 kcal),"6,8",32,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Filet de Poulet - Carrefour,0219965023751,['France'],[],[],?,?,?,?,?,,,,,,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Barquette', 'Plastique']",['Carrefour'],"['Viande Française', 'Volaille-francaise']",['Carrefour'],,,,['France'],,,,,,
1035,Demie Palette crue fumée - PHILIPPE WAGNER,3240650084549,['France'],"['1/2 palette de porc a/os ', '90%', ' - Eau - Sel - Bouillon ', 'viande de porc et os de porc', ' - Arômes naturels - Ferments']","['Non végétalien', 'Non végétarien']",135,?,7,0,18,135 kj(32 kcal),"2,8",0,"2,3","0,92",,"['Viandes', 'Charcuteries', 'Porc', 'Charcuteries à cuire']",7 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,2.3 g,en quantité élevée,-87%,,-88%,-67%,-66%,-100%,-100%,+13%,+6%,+6%,12,-36%,D,-36%,,,,,,,,,"['Frais', 'Sous-vide']",['PHILIPPE WAGNER'],"['Viande Française', 'Viande Porcine Française', 'Bleu Blanc Cœur']",,"['EMB 70093A', 'Breuches (Haute-Saône, France)']",,4,['France'],Demie Palette crue fumée,,,,http://www.philippe-wagner.fr/,['BREUCHES-LES-LUXEUIL (70300)']
1036,Ma premiere puree Christophine Banane jaune,3760255950020,['France'],[],[],?,145,0,32,2,607 kj(145 kcal),0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,
1037,panais,3523680354302,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Oeufs de mouette fourrés à la noisette,3264021132738,['France'],[],[],?,526,28,64,"3,5",2201 kj(526 kcal),17,62,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Chocolats No added sugar,5400501108567,['France'],[],[],?,514,32,50,"6,1",2151 kj(514 kcal),17,"5,1","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,
1040,The beet goats on,5029730067164,['France'],[],[],?,234,"10,4","24,6","9,7",979 kj(234 kcal),"5,6","5,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Quenelles lyonnaises Mousses de Brochet,1947673048009,['France'],[],[],?,263,21,10,"8,5",1100 kj(263 kcal),"12,5","0,5","1,3","0,52",,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",21 g,en quantité élevée,12.5 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+36%,+37%,+71%,+147%,-22%,-35%,+16%,+26%,+26%,18,+115%,D,+115%,,,,,,,,,,,,,,,,,,,,,,
1042,FIT FIT,8697439065063,['France'],[],[],?,328,"4,94","58,06","3,2",1372 kj(328 kcal),"0,3","51,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,12 beignet chocolat noisette,0209230023616,['France'],[],['Sans huile de palme'],?,385,18,47,"6,5",1611 kj(385 kcal),2,19,"0,71","0,284",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,0.71 g,en quantité modérée,,+8%,+8%,+14%,-42%,+4%,+17%,+3%,-4%,-4%,12,0%,D,0%,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,
1044,Thé Quatre Fruits Rouges,3397960630604,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Thé Vert Biologique Aromatisé à la Mangue,3492390001342,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:LK-BIO-143', 'AB Agriculture Biologique']",,,,,,,,,,,
1046,Melange 6 graines,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Sérénité,3760208170499,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Whittard english black tea,5022032130277,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Whittard'],,,,,,,,,,,,
1049,Chunky Chat masala,6291103750099,['France'],[],[],?,165,5,25,5,690 kj(165 kcal),0,0,46,"18,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Pur jus de grenade non filtré - Jardin Bio,3760020506520,['France'],[],[],?,58,0,"14,3","0,3",243 kj(58 kcal),0,"12,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin Bio'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,
1051,Pain au chocolat,0250633015098,['France'],[],[],?,437,26,40,"8,5",1828 kj(437 kcal),18,12,"0,84","0,336",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",26 g,en quantité élevée,18 g,en quantité élevée,12 g,en quantité modérée,0.84 g,en quantité modérée,,+10%,+10%,+19%,+35%,-5%,0%,+19%,-7%,-7%,20,+2%,E,+2%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,
1052,Patr fruit tamarins,3428410115188,['France'],[],[],?,290,"0,12","73,2","0,6",1213 kj(290 kcal),"0,06","66,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Biber salçasi,8690804358357,['France'],[],[],?,71,"0,7",10,3,297 kj(71 kcal),"0,2",10,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Erdbar,4260249144972,['France'],[],[],?,366,"0,4","0,4",3,1531 kj(366 kcal),"0,1","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1055,5 Doony's Sucre,0200860019611,['France'],[],[],?,419,24,44,"6,1",1753 kj(419 kcal),10,17,"1,7","0,68",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",24 g,en quantité élevée,10 g,en quantité élevée,17 g,en quantité élevée,1.7 g,en quantité élevée,,+2%,+3%,+5%,-6%,-2%,+1%,+3%,+79%,+79%,24,+23%,E,+23%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,
1056,Saucisses chinoise a la cantonnaise,3264432341620,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 94.068.044 CE', 'Saint-Maur-des-Fossés (Val-de-Marne, France)']",,,,,,,,,
1057,Choc & Orange bar - By Sainsbury's,00262521,"['France', 'Royaume-Uni']",[],[],?,199,"11,9","21,4","1,2",833 kj(199 kcal),"7,7","17,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""By Sainsbury's""]",['en:gluten-free'],,,,,,,,,,,
1058,Mini whips,00585811,['France'],[],[],?,505,"25,6","61,9","5,7",2113 kj(505 kcal),"15,7","58,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Poulet blanc fermier de Vendée,2160770007475,['France'],[],[],?,161,"8,5",0,21,674 kj(161 kcal),"2,7",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,
1060,Smoothie Kiwi Wonder - Innocent,5038862236157,['France'],[],[],?,50,0,11,"0,3",209 kj(50 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Innocent'],,,,,,,,,,,,
1061,galettes pur beurre - bio village - 125g,07708183,['France'],"['farine de ble*66%', 'beurre*28%', 'sucre DE canne*', 'oeufs entiers en poudre*', 'sel marin', 'poudre à lever:e500,e503', ' *ingrédients issu de l agriculture biologique']",['Non végétalien'],?,78,"3,4",10,"1,3",326 kj(78 kcal),"2,2",3,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125g,['4×4'],['bio village'],['Bio'],['Leclerc'],,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,['Union européenne'],,,,,http://www.marquerepere.com,['France']
1062,Pains au cereales bio,0202540014763,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1063,Dark chocolate cardamon,5425036870826,['France'],[],[],?,377,"22,5","34,75","8,5",1577 kj(377 kcal),5,"18,75","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Iceland Glacial,5690351231007,['France'],[],[],?,1,"0,03","0,01",1,4 kj(1 kcal),"0,007","0,001","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Gelée Royale Bio - 25 G - Fitoform,3510130040076,['France'],['100 % Gelée Royale'],"['Sans huile de palme', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 g,['pot verre'],['Fitoform'],['Bio'],['Herboriste'],['37203D ACL 4391078'],,,['Chine'],,,,,,
1066,Ananas victoria reunion,3700469190058,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Sel à la truffe ď été,3760114521910,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Confit de canard du sud-ouest - Leon Fargues - 385g,,['France'],"['Cuisse de canard ', 'origine France', ' graisse de canard', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1201,?,19,"3,3",26,1201 kj(287 kcal),"7,3","0,1","1,4","0,56",D,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",19 g,en quantité modérée,7.3 g,en quantité élevée,0.1 g,en faible quantité,1.4 g,en quantité modérée,,,+20%,+15%,+37%,+628%,-41%,+21%,+1%,+1%,16,+51%,D,+51%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,385 g,['Conserve'],['Leon Fargues'],['IGP'],['par correspondance'],,,3,['Sud-Ouest'],cuisse de canard,,,,https://www.leonfargues.fr/cuisine-du-canard/2151-confit-de-canard-du-sud-ouest-406416.html,
1069,Aiguillettes bio poulet,2449375049265,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,,,,,,,,
1070,Pistache,2600160026636,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Pesto di zucchine,8033462022619,['France'],[],[],?,69,"5,8",3,"1,9",289 kj(69 kcal),"0,9","1,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Roulade de jambon x6,2422440013323,['France'],[],[],?,179,12,"1,8",15,749 kj(179 kcal),"4,7","0,7","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Terrine de Provence a la truffe d'été,3700662742009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,69114144,69114144,['États-Unis'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,,,,,,,,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,,,,
1075,Himbeeren,4316268528214,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Riz rond,3760080301028,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Chouquettes,0202927020998,['France'],[],[],?,?,?,?,?,,,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chouquettes']",,,,,,,,,,,,,,,,,,,,,,,77.4%,13.4%,5.7%,3.0%,0.4%,0.0%,72,,,,,,,,,,,,,,,
1078,Noix de cajou grillées non salées,2803105023558,['France'],[],[],?,?,?,?,?,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou', 'en:Unsalted cashew nuts']",,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,
1079,Escalope,3324321279271,['France'],[],[],?,104,"1,1","1,1",21,435 kj(104 kcal),"0,4","0,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Morceaux d'agneau à brochette,3302520000995,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Filet mignon de porc,2209252003625,['France'],[],[],?,128,4,0,23,536 kj(128 kcal),"1,3",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
1082,Leader Price,3263853457019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,['Leader Price'],,,,,,,,,,
