,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,generic_name,quantity,packaging,brand,categories,ingredients_origins,manufacturing,traceability_code,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,labels,producer_info,brand_owner,palm_ingredients,link,origin_detail
974,cerise noire recette d'autrefois - Loreztia,3352900000237,['France'],[],[],?,174,728 kj(174 kcal),"0,2",0,42,42,"0,8",D,,,,['Loreztia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,,,,,,0.2 g,en faible quantité,0 g,en faible quantité,42 g,en quantité élevée,0 g,en faible quantité,,-22%,-22%,-18%,-100%,-22%,-19%,+25%,0,-100%,0,-100%,9,-9%,C,-9%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,,,,,,
975,Gosset brut excellence - Champagne Gosset - 75cl,3353210019810,['France'],"['Champagne brut ', 'sulfites']",['Sans huile de palme'],?,1000,4184 kj(1000 kcal),10,5,50,42,10,C,Champagne brut,75 cl,"['Bouteille', 'Verre', 'Carton']",['Champagne Gosset'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",['France'],"['51160', 'Ay', 'Marne', 'Grand Est', 'France']",,,['Anhydride sulfureux et sulfites'],3,,,,,,,,,,+1308%,+1309%,+4032%,+8447%,+1941%,+3552%,+4032%,5,,2,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,"['en:FSC', 'Déconseillé à certaines catégories de personnes', 'FSC Mix', 'Point Vert', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",,,,http://www.champagne-gosset.com/fre/Les-Cuvees,
976,Gâteau breton fourrage framboise CREPERIE DE LANGADOUE - La Quimperloise - 400g,3353703851156,['France'],"['Farine de blé ', 'froment', 'beurre 30%', 'fourrage framboise 25% ', 'sucre', 'fruits 45% ', 'framboise 34%', 'pomme 11%', 'sirop de glucose', 'gélifiant : pectine et alginate de sodium', 'acidifiants : E330', 'E331', 'E341', 'arôme', 'colorant : anthocyanes', 'conservateur : sorbate de potassium', 'sucre', ""jaune d'oeufs"", 'émulsifiants : E471 et E481', 'sel', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'amidon de maïs']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,469,1962 kj(469 kcal),24,"14,5","57,7",39,"4,8",,Gâteau breton fourrage framboise pur beurre,400 g,['Papier'],['La Quimperloise'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons']",,"['Crêperie de Langadoue', '29300 Rédéné', 'Langadoue', 'Finistère', 'Bretagne', 'France']",,"['Leclerc', 'E.Leclerc', 'Magasins U']","['Œufs', 'Gluten', 'Lait']",4,24 g,en quantité élevée,14.5 g,en quantité élevée,39 g,en quantité élevée,0.4 g,en quantité modérée,,+19%,+18%,+28%,+25%,+14%,+46%,-10%,"0,4",-42%,"0,16",-42%,23,+18%,E,+18%,,,,,,,,"['E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans OGM', 'en:produced-in-bretagne', 'Pur beurre']",,,,http://www.produitenbretagne.bzh/catalogue/produits-alimentaires/gateau-breton-fourrage-framboise,
977,16 mini blinis a la crème - Tout Les Palais Du Monde,3353820002301,['France'],"['INGRÉDIEN!S Eau', 'farinc de blé', 'huile de colza lait cn poudre', 'œuf entier liquide ', 'conservateurs : acide citrique', 'sorbate de potassium', 'crème fraîche 1%', 'sel', 'sucre', 'Icvure boulangère', 'slabilisant : sorbitol de maïs', 'poudre à lever : diphosphate disodiquon bicarbonate de sodium', 'conservateur : E2B2-', ' Les informations en gras coni destinées Xpcrsonnes intolérante3 cu']",['Non végétalien'],?,277,1159 kj(277 kcal),"11,8",2,"35,3","3,3","6,5",B,,,,['Tout Les Palais Du Monde'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,,,,['Lait'],4,11.8 g,en quantité modérée,2 g,en quantité modérée,3.3 g,en faible quantité,1.09 g,en quantité modérée,,+7%,+6%,+11%,+41%,+6%,-25%,+3%,"1,09",-20%,"0,436",-20%,3,-56%,C,-56%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,,,
978,Harissa Shim'on Ariche - Shimon ariche - 460g,3355040200000,['France'],[],[],?,70,293 kj(70 kcal),"1,5","0,3",5,"2,2","2,8",C,,460 g,"['Bocal', 'Verre']",['Shimon ariche'],"['Epicerie', 'Sauces', 'Harissas']",,,,,,,1.5 g,en faible quantité,0.3 g,en faible quantité,2.2 g,en faible quantité,7 g,en quantité élevée,,-34%,-34%,-66%,-52%,-45%,-41%,+11%,7,+91%,"2,8",+91%,9,+6%,C,+6%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,"['Kascher', 'Kascher pareve']",,,,,
979,Panache Des Landes tournedos magret canard x3,3356650004453,['France'],"[""Mae t elf!ftotfrnedo dh tilsation,a 'Faire ire à la poêle g ou au barbecue"", 'sans matière grasse', 'environ 2 mn sur chaque face', 'Enleverile film entourant le tournedos après cuisson', ""'IngrédientS"", ' Magret de canard de canard IGP', 't sel', 'poivres ', 'issu Conservateuttsel nitrité Canard origine France Prêt à cuire - Traité en salaison', '""Nôs canards sont élevés dans la pl', 'us pure tradition landaise', 'gavés au mais', 'familiales au cœur des Lan es""']",[],?,205,858 kj(205 kcal),"10,9","2,85",0,0,"26,7",D,,,,['Panache des landes'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Tournedos de magret de canard']",,,,,,,10.9 g,en quantité modérée,2.85 g,en quantité modérée,0 g,en faible quantité,1.07 g,en quantité modérée,,-14%,-14%,-37%,-53%,-100%,-100%,+80%,"1,075",-7%,"0,43",-7%,3,-70%,C,-70%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,"['Peu ou pas de matière grasse', 'Sans matière grasse']",,,,,
980,Picodon - Fromagerie De La Drôme,3358150002038,['France'],[],[],?,310,1297 kj(310 kcal),26,18,1,1,18,E,Fromage de chèvre au lait cru,,['Frais'],['Fromagerie De La Drôme'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Picodon']",,,"['FR 26.011.001 CE', 'Aouste-sur-Sye (Drôme, France)']",,,,26 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-3%,+1%,+1%,-30%,+24%,-8%,"1,4",+4%,"0,56",+4%,14,+4%,D,+4%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,['AOP'],,,,,
981,Picodon - Fromagerie de la Drôme - 180gr,3358150002045,['France'],[],[],?,310,1297 kj(310 kcal),26,18,1,1,18,E,,180gr,,['Fromagerie de la Drôme'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Picodon']",,,"['FR 26.011.001 CE', 'Aouste-sur-Sye (Drôme, France)']",,,,26 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-3%,+1%,+1%,-30%,+24%,-8%,"1,4",+4%,"0,56",+4%,14,+4%,D,+4%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,
982,Carottes sachet - Kultive,3361310652615,['France'],[],[],?,36.299999237061,152 kj(36 kcal),"0,26","0,059","6,6","4,86","0,803",,,,,['Kultive'],,,,,,,,,,,,,,,,,,,,,,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,
983,Fromage Blanc battu - Le Petit Troo - 500g,3362420000075,['France'],[],[],?,101,423 kj(101 kcal),7,"5,3","4,1","1,6","5,7",C,fromage blanc,500 g,['pot plastique'],['Le Petit Troo'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,['Montoire-sur- le-Loir'],"['FR 41.149.001 CE', 'Montoire-sur-le-Loir (Loir-et-Cher, France)']",['Intermarché'],,,7 g,en quantité modérée,5.3 g,en quantité élevée,1.6 g,en faible quantité,0.1 g,en faible quantité,,+11%,+12%,+74%,+103%,-37%,-73%,-12%,"0,1",-7%,"0,04",-7%,3,+945%,C,+945%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,
984,Confiture Eglantine gratte-cul - Val de Sournia - 363g (330g+33g gratuit),3362530005274,['France'],[],[],?,257,1075 kj(257 kcal),"0,4",0,55,55,"1,1",C,,363 g (330g+33g gratuit),,['Val de Sournia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",,,,,,,0.4 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,,+10%,+10%,+37%,-100%,-2%,+5%,+63%,0,-100%,0,-100%,12,+22%,D,+22%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,
985,Maïs pop corn - Le Geste Saveur,3363296483160,['France'],[],[],?,103,431 kj(103 kcal),"1,4","0,16","17,8","3,5","2,9",,,,,['Le Geste Saveur'],['Maïs pour pop corn'],,,,,,,1.4 g,en faible quantité,0.16 g,en faible quantité,3.5 g,en faible quantité,0.02 g,en faible quantité,,-69%,-69%,-58%,-67%,-70%,+161%,-73%,"0,02",-66%,"0,008",-66%,0,,B,,,,,,,,,,,,,,,
986,Champignons Noirs -  - 50g,3364699327600,['France'],[],[],?,347,1452 kj(347 kcal),"0,9",0,"72,3",0,"11,2",,Champignons Noirs,50 g,['Plastique'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Aliments à base de plantes séchées', 'Champignons séchés']",['Chine'],,,,,,0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.06 g,en faible quantité,,+24%,+25%,-69%,-100%,+152%,-100%,-51%,"0,06",-33%,"0,024",-33%,-11,,A,,,,,,,,,,,,,,,
987,Frais du Maquis - Ottavi - 0.220kg,3364860052805,['France'],"['lait pasteurisé de brebis', 'présure', 'sel', 'ferments', 'sariette', 'origan', 'marjolaine', 'basilic', 'thym']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,335,1402 kj(335 kcal),"27,5","15,05","2,8","0,5","18,3",D,Fior di Corsica FM,0.220 kg,"['Frais', 'Film plastique', 'Barquette bois']",['Ottavi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis']",['Lait de France'],"['SARL Fromagerie Ottavi', '20240', 'Ghisonaccia Gare', 'Corsica']",['FR 2B.123.001 CE'],['Super U'],['Lait'],3,27.5 g,en quantité élevée,15.1 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-7%,-7%,-11%,-28%,+211%,+84%,-8%,"1,3",-47%,"0,52",-47%,14,-20%,D,-20%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,['Sans conservateurs'],,,,,
988,Nems porc + Nuoc Mam - Carrefour Traiteur - 280g,3366760029499,['France'],"['Nems ', '4x65g', ' : Galette de riz 34,7% ', 'eau', 'farine de riz', 'huile de tournesol', 'sel', 'viande de porc ', 'origine : UE', ' 22,4%', 'vermicelle de pois réhydraté carottes', 'oignons', 'champignons noirs réhydratés', 'gras de porc', 'fécule de manioc', ' sel', 'gingembre', 'poivre', ' Pourcentages exprimés sur les nems', ' Sauce nuoc mam ', '20g', ' : eau', 'sucre', 'nuoc mam 14% ', 'Poisson', 'sel', 'eau', ""vinaigre d'alcool"", 'sel', ' Pourcentage exprimé sur la sauce']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,237,992 kj(237 kcal),15,"3,4",20,"1,9","5,5",C,,280 g,['Plastique'],['Carrefour Traiteur'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",,,"['FR 44.072.002 CE', 'Herbignac (Loire-Atlantique, France)']",['Carrefour'],['Poisson'],3,15 g,en quantité modérée,3.4 g,en quantité modérée,1.9 g,en faible quantité,1.2 g,en quantité modérée,,+7%,+7%,+32%,+27%,-8%,-41%,-22%,"1,2",-13%,"0,48",-13%,7,-2%,C,-2%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,
989,Riz parfume,3367350100406,['France'],[],[],?,351,1469 kj(351 kcal),"1,1","0,1",77,0,"7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,['en:gluten-free'],,,,,
990,Fromage blanc lisse - Delisse De Leclerc,3368248324102,['France'],[],[],?,110,460 kj(110 kcal),8,"5,2","4,2","4,2","3,5",C,,,,['Delisse De Leclerc'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,,,,,8 g,en quantité modérée,5.2 g,en quantité élevée,4.2 g,en faible quantité,0.1 g,en faible quantité,,+21%,+22%,+99%,+99%,-36%,-30%,-46%,"0,1",-7%,"0,04",-7%,4,+1294%,C,+1294%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,
991,Velouté fruix - Danone - 6x 125g,3368850005048,['France'],"['FRAISE : Lait* partiellement écrémé reconstitué', 'lait* entier', 'sucre ', '5,4%', 'fraise ', '5%', 'fructose', 'lait* écrémé en poudre', 'épaississants ', 'amidon transformé de maïs', 'pectine', 'arômes', 'acide citrique', 'colorant ', 'carmin', 'ferments lactiques du yaourt', 'conservateur de fruit ', 'sorbate de potassium', ' et citrate de calcium', ' Contient : lait', ' MÛRE : Lait* partiellement écrémé reconstitué', 'lait* entier', 'sucre ', '5,4%', 'mûre ', '5%', 'fructose', 'lait* écrémé en poudre', 'épaississants ', 'amidon transformé de maïs', 'pectine', 'arômes', 'colorant ', 'jus de sureau', 'acide citrique', 'ferments lactiques du yaourt', 'conservateur de fruit ', 'sorbate de potassium', ' et citrate de calcium', ' Contient : lait', ' PÊCHE-ABRICOT : Lait* partiellement écrémé reconstitué', 'lait* entier', 'sucre ', '5,4%', 'pêche abricot ', '5% : pêche 2,5%', 'abricot 2,5%', 'fructose', 'lait* écrémé en poudre', 'épaississants ', 'amidon transformé de maïs', 'pectine', 'arômes', 'colorant ', 'extrait de paprika', 'acide citrique', 'ferments lactiques du yaourt', 'conservateur de fruit ', 'sorbate de potassium', ' et citrate de calcium', ' Contient : lait', ' FRUITS DES BOIS : Lait* partiellement écrémé reconstitué', 'lait* entier', 'sucre ', '5,4%', 'fruits des bois ', '5%', 'fructose', 'lait* écrémé en poudre', 'épaississants ', 'amidon transformé de maïs', 'pectine', 'colorant ', 'concentré de sureau', 'arômes', 'ferments lactiques du yaourt', 'acide citrique', 'citrate de sodium', 'conservateur de fruit ', 'sorbate de potassium', ' et citrate de calcium', ' Contient : lait *Origine : France', ' Peut contenir : amandes', 'noisettes', 'blé / dérivés', 'noix', 'avoine']","['Non végétalien', 'Non végétarien']",?,96,402 kj(96 kcal),"2,9","1,8","13,5","13,1","3,5",,,6 x 125 g,,['Danone'],,,,,,['Lait'],4,,,,,,,,,,,,,,,,,"0,02",,"0,008",,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E330 - Acide citrique', 'E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E331 - Citrates de sodium']",,,,,,
992,Jambon de San Daniele 14 mois d'affinage Saveurs - U Saveurs - 70g,3368951157998,['France'],"['Jambon de porc italien', 'sel de mer']",[],1145,275,1145 kj(275 kcal),19,"6,5",0,0,26,E,,70 g,"['Frais', ""mois d'affinage""]","['U Saveurs', 'U']","['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de San Daniele', 'en:raw-cured-ham']",['Italie'],,,['Magasins U'],,3,19 g,en quantité modérée,6.5 g,en quantité élevée,0 g,en faible quantité,4.4 g,en quantité élevée,,+6%,+6%,+16%,+14%,-100%,-100%,-4%,"4,4",-6%,"1,76",-6%,19,+5%,E,+5%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,"['AOP', 'Sans nitrite de sodium']",,,,,
993,Galette garnie 3 fromages - U Saveurs - 195g,3368955060324,['France'],"['Galette de blé noir 46% ', 'eau', 'farine de blé noir 18% ', 'origine France', 'sel de Guérande', 'EMMENTAL* 19% ', 'origine France', 'CHEDDAR 14% ', 'origine UE', ' ', 'LAIT pasteurisé de vache', 'sel', 'ferments lactiques', 'colorant : rocou', 'agent anti-mottant : fécule de pomme de terre', 'CREME fraîche* ', 'origine France', 'FROMAGE* de chèvre affiné décongelé 10% ', 'origine UE', ' *dont LAIT Traces éventuelles de gluten', 'moutarde', 'céleri', 'mollusque', 'crustacé', 'poisson', 'soja', 'oeufs']",['Non végétalien'],1128,270,1128 kj(270 kcal),16,10,16,"0,5",15,,,195 g,"['Frais', 'Plastic']","['U Saveurs', 'U']","['Plats préparés', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Galettes garnies']","['France', 'Union européenne', 'Hors France']","['France', 'Bretagne']",,"['Super U', 'Magasins U']",['Lait'],4,16 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,+48%,+52%,+51%,+103%,+123%,-8%,-50%,+74%,"1,2",+1%,"0,48",+1%,16,+119%,D,+119%,,,,,,,,['E160b - Rocou'],"['en:FSC', 'en:produced-in-bretagne', 'Transformé en France', 'Farine de sarrasin français']",,,,,
994,"Pur sucre roux de canne Non raffiné ""cristal"" - Peltier - 1000g",3368990000033,"['France', 'Roumanie']",['Pur sucre roux de canne'],[],?,390,1632 kj(390 kcal),0,0,99,99,0,B,,1000 g,"['Sachet', 'Plastique']",['Peltier'],"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne', 'Sucres complets']","['France', 'Île de la Réunion']","['France', 'Île de la Réunion']",,,,,0 g,en faible quantité,0 g,en faible quantité,99 g,en quantité élevée,0.6 g,en quantité modérée,,+0%,+1%,-100%,,+2%,+4%,-100%,"0,6",+715%,"0,24",+715%,16,+13%,D,+13%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,['Point Vert'],,,,,
995,Saucisse Seche Droite 250g Montagne Maison Colombo - France Salaisons - 250g,3369570374506,['France'],"[""Saucisse sèche pur porc supérieure • produit de montagne Ingrédients Viande de porc d'origine itancaise"", ' sel', ' lactose', ' dextrose', ' épices', ' natutet de par']",['Non végétalien'],?,384,1607 kj(384 kcal),30,13,"0,6","0,57",28,,,250 g,,['France Salaisons'],,,,,,['Lait'],4,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,
996,Saucisson sec - Maison Colombo,3369575994617,['France'],"['Viande de porc ', 'Origine : UE', 'sel', 'lactose', 'sucre', 'dextrose', 'épices et plantes aromatiques', 'conservateur : nitrate de potassium', 'ferments', 'boyau naturel de porc', ' 162 gdeviande de porc mis en ?uvre pour 100 g de produit fini', ' Fabriqué en France dans un atelier utilisant des fruits à coque', ' A consewer dans un endroit sec et aéré à une températurede +180C maximum', ' Une fois entÜné', 'à consetver dans son emballage au réfrigérateur et']","['Non végétalien', 'Non végétarien']",?,367,1536 kj(367 kcal),27,11,1,1,30,,,,,['Maison Colombo'],,,,"['FR 69.238.010 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)', 'EMB 69238J', 'Saint-Symphorien-sur-Coise (Rhône, France)', 'EMB 89238', 'Mailly-le-Château (Yonne, France)']",,['Lait'],4,,,,,,,,,,,,,,,,,"4,525",,"1,81",,,,,,,,,,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Fabriqué en France'],,,,,
997,Crémeux du Jura - Badoz - 250g,3370010001166,['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques', 'présure', ' Origine du lait: France']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,303,1268 kj(303 kcal),24,"17,9","1,5","< 0,5","19,02",B,Fromage à pâte molle,250 g,"['Sous atmosphère protectrice', 'Bois', 'Plastique']",['Badoz'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages à pâte molle']",['France'],['France'],"['FR 25.462.005 CE', 'Pontarlier (Doubs, France)']",['Grand Frais'],['Lait'],3,24 g,en quantité élevée,17.9 g,en quantité élevée,0.5 g,en faible quantité,1.39 g,en quantité modérée,,-5%,-6%,-14%,-9%,+30%,-7%,+11%,"1,39",+1%,"0,556",+1%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Point Vert'],,,,,
998,TABLETTE CHOCOLAT AULAIT ET FLEUR DE SEL - Ikalia - 100g,3370077586361,['France'],"['Chocolat au lait : 99 % ', 'pâte de cacao et beurre de cacao 40,5 %', 'poudre de lait 19 %', ' fleur de sel de Guérande : 1 %', '100 % des ingrédients SONT Issus De L’AGRICULTURE BIOLOGIQUE', ' CONTIENT des traces d’amande', 'NOISETTES', 'DE SÉSAME ET OIARACHIOES', 'INGRÉDIENTS CONFORMES OU']","['Sans huile de palme', 'Non végétalien']",?,578,2418 kj(578 kcal),"39,5",25,48,"46,5","6,1",,,100 g,['Etui en carton'],['Ikalia'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats salés', 'Chocolats à la fleur de sel']",,,"['EMB 85197A', 'Saint-André-Treize-Voies (Vendée, France)']",,"['Lait', 'Fruits à coque', 'Graines de sésame']",,39.5 g,en quantité élevée,25 g,en quantité élevée,46.5 g,en quantité élevée,1.05 g,en quantité modérée,,+5%,+5%,+9%,+13%,+4%,+11%,-12%,"1,05",+102%,"0,42",+102%,31,+24%,E,+24%,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Max Havelaar', 'en:palm-oil-free']",,,,,
999,6 Gros Oeufs Frais de Martinique,3372140000064,['France'],[],[],?,145,607 kj(145 kcal),"2,7","2,7","0,7","0,6","12,3",D,,,,,"[""Produits d'élevages"", 'Œufs']",,,,,,,2.7 g,en faible quantité,2.7 g,en quantité modérée,0.6 g,en faible quantité,0 g,en faible quantité,,+10%,+9%,-71%,+12%,+3%,+23%,0%,0,-100%,0,-100%,-2,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,
1000,Ma confiture Bio - Muroise et Compagnie,3372330307478,['France'],"['Clémentines Corses avec zestes*', 'sucre de canne roux*', 'pectine de fruits', 'jus de citron*']",[],?,226,946 kj(226 kcal),"0,5","0,1",55,50,"0,5",C,,,,['Muroise et Compagnie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine']",,,,,,4,0.5 g,en faible quantité,0.1 g,en faible quantité,50 g,en quantité élevée,0.08 g,en faible quantité,,-4%,-4%,+58%,+59%,-4%,-7%,+7%,"0,08",+444%,"0,032",+444%,11,+5%,D,+5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],"['Bio', 'Bio européen', 'Concours général agricole', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-07', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2019""]",,,,,
