,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,palm_ingredients,brand_owner,producer_info,origin_detail
636,"Petits fours ""sélection"" - Mix Buffet - 365g (24pièces de 15g environ)",3700009264454,B,,365 g (24 pièces de 15 g environ),"['décongelé', 'Barquette plastique transparente']",['Mix Buffet'],"['Snacks', 'Snacks salés', 'Apéritif', 'Plats préparés', 'Produits à la viande', 'Sandwichs', 'Plats préparés à la viande', 'Feuilleté salé', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Canapés']","['Viande Française', 'Viande Porcine Française']",,['France'],,,['France'],"[""Pâtes brisées garnies d'un appareil à quiche"", ""d'emmental"", 'de lardons cuits fumés et de jambon cuit supérieur', 'décongelées : Pâte brisée 46% ', 'farine de blé', 'beurre', 'eau', 'sel', 'colorant : caroténoïdes', 'agent de traitement de la farine : L-cystéine', 'garniture 54% [crème', 'oeufs entiers', 'lait', 'emmental 7,2%', 'lardons cuits fumés 6% ', 'poitrine de porc ', 'origine France', 'eau', 'sel', 'dextrose', 'acidifiant : acétates de sodium', 'antioxydant : érythorbate de sodium,', ' conservateur : nitrite de sodium', 'jambon cuit supérieur 6% ', 'jambon de porc ', 'origine: France', 'eau', 'sel', 'dextrose', 'gélatine G de porc', 'bouillon ', 'blette', 'acérola', 'carotte', 'ferments', 'amidon transformé de mais', 'sel', 'arôme naturel de poivre ', 'contient lait', '\rGougères aux fromages gratinées', 'décongelées : Pâte 66,9% [préparation pour choux 19,9% ', 'farine de blé', 'crème en poudre', ""jaune d'oeuf"", ""blanc d'oeuf"", 'sel', 'sucre', 'épice', 'eau', 'lait demi-écrémé pasteurisé', 'beurre', 'oeuf', 'sel', 'arôme naturel de poivre', 'noix de muscade]', 'Comté 21,2%', 'dorure ', ""jaune d'oeuf"", 'lait demi-écrémé pasteurisé', 'emmental 5,3%', '\rMini cakes garnis de jambon cuit supérieur', ""d'emmental et d'olives vertes"", 'décongelés : Farine de blé', 'oeuf', 'huile de colza', 'jambon cuit supérieur 12,7% ', 'jambon de porc 11,6% ', 'origine : France', 'eau', 'sel', 'dextrose', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'emmental 7,2%', 'olives vertes 7,1% ', 'olives vertes', 'eau', 'sel marin', 'acidifiant : acide citrique', 'crème liquide pasteurisée', 'levure chimique ', 'poudres à lever : diphosphate disodique - carbonate acide de sodium', 'farine de blé', 'sel', 'arôme naturel de poivre', ""\rPains spéciaux cuits et farinés garnis d'une préparation à base d'ail et de persil"", 'décongelés : Pain spécial cuit 60% ', 'farine de blé 37%', 'eau', ""jaune d'oeuf"", ""huile d'olive vierge extra"", 'levure de panification', 'lait demi-écrémé pasteurisé', 'sel', 'beurre', 'crème liquide pasteurisée', 'ail 4,7%', 'persil 1,5%', 'sel', 'arôme naturel de poivre', '\rPâtes feuilletées garnies de saumon cuit', 'de saumon fumé et de persil', 'décongelées : Pâte feuilletée dorée 62,5% [pâte feuilletée 56,2% ', 'farine de blé', 'beurre ', 'beurre', 'colorant : caroténoïdes', 'eau', 'sel', 'levure désactivée', 'dorure ', ""jaune d'oeuf"", 'lait demi-écrémé pasteurisé', ']', 'farce aux saumons 37,5% [fromage', 'saumon nature cuit 8,4% ', 'saumon Atlantique Salmo salar', 'saumon fumé 3,3% ', 'saumon Atlantique Salmo salar', 'sel', 'sel', 'persil 0,2%]', '\rSaucisses de Strasbourg roulées dans une pâte feuilletée à la moutarde et recouvertes de graines de pavot', 'décongelées : Pâte feuilletée 47% [farine de blé', 'beurre ', 'beurre', 'colorant caroténoïdes', 'eau', 'sel', 'levure désactivée]', 'saucisse de Strasbourg 44,5% ', 'viande de porc 31,1% ', 'origine : France', 'eau', 'gras de porc', 'sel', 'dextrose', 'épices', 'stabilisant : triphosphates', 'arômes', 'colorants : extrait de paprika carmins', 'antioxydant érythorbate de sodium', 'conservateur : nitrite de sodium', 'dorure ', ""jaune d'oeuf"", 'lait demi-écrémé pasteurisé', 'sauce moutarde de Dijon et condiments 2,5% [moutarde de Dijon 1,4% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'eau', 'choux-fleurs', 'cornichons', ""vinaigre d'alcool"", 'amidon modifié de maïs', 'oignons', 'sel', 'sucre', 'antioxydant : acide citrique', 'épices et plantes aromatiques ', 'moutarde', 'colorants : lutéine - riboflavines]', 'graines de pavot 0,9%']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,25 g,en quantité élevée,13 g,en quantité élevée,2.2 g,en faible quantité,1.4 g,en quantité modérée,1551,+29%,373,+37%,1551 kj(373 kcal),+35%,25,+91%,13,+127%,25,-14%,"2,2",-58%,11,+29%,"1,4",+8%,"0,56",+8%,19,+88%,E,+88%,59.9%,18.9%,9.2%,6.9%,4.0%,1.1%,87,"['E160 - Caroténoïdes', 'E920 - L-Cystéine et ses chlorhydrates', 'E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E101i - Riboflavine']",,,,,
637,Citronnelle - les infusions d'afrique - 40g,3700019514013,A,,40 g,['Carton'],"[""les infusions d'afrique""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,"['France', 'Suisse']",['100 % feuilles de Citronnelle'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,
638,Nouilles aux oeufs - Racines Bio - 250g,3700019520915,,,250 g,,['Racines Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Nouilles aux oeufs']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['France'],"['Farine de blé biologique', 'semoule de blé dur complet biologique', 'œufs frais biologiques ', '10%']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,2.1 g,en faible quantité,0.5 g,en faible quantité,2.7 g,en faible quantité,0.06 g,en faible quantité,?,,371,+20%,1552 kj(371 kcal),+19%,"2,1",-23%,"0,5",-30%,74,+27%,"2,7",+41%,13,+12%,"0,06",-67%,"0,024",-67%,-1,,A,,,,,,,,,,,,,,
639,Caviar d'aubergines - Maayane,3700029205581,,,,,['Maayane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,,,,['France'],[],,[],,29 g,en quantité élevée,2.6 g,en quantité modérée,4 g,en faible quantité,0.474 g,en quantité modérée,?,,306,+65%,1280 kj(306 kcal),+66%,29,+74%,"2,6",+25%,"9,3",+76%,4,+34%,"4,4",+182%,"0,474",-58%,"0,19",-58%,2,-70%,B,-70%,,,,,,,,,,,,,
640,Salade de Lentilles Vertes au Tofu - Naturalia - 200g,3700036900219,,,200 g,,['Naturalia'],"['Plats préparés', 'Salades', 'Salades composées']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,['France'],"['Lentilles vertes cuites 45,9%', 'spécialité végétale à base de soja 27,5% ', 'tofu frais [eau', 'soja dépelliculé 6,9%', 'nigaril]', 'tamari [eau', 'soja entier', 'sel', 'ferment Aspergillus oryzae]', 'sel', 'ail', 'épices', ' sauce vinaigrette ', 'huile de tournesol', 'eau', ""vinaigre d'alcool"", 'moutarde de Dijon [graines de moutarde', 'eau', ""vinaigre d'alcool"", 'sel]', 'sel', 'oignons rouges', 'sel', 'poivre blanc', ""vinaigre d'alcool""]",['Moutarde'],[],3,9.4 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en quantité modérée,?,,166,+9%,695 kj(166 kcal),+10%,"9,4",+5%,"1,1",-19%,"7,9",-22%,"0,5",-78%,"9,3",+68%,"0,6",-32%,"0,24",-32%,-5,-429%,A,-429%,,,,,,,,,['Naturalia'],,,,
641,Riz au lait - Naturalia - 400g (4 * 100g),3700036902619,A,,400 g (4 * 100 g),"['Frais', 'Carton']",['Naturalia'],"['Desserts', 'Puddings', 'Riz au lait']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['France'],"['Lait entier* 83,2%', 'riz* 9%', 'sucre de canne* 7,8%', "" * ingrédients issus de l'agriculture biologique""]",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3 g,en quantité modérée,2.1 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,?,,116,-20%,485 kj(116 kcal),-19%,3,-20%,"2,1",-8%,19,-16%,11,-19%,"3,2",-6%,"0,1",-22%,"0,04",-22%,4,-1%,C,-1%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,['Naturalia'],,,,
642,Salade de Lentille Corail aux raisins secs et menthe - Naturalia - 200g,3700036903241,,,200g,,['Naturalia'],"['Plats préparés', 'Salades', 'Salades composées']","['Bio', 'Bio européen', 'FR-BIO-10', 'Point Vert', 'AB Agriculture Biologique']",,,,,"['France', 'Espagne']","['Lentilles corail* cuites 70%', 'sauce vinaigrette* [eau', ""huile d'olive* 3,5%"", ' de tournesol*', ""vinaigre d'alcool*"", 'moutarde*', ""vinaigre d'alcool*"", 'graines de moutarde*', 'eau', 'sel', 'sel', 'sucre*', 'épice]', 'raisins secs* 6% ', 'raisins secs*', 'huile de tournesol*', 'oignon rouge*', 'graines de pavot*', 'menthe* 1%', 'sel', 'poivre*']",['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,8.2 g,en quantité modérée,0.8 g,en faible quantité,4.6 g,en faible quantité,0.94 g,en quantité modérée,?,,175,+15%,732 kj(175 kcal),+16%,"8,2",-8%,"0,8",-41%,18,+78%,"4,6",+104%,"6,3",+14%,"0,94",+7%,"0,376",+7%,3,+97%,C,+97%,,,,,,,,,['Naturalia'],,,,
643,Sablés Chocolat Au Lait - Naturalia - 165g,3700036903289,B,,165 g,['Carton'],['Naturalia'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],"['Farine de blé*', 'chocolat au lait* 25% ', 'sucre*', 'poudre de lait entier*', 'beurre de cacao*', ' pâte de cacao*', 'extrait de vanille*', 'sucre roux de canne*', 'beurre*', 'huile de colza*', 'poudre de lait écrémé*', ""sirop d'orge malté*"", 'noix de coco râpée*', ""poudres à lever : carbonates de sodium – carbonates d'ammonium"", 'sel marin', 'arôme naturel de vanille', 'œufs* en poudre', 'sucre blanc de canne*', "" *Ingrédients issus de l'agriculture biologique"", ' Traces de fruits à coque', 'de soja', ""de graines de sésame et d'arachides"", ' Les informations en gras et italique sont destinées aux personnes intolérantes ou allergiques']","['Gluten', 'Lait']",['Non végétalien'],4,24 g,en quantité élevée,13 g,en quantité élevée,27 g,en quantité élevée,0.63 g,en quantité modérée,?,,505,+7%,2113 kj(505 kcal),+6%,24,+15%,13,+29%,63,-2%,27,-8%,"7,9",+22%,"0,63",+7%,"0,252",+7%,20,+1%,E,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",['Naturalia'],,,,
644,"Cafe Bio Ml P Tit Dej250G, - Naturela",3700110001801,,,,,['Naturela'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
645,Il panettone - Motta,3700125800147,C,,,"['Sachet', 'Papier']",['Motta'],"['Snacks', 'Snacks sucrés', 'Aliments et boissons de Noël', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,['France'],"['Farine de blé', 'œufs', 'raisins secs ', '15 %', 'sucre', 'beurre', ""écorces d'orange confites "", '10 %', ' ', ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'levure naturelle ', 'blé', ""émulsifiant: mono - et diglycérides d'acides gras"", 'sel', 'lait écrémé en poudre', 'arômes']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,18 g,en quantité modérée,11 g,en quantité élevée,34 g,en quantité élevée,0.66 g,en quantité modérée,?,,387,+3%,1619 kj(387 kcal),+4%,18,+20%,11,+22%,47,-9%,34,+31%,"8,3",+22%,"0,66",+50%,"0,264",+50%,23,+24%,E,+24%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,
646,Panettone - Motta,3700125800925,C,,,"['Carton', 'boîte', 'Plastique']",['Motta'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],,['Italie'],,,['France'],"['farine de blé', 'œufs', 'sucre', 'beurre ', '12%', 'raisins secs ', '115%', ""écorces d'orange confites "", '10,5 %', ' ', ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'levure naturelle ', 'gluten', 'sel', ""émulsifiant: mono- et diglycérides d'acides gras"", 'lait écrémé en poudre', 'arômes']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,16 g,en quantité modérée,11 g,en quantité élevée,31 g,en quantité élevée,0.6 g,en quantité modérée,?,,382,+2%,1598 kj(382 kcal),+2%,16,+7%,11,+22%,52,+1%,31,+20%,"6,5",-5%,"0,6",+36%,"0,24",+36%,13,-30%,D,-30%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,
647,Chocolat Noir Hacienda - Chocolat Bonnat - 100g,3700152400228,D,,100 g,['Papier'],"['Chocolat Bonnat', 'Bonnat']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']","['Point Vert', 'Fabriqué en France', 'Pur beurre de cacao']",['Venezuela'],['France'],"['EMB 38563', 'Voiron (Isère, France)']",,['France'],"['Cacao', 'beurre de cacao', 'sucre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,46 g,en quantité élevée,29.6 g,en quantité élevée,25.9 g,en quantité élevée,0.01 g,en faible quantité,?,,603,+9%,2523 kj(603 kcal),+9%,46,+18%,"29,65",+27%,"42,6",+10%,"25,9",-22%,"8,8",+15%,"0,01",-74%,"0,004",-74%,22,+1%,E,+1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,
648,Café moulu équilibré - Alter Eco - 250g,3700214618158,E,,250 g,['Plastique'],['Alter Eco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['Bio', 'Commerce équitable', 'Fair for Life']",['Honduras'],['France'],,,['France'],"[""100% café torréfié et moulu pur Arabica issu de l'agriculture biologique et issu du commerce équitable contrôlé selon le référentiel Fait For Life""]",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,['Magasins U'],,,,
649,Haricots rosés,3700248113377,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,"0,154",,"0,154",,"61,29",,"2,1",,"22,53",,3,,"1,2",,,,,,,,,,,,,,,,,,
650,"Grüner Tee, Rose, Dattel, Rote Früchte U. Orange, Thé Du Hammam, Dose, Palais Des Thés - 100g",3700256704192,,,100 g,,['Palais Des Thes'],,,,,,,['France'],"['green tea ', 'China', ' ', '94%', '/ flavours ', 'including strawberry 2%', 'flower petals ', 'blue mallou red roset sunflower']",,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
651,Détox Scandinave Défenses naturelles - Palais des Thés,3700256725357,,,,,['Palais des Thés'],,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
652,Crème Dessert à La Vanille - Mont Blanc,3700279302696,C,,,,['Mont Blanc'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",['Sans colorants'],,,,,['France'],"['Lait ', '83 %', ' ', ' sucre ', ' maltodextrine ', ' amidon transformé ', ' sirop de glucose ', ' amidon ', ' arôme naturel de vanille de Madagascar ', ' épaississants : alginate de sodium', 'carraghénane ', ' sel ', ' colorant : riboflavine']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3.5 g,en quantité modérée,2.1 g,en quantité modérée,13 g,en quantité élevée,0.18 g,en faible quantité,?,,123,+8%,515 kj(123 kcal),+7%,"3,5",-1%,"2,1",-5%,20,+15%,13,-8%,"2,9",+0%,"0,18",+24%,"0,072",+24%,4,-4%,C,-4%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,"['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E101i - Riboflavine']",,,,,
653,Récré O'lé Saveur Biscuit - Mont Blanc - 380g (4 * 85g e),3700279306267,,Crème dessert saveur biscuit. - Récré O'lé Saveur Biscuit,380 g (4 * 85 g e),"['Gourde', 'Plastique']",['Mont Blanc'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']","['Point Vert', 'Fabriqué en France']",['France'],['France'],"['FR 50.127.002 CE', 'Chef-du-Pont (Manche, France)']",,['France'],"['Lait entier concentré et poudre de lait écrémé ', '85 %', ' ', 'Lait origine France', ' ', ' suCre ', ' amidon transformé de maïs ', ' maltodextrine épaississant: gomme xanthane', ' concentré de minéraux du lait', ' arômes naturels ', ' vitamine D']",['Lait'],['Non végétalien'],4,3.4 g,en quantité modérée,2 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,?,,113,-13%,473 kj(113 kcal),-13%,"3,4",-24%,2,-28%,18,-1%,13,-15%,"2,9",-14%,"0,1",-35%,"0,04",-35%,3,-37%,C,-37%,,,,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,,
654,Spaghetti - Tous les jours - 1kg,3700311800210,C,Pâtes alimentaires,1 kg,"['Sachet', 'Plastique']",['Tous les jours'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur']","['Point Vert', 'Qualité contrôlée']",,['Belgique'],,,['France'],['semoule de blé dur'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.5 g,en faible quantité,0.1 g,en faible quantité,3.5 g,en faible quantité,0.03 g,en faible quantité,1504,+0%,355,0%,1504 kj(355 kcal),+1%,"1,5",-12%,"0,1",-70%,72,+2%,"3,5",+6%,12,-2%,"0,03",+83%,"0,012",+83%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,"['Casino', 'Franprix']",,,,
655,100 Biscottes - Tous les jours - 750g,3700311800890,B,Biscottes,750 g,['Plastique'],['Tous les jours'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['Aucun'],['France'],,"['EMB 67156', 'Geudertheim (Bas-Rhin, France)']",,['France'],"['Farine de blé - sucre - graisse de palme - levure - sel - farine de blé malté - dextrose - émulsifiant : E472e - antioxydants : E300', 'E306 - huile de colza - agent de traitement de la farine : acide ascorbique', ' Traces de lait', 'de fruits à coque', ""d'oeufs"", 'de soja et de graines de sésame']",['Gluten'],"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,5.1 g,en quantité modérée,2.1 g,en quantité modérée,8.2 g,en quantité modérée,1.3 g,en quantité modérée,1678,+1%,397,+1%,1678 kj(397 kcal),+2%,"5,1",-24%,"2,1",+14%,76,+11%,"8,2",+41%,10,-15%,"1,3",+12%,"0,52",+12%,10,+60%,C,+60%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique', 'E306 - Extrait riche en tocophérols']",['Vival'],['Huile de palme'],,,
656,"Limonade - Tous les jours - 1,5l",3700311800975,,Boisson gazeuse aromatisée avec édulcorants,"1,5 l",,['Tous les jours'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",['Contient une source de phénylalanine'],,,,,['France'],"['Eau gazéifiée - acidifiant : acide citrique - arôme naturel de citron et citron vert - arôme naturel de citron - édulcorants : cyclamate de sodium', 'aspartame', 'saccharinate de sodium', 'acésulfame-k', ' Contient une source de phénylalanine']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,5,-95%,1,-97%,5 kj(1 kcal),-96%,0,-100%,0,-100%,"0,3",-96%,"0,3",-96%,0,-100%,0,-100%,0,-100%,2,-80%,C,-80%,,,,,,,,"['E330 - Acide citrique', 'E952 - Acide cyclamique et ses sels', 'E951 - Aspartame', 'E954 - Saccharine et ses sels', 'E950 - Acésulfame K']",,,,,
657,Jambon cuit qualité choix découenné-dégraissé 5 tranches - Tous les jours - 225g,3700311801194,,Jambon cuit choix découenné dégraissé,225 g,['Frais'],['Tous les jours'],,['Aucun'],,,,,['France'],"['Jambon de porc ', 'origine : UE', ' 76% - eau - acidifiant : lactate de potassium - sel - sirop de glucose - arômes - dextrose - stabilisant : triphosphates - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,416,,99,,416 kj(99 kcal),,"2,2",,"0,8",,"1,7",,"1,7",,18,,"2,1",,"0,84",,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Casino'],,,,
658,Galettes fines - Tous les jours - 125g,3700311810455,C,Galette au beurre,125 g,"['Plastique', 'Carton']",['Tous les jours'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Aucun'],,,"['EMB 40001F', ""Aire-sur-l'Adour (Landes, France)""]",,['France'],"[""Farine de blé - sucre - beurre concentré 14% - lait écrémé en poudre - sel - œufs entiers en poudre et liquide - poudres à lever : carbonates d'ammonium"", 'carbonates de sodium', 'diphosphates - caramel ', 'sucre - eau', ' Traces de soja']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,15 g,en quantité modérée,9.8 g,en quantité élevée,27 g,en quantité élevée,1.4 g,en quantité modérée,1907,-5%,453,-4%,1907 kj(453 kcal),-4%,15,-28%,"9,8",-3%,72,+12%,27,-8%,"7,5",+15%,"1,4",+138%,"0,56",+138%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Géant'],,,,
659,Riz au Lait saveur vanille - Tous les jours - 200g,3700311821246,B,Riz au lait saveur vanille,200 g,,['Tous les jours'],"['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille']",['Aucun'],,,,,['France'],"['Lait entier 75,5% - riz 10% - sucre - crème - gélatine de porc - émulsifiant : E472b - sel - arôme - épaississant : carraghénanes - caramel ', 'sucre', 'eau', ' - colorant : E160b']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,3.6 g,en quantité modérée,2.2 g,en quantité modérée,13 g,en quantité élevée,0.18 g,en faible quantité,538,+1%,128,-3%,538 kj(128 kcal),-2%,"3,6",-1%,"2,2",-4%,20,-4%,13,+4%,"3,5",+7%,"0,18",+40%,"0,072",+40%,3,-17%,C,-17%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,"['E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",,,,,
