,name,bar_code,eco_score,quantity,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,brand,allergens,nova_score,ingredients_origins,manufacturing,additives,markets,link,palm_ingredients,producer_info,brand_owner
1175,Garbanzos cocidos - Spar - 240g,8480013272236,B,240 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']",,,"['France', 'Espagne']",[],[],1.9 g,en faible quantité,0.3 g,en faible quantité,0.6 g,en faible quantité,0.53 g,en quantité modérée,?,,95,-18%,397 kj(95 kcal),-18%,"1,9",-7%,"0,3",+12%,"11,1",-26%,"0,6",-15%,"5,7",-12%,"0,53",-13%,"0,212",-13%,0,,B,,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,,,['Spar'],,,,,,['Spar'],,,,
1176,Judia verde redonda - Dia,8480017003164,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,"['France', 'Espagne']",[],[],0.5 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.78 g,en quantité modérée,?,,21,-12%,88 kj(21 kcal),-11%,"0,5",+99%,0,-100%,"2,7",+2%,1,+30%,"0,8",-46%,"0,78",+17%,"0,312",+17%,-2,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,['Dia'],,,,,,['Dia'],,,,
1177,Liégeois café - Dia - 400g,8480017012111,C,400 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au café', 'Liégeois', 'Desserts lactés au café']",,"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']","['France', 'Espagne']","['lait écrémé', 'crème', 'sucre', 'amidon modifié', 'protéines de lait', 'café lyophilisé 0', '5%', 'amidon', 'lactose', 'épaississants : E407-E415,émulsifiant : E472b', 'colorants : E150A-E150c,arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",6 g,en quantité modérée,4 g,en quantité modérée,16.7 g,en quantité élevée,0.127 g,en faible quantité,597,-2%,142,-11%,597 kj(142 kcal),-7%,6,-16%,4,-16%,19,+3%,"16,7",+2%,3,+11%,"0,127",-9%,"0,051",-9%,6,-24%,C,-24%,72.9%,16.3%,3.6%,4.6%,2.0%,0.5%,58,,"['Frais', 'Carton', 'pot plastique']",['Dia'],['Lait'],4,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E150a - Caramel E150a', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",['Dia'],,,,
1178,Espinaca - Dia - 300g,8480017038692,B,300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Épinards', 'Épinards frais']","['Végétarien', 'Végétalien']","['FABRICANTE Y ENVASADOR:', 'DESCONOCIDO', 'DISTRIBUIDOR:', 'ES 26.007284/NA C CE', 'VEGA MAYOR S.L.', 'PERTENECIENTE A:', 'GRUPO FLORETTE']","['France', 'Espagne']",['Espinacas'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,?,,25,-7%,105 kj(25 kcal),-8%,"0,4",-7%,"0,1",+20%,"1,4",+26%,"0,4",+58%,"2,9",+25%,"0,2",,"0,08",,-8,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,Espinacas envasadas de IV gama,"['Bolsa de plástico', 'Envasado en atmósfera protectora', 'Refrigerado']",['Dia'],,1,,"['Milagro', 'Navarra', 'España']",,['Dia'],,,,
1179,Aceite de oliva - Dia,8480017042941,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],[],91.5 g,en quantité élevée,12.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,5",-4%,"12,8",-9%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Dia'],,,,,,['Dia'],,,,
1180,Tomates pelées entières - Dia,8480017056160,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",,,"['France', 'Espagne']",[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,2.8 g,en faible quantité,0.23 g,en faible quantité,?,,22,-29%,92 kj(22 kcal),-25%,"0,1",-67%,"0,1",+115%,4,-8%,"2,8",-24%,"0,8",-40%,"0,23",-9%,"0,092",-9%,-4,,A,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,['Dia'],,,,,,['Dia'],,,,
1181,Pina Ananas - Dia,8480017107954,,,,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"8,78",,"8,7",,0,,"0,001",,0,,,,,,,,,,,,,,,['Dia'],,,,,,['Dia'],,,,
1182,Aceite de Oliva - Dia,8480017126689,,,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"13,7",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,['Dia'],,,,,,['Dia'],,,,
1183,Gélatine à la fraise - Dia,8480017143006,,,"['Desserts', 'Desserts gélifiés']",,,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,0.2 g,en faible quantité,?,,79,+52%,331 kj(79 kcal),+50%,"0,1",+183%,0,-100%,18,+73%,17,+89%,"1,6",+36%,"0,2",+41%,"0,08",+41%,3,+183%,C,+183%,,,,,,,,,,['Dia'],,,,,,['Dia'],,,,
1184,Zumo de naranja - Alteza,8480024755001,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,1",,"0,1",,"11,2",,"10,5",,"0,3",,0,,0,,,,,,,,,,,,,,,['Alteza'],,,,,,['Alteza'],,,,
1185,Florida - Alteza - 2L,8480024831071,C,2 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées']",['Avec édulcorants'],,['France'],"['Agua', 'zumo de naranja a partir de concentrado ', '10%', 'zumo de mandarina a partir de concentrado ', '10%', ' jarabe de glucosa y fructosa', 'azúcar', 'acidulante ', 'ácido cítrico', 'estabilizantes pectina', 'E-1450', 'E-444', 'E-445', 'Colorante ', 'E-160a', 'vitamina C', 'aromas y edulcorante ', 'sucralosa']","[""Pourrait contenir de l'huile de palme""]",0 g,en faible quantité,0 g,en faible quantité,6.9 g,en quantité élevée,0 g,en faible quantité,?,,30,+100%,126 kj(30 kcal),+114%,0,-100%,0,-100%,"7,4",+175%,"6,9",+195%,"0,1",-21%,0,-100%,0,-100%,10,+132%,E,+132%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,['Alteza'],,4,,,"[""E1450 - Octényle succinate d'amidon sodique"", 'E444 - Acétate isobutyrate de saccharose', 'E445 - Esters glycériques de résine de bois', 'E160a - Carotènes mélangés']",['Alteza'],,,,
1186,Jugoso a la sartén selección de finas hierbas - Maggi,8585002417916,,,"['Epicerie', 'Condiments']","['Sans colorants', 'Sans conservateurs']",,"['France', 'Espagne']",[],[],34.4 g,en quantité élevée,13.8 g,en quantité élevée,12.1 g,en quantité modérée,19.4 g,en quantité élevée,?,,457,+226%,1912 kj(457 kcal),+219%,"34,4",+479%,"13,8",+2073%,"27,8",+112%,"12,1",+77%,"6,1",+44%,"19,44",+248%,"7,776",+248%,27,+167%,E,+167%,,,,,,,,,,['Maggi'],,,,,,,,,,
1187,Nescafe Shakissimo Latte Macchiato 190ml,8594002786441,,,,,"['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']","['France', 'Espagne']",[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"6,5",,"4,4",,21,,21,,"7,6",,"0,4",,"0,16",,,,,,,,,,,,,,,['Nescafe'],,,,,,,,,,
1188,Ovesné Vločky jemně 500g - Emco,8594017130154,,500g,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"4,6",,"0,8",,61,,1,,12,,0,,0,,,,,,,,,,,,,,['Papier'],['Emco'],,,,,,,,,,
1189,Raw protein barrita de manteca de cacahuete sin - Bombus Energy - 50g,8594068261128,,50 g,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques', 'Barres protéinées', 'Barres énergétiques protéinées']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",,"['République tchèque', 'France']",[],"['Végétalien', 'Végétarien']",18.6 g,en quantité modérée,3.4 g,en quantité modérée,31.6 g,en quantité élevée,0.177 g,en faible quantité,?,,407,+5%,1703 kj(407 kcal),+5%,"18,6",+27%,"3,4",-30%,"42,5",+5%,"31,6",+40%,"20,6",+2%,"0,177",-56%,"0,071",-56%,10,-7%,C,-7%,,,,,,,,,['Plast'],['Bombus Energy'],,,,,,,https://www.bombusenergy.com/products/raw-protein/peanut-butter,,,
1190,Carnitine,8594073170637,,,,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,0,,0,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Instant whey,8594073179081,,,,['en:gluten-free'],,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"4,4",,"2,8",,"7,3",,"5,3",,"75,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1192,Chimpanzee Bar Date & Chocolate,8594157870026,,,,,,['France'],[],[],,,,,,,,,?,,419,,1753 kj(419 kcal),,18,,"1,6",,42,,"26,5",,"15,5",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,
1193,LIFEBAR PROTEIN,8595657101450,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'CZ-BIO-002']",,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,331,,1385 kj(331 kcal),,7,,1,,46,,42,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Lifebar raspberry - Lifefood - 47g,8595657101481,,47g,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'CZ-BIO-002', 'Agriculture UE']",,['France'],"['dattes*', 'poudre protéinée de riz* ', '16 %', 'framboises lyophilisées en poudre* ', '5,5 %', 'amandes* ', '5 %', 'graines de courge*', ""huile d'olive extra vierge*"", 'sel marin non raffiné', 'vanille*', ""\r* = issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",,,,,,,,,?,,331,,1385 kj(331 kcal),,7,,1,,46,,42,,17,,"0,7",,"0,28",,,,,,,,,,,,,BAR PROTÉINÉE framboise BIO & CRU VEGAN,['sachet individuel'],['Lifefood'],['Fruits à coque'],,['République tchèque'],['République tchèque'],,['Rayon vert'],https://www.lifefood.fr/fr_fr/lifebar-barre-energie-crue/proteinee-framboise,,,
1195,Jetrena pasteta - 50g,86002110,,50 g,,,,['France'],[],[],,,,,,,,,?,,302,,1264 kj(302 kcal),,"27,7",,"10,4",,"2,8",,"0,6",,"10,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1196,Jus de Pomme-Cerise,8680205472370,,,,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,0,,0,,"12,7",,"11,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Bebeto Sour Sticks Watermelon,8690146120575,,,,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,3,,"1,8",,84,,60,,"2,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Hanimeller - 210,8690504012115,,210,['Epicerie'],['en:Chocolat drops'],,['France'],"['Huile de palme', 'sucre,poudre de cacao,poudre de lactoserum,lait en poudre,émulsifiant', 'sirop de glucose,sel,poudre a lever,carbonate d amonium,arome,oeuf,noisettes']",[],22.8 g,en quantité élevée,9.3 g,en quantité élevée,28.4 g,en quantité élevée,0.77 g,en quantité modérée,?,,457,+117%,1912 kj(457 kcal),+117%,"22,8",+58%,"9,3",+397%,"57,2",+393%,"28,4",+326%,"1,7",-39%,"0,77",-74%,"0,308",-74%,23,+109%,E,+109%,,,,,,,,,,,,,,,,,,['Huile de palme'],,
1199,Ulker Halley Biscuit 231 G,8690504036265,,,,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,17,,"10,5",,"65,7",,40,,"5,8",,"0,15",,"0,06",,,,,,,,,,,,,,,['Ülker'],,,,,,,,,,
1200,"Peki 8 Kek, Cikolata-muz (schokolade-banane)",8690504082224,,,,,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,18,,9,,18,,"9,8",,58,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
1201,Ulker Bizim Mutfak Lentil Soup,8690504641735,,,,,,['France'],[],[],,,,,,,,,?,,88.900001525879,,372 kj(88 kcal),,"0,15",,"0,02",,"3,9",,"0,5",,1,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1202,Soupe de Tarhana,8690504641759,,,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,"0,2",,"0,1",,4,,3,,"0,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1203,Chili hot peppers,8690635190485,,,,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,0,,0,,"5,1",,0,,"0,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1204,Sera Mischgemüse Eingelegt,8690777202022,,,,,,['France'],"['Eau', 'choux', 'chou-fleur', 'blancs', 'cornichons', 'carottes', 'poivrons Jaune', 'tomates vertes', 'poivron rouges', 'melon', 'gombos', 'prûne vertes', 'pêche vertes', 'sel', 'correcteur d’acidité ', 'E260', 'E330', 'conservateur ', 'E202', 'E211']",[],,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,6,,2,,0,,4,,"1,6",,,,,,,,,,,,,Jardinire de Légumes en Saumure,,['Sera'],,,,,"['E260 - Acide acétique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,
1205,"Patmisir Mikrowellen Popcorn, Leicht Gesalzen - Baktat - 100g",8690804006586,,100 g,,,,['France'],"['Mdis à éclater', 'huile de palme', 'sel 2,55', ' Placez le sachet intérieur déplié au centre du micro-ondes', "" Le temps d'éclatement varie dun micro-ondes à l'autre"", ' Veillez à ne pas dépasser le temps optimal de cuisson', ' Pour cela', ""regardez le mode d'emploi détaillé figurant sur le sachet Intérieur"", ' Dégustez votre grand sachet de PATMISIR chaud!']",['Huile de palme'],,,,,,,,,?,,428,,1791 kj(428 kcal),,"20,7",,"10,2",,"48,1",,11,,"8,1",,"2,5",,1,,,,,,,,,,,,,,,['Baktat'],,,,,,,,['Huile de palme'],,
1206,Baktat Mikrowellen Popcorn Gezuckert - 100g,8690804026744,,100 g,,,,['France'],"['Maïs à éclater', 'sucré ', '15,86', 'huile dB palme', 'dextrose', 'huile de tournesol', ' Placez le sachet intérieur déplié au centre du micro-ondes', "" le temps d'éclatement varie d'un micro-ondes à l'autre"", ' Veillez à ne pas dépasser le temps optimal de cuissotL Pour cela', ""regardez le mode d'emploi détaillé figurant sur le sachet Intérieur"", ' Dégustez votre grand sachet de PATMISIR chaud!']",[],,,,,,,,,?,,402,,1682 kj(402 kcal),,"12,2",,"5,7",,"62,4",,"21,5",,7,,"0,01",,"0,004",,,,,,,,,,,,,,,['Baktat'],,4,,,,,,,,
1207,Salgam suyu - Suntat,8690804362583,,,,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,"1,2",,0,,0,,"1,6",,"0,64",,,,,,,,,,,,,,,['Suntat'],,,,,,,,,,
1208,Puding muzlu,8691375635359,,,,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"2,6",,"1,7",,"17,8",,"13,8",,"2,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Toffix Soft Candy 400GRX12,8693029030039,,,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,6,,"5,2",,88,,82,,"1,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1210,Puree De Poivron Antep Fort 720 G X 12 Onc - Öncü - 700g,8693891195881,,700g,,['Point Vert'],,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,1,,"0,1",,"14,6",,"7,3",,4,,4,,"1,6",,,,,,,,,,,,,,,['Öncü'],,,,,,,,,,
1211,Oncu Domates Salcasi / Tomatoe Paste - 4200 GR,8693891196093,,,,,,['France'],[],[],,,,,,,,,?,,103,,431 kj(103 kcal),,"0,3",,"0,1",,"18,5",,"6,1",,4,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,
1212,A. figues Protoben 250G Barquette Recolte - Rapunzel - 250g,8697418143782,B,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches', 'Figues']","['Bio', 'Bio européen', 'en:TR-BIO-161', 'AB Agriculture Biologique']",,['France'],"[""Figues séchées Protoben issues de l'agriculture biologique""]",[],1.3 g,en faible quantité,0.2 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,1162,,275,+7%,1162 kj(275 kcal),+7%,"1,3",-9%,"0,2",-25%,55,+1%,55,+26%,"3,5",+9%,"0,1",-36%,"0,04",-36%,1,-61%,B,-61%,85.7%,0.0%,0.0%,6.9%,5.6%,1.8%,86,,,['Rapunzel'],,,['Turquie'],,,,,,,
1213,Susamli,8697436550357,,,,,,['France'],[],[],,,,,,,,,?,,134,,561 kj(134 kcal),,0,,0,,0,,0,,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Si-bel fromage en tranches,8710306090835,,,,['Halal'],,['France'],"['LAIT sel', 'ferments lactiques', 'coagulant']",[],,,,,,,,,?,,343,,1435 kj(343 kcal),,28,,"19,5",,0,,0,,"23,5",,"1,9",,"0,76",,,,,,,,,,,,,,,['Si.bel'],['Lait'],,,,,,,,,
1215,Mezcla De Cashews Tostados - Duyvis - 125g,8710398157621,E,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Noix de Cajou grillées']",,,['France'],"['noix de cajou', 'base au gott relevé [sel', 'amidon modifié', 'farine de riz', 'extrait de levure', 'pc Jdre de laure', 'sucre caramélisé', 'dextrose', 'arôme', 'pwdre de paprika', 'poudre stabilitxts ', ""gomme d'acacia"", 'sorbitol', ' Ce peodlit ', 'des frates', "" d'autres fruits à coque"", ' Attention: les coiants en b?', "" risquent de s'étrangler avec 16 cacah'*tes et toque"", ' Conserver au sec', ' Conditionne sous atmosphère Mòtectrice', ' Après ouvedure', ""conserver à l'abri de "", ""'air et la lumière"", ' Dums Kwa!iteibgarantie / Garùfitie de cualité']",[],49 g,en quantité élevée,9.7 g,en quantité élevée,8.8 g,en quantité modérée,1.5 g,en quantité modérée,?,,604,-1%,2527 kj(604 kcal),-1%,49,+3%,"9,7",+9%,23,-6%,"8,8",+39%,19,+1%,"1,5",+123%,"0,6",+123%,18,+76%,D,+76%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,['Duyvis'],,4,,,['E420 - Sorbitol'],,,,,
1216,Market Deli - Chips de pommes de terre au sel marin IGP d'Anglesey - 150g,8710398505583,B,150 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,,['France'],"['Pommes de terre', 'huile végétales ', 'tournesol', 'colza', 'en proportion variable', ""sel marin d'Anglesey""]",[],22 g,en quantité élevée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,473,-11%,1979 kj(473 kcal),-11%,22,-33%,"1,8",-42%,60,+17%,"0,5",-64%,"6,8",+14%,"1,2",-8%,"0,48",-8%,6,-47%,C,-47%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Chips de pommes de terre au sel marin IGP d'Anglesey,"['Sachet', 'Plastique']","['Market Deli', ""Lay's""]",,3,,,,,,,,
1217,Gouda Komijn - Albert Heijn - 190g,8710400264255,,190 g,,['en:gluten-free'],['NL Z0461'],['France'],"['melk', ' zout', 'komijnzaad 1%', 'zuursel', 'stremsel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,1500,,360,,1500 kj(360 kcal),,30,,21,,0,,0,,23,,"1,9",,"0,76",,,,,,,,,,,,,Komijnkaas,,['Albert Heijn'],['Lait'],,,,,['Albert Heijn'],,,,
1218,Steakhouse - McCain,8710438110227,,,,['Sans conservateurs'],,['France'],[],[],,,,,,,,,?,,135,,565 kj(135 kcal),,"3,5",,"0,4",,22,,"0,5",,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,,,['McCain'],,,,,,,,,,
1219,De Ruijter,8710496977480,,,,"['Agriculture durable', 'en:UTZ Certified']",,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,14,,"8,7",,77,,77,,"5,9",,"0,22",,"0,088",,,,,,,,,,,,,,,['De Ruijter'],,,,,,,,,,
1220,Nusco - Brinkers,8710573641525,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']","['Agriculture durable', 'en:UTZ Certified']",,"['France', 'États-Unis']","['Vegetable oils ', 'rapeseed', 'palm', 'sugar', 'low fat cocoa powder 27%', 'emulsifier: soy lecithin', 'bourbon vanilla extract']","['Huile de palme', 'Végétalien', 'Végétarien']",41 g,en quantité élevée,7.7 g,en quantité élevée,35 g,en quantité élevée,0.03 g,en faible quantité,?,,572,+5%,2393 kj(572 kcal),+5%,41,+20%,"7,7",-1%,39,-23%,35,-25%,"6,9",+5%,"0,03",-73%,"0,012",-73%,16,-22%,D,-22%,,,,,,,,,,['Brinkers'],,4,,,['E322i - Lécithine'],,,,,Brinkers Food B.V.
1221,Chamallows - Haribo,8710575159585,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",['en:gluten-free'],,"['France', 'Espagne']",[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,68 g,en quantité élevée,0 g,en faible quantité,?,,333,-21%,1393 kj(333 kcal),-21%,"0,5",-97%,"0,1",-98%,80,+20%,68,+37%,"3,5",-17%,0,-100%,0,-100%,14,-23%,D,-23%,,,,,,,,,,['Haribo'],,,,,,,,,,
1222,Cheese Crispies Gouda 2 x,8710588115004,,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,570,,2385 kj(570 kcal),,40,,23,,38,,"1,1",,15,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,
1223,Extra saftig,8710785000912,,,,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,"1,3",,"0,2",,"37,3",,"12,8",,"5,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1224,Emmental râpé,8710866041964,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,['France'],[],[],29.4 g,en quantité élevée,18.7 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,?,,385,+3%,1611 kj(385 kcal),+3%,"29,4",+2%,"18,7",-5%,"1,7",+88%,0,-100%,"28,4",+4%,"1,1",+45%,"0,44",+45%,13,+9%,D,+9%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1225,Floral Lady Lipton,8710908902444,,,"['Boissons', 'Boissons chaudes']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,?,,4,-86%,17 kj(4 kcal),-87%,0,-100%,0,-100%,"0,5",-90%,"0,5",-83%,"0,5",-12%,0,-100%,0,-100%,2,-55%,C,-55%,,,,,,,,,,['Lipton'],,,,,,,,,,
1226,Ice TEA - Lipton,8710908914195,,,['Boissons'],,,"['France', 'Espagne']",[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en quantité modérée,0.05 g,en faible quantité,?,,19,-66%,79 kj(19 kcal),-67%,"0,5",+44%,"0,1",-15%,"4,7",-58%,"4,2",-56%,5,+908%,"0,05",+20%,"0,02",+20%,3,-61%,C,-61%,,,,,,,,,,['Lipton'],,,,,,,,,,
