,name,bar_code,eco_score,quantity,brand,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,labels,ingredients_origins,manufacturing,nova_score,additives,palm_ingredients,allergens,generic_name,link,producer_info,origin_detail,brand_owner
1291,Chocolate Secret Ice Cream - Baileys - 400g (500ml),4081800118368,B,400 g (500 ml),['Baileys'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'de:Contains Alkohol']",,"['France', 'Allemagne', 'Irlande', 'Royaume-Uni']","['Creme ', 'CH creme à fouetter', ' 36 %', 'lait ecreme', 'sucre', 'eau', ""preparation de creme au gout de chocolate et d'alcool 4% "", 'aromes 31%*', 'eau', 'creme 21%', 'sucre', 'proteines de lait', 'colorant: caramel de sulfite caustique', "" emulsifiant: mono - et diglycerides d'acide gras"", "" corecear d'acidite: citrate de sodium"", 'dextrose', ""jaune d'oeuf"", 'lait écrémé en poudre fructose', 'poudre de cacao maigre', 'pate de cacao', 'beurre de cacao', 'extrait de vanille bourbon', ""emulsfiant: mono - et diglycerdes d'acide gras"", 'lecithine ', 'soja', ' stablisants: farine de graines de caroube', 'gomme guar', ' humectant: glycerol', "" *contient de l'alcool"", "" Peut contenir des traces d'arachides"", 'et de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",16 g,en quantité modérée,11 g,en quantité élevée,23 g,en quantité élevée,0.1 g,en faible quantité,?,,254,+9%,1063 kj(254 kcal),+9%,16,+37%,11,+45%,23,-18%,23,-2%,"2,9",-8%,"0,1",-33%,"0,04",-33%,18,+34%,D,+34%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['81 C/PAP'],['Netto'],,['de:Niemcy'],"['D48351', 'Everswinkel', 'DMK Eis GmbH', 'Deutschland']",4,"['E150b - Caramel de sulfite caustique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331 - Citrates de sodium', 'E322 - Lécithines', 'E412 - Gomme de guar', 'E422 - Glycérol']",,"['Œufs', 'Lait', 'Soja', 'de:Magermilchpuler']",,,,,
1292,Raisins secs sultanine - Auchan - 125g,8435177052149,D,125 g,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs', 'Raisins secs Sultanines']",,['France'],[],[],0.8 g,en faible quantité,0.01 g,en faible quantité,70 g,en quantité élevée,0.05 g,en faible quantité,?,,329,+6%,1377 kj(329 kcal),+6%,"0,8",+45%,"0,01",-92%,75,+5%,70,+11%,3,+7%,"0,05",-13%,"0,02",-13%,3,-42%,C,-42%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,['Auchan'],"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,
1293,Garten Kräuter dressing - Develey,4006824028219,D,,['Develey'],"['Epicerie', 'Sauces', 'Sauces salades']",,"['France', 'Allemagne']",[],[],18.9 g,en quantité modérée,1.5 g,en quantité modérée,4.4 g,en faible quantité,1.6 g,en quantité élevée,?,,199,-41%,833 kj(199 kcal),-40%,"18,9",-43%,"1,5",-56%,"5,9",+6%,"4,4",+17%,"0,8",+21%,"1,6",-16%,"0,64",-16%,10,-31%,C,-31%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Produkt'],,,,,,,,,,,,,
1294,L'atelier 74% cacao saint domingue,3760235640316,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,544,,2276 kj(544 kcal),,41,,27,,26,,26,,7,,"0,9",,"0,36",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,,,,,,,,
1295,Supreme Nachos,8713276031150,,,,,,['France'],"['water', '40% cheese ', 'milk', 'salt', 'starter', 'rennet', 'fett 14,6 g-davon gesättigt 8,2g - preservative ', 'e251', 'color ', 'e160a ', '1', 'e160b', 'rapeseed oil', 'modified tapioca starch', 'melting salt ', 'e339', 'e452', 'potato starch', 'natural aromas énergétique 772kj/']",['Non végétalien'],,,,,,,,,?,,463,,1937 kj(463 kcal),,"14,6",,"8,2",,"2,7",,"0,3",,"10,8",,"1,78",,"0,712",,,,,,,,,,,,,,,,,,4,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés', 'E160b - Rocou', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,['Lait'],,,,,
1296,Crêpes de froment,3459071250048,,,,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"3,3",,"1,5",,"45,5",,"21,7",,7,,"0,5",,"0,2",,,,,,,,,,,,,,,['en:produced-in-bretagne'],,,,,,,,,,,
1297,Ravioli Al Grano Duro Cappelli Con Ricotta Di Pecora Ed Erbette,8022230000300,,,,,,['France'],[],[],,,,,,,,,?,,238,,996 kj(238 kcal),,"7,7",,"4,8",,31,,"2,1",,"9,4",,2,,"0,8",,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,
1298,Salsa Iogurt Babyfresh -,8425779035794,,,,"['Epicerie', 'Sauces']",,"['France', 'Espagne']",[],[],55 g,en quantité élevée,8 g,en quantité élevée,4.9 g,en faible quantité,1.3 g,en quantité modérée,?,,524,+120%,2192 kj(524 kcal),+122%,55,+204%,8,+270%,"5,8",-41%,"4,9",-24%,"1,6",-41%,"1,3",-46%,"0,52",-46%,19,+64%,E,+64%,,,,,,,,,,,,,,,,,,,,,
1299,Hähnchen Fleischwurst - Bio - 250g,4061458012911,E,250 g,['Bio'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['DE ST-00809 EG'],"['France', 'Allemagne']",[],[],17 g,en quantité modérée,5.1 g,en quantité élevée,1 g,en faible quantité,2.2 g,en quantité élevée,884,+0%,213,+18%,884 kj(213 kcal),+16%,17,+44%,"5,1",+40%,1,-20%,1,+92%,14,-15%,"2,2",+24%,"0,88",+24%,16,+63%,D,+63%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,['Kunststoff'],['Aldi'],"['en:German Agricultural Society', 'Bio', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2018 de la Société Allemande d'Agriculture""]",,,,,,,,,,,
1300,Confiture extra figue collection bio - Copyr - 220g,3361779996633,C,220 g,['Copyr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,['France'],"['figue', 'sucre*', 'gélifiant: pectine', "" *Produits issus de l'agriculture biologique"", ' Confiture de figue préparée avec 60g de fruits/100g', ' Teneur totale en sucre 57g/100g']",[],0 g,en faible quantité,0 g,en faible quantité,57.8 g,en quantité élevée,0.019 g,en faible quantité,?,,237,+2%,992 kj(237 kcal),+2%,0,-100%,0,-100%,"57,8",+5%,"57,8",+9%,"0,9",+22%,"0,019",+2%,"0,008",+2%,11,+16%,D,+16%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,4,['E440 - Pectines'],,,,,,,
1301,Sablés au citron crème fraiche - 250g,3760023342408,,250 g,,,"['EMB 25341', 'Lomont-sur-Crête (Doubs, France)']",['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,19,,"8,1",,42,,"9,4",,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Crevette décortiquées - Pescanova - 150g,3306080047629,,150 g,['Pescanova'],,"['ASC-C-01689', 'FR 56.121.179 CE', 'Lorient (Morbihan, France)']",['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"0,5",,"0,5",,"0,5",,"0,5",,17,,"1,6",,"0,64",,,,,,,,,,,,,['Film en plastique'],,['Sans colorants'],,,,,,,,,,,
1303,Agavendicksaft - NaturGreen - 360ml,4021851616833,,360 ml,['NaturGreen'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Flasche', 'Produkt']",,"['Bio', 'Bio européen', 'Sans gluten', 'ES-ECO-024-MU']",,,,,,,,,,,
1304,Soja crispies au chocolat,4260335837351,,,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"2,1",,"0,3",,26,,10,,60,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Cranberries séchées en moitiés,2600298015359,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,?,,355,+5%,1485 kj(355 kcal),+5%,"0,5",-29%,"0,5",+102%,"83,2",+5%,65,-2%,"0,1",-64%,"0,01",-56%,"0,004",-56%,9,+25%,C,+25%,,,,,,,,,,,,,,,,,,,,,
1306,Apfelschorle,4104760429111,,,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,6,,"5,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,100% whey pro yaourt pêche,5999100012806,,,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"6,7",,"2,3",,"4,7",,"4,7",,73,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Assorted fruit mochi -,4711931030948,,,,"['Biscuits et gâteaux', 'Gâteaux']",,['France'],"['Maltose', '28', '0%', 'Sucre', '18', '0%', 'Riz Gluant', '18', '0%', 'Phosphate de Diamidon Hydroxypropylé', 'E1442', '7', '0%', 'Fraise', '5', '80%', 'Orange', '5', '80%', 'Melon', '5', '80%', 'Courge Cireuse', '4', '96%', 'Trehalose', '4', '0%', 'Sorbitol', '1', '40%', 'Beurre', '1', '0%', 'Huile de Palme', '0', '07%', 'Gélatine', '0', '05%', 'Arôme', '0', '04%', 'Bétanine', 'E162', '0', '02%', 'Carotene', 'E160a', ' ', '0', '02%', "",Poudre d'épinards"", '0', '02%', 'Monostéarine', 'E471', ' ', '0', '01%', 'Sorbate de Potassium', 'E202', '0', '01%']","['Huile de palme', 'Non végétalien', 'Non végétarien']",2 g,en faible quantité,0.9 g,en faible quantité,38.9 g,en quantité élevée,0 g,en faible quantité,?,,358,-11%,1498 kj(358 kcal),-11%,2,-90%,"0,9",-88%,"83,9",+69%,"38,9",+39%,"1,1",-80%,0,-100%,0,-100%,12,-33%,D,-33%,,,,,,,,,,,,,4,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E420 - Sorbitol', 'E428 - Gélatine', 'E162 - Rouge de betterave', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Huile de palme'],['Lait'],,,,,
1309,O'JIVA,6009900013220,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Orangettes -,5452004860329,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Granatapfel - Granini,4048517662423,D,,['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits']",,"['France', 'Allemagne']","['Wasser', 'Granatapfelsaft  aus Granatapfelsaftkonzentrat ', '25%', 'Zucker', 'Granatapfelsaft ', '5%', 'Zitronensaft aus Zitronensaftkonzentrat', 'Schwarzkarottenkonzentrat', 'Antioxidationsmittel: Ascorbinsäure']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,194,+3%,46,-6%,194 kj(46 kcal),-4%,"< 0,5",+179%,"< 0,1",+241%,11,-4%,11,+3%,"< 0,5",+58%,"< 0,01",+4%,"0,004",+4%,15,+10%,E,+10%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Kunststoff'],,,,,3,['E300 - Acide ascorbique'],,,,,,,
1312,Powerbar Powergel Original Green Apple,4029679672277,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,252,,1054 kj(252 kcal),,0,,0,,63,,27,,0,,"1,3",,"0,52",,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
1313,Chamallows - Haribo,5410358456056,,,['Haribo'],,,['France'],[],[],,,,,,,,,?,,386,,1615 kj(386 kcal),,9,,8,,72,,61,,"4,2",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Bananacake,5310115006152,,,,,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,"16,4",,"7,7",,"68,3",,"47,3",,"4,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Mini sandwich sabor nata - Carrefour,3560070568222,,,['Carrefour'],,,['France'],[],[],,,,,,,,,?,,233,,975 kj(233 kcal),,"7,8",,"7,1",,42,,"4,8",,"5,5",,"0,3",,"0,12",,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,
1316,Crockki bites,8004735094558,,,,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,428,,1791 kj(428 kcal),,"18,2",,"9,5",,"50,6",,"22,5",,"9,4",,"0,53",,"0,212",,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,
1317,Orzo Bimbo capsule - 27g,3175681193727,,27g,['Orzo bimbo'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Orge soluble']",,"['France', 'Italie']","['Orzo', ' Contiene glutine', ' Può contenere tracce di uova', 'soia', 'latte e frutta a guscio']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,22 g,en quantité élevée,0.2 g,en quantité modérée,?,,35,-87%,146 kj(35 kcal),-87%,"0,1",-97%,"0,1",-96%,78,+60%,22,-40%,"4,4",-24%,"0,2",-35%,"0,08",-35%,,,,,,,,,,,,"['Carta', 'Plastica']",['Esselunga'],,,,4,,,['Gluten'],,,,,
1318,Chorizo dulce - Realvalle,20069834,,,['Realvalle'],,,"['France', 'Espagne']",[],[],,,,,,,,,?,,487,,2038 kj(487 kcal),,43,,"15,7",,1,,"0,3",,24,,"3,3",,"1,32",,,,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,
1319,"Alcaparras 3,5 Cyl",8413645370537,,,,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,8",,"0,3",,"0,3",,"0,2",,"1,7",,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Rowse Greek Squeezy Honey 250G,5011273001415,,,['Rowse'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Aceto balsamico du Modena - Del Duca - 500ml,8000224009621,A,500ml,['Del Duca'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,"['France', 'Italie']","[""mosto d'uva cotto biologico"", 'aceto di vino biologico']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,"['Vetro', 'Bottle']",['Esselunga'],"['Bio', 'Bio européen', 'IT-BIO-005', 'IGP']",['Italie'],,2,,,,,,,,
1322,Proteine whey hydro isolate - Prozis,5600380893657,,,['Prozis'],,,['France'],[],[],,,,,,,,,?,,403,,1686 kj(403 kcal),,"2,3",,"0,6",,"2,7",,"2,7",,87,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Blue lab whey,6009544909231,,,,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,"7,3",,"5,2",,"6,2",,"3,2",,72,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Workout Aminos - Foodspring,4260363486026,,,['Foodspring'],,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"0,4",,"0,1",,"1,7",,"0,8",,"84,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Oignon saucier filet 500g calibre 30/50 France - Jardins Du Midi - 500g,3363297330081,,500 g,['Jardins Du Midi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Oignons et dérivés']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['filet plastique', 'étiquette plastique', 'Agraffes']",['Auchan'],['Point Vert'],,,,,,,,https://jardinsdumidi.com/nos-produits/pour-les-consommateurs/oignons/gamme-coeur-de-marche-oignons/,,,
1326,Bruschetta - Tre Mulini,8017596006585,,,['Tre Mulini'],,,['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,"2,8",,"0,5",,49,,"2,5",,"7,7",,"1,25",,"0,5",,,,,,,,,,,,,,,['Sans huile de palme'],,,,,,,,,,,
1327,5KG Seau Moutarde Dijon,3104710000231,,,,,,['France'],[],[],,,,,,,,,?,,149,,623 kj(149 kcal),,"11,5",,"0,8",,"3,2",,"2,7",,"7,2",,"6,5",,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Compote pommes bananes vanille,86042383,,,,,,['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,"0,5",,"0,1",,16,,12,,"0,6",,"0,01",,"0,004",,,,,,,,,,,,,,,"['Point Vert', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,
1329,Duo de riz camargue bio - Franprix,3263850625718,B,,['Franprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",,['France'],[],[],1.7 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,?,,346,-1%,1448 kj(346 kcal),-1%,"1,7",-8%,"0,3",-28%,74,-1%,"0,5",+8%,"7,5",+1%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,['Franprix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'IGP']",,,,,,,,,,,
1330,Le pâté recette landaise - Maison Rivière - 180g,3375644005955,,180 g,['Maison Rivière'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc']","['FR 11.076.009 CE', 'Castelnaudary (Aude, France)']",['France'],"['Gorges de porc', 'foie de porc frais', 'épaule de porc', 'oignons frais', 'œufs', 'fécule', 'Cognac', 'persil frais 1%', 'sel', 'poivre']","['Non végétalien', 'Non végétarien']",20 g,en quantité modérée,7.9 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,255,-18%,1067 kj(255 kcal),-17%,20,-25%,"7,9",-22%,"0,5",-79%,"0,5",-44%,15,+6%,"1,9",+14%,"0,76",+14%,18,-5%,D,-5%,,,,,,,,['Bocal'],,,['France'],,3,,,['Œufs'],pâté,,,,
1331,Italian Herb Pesto,5060170800058,,,,,,['France'],[],[],,,,,,,,,?,,473,,1979 kj(473 kcal),,46,,"6,7",,"6,1",,"1,7",,"6,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Prima Nature - Gérard Bertrand - 75cl,3514123108514,C,75 cl,['Gérard Bertrand'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', ""IGP PAYS D'OC""]",,['France'],['Merlot'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'verre']",['Boutique Gérard Bertrand'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Sans sulfites', 'AB Agriculture Biologique']",,['France'],3,,,,,https://www.gerard-bertrand.com/,Gérard Bertrand,France,Gérard Bertrand
1333,Tubes d'encornets,3267180362091,,,,,,['France'],[],[],,,,,,,,,?,,58,,243 kj(58 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,13,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Mama Instant Rice Vermicelli - Moo Nam Tok - 1 X 55G,8851876000005,,,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"3,6",,"1,4",,74,,10,,"6,5",,"7,2",,"2,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Madeleine chocolat,,,,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,20,,10,,20,,10,,2,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Les raviolis  au boeuf - Maison Rivière - 650g,3375644008352,E,650 g,['Maison Rivière'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']","['FR 11.076.009 CE', 'Castelnaudary (Aude, France)']",['France'],"['Eau', 'ravioli 21,5% [semoule de blé dur', 'eau', 'viande de boeuf ', 'origine France', ' 4,1%', 'chapelure ', 'blé', 'sel]', 'concentré de tomate 13%', 'viande de boeuf ', 'origine France', ' 3,4%', 'oignons', 'carottes', 'huile de tournesol', ""huile d'olive vierge extra"", 'sucre', 'sel', 'basilic', 'thym', 'romarin', 'persil', 'marjolaine', 'ail', 'sarriette', 'poivre', 'laurier', 'jus concentré de citron']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",5.7 g,en quantité modérée,1.2 g,en faible quantité,3.6 g,en faible quantité,1 g,en quantité modérée,?,,123,-10%,515 kj(123 kcal),-9%,"5,7",+64%,"1,2",-1%,"13,4",-28%,"3,6",+43%,"3,6",-35%,1,+12%,"0,4",+12%,2,-8%,B,-8%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,['Bocal'],,,,,3,,,['Gluten'],ravioli,,,,
1337,Pitta Chips,5050665033429,,,,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,14,,"1,7",,68,,"3,1",,12,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Carrefour Old Porto Westport 10 Ans,3270190008965,,,['Carrefour'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bouteille'],['Carrefour'],,,,,,,,,,,,
1339,Galletas rellena de crema de fresa,8410255918647,,,,,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,20,,14,,71,,36,,6,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Polpa di pomodoro italiano con basilico e cipolla - Coop - 690g,8001120994639,A,690 g,['Coop'],"['Epicerie', 'Sauces', 'Sauces tomate']",,"['France', 'Italie']","['pomodori ', '66%', 'concentrato di pomodoro ', '30%', 'cipolla ', '1,5%', 'sale', 'basilico ', '0,9%', 'correttore di acidità: acido citrico']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0.1 g,en faible quantité,3.9 g,en faible quantité,0.9 g,en quantité modérée,?,,32,-64%,134 kj(32 kcal),-62%,"0,2",-91%,"0,1",-71%,"5,3",-55%,"3,9",-60%,"1,4",-10%,"0,9",-30%,"0,36",-30%,-3,-158%,A,-158%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['Vetro'],['Coop'],['en:gluten-free'],['Italie'],['Italia'],3,['E330 - Acide citrique'],,,,http://www.e-coop.it,,,
1341,Sauce barbecue,3335122413870,B,,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,29 g,en quantité élevée,2.08 g,en quantité élevée,?,,128,-18%,536 kj(128 kcal),-19%,0,-100%,0,-100%,30,-4%,29,+11%,"1,6",+78%,"2,08",+3%,"0,832",+3%,16,+10%,D,+10%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,,,,,,,,
1342,Lait demi écrémé,20296162,D,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,['France'],[],[],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,47,0%,197 kj(47 kcal),+1%,"1,6",+2%,1,-1%,"4,8",-0%,"4,8",0%,"3,3",+2%,"0,1",-9%,"0,04",-9%,-1,,A,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,
1343,Manteiga Com Sal Gresso,5601018001642,,,,,,['France'],"['LACTOGAL Produtos Alimentares', 'S,A', 'Apartado 1570', '4108-007 Porto Ingredientes: Ņata pasteurizada', 'sal: 1,2% e fermentos lácteos', 'Origem: Portugal Valores médios 100 g 1 c', 'de chá ', '5 g', ' 3056/743 153/37| 2%* por: energia ', 'kJ/kcal', ' lípidos ', 'g', ' dos quais: saturados ', 'g', ' hidratos de carbono ', 'g', ' dos quais: açúcares ', 'g', ' proteínas ', 'g', ' sal ', 'g', ' da Dose de Referência ', 'DR', ' para um adulto médio ', '8400 kl/']",[],,,,,,,,,?,,743,,3109 kj(743 kcal),,82,,54,,"0,7",,"0,7",,"0,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Olio exra vergine di oliva,8001468000108,,,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,92,,14,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Sirop au Kiwi - Vedrenne,3376370113068,,,['Vedrenne'],,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,0,,0,,12,,"9,1",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
