,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
952,Twinings Ceylon Orange Pekoe Opek Zwart,0070177011703,['Twinings'],,['Boissons'],,['France'],"['Blacktea', ' O derny tajv Sloien', 'iternftaj', ' Schwarztee', ' Zutaten 8 Ingredientes: Té Negro', '@ Ingrédients Thé noir', ' O Fekete tea', ' Osszetev6k: fekete tea', ' Ingre&lënten: Zwarte thee', ' Zloienie: tierny Eai', ' O Foods International Deurne? Belgique/België', 'O 86 2152402566', '@ Dovozce do CR:Maresi Foodbroker s,r', 'o', ""'HradeSinskâ 1932/60"", '101 00 ', 'Praha 10', 'Ceskâ republika', 'O Vertrieb: D: G 22848 Norderstedt ? CH: WanderAG', '3176 Neueneg ?Â: Maresi GmbH', '1 130 Wiem@ Bolton Cile Espafia', 'S', 'A Ctra', 'Valmojado', 'Km', '33 ? 45183 Las Toledo ', 'Espafia', ' RSI 40', '136731TO', ' Forgalmazza: Maresi Foodbroker Kft', "" I '124 Budapest"", 'Németv61gyi di 074', 'Jalan University', 'Petaling laya', 'Sel', ' Malaysia O Foods International BV? Nikkelstraat23 ?3067 GR Rotterdam ?Nederland AB Food Beverages Phils', 'Inc', ' 105 E', ' Rodriguez Ave', ' Philippines', ' Auric Pacific Food Ind Pte', ' Ltd 2 Enterprise Rd', ' Singapore 629814', 'Dovozca do SR: Maresi Foodbroker S', 'r', 'o', ""Mlynské Nivy SQ 824 52 Product Ofthe UK? Producto de Inglaterra ? ? Produit en Angleterre ? Geproduceerd in Engeland ? Krajina pôvodu:Vel'kâ Britâniai hely:Ang/ia ? Hergestellt in England Blended and packed from imported teas and ingredients by Twining Company Limited"", 'London', 'England WC2R IAP', '? Michâno a baleno firmou Twinings VAnglii z importovanfch surovin RTwining Co', ' Ltd', 'Imporndo de Inglaterra Preparado por: R', ' Twining Company Limited', 'London', 'England', ' WC2R IAP', ' Importé de Grande-Bretagne Préparé part R', ' Twining & Company Limited', 'London', 'England', ' WC2R I AP', ' Ingeyoerd uit Groot-Britannië Bereid door: R', ' Twining & Company Limited', 'London', 'England', 'WC2R IAP', ' Virobce: R', ' Twining Company Limited', 'WC2R IAP', 'Londin,Anglie', 'Tea Bags ? Bolsias ? ? Sachets ? Builtjes ? Siëkos,f taj ? Nâlevové vrecüska ? Filteres tea ? Teebeutel']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,4,-93%,17 kj(4 kcal),-93%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
953,Thé Lady Grey - Twinings - 125g,0070177085292,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,125g,,,,,,,,
954,Twinings,0070177092573,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Golden Tipped English Breakfast - Twinings,0070177095970,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,411,,1720 kj(411 kcal),,35,,14,,"1,7",,"1,2",,30,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,
956,Twinings,0070177096298,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Rose Garden Black Tea - Twinings - 37.5g,0070177096441,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,37.5g,,,,,,,,
958,T / Bag GRN Lemon 10S - Twinings,0070177101183,['Twinings'],,['Boissons'],,['France'],"['ingÇedients: Green Tea', 'Natural FlavoÙring']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
959,Hand Sanitizer Gel - Twinings,0070177136499,"['Twinings', 'CeraVe', 'George East']",,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,"['card-box', 'foil-packet', 'mixed plastic-packet']",,,,,,,
960,Tisane Menthe poivrée pure - Twinings,0070177155872,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
961,THÉ DÉCAFÉINÉ - Twinings,0070177173517,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Green Tea Pinneaple & Grapefruit - Twinings,0070177173753,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Enchanting forest fruits black tea - Twinings,0070177175108,['Twinings'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,['France'],[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
964,Orange Grove Black Tea - Twinings,0070177175139,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Orangery of Lady Grey - Twinings - 100g,0070177175146,['Twinings'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",['Point Vert'],['France'],"['Thé noir', ""écorces d'orange "", '3%', 'écorces de citron ', '2%', 'pétales de bleuet ', '1%', 'arôme']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,100 g,"['Sachet', 'Boîte', 'Métal', 'Couvercle']",Thé noir aromatisé aux agrumes,['Pologne'],,['Carrefour'],,,
966,Twinings Summer / Winter Berries 20'S 40G,0070177198350,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,"0,1",,"0,1",,"0,3",,"0,1",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,
967,Twinings Black Tea Gift 40G,0070177212797,['Twinings'],,['Boissons'],,['France'],['1 00% BlackTea'],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
968,Thé vert mangue litchi - Twinings,0070177213466,['Twinings'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Création thé vert rose et menthe - Twinings - 36g soit 20sachets,0070177213497,['Twinings'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés aromatisés', 'Boissons sans sucre ajouté']",,['France'],"['Thé vert', 'arômes ', '9%', 'feuilles de menthe ', '1%', 'pétales de rose ', '1%']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,36 g soit 20 sachets,"['Boîte', 'Carton']","The vert aromatisé rose, menthe",,,['E.leclerc'],,,http://www.twinings.com/fr/product.php?productid=2292
970,Tisana Digestif 20ff - Twinings,0070177232009,['Twinings'],,['Boissons'],,['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,2,-96%,8 kj(2 kcal),-97%,"0,5",+44%,"0,1",-15%,"0,5",-96%,"0,5",-95%,"0,5",+1%,"0,01",-76%,"0,004",-76%,2,-74%,C,-74%,,,,,,,,,,,,,,,,,
971,Fruit selection - Twinings,0070177249366,['Twinings'],,"['Boissons', 'Boissons édulcorées']",,['France'],"['Strawberry & Raspberry: Hibiscus', 'Natural Strawberry', 'Raspoerry And Loganberry Flavourings With Other Natural Flavourings ', '1 6%', 'Orange Peel', 'Blackberry Leaves*i Apple Pieces*i Rosehips', 'Liquorice Root*', ' Cranberry & Blood Orange: Hibiscus', 'Apple Pieces*i Rosehipst Natural Cranberry Flavouring With Other Natural Flavourings ', '870', 'Natural Blood Orange Flavouring ', '870', 'Liquorice Root*', ' Blackcurrant & Vanilla: Hibiscus', 'Orange Leaves*i Orange Peeli Blackberry Leaves*', 'Lemon Peel*', 'Rosehips', 'Liquorice Root*t Natural Vanilla Flavouring With Other Natural Flavourings ', '370', 'Natural Flavouring ', '270', 'Ginseng* ', '0', '5%', ' Mango & Strawberry: Hibiscus', 'Orange Leaves*i Natural Strawberry Flavouring With Other Natural Flavourings ', '1070', 'Natural Flavourings ', '10%', 'Orange Peel', 'Rosehips', 'Liquorice Root*', ' Cranberry & Raspberry: Hibiscus', 'Apple Pieces*i Rosehips', 'Natural Cranberry and Raspberry Flavourings With Other Natural Flavourings ', '10%', 'Elderflowers*', '8%', 'Liquorice Root*', ' *All our herbs are gently steamed', 'the process is gentle to protect their delicate taste']",,,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-87%,8 kj(2 kcal),-86%,0,-100%,0,-100%,"0,3",-89%,0,-100%,0,-100%,0,-100%,0,-100%,1,-77%,B,-77%,,,,,,,,,,,,,,,,,
972,Twinings fresh thé vert menthe - 40g,0070177264888,"['Twinings', 'Foods International']",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Boissons sans sucre ajouté']",,['France'],"['Thé vert', 'arôme naturel de menthe ', '8%', 'extraits de thé', 'menthe poivrée ', '1%']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,4,-67%,17 kj(4 kcal),-65%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40 g,['Boite carton'],Thé vert menthe,,,,,,
973,Iced tea limone - Twinings,0070177271626,['Twinings'],,"['Boissons', 'Thés glacés']",['Sans colorants'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.015 g,en faible quantité,?,,34,+55%,142 kj(34 kcal),+54%,0,-100%,0,-100%,"8,2",+56%,"8,2",+63%,0,-100%,"0,015",-46%,"0,006",-46%,11,+51%,E,+51%,,,,,,,,,,,,,,,,,
974,Iced tea - Twinings,0070177271640,['Twinings'],,"['Boissons', 'Thés glacés']",['Sans colorants'],['France'],[],,,[],,0.1 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0.018 g,en faible quantité,?,,35,+59%,146 kj(35 kcal),+59%,"0,1",-29%,0,-100%,"8,4",+59%,"8,4",+67%,"0,1",-32%,"0,018",-36%,"0,007",-36%,11,+51%,E,+51%,,,,,,,,,,,,,,,,,
975,Green tea - Twinings,0070177280512,['Twinings'],,,['Sans colorants'],['France'],[],,,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,0,,0,,"5,8",,"5,7",,0,,"0,033",,"0,013",,,,,,,,,,,,,,,,,,,,,,
976,The vert et fruits rouges - Twinings,0070177283100,['Twinings'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,['France'],[],,,[],,,,,,,,,,?,,4,-56%,17 kj(4 kcal),-54%,0,-100%,0,-100%,"0,5",-71%,"0,5",-62%,"0,5",+196%,0,-100%,0,-100%,2,-49%,C,-49%,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
977,Dill! veggie dip - Marzetti,0070200522022,"['Marzetti', 'T. Marzetti Company']",T. Marzetti Company,"['Epicerie', 'Sauces', 'Trempettes']",,"['France', 'États-Unis']","['cream ', 'milk', 'cream', 'soybean oil', 'skim milk', 'water', 'distilled vinegar', 'enzyme modified egg yolk', 'contains 2% or less of: sugar', 'modified cornstarch', 'salt', 'onion*', 'lactic acid', 'spice', 'dill weed', 'dextrose', 'monosodium glutamate', 'lemon juice concentrate', 'gelatin', 'guar gum', 'potassium sorbate and sodium benzoate added as preservatives', 'mono and di-glycerides', 'natural and artificial flavors', 'xanthan gum', 'sodium phosphate', 'garlic*', 'acetic acid', 'citric acid', 'phosphoric acid', 'calcium disodium edta added to protect flavor,']","['E270 - Acide lactique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E260 - Acide acétique', 'E330 - Acide citrique', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,36.7 g,en quantité élevée,10 g,en quantité élevée,3.33 g,en faible quantité,1.5 g,en quantité modérée,?,,367,+101%,1536 kj(367 kcal),+104%,"36,67",+227%,10,+481%,"6,67",-43%,"3,33",-46%,"3,33",+3%,"1,5",+12%,"0,6",+12%,19,+145%,E,+145%,,,,,,,,,,,,,,,,,
978,Cheese & garlic croutons - Marzetti,0070200581005,"['Marzetti', 'T. Marzetti Company']",T. Marzetti Company,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,"['France', 'États-Unis']","['Enriched wheat flour ', 'wheat flour', 'malted barley flour', 'niacin', 'ferrous sulfate', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'canola oil', 'dehydrated romano cheese ', 'part skim milk', 'cheese culture', 'salt', 'enzymes', 'salt', 'water', 'yeast', 'dehydrated garlic', 'natural butter flavor', 'dehydrated parsley', 'annatto color', 'ascorbic acid ', 'vitamin c']",['E160b - Rocou'],['Gluten'],"['Sans huile de palme', 'Non végétalien']",4,28.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,2.14 g,en quantité élevée,?,,500,+52%,2092 kj(500 kcal),+52%,"28,57",+365%,0,-100%,"57,14",+4%,0,-100%,"14,29",+50%,"2,142",+67%,"0,857",+67%,15,+194%,D,+194%,,,,,,,,,,,,,,,,,
979,Ranch veggie dip,0070200588721,,,,,['France'],[],,,[],,,,,,,,,,?,,4,,17 kj(4 kcal),,42,,6,,6,,6,,3,,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,
980,Sauce hot pepper - 230g,0070210000022,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,230 g,,,,,,,,
981,Toblerone crunchy,0070221005351,['Toblerone'],Mondelez Int. US (0074819091009),"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'milk', 'cocoa butter', 'chocolate', 'milkfat', 'soy lecithin - an emulsifier', 'vanillin - an artificial flavor', 'almonds', 'sugar', 'honey', 'invert sugar', 'glucose syrup', 'salt', 'milkfat', 'egg whites', ' other tree nuts']",['E322i - Lécithine'],"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,30.3 g,en quantité élevée,15.2 g,en quantité élevée,54.5 g,en quantité élevée,0.417 g,en quantité modérée,?,,545,+5%,2280 kj(545 kcal),+5%,"30,3",-0%,"15,15",-8%,"60,61",+13%,"54,55",+16%,"6,06",-1%,"0,418",+113%,"0,167",+113%,24,-1%,E,-1%,,,,,,,,,,,,,,,,,
982,TOBLERONE CRUNCHY ALMONDS,0070221005382,['Toblerone'],,,,['France'],[],,,[],,,,,,,,,,?,,520,,2176 kj(520 kcal),,30,,16,,60,,56,,6,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,
983,Oreo Milka Chocolate Candy Bar,0070221007201,['Milka'],Mondelez Int. US (0074819091009),"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Belgique'],"['France', 'États-Unis']","['Sugar', 'palm oil', 'cocoa butter', 'nonfat milk', 'whey', 'wheat flour', 'chocolate', 'milkfat', 'contains less than 2% of hazelnut paste', 'wheat starch', 'soy lecithin', 'cocoa ', 'processed with alkali', 'glucose-fructose syrup ', 'glucose syrup', 'high fructose corn syrup', 'salt', 'potassium bicarbonate', 'baking soda', 'artificial flavor', 'sunflower lecithin', ' other tree nuts']","['E322i - Lécithine', 'E501ii - Carbonate acide de potassium', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,34.1 g,en quantité élevée,19.5 g,en quantité élevée,48.8 g,en quantité élevée,0.517 g,en quantité modérée,?,,561,+34%,2347 kj(561 kcal),+33%,"34,15",+132%,"19,51",+202%,"58,54",-12%,"48,78",-2%,"4,88",+16%,"0,518",+252%,"0,207",+252%,27,+48%,E,+48%,,,,,,,,,,,,,,,,,
984,Kraft Toblerone of Switzerland Swiss Milk Chocolate With Honey and Almond Nougat - 1x 50g,0070221033798,['Toblerone'],Mondelez Int. US (0074819091009),"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",['Fabriqué en Suisse'],"['France', 'États-Unis']","['Chocolat AU LAIT ', 'SUCRE', 'SUBSTANCES LAITIERS', 'BEURRE DE CACAO', 'CHOCOLAT NON SUCRÉ', 'LÉCITHINE DE SOJA', 'ARTIFICIEL', 'NOUGAT MIEL AMANDES', ""POUDRE DE BLANC D'ŒUF"", 'CONTIENT : AMANDES', 'ŒUFS,']",['E322i - Lécithine'],"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,30 g,en quantité élevée,18 g,en quantité élevée,60 g,en quantité élevée,0.15 g,en faible quantité,?,,520,0%,2176 kj(520 kcal),-0%,30,-1%,18,+9%,64,+19%,60,+27%,6,-2%,"0,15",-23%,"0,06",-23%,24,-1%,E,-1%,,,,,,,,,1 x 50 g,,,,,,,,
985,"Seasoning for seafood, poultry, salads, meats - Old Bay",0070328005230,"['Old Bay', 'Mccormick & Co.  Inc.']",Baltimore Spice Co,"['Epicerie', 'Condiments', 'Assaisonnements']",,"['France', 'États-Unis']","['celery salt ', 'salt', 'celery seed', 'spices ', 'including red pepper and black pepper', 'and paprika,']",,,[],3,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,58.3 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"58,332",+519%,"23,333",+519%,10,-10%,C,-10%,,,,,,,,,,,,,,,,,
986,Original Johnny's Ranch Dressing And Dip Big Bottle Salad Dressing 1.4 Liter Big Value Pack,0070381481705,"[""Johnny's""]",,,,['France'],"['? huile de colza', 'eau', 'sucre', '?UFS entiers', 'sel', 'ail', ""Vinaigre d'alcool"", 'produits de lactosérum cultivés ', 'LAIT', ' ', 'poivre ', ' noir', ""correcteur d'acidité acide lactique"", 'acide citrique', 'oignon déshydraté BABEURRE épaississant : alginate de propylène I glycol', 'alginate de sodium', ""conservateurs : sorbate de potassium' benzoate de sodium"", 'stabilisants: go mme xanthane', 'EDTA calcio - disodique ', 'flocons de persil', 'arôme naturel de BABEURRE en poudre crème naturelle et arôme artificiel de crème ', 'LAIT', ' en Poud re net : L Pour 100g Info rmatio ns n utritionnelles mo yen nes 2008 kJ /']","['E270 - Acide lactique', 'E330 - Acide citrique', 'E400 - Acide alginique', 'E401 - Alginate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,487,,2038 kj(487 kcal),,47,,"3,5",,"13,3",,"3,5",,"1,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,
987,Classic Ranch - Johnny’s,0070381481729,['Johnny’s'],,,,['France'],"['Huile de colza', 'eau', 'sucre', 'OEUFS entiers', 'sel', 'ail', ""vinaigre d'alcool"", 'produits de lactosérum cultivés ', 'LAIT', 'poivre noir', ""correcteur d'acidité : acide lactique"", 'acide citrique', 'oignon déshydraté', 'BABEURRE', 'épaississant', ' alginate de propylène glycol', 'alginate de sodium', ' conservateurs : sorbate de potassium', 'benzoate de sodium', 'stabilisants: gomme xanthane', 'EDTA calcio-disodique', 'flocons de persil', 'arôme naturel de BABEURRE en poudre', 'crème naturelle et arôme artificiel de crème ', 'LAIT', ' en poudre']","['E270 - Acide lactique', 'E330 - Acide citrique', 'E405 - Alginate de propane-1', 'E401 - Alginate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,487,,2038 kj(487 kcal),,47,,"3,5",,"13,3",,"3,5",,"1,7",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,
988,"Original beef jerky, original - John west",0070411013418,"['John west', 'Oberto']",Oberto Sausage Company,"['Snacks', 'Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,"['France', 'États-Unis']","['Beef', 'water', 'brown sugar', 'sugar', 'agave syrup', 'sea salt', 'spices and natural flavorings', 'natural smoke flavor', 'beef stock']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.79 g,en faible quantité,0 g,en faible quantité,25 g,en quantité élevée,4.64 g,en quantité élevée,?,,286,+8%,1197 kj(286 kcal),+8%,"1,79",-58%,0,-100%,"28,57",+103%,25,+138%,"35,71",-9%,"4,642",+26%,"1,857",+26%,18,+23%,D,+23%,,,,,,,,,,,,,,,,,
989,"Peppered beef jerky, peppered",0070411013449,,Oberto Sausage Company,"['Snacks', 'Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,"['France', 'États-Unis']","['Beef', 'water', 'brown sugar', 'sugar', 'agave syrup', 'sea salt', 'spices and natural flavorings', 'natural smoke flavor', 'beef stock']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.79 g,en faible quantité,0 g,en faible quantité,25 g,en quantité élevée,4.55 g,en quantité élevée,?,,286,+8%,1197 kj(286 kcal),+8%,"1,79",-58%,0,-100%,"28,57",+103%,25,+138%,"35,71",-9%,"4,552",+24%,"1,821",+24%,18,+23%,D,+23%,,,,,,,,,,,,,,,,,
990,Teriyaki beef jerky,0070411576951,,,"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,['France'],[],,,[],,1 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,24 g,en quantité élevée,?,,70,-74%,293 kj(70 kcal),-74%,1,-76%,0,-100%,5,-65%,4,-62%,11,-72%,24,+554%,"9,6",+554%,5,-66%,C,-66%,,,,,,,,,,,,,,,,,
991,Organic Original Beef Jerky - Pacific Gold - 340g / 12Oz,0070411606368,['Pacific Gold'],,"['Snacks', 'Viandes', 'Snacks salés', 'Viandes séchées', 'Viande de bœuf séchée']","['Sans antibiotique', 'Bio', 'en:USDA Organic', 'Sans antibiotique dès la naissance']",['France'],"['Organic beef', 'organic brown sugar', 'water', 'organic vinegar', 'sea salt', 'organic spices and natural flavorings', 'natural smoke flavor', 'organic apple juice concentrate']",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,340 g / 12 Oz,"['Sachet', 'Plastique']",,,,,,,
992,Original beef jerky - Oberto,0070411607273,['Oberto'],,"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,['France'],[],,,[],,1 g,en faible quantité,0.5 g,en faible quantité,9 g,en quantité modérée,0.62 g,en quantité modérée,?,,90,-66%,377 kj(90 kcal),-66%,1,-76%,"0,5",-67%,10,-29%,9,-14%,12,-69%,"0,62",-83%,"0,248",-83%,-1,-107%,A,-107%,,,,,,,,,,,,,,,,,
993,Sour Patch Candy Watermelon 1X4.000 Oz,0070462000054,,Mondelez Int. US (0074819091009),"['Snacks', 'Snacks sucrés', 'Confiseries']",,"['France', 'États-Unis']","['sugar', 'invert sugar', 'corn syrup', 'modified corn starch', 'contains less than 2% of citric acid', 'tartaric acid', 'natural and artificial flavor', 'titanium dioxide', 'red 40', 'yellow 5', 'blue 1,']","['E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E171 - Oxyde de titane', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,[],4,0 g,en faible quantité,0 g,en faible quantité,78.1 g,en quantité élevée,0.312 g,en quantité modérée,?,,375,-11%,1569 kj(375 kcal),-11%,0,-100%,0,-100%,"90,62",+36%,"78,12",+58%,0,-100%,"0,312",+113%,"0,125",+113%,15,-18%,D,-18%,,,,,,,,,,,,,,,,,
994,Sour patch kids,0070462035964,,Mondelez Int. US (0074819091009),"['Snacks', 'Snacks sucrés', 'Confiseries']",,"['France', 'États-Unis']","['Sugar', 'invert sugar', 'corn syrup', 'modified corn starch', 'tartaric acid', 'citric acid', 'natural and artificial flavoring', 'yellow 6', 'red 40', 'yellow 5 and blue 1']","['E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.155 g,en faible quantité,?,,375,-11%,1569 kj(375 kcal),-11%,0,-100%,0,-100%,"92,5",+39%,65,+31%,0,-100%,"0,155",+5%,"0,062",+5%,14,-23%,D,-23%,,,,,,,,,,,,,,,,,
