,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,nova_score,markets,additives,allergens,generic_name,brand_owner,palm_ingredients
943,La Paysanne - Ferme des Crettes - 180g,3770010658023,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Viande porc*', 'Oignons*', 'Crème fraîche*', 'œufs*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Produits à la viande', 'Terrines', 'Terrines de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 50.345.001 CE', 'Monthuchon (Manche, France)', 'FR 60.346.001 CE', 'Lamorlaye (Oise, France)']",3,['Coop 5 pour 100'],,"['Œufs', 'Lait']",Terrine paysanne,,
944,La Paysanne - Ferme des Crettes - 340g,3770010658030,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Viande porc*', 'Oignons*', 'Crème fraîche*', 'œufs*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,340 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Produits à la viande', 'Terrines', 'Terrines de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 50.345.001 CE', 'Monthuchon (Manche, France)']",3,['Coop 5 pour 100'],,"['Œufs', 'Lait']",Terrine paysanne,,
945,Les Rillettes - Ferme des Crettes - 180g,3770010658085,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Viande et gras de porc*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,"['FR 50.346.001 CE', 'Montigny (Manche, France)']",3,['Coop 5 pour 100'],,,,,
946,SAINTE MAURE - Soignon,08916219,,['France'],[],[],?,291,23,1,20,,,['Soignon'],,,,,,,,,,,,1218 kj(291 kcal),,,16,,,1,,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,
947,Les Rillettes - Ferme des Crettes - 340g,3770010658092,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Viande et gras de porc*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,340 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,"['FR 50.345.001 CE', 'Monthuchon (Manche, France)']",3,['Coop 5 pour 100'],,,,,
948,Le Boudiné - Ferme des Crettes - 180g,3770010658061,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Sang et poitrine de porc*', 'Oignons*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]",[],?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,"['FR 14.762.028 CE', 'Vire (Calvados, France)']",3,['Coop 5 pour 100'],,,Boudin,,
949,L'Entêté - Ferme des Crettes - 180g,3770010658108,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Tête de porc*', 'Bouillon* ', 'échalotes* - ail* - persil*', 'Sel', 'Poivre*', "" *Issus de l'Agriculture Biologique""]",[],?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Produits à la viande', 'Terrines', 'Terrines de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 50.345.001 CE', 'Monthuchon (Manche, France)']",3,['Coop 5 pour 100'],,,Terrine de tête,,
950,Le Porc qui Pique - Ferme des Crettes - 180g,3770010658139,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Sang et poitrine de porc*', 'Oignons*', 'Sel', 'Poivre*', 'Piment*', "" *Issus de l'agriculture biologique""]",[],?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme des Crettes'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons', 'Boudin noir sauté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,"['FR 50.345.001 CE', 'Monthuchon (Manche, France)']",3,['Coop 5 pour 100'],,,Boudin noir épicé,,
951,Fettucine au petit épeautre complet - De la Région - 500g,04064305,"['Bio', 'Bio européen', 'IT-BIO-009']",['France'],[],[],?,358,"3,1","66,2","12,4",500 g,,['De la Région'],,,,,,,,,,,,1498 kj(358 kcal),,,"0,6",,,"3,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
952,Rillettes de poule bio Pomme-cidre - Ferme de Mondeville - 180g,3701262700079,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],"['Chair de poules* élevées en plein air à Evrecy', 'pomme*', 'cidre*', 'sel de Guérande', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",[],?,?,?,?,?,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Ferme de Mondeville'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Evrecy', 'Normandie', 'France']",,,"['FR 14.410.001 CE', 'Méry-Corbon (Calvados, France)']",3,['Coop 5 pour 100'],,,,,
953,Ugly dolls cookies con choco chips de chocolate - Maxies,8436547642878,,['France'],[],[],?,475,20,66,"6,6",,,['Maxies'],,,,,,,,,,,,1987 kj(475 kcal),,,4,,,25,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
954,Cys control,3578830115012,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Tierra madre té earl grey bio - Intermon Oxfam,8437007611670,['Bio'],"['France', 'Espagne']",[],[],?,2,0,"0,01","0,01",,,['Intermon Oxfam'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés en sachets']",,,,,,,,,,-50%,8 kj(2 kcal),-27%,-100%,0,-100%,-98%,0,-100%,-90%,"0,01",-15%,"0,004",-15%,0,-100%,B,-100%,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
956,Mangue,3564706579491,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Asian bbq pulled pork ridge cut crisps,00485944,,['France'],[],[],?,516,"29,9","52,3","6,9",,,,,,,,,,,,,,,2159 kj(516 kcal),,,"3,1",,,"1,6",,,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,,,,,
958,Rocoto,7750020159945,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Queso semicurado de cabra elaborado con leche,8420154010212,,['France'],[],[],?,382,"33,3","1,05","19,45",,,,,,,,,,,,,,,1598 kj(382 kcal),,,"22,3",,,"0,35",,,"1,22",,"0,488",,,,,,,,,,,,,,,,,,,,,,,,
960,pain aux raisins,3700331990557,,['France'],[],[],?,295,12,41,"4,8",,,,,,,,,,,,,,,1234 kj(295 kcal),,,"8,1",,,17,,,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,
961,Crème saveur pistache -,3263859666811,,['France'],[],[],?,148,7,16,3,,,,,,,,,,,,,,,619 kj(148 kcal),,,5,,,15,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,"['EMB 47185', 'Montayral (Lot-et-Garonne, France)']",,,,,,,
962,"Coing, thym, romarin - Franprix",3263851862211,,['France'],[],[],?,?,?,?,?,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,
963,Milch -,9019100215802,,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Mousse au chocolat,5601009111152,,['France'],[],[],?,436,0,"70,7","7,4",,,,,,,,,,,,,,,1824 kj(436 kcal),,,0,,,"11,5",,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
965,Huile de Colza Biologique - Terre et Nature du Bessin - 1L,3770001383033,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],['Huile de colza'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,1 L,"['Bouteille', 'Verre']",['Terre et Nature du Bessin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,2,['Coop 5 pour 100'],,,,,
966,Boxers - Royal class,26007830,,['France'],[],[],?,?,?,?,?,,,['Royal class'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Miel de garrigue du Pic Saint-Loup,3770010421207,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Apta Less Liq Outdoor 2 0,3250391670963,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Thé vert aromatisé Jardins de Grasse - Comptoir français du Thé,3700472530322,,['France'],[],[],?,?,?,?,?,,,['Comptoir français du Thé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Krem santi,8690504628170,,['France'],[],[],?,769,"9,2","21,8","3,2",,,,,,,,,,,,,,,3217 kj(769 kcal),,,7,,,18,,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,
971,Merci mamie brioche artisanale,3760255300382,['Fabriqué en France'],['France'],[],[],?,396,20,43,"3,7",,,,,,,,,,,,,,,1657 kj(396 kcal),,,12,,,14,,,"0,92",,"0,368",,,,,,,,,,,,,,,,,,,,,,,,
972,Leber-Strechwurst,9009504007943,,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Maresi Haltbar Milch,90026027,,"['Autriche', 'France']",[],[],?,?,?,?,?,,['Bottle'],['Maresi'],"['Produits laitiers', 'Laits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,
974,Pain au chocolat pur beurre,0260145026246,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Melonade,3242614002323,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,château Moulin de Mallet Bordeaux - Château de Mallet - 750ml,3284399032560,"[""Médaille d'argent concours de Bordeaux 2017""]",['France'],"['90% Merlot', '10% Cabernet-Franc']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,750 ml,['Bouteille'],['Château de Mallet'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Saint-Emilion'],,['Pujols au Sud de Saint-Emilion'],,3,['intermarché'],,,,,
977,Griechisches Joghurt - Clever - 1000g,9009865009723,,"['Autriche', 'France']",[],[],?,?,?,?,?,1000 g,,['Clever'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Talentine,3360190027292,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Sauerkrautsaft - 0.5l,9003740076589,,"['Autriche', 'France']",[],[],?,?,?,?,?,0.5 l,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Double strength apple & strawberry - Tesco,5051622750502,['Sans sucre ajouté'],['France'],[],[],?,4,"0,1","0,5",0,,['pet-bottle'],['Tesco'],,,,,,,,,,,,17 kj(4 kcal),,,"0,1",,,"0,5",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
981,Tomme de montagne la pointe percée - Match - 230g,0203801025252,,['France'],[],[],?,?,?,?,?,230g,,['Match'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte naturelle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
982,TAPENADE à l'ancienne - A PAESANA - 1kg,3512680000814,,['France'],"['olives noires 73%', ""huile d'olive vierge 17%"", ""pâte d'anchois 4,5%"", 'capres au vinaigre 4,5%', 'ail', 'jus de citron', 'poivre']","['Non végétalien', 'Non végétarien']",?,259,"26,5","2,3",?,1 kg,,['A PAESANA'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires', ""Pâte d'olives""]",26.5 g,en quantité élevée,3.5 g,en quantité modérée,0.1 g,en faible quantité,2.99 g,en quantité élevée,,-6%,1084 kj(259 kcal),-6%,-1%,"3,5",-0%,-27%,"0,1",-79%,,"2,99",-4%,"1,196",-4%,,,,,B,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Corse France'],,['France'],['FR 2B-050-028 CE'],3,['Casino'],,,,,
983,maredsous abbaye Abdij - 33cl,5411186038001,,['France'],[],[],?,?,?,?,?,33cl,['Bouteille'],['Maredsous'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Belgique'],,,,,,,,,,
984,Chocolate con leche con edulcorantes sin azúcares añadidos - Aliada,8433329045216,,['France'],[],[],?,478,33,52,"8,5",,,['Aliada'],,,,,,,,,,,,2000 kj(478 kcal),,,21,,,"8,7",,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,
985,Gerlinea Crème chocolat - Macro,06964610,"['en:gluten-free', 'Fabriqué en France', 'Sans conservateurs']",['France'],[],[],?,102,"1,9",14,"6,6",,,['Macro'],,,,,,,,,,,,427 kj(102 kcal),,,1,,,10,,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
986,Camomille,8712100764875,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Lilgt fruits,3700389409377,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Cavia aubergine - 100g,3382510012832,,['France'],[],[],?,325,32,"4,4","2,5",100 g,,,,,,,,,,,,,,1360 kj(325 kcal),,,4,,,"2,1",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
989,2614154014899,2614154014899,['Nutriscore'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,
990,Marble half moon,5709152009477,,['France'],[],[],?,449,21,60,"5,1",,,,,,,,,,,,,,,1879 kj(449 kcal),,,"1,8",,,38,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
991,Sugo Mango - 400g,8906001050698,,"['Autriche', 'France']",[],[],?,?,?,?,?,400 g,['gläser'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Fonds de pizzas étalés et précuits,3984693310011,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,keep off - vetocanis,3428170005194,,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,['bombe spray'],['Vetocanis'],['Spray dissuasif'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,
994,Miel de Romarin liquide BIO 250g - 250g,3324498002450,['Bio'],['France'],[],[],?,1417,"0,1","82,9","0,2",250 g,,,,,,,,,,,,,,5929 kj(1417 kcal),,,0,,,"66,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
995,Gestückelte Tomaten - Cirio,8001440123771,,"['Autriche', 'France']",[],[],?,?,?,?,?,,['Dose'],['Cirio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,3178040314481,3178040314481,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Fino seco,8410023000017,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Nat Et Form Prèle 200 Gélules,3535433000800,,['France'],[],[],?,0,30,10,30,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
999,Éclairs au café,0228107014434,,['France'],[],[],?,?,?,?,?,,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Côtes du rhône,3439495500646,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Casagrande Asparges Grønn,8427352684115,,['France'],[],[],?,24,"0,54","2,25","2,63",,,,,,,,,,,,,,,100 kj(24 kcal),,,"0,112",,,"1,43",,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,
1002,Pan baguette precocido -,8411145805009,['Sans conservateurs'],"['France', 'Espagne']",[],[],?,251,"1,5",50,8,,,,['Produits panés'],1.5 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,1.25 g,en quantité modérée,,+17%,1050 kj(251 kcal),+18%,-86%,"0,3",-86%,+223%,3,+103%,-37%,"1,25",+11%,"0,5",+11%,4,-3%,C,-3%,,,,,,,,,,,,,,,,,,,
1003,Thé Spring of London - Palais des Thés - 106g,2700893001068,,['France'],[],[],?,?,?,?,?,106 g,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Miel de tilleul -,3586850000157,,['France'],[],[],?,?,?,?,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1005,Extrait vanille,3760098403554,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Boisson de riz coco - Le Bio Pour Tous,3760295170228,['Bio'],['France'],[],[],?,61,"1,6","10,9","0,3",,,['Le Bio Pour Tous'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons multivégétaux']",1.6 g,en quantité modérée,0.7 g,en faible quantité,9.6 g,en quantité élevée,0.1 g,en faible quantité,,+13%,255 kj(61 kcal),+12%,-11%,"0,7",+98%,+25%,"9,6",+118%,-52%,"0,1",+7%,"0,04",+7%,2,+254%,B,+254%,,,,,,,,,,,,,,,,,,,
1007,pain de campagne aux noix -,,,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne', 'Pains aux noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Tartinade d'Orange,5099682001394,['Sans sucre ajouté'],['France'],[],[],?,168,0,42,"0,2",,,,,,,,,,,,,,,703 kj(168 kcal),,,0,,,40,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1009,D.garcia Blanc BR.1L,8410261033112,,"['France', 'Espagne']",[],[],?,?,?,?,?,,,,['Vins doux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,B,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,92,,,,,,,,,,,
1010,Hahne,12223242,,['France'],[],[],?,?,?,?,?,,,['Hahne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Miel cremeux,3760299890351,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Rooibos a la fraise,3770000660746,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Lait chocolate - Mimosa,5603722509759,,['France'],[],[],?,61,"1,2","9,3","3,1",,,['Mimosa'],,,,,,,,,,,,255 kj(61 kcal),,,"0,8",,,"9,1",,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1014,Coffret Ambre - 40g,3259920063849,,['France'],[],[],?,?,?,?,?,40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Mortadelle pistachée - Berni - 60g,3264057564558,,['France'],[],[],?,329,"28,8","2,9","14,4",60 g,,['Berni'],,,,,,,,,,,,1377 kj(329 kcal),,,"11,2",,,2,,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
1016,Médiflor Infusions Verveine 24 Sachets,3401562562550,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Spianata Calabra Piccante - 80g,8004225040171,,"['France', 'Allemagne']",[],[],?,374,30,0,26,80 g,,,,,,,,,,,,,,1565 kj(374 kcal),,,12,,,0,,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,
1018,Oranges Pour Le Jus Filet 3kg - Auchan,8435177001772,,['France'],[],[],?,?,?,?,?,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
1019,"Poulet fermier - Loué - 1,47kg",0217013048152,,['France'],[],[],?,?,?,?,?,"1,47 kg",,['Loué'],"['Viandes', 'Volailles', 'Poulets']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1020,Lamelles de gingembres,3760004530015,"['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-15']",['France'],[],[],?,192,"0,4","46,4",1,,,,,,,,,,,,,,,803 kj(192 kcal),,,0,,,35,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1021,Mon petit caramel tendre - La Maison d'Armorine,3561770013029,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,418,"12,5",72,"4,3",,,"[""La Maison d'Armorine""]",,,,,,,,,,,,1749 kj(418 kcal),,,7,,,"47,4",,,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,
1022,Côtes du Rhône,3760230813364,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Farce a legumes,3233130001129,,['France'],[],[],?,243,"20,7","1,1",13,,,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",20.7 g,en quantité élevée,8.5 g,en quantité élevée,1.1 g,en faible quantité,1.59 g,en quantité élevée,,+10%,1017 kj(243 kcal),+11%,+29%,"8,5",+35%,-54%,"1,1",+48%,-14%,"1,59",+32%,"0,636",+32%,18,+55%,D,+55%,,,,,,,,,,,,"['FR 12.052.009 CE', 'Capdenac-Gare (Aveyron, France)']",,,,,,,
1024,Pazzie au piment (éclats de pâte à pizza séchée),3760019713021,['Sans conservateurs'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Bean Chips   red lentil & Brown rice,3800233071870,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,406,"9,5",62,14,,,,,,,,,,,,,,,1699 kj(406 kcal),,,1,,,1,,,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,,,,,
1026,Gros sel cristaux bruts,3183280009677,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Faux filet,3039050333469,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
