,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,packaging,ingredients_origins,generic_name,allergens,additives,nova_score,palm_ingredients,manufacturing,link,markets,producer_info
932,Saki Arrangé Mojito,3290082028512,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Sardinade au thym,3760037528904,['France'],[],[],?,258,1079 kj(258 kcal),21,"4,9","1,2","0,5",16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Mini grissini,8034077719987,['France'],[],[],?,286,1197 kj(286 kcal),"5,3","0,7",50,"0,5","8,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Kuruyemis,3700970100904,['France'],[],[],?,469,1962 kj(469 kcal),"8,19","3,19","1,48",0,"29,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Boudin noir oignons bio mini brasse,2443800031092,['France'],[],[],?,251,1050 kj(251 kcal),22,8,"2,3","2,1",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Rispo frittelle alghe,8021092436807,['France'],[],[],?,200,837 kj(200 kcal),4,"0,3",35,"2,3",6,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Miel de fleurs d'été,3770002062340,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Clear Honey Square Jar,9300677000442,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Bastonfish surgelati pezzi,8051070261077,['France'],[],[],?,182,761 kj(182 kcal),"9,8","1,9",12,"0,3","10,5","0,415","0,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Lait de coco kokosmelk,9556041130653,['France'],[],[],?,172,720 kj(172 kcal),17,15,"3,1","1,9","1,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Poulet,2487391035756,['France'],[],[],?,0,0 kj(0 kcal),"1,8","0,5",0,0,23,"0,13","0,052",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,I legumi fagioli borlotti,8006280021201,['France'],[],[],?,293,1226 kj(293 kcal),"2,2","0,5",33,"1,8",22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Gelée au piment d’espelette,3760183800183,['France'],[],[],?,227,950 kj(227 kcal),"0,2","0,1",55,50,"0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Tete roulee pistachee,2489793026509,['France'],[],[],?,212,887 kj(212 kcal),"15,89","0,9","0,2","0,069","17,089","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Lipton,58160053,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Cannelle moulue bio BIO WAGNER,4001639182071,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Macaron Framboise - Picard,3270160828258,['France'],[],[],?,330,1381 kj(330 kcal),15,"7,6",43,35,5,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,,,,,,['Picard'],
949,Negroni Pancetta Coppata S / Glut.affettata,8028257008237,['France'],[],[],?,373,1561 kj(373 kcal),33,12,0,0,19,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Madhu Kesar Mango Pulp Mango Fruchtfleisch / Mark / Pulp 850G,8717677862450,['France'],[],[],?,145,607 kj(145 kcal),"0,1",0,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Comté,2481232028273,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
952,Granules Tortue Eau 215G Zm51be,0097612410518,['France'],[],[],?,100,418 kj(100 kcal),5,5,11,11,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Saucisson sec superieur,2678259035425,['France'],[],[],?,448,1874 kj(448 kcal),36,12,"2,6","2,3",28,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Mélange de fruits de mer - Lidl,4056489351610,['France'],[],[],?,70,293 kj(70 kcal),"1,2","0,3","2,4","0,5","12,3","1,59","0,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,,
955,Parmigiano 24 moi,0202513035955,['France'],[],[],?,417,1745 kj(417 kcal),31,20,0,0,34,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Pan grattato,8003890786216,['France'],[],[],?,366,1531 kj(366 kcal),"1,2",0,76,"3,3",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,The Egg Bar Milk & White Chocolate,8718754740326,['France'],[],[],?,548,2293 kj(548 kcal),33,20,56,55,"6,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,pâte - felicetti - 500g,8000755585465,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Felicetti'],500 g,['Plastique'],['Italie'],,,,,,['Predazzo'],,,
959,Yagirt magro fragola,8022689001224,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Aloe Vera,8054113002637,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Poulet fermier jaune,2224926029190,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Crème de tomates séchées,3760197507696,['France'],[],[],?,234,979 kj(234 kcal),23,"2,5",16,11,4,"0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Croissant,3419280053618,['France'],[],[],?,349,1460 kj(349 kcal),19,12,39,7,"6,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Bierre tsingtao,6901035618571,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Glace artisanale mont blanc,3576370711701,['France'],[],[],?,198.3,830 kj(198 kcal),"6,7","3,9","30,1","28,5","3,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Pizza,8015673027362,['France'],[],[],?,203,849 kj(203 kcal),"7,8","3,3",22,"1,2",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Petits muffins au citron,3423720012813,['France'],[],[],?,364,1523 kj(364 kcal),"19,1","4,5","40,4","25,6",6,"3,5","1,4",,['Muffins au citron'],,19.1 g,en quantité modérée,4.5 g,en quantité modérée,25.6 g,en quantité élevée,3.5 g,en quantité élevée,,,,,,,,,,,23,,E,,,,,,,,,,,,,,,,,,,,,,
968,Saucisse sèche pure porc,2602615050647,['France'],[],[],?,430,1799 kj(430 kcal),"33,5","14,1","6,7","2,63","25,4","4,47","1,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Spray de paillettes dorees,3700105255707,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Glace Crunchy framboise au lait entier,3700344300404,['France'],[],[],?,250,1046 kj(250 kcal),15,"4,2","28,6",26,"4,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Enchidos,5600000897584,['France'],[],[],?,244,1021 kj(244 kcal),"17,9","9,49",1,"0,5","20,64","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Thon grillé,3760164640029,['France'],[],[],?,210,879 kj(210 kcal),11,"2,6","0,5","0,5","27,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Saucisson au camembert,3770013089176,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Glace à l’eau à la mandarine,3700344300206,['France'],[],[],?,133,556 kj(133 kcal),"0,5","0,2","32,5","25,2","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Glace à l’eau au citron,3700344300213,['France'],[],[],?,129,540 kj(129 kcal),"0,6","0,2","30,7","26,2","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 37.249.001 CE', 'Sonzay (Indre-et-Loire, France)']",,,,,,,,,,,,,
976,Les escapades INDIAN CURRY,3230890050930,['France'],[],[],?,154,644 kj(154 kcal),"7,3","2,2","1,8","0,7",20,"1,1","0,44",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Thé,2790660000554,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Olio extra vergine di oliva,8013025090125,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
979,Galette riz chocolat noir,2229838789163,['France'],[],[],?,478,2000 kj(478 kcal),23,14,58,22,"6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Mimolette croûte naturelle,2488038013328,['France'],[],[],?,336,1406 kj(336 kcal),24,"16,3","1,5","1,5",29,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,
981,Croquant des îles,0205861084620,['France'],[],[],?,257,1075 kj(257 kcal),14,"8,4",30,21,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Uludag,8690723293500,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"Jambon cuit découenné, dégraissé - Naturalia",3700036907416,['France'],"['*POITRINE DE PORC ', '88% - ORIGINE RANCE', '*DECOCTION ', ""*POUCIRE D'ALGUE"", '*OIGNONS', '*POUORE DE BETTE RAVE', '*AIL', '*ROMARIN', '*POIVRE', '*CORIANDRE', 'SEL DE MER', '*DEXTROSE', '*SUCRE DE CANNE', '*ARÔME NATUREL', 'FERMENT']","['Non végétalien', 'Non végétarien']",?,253,1059 kj(253 kcal),"20,5","7,66","1,96","1,1",16,"3,66","1,464",D,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",20.5 g,en quantité élevée,7.66 g,en quantité élevée,1.1 g,en faible quantité,3.66 g,en quantité élevée,,+92%,+94%,+327%,+316%,+193%,+85%,-24%,+96%,+96%,20,+184%,E,+184%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Naturalia'],,,,,,,4,,,,,
984,Lait de coco,3700068141802,['France'],[],[],?,716,2996 kj(716 kcal),"17,2","15,9","3,3",2,"0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,origan,3760308960419,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Mini ricoperti nocciola,8711327384965,['France'],[],[],?,374,1565 kj(374 kcal),28,12,26,25,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,La pucelle d’orleans,3770007968203,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Cocoa Sandwich Biscuits,5400606986190,['France'],[],[],?,485,2029 kj(485 kcal),20,"6,8",69,33,6,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Farine epeautre t 110,3543694100009,['France'],[],[],?,345,1443 kj(345 kcal),1,"0,4","65,7","2,4","11,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,"L'authentique Palette à la Diable - Moritz - 1,126kg",0290704065737,['France'],"[""Palette de porc sans os traitée en salaison à l'eau de source"", 'Sauce moutarde : 15% env', 'eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium_', 'Crépines de porc', 'sel', 'Émulsifiant : polyphosphates', ' Antioxydant : ascorbate de sodium', 'dextrose de blé', 'persil', ' Conservateur: nitrite de sodium']",[],?,136,569 kj(136 kcal),"8,4","3,5","1,1","0,5",14,"1,7","0,68",,"['Viandes', 'Porc', 'Palette à la diable']","['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Élaboré en Alsace']",8.4 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-3%,-5%,+3%,+3%,-7%,0%,-2%,-2%,11,+4%,D,+4%,,,,,,,,"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']",['Moritz'],"1,126 kg","['Feuille Aluminium', 'Film plastique', 'Filet plastique', 'Carton']",['Porc origine France'],,"['Moutarde', 'Anhydride sulfureux et sulfites']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,"['Alsace', 'France']",http://www.moritz.fr,['Carrefour'],
991,Bourbon-vanille  Sauce,4011800017019,['France'],[],[],?,2,8 kj(2 kcal),2,2,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,0671635701831,0671635701831,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Chocolat noir chips de figue,3800137604457,['France'],[],[],?,511,2138 kj(511 kcal),"37,27","23,26","35,16","29,39","8,68","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Sour Worms,8690146132400,['France'],[],[],?,377,1577 kj(377 kcal),0,0,91,46,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Miel de sapin - Antoine Sterne - 250g,3770012012045,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Antoine Sterne'],250 g,,,,,,,,,,,
996,Les arrengeurs Francais,3770012923051,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Linguine Bio,8017145042408,['France'],[],[],?,350,1464 kj(350 kcal),"1,8","0,2",67,3,"12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,UGANDA,0194961000282,['France'],[],[],?,592,2477 kj(592 kcal),46,"28,7","26,7",20,"8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Boudin blanc surgelé,3770000893045,['France'],[],[],?,735,3075 kj(735 kcal),"9,7","1,6",18,"2,2","3,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Amandes crues - L'épicure - 250g,3155570240084,['France'],[],[],?,579,2423 kj(579 kcal),"49,93","3,8","21,55","4,35","21,15",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']",,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.35 g,en faible quantité,,,,-7%,-7%,-4%,-9%,+80%,+4%,-4%,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,"[""L'épicure""]",250 g,,['États-Unis'],,,,,,,,,
1001,Donuts Sucré,0207592022964,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,argan oil for food - bio Zagora - 250ml,6123498756175,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Huiles d'argan""]",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,['bio Zagora'],250ml,,,,,,,,,,,
1003,Jus de citron bio - Luce,3719489900943,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Luce'],,,,,,,,,,,,
1004,Sape di saporIGPiadine fresche sottili - Selex,8003100884411,['France'],[],[],?,346,1448 kj(346 kcal),13,"5,4",49,"1,1","7,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,
1005,Herbes de Provence bio - Provence d’antan,9512220490147,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,,['Provence d’antan'],,,,,,,,,,,,
1006,Crushed chilis,00299787,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,2020000488569,2020000488569,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Kusmi tea : thé du matin n°24 - 20sachets mousseline. 44g.,3585803000138,['France'],"['FR', ' THES NOIRS DE CEYLAN ET DE CHINE ', 'EN', ' BLACK TEAS FROM CEYLON AND CHINA ', 'DA/SV', ' SORTE/SVARTA TEER FRA/FRÅN CEYLON OG/OCH KINA - INGREDIENSER: SORT TE FRA CEYLAN/SVART CEYLONTE ', '75%', 'SORT TE FRA KINA/ KINESISKT SVART TE ', '25%', ' ', 'D/A', ' SCHWARZER TEE AUS CEYLON UND CHINA - ZUTATEN: SCHWARZER TEE AUS CEYLON ', '75%', 'SCHWARZER TEE AUS CHINA ', '25%', ' ZUBEREITUNG: TEE MIT 90°C HEIBEM WASSER ÜBERGIEBEN UND 3 BIS 4 MINUTEN ZIEHEN LASSEN ', 'NL', ' ZWARTE THEESOORTEN UIT CEYLON EN CHINA - INGREDIËNTEN: ZWARTE THEE UIT CEYLON ', '75%', 'ZWARTE THEE UIT CHINA ', '25%', ' ', 'ES', ' TÉS NEGROS DE CEILÁN Y DE CHINA - INGREDIENTES: TÉ NEGRO DE CEILAN ', '75%', 'TË NEGRO DE CHINA ', '25%', ' KUSMI TEA IS A REGISTR OF ORIENTIS GOURMET THE DU MATIN N°24TH ORIENTIS GOURMET 32-34 RUE MARBEUF']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Kusmi tea'],20 sachets mousseline. 44 g.,,,,,,,,,,,
1009,Taboule de quinoa menthe citron,3111952030292,['France'],[],[],?,332.79998779297,1392 kj(332 kcal),"2,3","0,4","64,3","2,4","12,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Miel bio,0010100734781,['France'],[],[],?,?,,?,0,?,0,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1011,Tropicana,3350033855120,['France'],[],[],?,43,180 kj(43 kcal),32,"5,74",25,4,36,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Curly,3350033855724,['France'],[],[],?,30,126 kj(30 kcal),"0,9","0,9","0,9","0,9",20,"0,12","0,048",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés']",,0.9 g,en faible quantité,0.9 g,en faible quantité,0.9 g,en faible quantité,0.12 g,en faible quantité,,-94%,-94%,-96%,-71%,-98%,-74%,+168%,-94%,-94%,-5,-134%,A,-134%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,,,
1013,Haut de cuisse de poulet,2006050005772,['France'],[],[],?,237,992 kj(237 kcal),19,"6,2","0,6","0,5",16,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,,,,,
1014,Ananas extra sweet,2868500012330,['France'],[],[],?,42.381,177 kj(42 kcal),"0,5","0,01",9,"7,1","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Levure de riz rouge - Léa Nature,3456300011364,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['Additifs alimentaires'],"['Végétarien', 'Végétalien', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Léa Nature'],,,,,,,,,,,,
1016,Sève de bouleau - Biofood premium,5902693121978,['France'],[],"['Végétalien', 'Végétarien']",?,4,17 kj(4 kcal),"0,1","0,1",0,0,"0,1",,,,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']","['Bio', 'Végétarien', 'Végétalien']",0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,,,-20%,-23%,+29%,+277%,-100%,-100%,+241%,,,,,,,,,,,,,,,['Biofood premium'],,,,,,,,,,,,
1017,Vegan bowl vanilla-lavender,4251347603003,['France'],[],[],?,352,1473 kj(352 kcal),"2,6","1,7",16,"3,8",60,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Bruoche chocolat,0208052020667,['France'],[],[],?,333,1393 kj(333 kcal),"9,7",6,51,13,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,poulet,0213146016204,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Figue lerida,2600122025394,['France'],[],[],?,251,1050 kj(251 kcal),"1,4","0,3","50,4","48,1","3,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Fraise - Andrésy Confitures,3245310029199,['France'],[],[],?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,4",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+11%,+11%,-59%,-100%,+11%,+16%,-10%,-100%,-100%,12,+37%,D,+37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['Andrésy Confitures', 'And Pierai']",,,,,,,,,,,,
