,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,manufacturing,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,markets,allergens,traceability_code,link,additives,generic_name,palm_ingredients
624,Love affaire,4260345752828,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Lacey,0755728000763,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Wraps apéro gourmand,2416350067309,['France'],[],[],?,41.84,"0,29","7,125","0,93",175 kj(41 kcal),"0,06",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Pain choc beurre,0200523025911,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Griffonia,0705632863602,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Brioche Tranchée,2006050025497,['France'],[],[],?,345,12,51,"8,2",1443 kj(345 kcal),"7,7",11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Mimolette francaise demi vieille,2281470001669,['France'],[],[],?,364,26,"1,5",31,1523 kj(364 kcal),"18,4","1,5","2,5",1,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles']",,,,26 g,en quantité élevée,18.4 g,en quantité élevée,1.5 g,en faible quantité,2.5 g,en quantité élevée,,-0%,-0%,-2%,-2%,+36%,+40%,+3%,+1%,+1%,19,+2%,E,+2%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
631,8 petites boîte de pringles,8719987634109,['France'],[],[],?,536,44,12,"4,6",2243 kj(536 kcal),35,"2,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"Cajohn's Select Fatalli Puree,5oz.",0647293004096,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Saumon Cabillaud,3272640110112,['France'],[],[],?,180,"12,6","2,5","13,6",753 kj(180 kcal),"6,3","1,2",16,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Gratinée de légumes,3248451000713,['France'],[],[],?,79,"3,3","9,3",2,331 kj(79 kcal),"1,1","2,8","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2000000122842,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Terrine junior au bœuf - Cora - 400g,3257984434124,['France'],"['Viande et sous produits animaux ', 'dont bœuf 4%', ' - substances minérales', ' Conservateur émulsifiant : gomme de cassia 2000 mg / kg']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,400g,['conserve métallique'],['Cora'],"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture humide pour animaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E427 - Gomme de casse'],,
637,Tapiokanudeln,8936044400136,['France'],[],[],?,346,"0,5",80,"5,7",1448 kj(346 kcal),"0,2","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Crème nuit bebe,3663395018141,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Bambou Acide Penta 900G Thailande,8851081480067,['France'],[],[],?,40,"0,1","0,9","0,8",167 kj(40 kcal),0,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Dumpling Sauce (oil Free) 200ML,0074261041218,['France'],[],[],?,156,0,33,6,653 kj(156 kcal),0,30,"8,8","3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Sardines,06588588,['France'],[],[],?,227,"15,6",0,"21,9",950 kj(227 kcal),0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Chocolat,3367270099491,['France'],[],[],?,582,"39,5","49,9","7,5",2435 kj(582 kcal),"19,4","41,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,0070470174891,0070470174891,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Infusion détente,3760289000036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,0068200858432,0068200858432,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,8410890733001,8410890733001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Bugnes briochées,0201020024278,['France'],[],[],?,391,16,53,"7,9",1636 kj(391 kcal),"4,4","8,6","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,3021990078791,3021990078791,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Pain IDF CPLT 3KG P - Les nouveaux robinsons,0211211031404,['France'],[],[],?,?,?,?,?,,,,,,,,['Les nouveaux robinsons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,0658010126250,0658010126250,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,4010352118700,4010352118700,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Purée de pommes,3770017816006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Mon cake marbré,08866638,['France'],[],[],?,446,25,49,"5,5",1866 kj(446 kcal),"2,6",28,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Confiture myrtille groseille,3760190527363,['France'],[],[],?,263,"0,5",63,"0,7",1100 kj(263 kcal),"0,1",62,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,,,,+20%,+20%,+92%,+126%,+18%,+22%,+79%,,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
655,Fromage blanc,8366770057241,['France'],[],[],?,83,"3,2","6,8","5,7",347 kj(83 kcal),"2,2","6,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Jus,3335104238019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Délice a tartiner aux amandes,3700600313100,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,12560653,12560653,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Chia bread,7090017541361,['France'],[],[],?,164,"8,9","3,3","9,6",686 kj(164 kcal),"0,7","0,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Pagnottella,8032758703027,['France'],[],[],?,296,"8,9",41,"8,6",1238 kj(296 kcal),"1,4","3,4","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Sugo all arrabiata,8058640530533,['France'],[],[],?,63,"3,4","6,2","1,4",264 kj(63 kcal),"0,6",4,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Nussmus Crunchy,4005967003961,['France'],[],[],?,488,25,"50,8",11,2042 kj(488 kcal),"2,2","17,6",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Pave céréales 3 meuniers,0204096011159,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Crêpes Bretonnes,2218950600005,['France'],[],[],?,359,7,62,11,1502 kj(359 kcal),"4,2",26,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Pain long,2011000018498,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Penasse,2437814009314,['France'],[],[],?,345,"5,6",60,"8,8",1443 kj(345 kcal),"1,8",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Palette de porc,2225687030579,['France'],[],[],?,167,"9,1","0,5",22,699 kj(167 kcal),"3,8","0,5","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Premium Pasta-Sauce,4061458150774,['France'],[],[],?,252,26,"3,2","2,9",1054 kj(252 kcal),"5,4","1,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Flipz milk chocolate,5000396051995,['France'],[],[],?,473,"18,6","66,4","9,1",1979 kj(473 kcal),"10,2","37,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Labc della merenda bio,8010721988152,['France'],[],[],?,?,?,?,?,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Purée de Tamarin,3700019521417,['France'],[],[],?,132,"0,8",28,"1,7",552 kj(132 kcal),"0,2",14,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Melange sportif,2600688031297,['France'],[],[],?,480,29,38,15,2008 kj(480 kcal),"2,9",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Pavé de porc en filet,2887608017979,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Farine de ble boulangere,3760237060044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Gaufrette coeur d'or 32g,6191428602274,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Le  Cévenol,2288489041785,['France'],"['Épinard', 'sel dextrose épices', 'antioxydants E301', 'E300', 'arömes,acidifiants E331,E262 o Valeur nutritionneles moyenne pour ou 100g : 1032KJ']",[],?,?,?,?,?,,,,,,,['Barquette'],['Le  Cévenol'],"['Viandes', 'Charcuteries']",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E331 - Citrates de sodium', 'E262 - Acétates de sodium']",,
677,7412925002084,7412925002084,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,6 gallettes au chocolat,3385050001502,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Doigt de gateaux,6191590700013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Gaufrette coeur d'or 32g,6191428603721,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,feta de lemnos,3760301420248,['France'],[],[],?,282,"21,1",0,1,1180 kj(282 kcal),"11,86",0,"2,51","1,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Crunchy peanut butter,0722252153074,['France'],[],[],?,403,"10,5",59,16,1686 kj(403 kcal),"1,7",28,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Gousses de vanille en poudre sucrée,3162050001073,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Mozza sticks - Varenne Gastronomie - 200g,3341181021857,['France'],[],[],?,312,"16,5","25,4","14,6",1305 kj(312 kcal),"6,5",10,"1,5","0,6",200g,['Surgelé'],['Varenne Gastronomie'],"['Snacks', 'Produits laitiers', 'Produits fermentés', 'Snacks salés', 'Produits laitiers fermentés', 'Fromages', 'Produits panés', 'Fromages à pâte fondue', 'Fromages panés', 'Sticks à la Mozzarella', 'Fromages apéritif']",,,,16.5 g,en quantité modérée,6.5 g,en quantité élevée,10 g,en quantité modérée,1.5 g,en quantité modérée,,+3%,+5%,+15%,+3%,+6%,+114%,+15%,+9%,+9%,12,-11%,D,-11%,D,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,,,,,,,
685,0850005983170,0850005983170,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Les véritables carbo - Seazon,3701456315041,['France'],[],[],?,202,8,17,14,845 kj(202 kcal),4,1,1,"0,4",,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,"Poulet mariné, riz noir bio, carottes & purée de carottes - Seazon",3701456310176,['France'],[],[],?,85,2,6,8,356 kj(85 kcal),0,1,0,0,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2122683005856,2122683005856,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Pâte à tartiner,3560070472611,['France'],[],[],?,517,27,58,8,2163 kj(517 kcal),5,56,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Monster,9782302080423,['France'],[],[],?,39,0,"9,5",0,163 kj(39 kcal),0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Pain complet,0260678008207,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Pain aux 7 cereales,3770016449724,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Liquirizia spezzata,8000279906098,['France'],[],[],?,250,0,"69,44","0,35",1046 kj(250 kcal),0,"15,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Cola-mix,4011740000409,['France'],[],[],?,41,0,10,"0,01",172 kj(41 kcal),0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Pois Chiche,5603670001237,['France'],[],[],?,0,"2,6",12,"5,9",0 kj(0 kcal),"0,5","0,5","0,46","0,184",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,2.6 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.46 g,en quantité modérée,,-100%,-100%,-14%,+28%,-49%,-70%,-42%,-4%,-4%,-1,,A,,B,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,
696,Méli-mélo de canard aux champignons sauvages,3663811065155,['France'],[],[],?,537,"6,9","4,5",12,2247 kj(537 kcal),"3,2","1,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,4021851150290,4021851150290,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Confit de canard du gers,2100404999998,['France'],[],[],?,217,"10,5",0,"30,7",908 kj(217 kcal),"4,8",0,"2,36","0,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Baguette 250G,,['France'],[],[],?,251,"0,8",52,8,1050 kj(251 kcal),"0,2","1,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Minis viennoiseries x10,3478920014686,['France'],[],[],?,416,21,48,"7,7",1741 kj(416 kcal),14,14,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Bulgur,4251354804257,['France'],[],[],?,343,"1,5","69,8","12,5",1435 kj(343 kcal),"0,3",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,"Petits pois carottes Très Fin - Jean Nicolas - 800g, 530g net égoutté",3017800502747,['France'],"['Légumes ', 'Petits pois ', '50 % minimum*', 'carottes ', '30 % minimum*', 'eau', 'sucre', 'sel', 'arôme naturel', ' *% rapportés au poids net égoutté']",[],?,63,"0,6","8,8","3,4",264 kj(63 kcal),"0,2","3,7","0,57","0,228","800 g, 530 g net égoutté","['Boite de Conserve', 'Métal', 'Papier', 'Boîte en métal']",['Jean Nicolas'],['Petits Pois Carottes'],['Fabriqué en France'],,4,0.6 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,0.57 g,en quantité modérée,,,,,,,,,,,-4,,A,,,,,,,,,,,,,,,,,
703,5000175411385,5000175411385,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Knack d’Alsace qualité supérieure - Metzger Muller - 2kg,3272127114220,['France'],"['Viande de porc 59%', 'eau', 'gras de porc', 'viande de bœuf 5%', 'sael', 'épices et plantes aromatiques', 'arômes naturels', 'émulsifiant E 450', 'sucre: dextrose', 'antioxydant E 300', 'conservateur : E 250', ' \rBoyau naturel de mouton coloré : E 120', 'E 160b', ' \rFumée au bois de hêtre']","['Non végétalien', 'Non végétarien']",1127,272,"24,5","0,5","12,4",1127 kj(272 kcal),"9,8","0,5","1,9","0,76",2 kg,"['Frais', 'Sous atmopshère protectrice']",['Metzger Muller'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Fumé au bois de hêtre', ""Savourez l'Alsace""]",,4,24.5 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-0%,+2%,+1%,+4%,+11%,-68%,-61%,-1%,-1%,-1%,20,+9%,E,+9%,D,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['France', 'Viandes origine France']",,,"['FR 67.226.002 CE', 'Ittenheim (Bas-Rhin, France)']",,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160b - Rocou']",,
705,Soupe de pleurotes,3770013278044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Jambon,990530101025044851,['France'],[],[],?,43,2,"1,7",22,180 kj(43 kcal),2,"0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,4047247047616,4047247047616,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Pâte feuilletée,3531150000284,['France'],[],[],?,376,22,38,"6,1",1573 kj(376 kcal),11,1,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,2 Filets poulet fermier loué,0217230054585,['France'],[],[],?,138,"5,9",0,20,577 kj(138 kcal),"5,9",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Pépites de chocolat noir 60%,7141224762022,['France'],[],[],?,573,"40,2","42,4","7,3",2397 kj(573 kcal),"24,1","39,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Escalope de dinde,2201258041267,['France'],[],[],?,114,2,0,25,477 kj(114 kcal),"0,7",0,"0,1","0,04",,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,-5%,+52%,+74%,-100%,-100%,+9%,-82%,-82%,-4,,A,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,
712,Pintade,2949104013920,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Lentille de Lauragais,3256228679383,['France'],[],[],?,122,"4,9",12,"6,1",510 kj(122 kcal),"1,6","0,6","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Sultana raisins,8719153032883,['France'],[],[],?,326,"0,5",76,"3,1",1364 kj(326 kcal),0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Brioche tressée,3350033781535,['France'],[],[],?,311,"7,4",49,"9,7",1301 kj(311 kcal),"0,9",11,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Noisettes decortiquees,3700146213483,['France'],[],[],?,682,63,"5,6",19,2853 kj(682 kcal),"5,6","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Pâté au foie de canard,10038003,['France'],[],[],?,281,"23,3","3,3","13,2",1176 kj(281 kcal),"14,4","1,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Dattes sechees,3700146213759,['France'],[],[],?,87,0,65,"1,8",364 kj(87 kcal),0,65,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Brassé amande Alevia,3701002405271,['France'],[],[],?,115,10,"3,6","1,6",481 kj(115 kcal),"6,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Chocolate cookies,0046214731507,['France'],[],[],?,498,25,60,"5,4",2084 kj(498 kcal),13,36,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Bacon a cuire - la ferme de Bonneuil - 100g,2200417000008,['France'],"[""longe de porç saumuré et fumé a la sciure de' bois""]",[],?,?,?,?,?,,,,,,100g,['sous vide'],['la ferme de Bonneuil'],"['Viandes', 'Viandes cuites', 'Viande blanche cuite', 'Porc', 'Bacon', 'Viande de porc cuite', 'Longue de porc', 'Bacon fumé', 'Longe de porc cuite']",,['France'],,,,,,,,,,,,,,,,,,,,,,,,D,76.6%,16.7%,3.2%,1.1%,0.6%,1.8%,14,['France'],,,"['FR 85.286.007 CE', 'Taillée (Vendée, France)']",,,,
722,Pain au seigle - intermarché - 300g,2644464008530,['France'],"['Farine de blé', 'eau', 'farine de seigle ', '17,3%', 'levure', 'sel', 'gluten de blé', 'levain de seigle désactivé', 'fibres de sarrasin', ""malt d'orge"", 'farine de blé malté', 'acidifiant : acide trique', 'émulsifiant : E471', 'agent de traitement de la farine : acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,,,,,,300g,,['intermarché'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,4,,,,,,,,,,,,,,,,,,,,,,,B,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,['Intermarché'],['Gluten'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,
723,8436580130486,8436580130486,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Magic onion,5425021589016,['France'],[],[],?,402,"35,9",18,"0,9",1682 kj(402 kcal),"2,9",15,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Saucisse de Morteau,2337501003505,['France'],[],[],?,397,36,1,16,1661 kj(397 kcal),"9,61","0,5","2,6","1,04",,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,,,36 g,en quantité élevée,9.61 g,en quantité élevée,0.5 g,en faible quantité,2.6 g,en quantité élevée,,+25%,+25%,+31%,-9%,+81%,+30%,-5%,+17%,+17%,23,+6%,E,+6%,E,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,
726,Salade venezia,3247774000554,['France'],[],[],?,222,38,20,"7,8",929 kj(222 kcal),"3,5",3,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Coleslaw,02373164,['France'],[],[],?,135,11,7,1,565 kj(135 kcal),"0,9",5,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Jambon cuit supérieur AC,3346650216345,['France'],[],[],?,141,"5,4","0,1","23,1",590 kj(141 kcal),"1,68","0,1","1,51","0,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
