,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,additives,eco_score,quantity,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,generic_name,markets,traceability_code,ingredients_origins,link,brand_owner,origin_detail,producer_info
1087,Delices caramel - Biscuiterie du Quercy - 35g,3281580200241,['Biscuiterie du Quercy'],"['Snacks', 'Snacks sucrés', 'Confiseries']","['Sans colorants', 'Sans conservateurs']",['France'],"['sucre', ""blancs d'œufs"", 'éclats de caramel 8%', 'arôme naturel de caramel']","['Sans huile de palme', 'Non végétalien']",4,?,,396,-6%,1657 kj(396 kcal),-6%,"1,1",-93%,"0,02",-100%,"95,3",+43%,"84,1",+70%,"3,3",-22%,0,-100%,0,-100%,,,35g,,1.1 g,en faible quantité,0.02 g,en faible quantité,84.1 g,en quantité élevée,0 g,en faible quantité,14,-23%,D,-23%,,,,,,,,['Œufs'],,,,,,,,,,
1088,Ratkrautsalt - Vitakrone,20279127,['Vitakrone'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades de légumes']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']","['France', 'Allemagne']","['58% Rotkraut', 'Wasser', 'Zucker', '6% Äpfel', 'Rapsöl', 'Branntweinessig', '2% Zwiebeln', 'jodiertes Speisesalz ', 'Speisesalz', 'Kaliumiodat', 'Weißweinessig', 'Apfelsaftkonzentrat', 'Gewürze', 'Speisesalz', 'Dextrose', 'Rote-Bete-Saftkonzentrat', 'Säuerungsmittel: Weinsäure ', 'L+', 'Citronensäure']","['Végétalien', 'Végétarien']",4,?,,106,-21%,444 kj(106 kcal),-19%,5,-24%,"0,4",-60%,13,+42%,12,+433%,1,-86%,"1,3",+65%,"0,52",+65%,"['E334 - Acide L-tartrique', 'E330 - Acide citrique']",,,,5 g,en quantité modérée,0.4 g,en faible quantité,12 g,en quantité modérée,1.3 g,en quantité modérée,8,,C,,,,,,,,,,,,,,,,,,,
1089,La veritable Sauce Nantua,3328280270034,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,?,,154,,644 kj(154 kcal),,"12,4",,"1,9",,"7,1",,"4,86",,"3,6",,"0,782",,"0,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Préparation De Beurre Demi-sel Aux Truffes - Beillevaire - 48g,3483130025612,['Beillevaire'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,['France'],[],[],,?,,690,-4%,2887 kj(690 kcal),-4%,76,-4%,51,-6%,"0,6",-19%,"0,6",-3%,"0,8",+18%,"2,3",+12%,"0,92",+12%,,E,48 g,,76 g,en quantité élevée,51 g,en quantité élevée,0.6 g,en faible quantité,2.3 g,en quantité élevée,28,+6%,E,+6%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,"['FR 44.087.001 CE', 'Machecoul (Loire-Atlantique, France)']",,,,,
1091,Compote de cerises,8002762600483,,,,['France'],[],[],,?,,166,,695 kj(166 kcal),,"0,1",,"0,1",,39,,"0,9",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Assortiment pour raclette - Cora,3257984641270,['Cora'],,,['France'],[],[],,?,,344,,1439 kj(344 kcal),,28,,19,,0,,0,,23,,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,,,
1093,Lorenz Crunchips X-cut,5905187101296,['Lorenz'],,,['France'],"['Pommes de terre', 'huile de tournesol', 'sel', ' Peut contenir du gluten et du lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,518,,2167 kj(518 kcal),,32,,"2,3",,50,,"0,5",,"5,4",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Chocolat noir et lait,5413216991461,,,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],,?,,538,,2251 kj(538 kcal),,"33,2",,"20,2",,"52,4",,"48,2",,"5,1",,"0,54",,"0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Organic raspberry coconut crunch mini macaroons,0731275814336,,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",,['France'],"['Desiccated Coconut', 'Pure Maple Syrup', 'Sunflower Seeds', 'Almonds', 'Raw Cacao Butter', 'Raw Extra Virgin Coconut Oil', 'Freeze-dried Raspberry', 'Vanilla Powder']",[],,?,,622,+39%,2602 kj(622 kcal),+38%,"57,9",+146%,"38,3",+86%,"16,6",-68%,"13,4",-69%,"8,3",+94%,"0,02",-86%,"0,008",-86%,,C,,,57.9 g,en quantité élevée,38.3 g,en quantité élevée,13.4 g,en quantité élevée,0.02 g,en faible quantité,19,-16%,E,-16%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,['Fruits à coque'],,,,,,,,,,
1096,Saucisse Sèche De Lacaune,3322982503902,,,,['France'],[],[],,?,,451,,1887 kj(451 kcal),,28,,"10,9",,"1,7",,"1,2",,"27,3",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,"Morelli 1860 Linguine, Mit Safran Weizenkeimen",8009167181203,,,,['France'],[],[],,?,,359,,1502 kj(359 kcal),,"1,3",,"0,3",,72,,"4,4",,13,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Tiroler Speck -,9001745051464,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons crus fumés', 'Specks', 'en:raw-cured-ham']","['en:gluten-free', 'Sans lactose', 'IGP']","['Belgique', 'France']",[],[],,?,,289,+1%,1209 kj(289 kcal),+1%,19,+2%,"7,6",+7%,"0,5",-26%,"0,5",+52%,29,+1%,4,-8%,"1,6",-8%,,E,,,19 g,en quantité modérée,7.6 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,20,+3%,E,+3%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,['Delhaize'],,,,,,
1099,4 garlic & parsley ciabatta sticks,00029100,,"['Snacks', 'Snacks salés', 'Apéritif', ""Pains à l'ail""]",,['France'],"['Wheatflour ', 'Gluten ', 'with Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Water', 'Extra Virgin Olive Oil', ' Garlic Purée', 'Parsley', 'sal', 'yeast', 'Lemon Juice', 'Malted Barley Flour ', 'contains Gluten']",['Sans huile de palme'],4,?,,412,,1724 kj(412 kcal),+8%,"20,1",+6%,"2,8",-62%,"46,4",+6%,"1,7",-37%,"9,7",+22%,"0,93",-19%,"0,372",-19%,,,,,20.1 g,en quantité élevée,2.8 g,en quantité modérée,1.7 g,en faible quantité,0.93 g,en quantité modérée,11,-23%,D,-23%,,,,,,,,['Gluten'],,,,,,,,,,
1100,Aiguillettes de poulet - La Nouvelle Agriculture,0213329018896,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,['France'],[],[],,?,,104,-17%,435 kj(104 kcal),-17%,"1,3",-30%,"0,4",-16%,0,-100%,0,-100%,23,+1%,"0,1",-77%,"0,04",-77%,,D,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
1101,Superwhite,3532678587936,,,['Fabriqué en Allemagne'],['France'],[],[],,?,,241,,1008 kj(241 kcal),,"1,1",,"1,1",,97,,0,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Trufa - Ferrer - 15g,8411026010065,['Ferrer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Truffes en conserve']",,"['Union européenne', 'France']","['TRUFA ', 'Tuber indicum', ' SILVESTRE ENTERA EN CONSERVA Ingredientes: Trufa ', 'Tuber indicum', ' y jugo de trufa']",[],1,?,,71,+184%,297 kj(71 kcal),+197%,"0,2",-54%,0,-100%,13,+1200%,"0,1",-72%,4,+76%,"0,02",-97%,"0,008",-97%,,B,15 g,"['pot en verre', 'Carton']",0.2 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.02 g,en faible quantité,-7,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,['Santpedor (Barcelone )'],,,,,,http://www.c-ferrer.com,,,
1103,Escalopes de dinde extra fine,2418304011284,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,D,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
1104,Sprite - 6x 250ml,5000112618846,['Sprite'],,,['France'],[],[],,?,,23,,96 kj(23 kcal),,0,,0,,"1,9",,"1,9",,0,,,,,,,,6 x 250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Huile olive - Arev,3700066100153,['Arev'],,,['France'],[],[],,?,,824,,3448 kj(824 kcal),,"91,6",,"12,8",,8,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,"Filet de poulet - La nouvelle agriculture - 0,341kg",0213400027755,['La nouvelle agriculture'],"['Viandes', 'Viandes fraîches']",['Bleu Blanc Cœur'],['France'],['Poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,,0,-100%,0 kj(0 kcal),-100%,1,-91%,0,-100%,8,+797%,8,+2028%,23,+24%,0,-100%,0,-100%,,,"0,341kg",['barquette sous vidd'],1 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0 g,en faible quantité,-4,-196%,A,-196%,,,,,,,,,['ouest de la France'],,,['Leclerc'],"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",['France'],,,,
1107,Knorr Jus d'Agneau Déshydraté 750g jusqu'à - 30l (750g),3011360083869,['Knorr'],"['Epicerie', 'Sauces']",,['France'],"['Maltodextrine', 'sel', 'légumes ', 'oignon', 'tomate', 'amidon de pomme de terre', ""viande d'agneau* : 8%"", 'extrait de levure', 'caramel', 'arômes ', 'dont CÉLERI', 'jus de légumes concentré ', 'CÉLERI', 'carotte', 'poireau', 'oignon', 'épices et aromates ', 'ail', 'poivre', 'laurier', 'thym', ""correcteurs d'acidité : diacétate de sodium et lactate de calcium"", 'extrait de vin blanc', 'acidifiants : acide citrique et acide lactique', 'Peut contenir : gluten', 'lait', 'oeuf', 'moutarde', ""* origine viande d'agneau: UE ou hors UE""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,66,-93%,16,-93%,66 kj(16 kcal),-93%,"0,5",-97%,"0,1",-95%,"2,8",-72%,"0,5",-92%,"0,5",-81%,"0,75",-69%,"0,3",-69%,"['E262ii - Diacétate de sodium', 'E327 - Lactate de calcium', 'E330 - Acide citrique', 'E270 - Acide lactique']",,30 l (750 g),['Wrapper'],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.75 g,en quantité modérée,3,-74%,C,-74%,,,,,,,,['Céleri'],,,Préparation déshydratée de jus pour viande d'agneau,,,,,,,
1108,Poudre de Baobab,3602900813741,,,,['France'],[],[],,?,,170,,711 kj(170 kcal),,1,,0,,42,,0,,"2,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Sirop d’érable - HEART INDUSTRIES LTD. - 5cl,0771098010478,['HEART INDUSTRIES LTD.'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,['France'],['PURE MAPLE SYRUP'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,?,,,,0,-100%,,,90,+32%,90,+48%,0,-100%,0,-100%,0,-100%,,,5 cl,"['Glas', 'Papier', 'Kunststoff']",0 g,en faible quantité,,,90 g,en quantité élevée,0 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,
1110,"Brioche feuilletée cuite, surgelée",3173310023001,,,,['France'],[],[],,?,,460,,1925 kj(460 kcal),,22,,14,,55,,13,,"9,2",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Ananas,4311501302200,,,,"['France', 'Allemagne']",[],[],,?,,71,,297 kj(71 kcal),,0,,0,,"17,4",,"15,3",,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Renutryl Booster saveur Chocolat - Nestlé - 300ml,7613036323079,['Nestlé'],['Boissons'],"['Sans gluten', 'Fabriqué en France', 'Sans lactose']",['France'],[],[],,?,,201,+259%,841 kj(201 kcal),+249%,"7,1",+1946%,"0,9",+663%,24,+112%,"6,4",-32%,10,+1916%,"0,21",+406%,"0,084",+406%,,,300 ml,"['Etui en carton', 'Bouchon en plastique', 'Opercule en métal', 'etui en carton']",7.1 g,en quantité modérée,0.9 g,en quantité modérée,6.4 g,en quantité élevée,0.21 g,en quantité modérée,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,
1113,Chocolat au lait aux noisettes entières,7613031234929,,,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],,?,,594,,2485 kj(594 kcal),,"42,3",,"16,9",,"41,8",,"39,2",,"10,2",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Miele Italiano castagno - Rigoni Di Asiago,8001505008265,['Rigoni Di Asiago'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,['France'],[],[],,?,,302,+12%,1264 kj(302 kcal),+12%,0,-100%,0,-100%,75,+8%,75,+22%,"0,4",+23%,0,-100%,0,-100%,,B,,,0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1115,Comté 20 mois d affinage - juraflore,3542864092243,['Juraflore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']","['AOP', 'Comté', 'Filiere responsable']",['France'],"['Lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,1750,+1%,418,-0%,1750 kj(418 kcal),0%,35,+1%,23,+1%,0,-100%,0,-100%,27,+0%,"0,9",+7%,"0,36",+7%,,B,,['film plastique'],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],"['39800 Poligny', 'fromagerie Arnaud']",,,['Auchan'],,['France'],,,,
1116,Chocolat au lait Coeur de Lait,3370077580055,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Sans huile de palme']",['France'],[],[],,?,,577,,2414 kj(577 kcal),,"39,3",,"24,7",,"46,8",,"45,7",,"9,1",,"0,173",,"0,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85108A', 'Herbergement (Vendée, France)']",,,,,
1117,Pastilles vitalite - Famille Mary - 60.0g,3760115091559,['Famille Mary'],,,['France'],[],[],,?,,389,,1628 kj(389 kcal),,"0,5",,"0,5",,97,,79,,"0,5",,,,,,,,60.0 g,['boîte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Zitronenzucker,4002809022210,,,,['France'],[],[],,?,,387,,1619 kj(387 kcal),,0,,0,,96,,92,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Lindahls - Nestlé - 150g,3023290020029,['Nestlé'],,,"['Belgique', 'France']",[],[],,?,,63,,264 kj(63 kcal),,"0,6",,"0,2",,"3,4",,"3,2",,11,,"0,1",,"0,04",,,,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Soupe de poissons - Les Richesses de la Mer - 650g,3547350008630,['Les Richesses de la Mer'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['Sud de France'],['France'],[],[],,?,,31,-35%,130 kj(31 kcal),-35%,"0,6",-68%,"0,6",+34%,4,+120%,"0,5",-23%,"4,3",-17%,"0,8",-9%,"0,32",-9%,,E,650g,['Bouteille'],0.6 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,
1121,Bambou Yanang Et Champignon,8852646096808,,,,['France'],[],[],,?,,21,,88 kj(21 kcal),,0,,0,,"2,5",,2,,"1,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Mini Reiswaffeln mit zartbitterschokolade,4005009101815,,,"['Bio', 'en:EG-Öko-Verordnung']",['France'],[],[],,?,,450,,1883 kj(450 kcal),,20,,12,,59,,14,,"6,9",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,"RUF Unsere Blattgelatine, weiß - 20g",40352916,['RUF'],"['Additifs alimentaires', 'Gélifiants', 'Gélatine']",['Point Vert'],"['France', 'Allemagne']","['Speisegelatine ', 'Schwein']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,?,,,,?,,,,?,,,,?,,,,,,['E428 - Gélatine'],B,20g,"['Papier', 'produkt']",,,,,,,,,,,,,74.1%,11.3%,5.9%,3.5%,5.2%,0.0%,83,,"['Quakenbrück', 'Deutschland']",,,['NETTO'],['DE BW-03004 EG'],,http://www.ruf.eu,,,
1124,Citrus punch,0050200500145,,,,['France'],[],[],,?,,90,,377 kj(90 kcal),,0,,0,,20,,19,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Purée de piment d’espelette -  - 200g,3760268290120,,,,['France'],[],[],,?,,26,,109 kj(26 kcal),,"0,6",,"0,5",,"3,5",,"3,1",,"0,295",,"3,25",,"1,3",,,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Choco-cookies - Vegan-Bakery - 200g,4006952002525,['Vegan-Bakery'],['de:Choco cookies'],"['Végétarien', 'Agriculture durable', 'Végétalien', 'Fabriqué en Allemagne', 'en:UTZ Certified']",['France'],[],"['Végétalien', 'Végétarien']",,?,,522,,2184 kj(522 kcal),,27,,13,,62,,28,,"6,5",,"0,16",,"0,064",,,,200 g,,27 g,en quantité élevée,13 g,en quantité élevée,28 g,en quantité élevée,0.16 g,en faible quantité,22,,E,,,,,,,,,,,,,,,,,,,
1127,Grana padano -  - 500g,8002710412038,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,['France'],"['ANA PADANO matieres grasses/prod ents: on conservateur: lysozyrm onca atmosphere protectrice', ' A cons is les 5 iours', ' A consommer de préférence ie dosso ES', ' QUESO GRANA PADANO MOVES', ' Angredientes: LECHE', 'sal', 'cuajo', 'conservante: lysozyme de HUEVO', ' Envasado e protectora', ' Conservar entre +2°C/+8°C', ' Consumir el producto entre 5 dlas de la Consumir preferentemente antes del: vea abajo ', 'DE', ' KASE GRANA PADANO Mindestens 32% Fett i', ' Tr', ' Zutaten: MILCH', 'Salz', 'Lab', 'Konservierungsstoff: Lysozym ', 'aus El', ' Unter Schutzat verpackt', ' Bei +2°C/+ 8°C aufbewahren', ' Nach dem Öffnen innerhalb 5 Tagen ver Mindestens haltbar bis: siehe unten ', 'NL', ' GRANA PADANO KAAS 32+ Ingrediënten: MELK', 'zout', 'stremsel', 'conserveermiddel: lysozym uit El', ' Verpa beschermende atmosfeer', ' Bewaren op +2°C à +8°C', ' Na opening', 'te gebruiken dagen', ' Ten minste houdbaar tot: zie onder ', 'DK', ' GRANA PADANO OST 32+/29 fedt Ingredienser: MAÆLK', 'salt', 'osteløbe', 'konserveringsmiddel: lysozym fra AÆG', ' beskyttende atmosfære', ' Efter åbning', 'brug indenfor 5 dage', "" Opbevares ved +2' Bedst før: se nedenfor "", 'SE', ' GRANA PADANO OST 32+/29 fett Ingredienser: MJOLK', 'salt', 'löpe', 'konserveringsmedel: lysozym ', 'fran AGG', ' Förpack skyddande atmosfar', ' Kylvara +2°C/ +8°C', ' Efter att förpackningen brutits', 'konsumera dagar', ' Bäst före: se nedan', ' ', 'SK', ' GRANA PADANO SYR T', 'V', 'S', ' MIN', ' 32%', ' Zložiek: MLIEKO', ""jedlá sol'"", 'syridlo', 'konzervačná látka: lysozim VAJEČNA bielko Po otvorení spotrebuj ochrannej atmosfére', "" Skladovať pri teplote +2°C/ +8 C Minimálna trvanlivosť do: vid' nižšie "", 'IT FO MAGGFO GRANA PADANO Grasso', 'sul secco 32% min', ' ingredientis LATTE', 'sale', 'caglio', ""conservante Jisozima da UQVO Prodotte: co +2 CA8'C va"", ' Conservare a onato in atmosfera pro', ' umare il prodotto ento 5 glomi', ' Da consumarsipreerbilo apertura', 'di GRANA PADANO CHEE GG']",[],,?,,398,+1%,1665 kj(398 kcal),+0%,29,+0%,18,0%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,,D,500g,,29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],,,,,,,,,,
1128,Graines de chanvre decortiquees,3760077791177,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,?,,598,,2502 kj(598 kcal),,"45,5",,"4,35",,"3,5",,"3,5",,"32,3",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Champignons,8710911004005,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons']",,['France'],[],[],,?,,18,-56%,75 kj(18 kcal),-53%,"0,2",-74%,0,-100%,"0,9",-54%,"0,1",-81%,"2,1",-22%,"0,6",+16%,"0,24",+16%,,B,,,0.2 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en quantité modérée,-4,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,
1130,Tribolo’s - Goodlife - 25g,8718924013724,['Goodlife'],"['Viandes', 'Insectes', 'Vers de farine']",,"['Belgique', 'France']","['Vers de farine lyophilisé ', 'Tenebrio molitor', ' [CRUSTACÉS', 'MOLLUSQUES']","['Non végétalien', 'Non végétarien']",1,2148,+26%,515,+15%,2148 kj(515 kcal),+16%,29,+24%,"7,1",+8%,"5,9",-33%,"0,9",-65%,54,+14%,"0,5",-75%,"0,2",-75%,,,25 g,['Plastique'],29 g,en quantité élevée,7.1 g,en quantité élevée,0.9 g,en faible quantité,0.5 g,en quantité modérée,10,-30%,C,-30%,,,,,,,,"['Crustacés', 'Mollusques']",,,,['Bioplanet'],,,,,,
1131,San Benedetto,8001620001899,['San Benedetto'],,,['France'],[],[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,['Bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Les pruneaux de ma ferme - Les Vergers d'Escoute,3481010095465,"[""Les Vergers d'Escoute""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",['Sans sucre ajouté'],['France'],[],[],,?,,234,-2%,979 kj(234 kcal),-2%,"0,3",-19%,"0,1",-19%,54,+2%,35,-3%,2,+6%,0,-100%,0,-100%,,E,,,0.3 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,3,+35%,C,+35%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,
1133,Filets de thon en morceaux a l huile d olive special salade - Florelli - 140g,3760077536570,['Florelli'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,['France'],[],[],,?,,192,-24%,803 kj(192 kcal),-24%,10,-43%,"8,9",+194%,0,-100%,0,-100%,25,+5%,"0,8",-18%,"0,32",-18%,,E,140g,,10 g,en quantité modérée,8.9 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,13,+141%,D,+141%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,
1134,Les verrines panais parmesan et ecrevisses - Mix Buffet - 270g,3700009256862,['Mix Buffet'],,,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,270 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,0074570251179,0074570251179,,,,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Cuisse de canard - Jean de France,3700468419389,['Jean de France'],"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",,['France'],[],[],,1279,,308,+29%,1279 kj(308 kcal),+28%,24,+45%,"8,2",+54%,"0,5",+10%,"0,5",+196%,24,+12%,"1,5",+9%,"0,6",+9%,,D,,['Conserve'],24 g,en quantité élevée,8.2 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,17,+60%,D,+60%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,
1137,Alfabeto n 173 - De Cecco,8001250007230,['De Cecco'],,['Fabriqué en Italie'],['France'],[],[],,?,,347,,1452 kj(347 kcal),,"1,3",,"0,3",,71,,"2,4",,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Toast salami de dinde et viande de boeuf hallal,5414183245441,,,,['France'],[],[],,?,,249,,1042 kj(249 kcal),,18,,"6,8",,"2,5",,1,,19,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE NI-10046 EG'],,,,,
