,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,brand_owner,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,producer_info
782,Leopold 7 Spring Session - 33cl,5425032737116,['Leopold 7'],"['Belgique', 'France']","['eau', ""malt d'orge"", 'froment', 'houblon', 'levure', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Déconseillé aux femmes enceintes'],C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blanches']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Canette'],,,,3,,,,,,,,,,,,,,,,,,['Gluten'],,,['Belgique'],,,,
783,Thé noir saveur caramel beurre salé - Maison Taillefer,3564884018973,['Maison Taillefer'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,bonjour,4823012263685,,['France'],[],[],?,410,1715 kj(410 kcal),14,"6,3",69,"48,9",3,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Goiabada Predilecta 300G - 300g,7896292300163,['Predilecta'],['France'],[],[],?,310,1297 kj(310 kcal),0,0,76,68,0,0,0,,,300 g,['en:Goiabada'],,,,,,,,,,,,,['Embalagem de plástico'],,['Aldi'],,,0 g,en faible quantité,0 g,en faible quantité,68 g,en quantité élevée,0 g,en faible quantité,,,,,,13,,D,,,,['Brésil'],['Brasil'],Goiabada,,,
786,Sauce tomates huile d'olive,3269660017231,,['France'],[],[],?,134,561 kj(134 kcal),"6,1","1,4","6,1","4,5","1,4","1,19","0,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Filets de hareng dans une sauce tomate - Nixe,4056489028802,['Nixe'],['France'],"['60% filets de hareng ', 'poissons', '12 % double concentré de tomates', '10% tomates en dés', 'eau', 'huile de colza', 'sucre de canne', ""vinaigre d'alcool"", 'sel de mer', 'épaississant: gomme guar', ' épices', ' issu de production biologique', ' 32% des ingrédients sont issus de production de biologique', ' *Malgré toutes les précautions prises et nos contrôles très stricts', ""il se peut qu'exceptionnellement une arête subsiste dans nos produits"", ' Non ouvert,']","['Non végétalien', 'Non végétarien']",?,207,866 kj(207 kcal),"14,7","2,6","5,9","4,7",12,"1,1","0,44","['Bio', 'Bio européen', 'DE-ÖKO-001', 'Fabriqué en Allemagne', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,['E412 - Gomme de guar'],4,,,,,,,,,,,,,,,,,,['Poisson'],,,,,,,
788,Frutta nature,8436535410199,,['France'],[],[],?,335,1402 kj(335 kcal),"0,5","0,1","0,1","0,1","2,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Vinaigre balsamique biologique Malpighi -,8032793914334,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Fabriqué en Italie']",B,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques traditionnels', 'Vinaigre balsamique traditionnel de Modène']",,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Tartines Noix de Coco - Émile Noël,3291960015853,['Émile Noël'],['France'],['CRISPBREADS CRACKERS TORRAD4S LES TARTINES'],[],?,400,1674 kj(400 kcal),"8,5","7,93","67,3","13,8","8,8","0,081","0,032","['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-016-CL']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Tapas mix - Miti,3760070015775,['Miti'],['France'],[],[],?,152,636 kj(152 kcal),10,"1,1","3,5","0,8",12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Grisettes de Montpellier - 400g,3381312134568,,['France'],"['sucre', 'sirop de glucose', 'miel', 'poudre de réglisse', 'anéthol', 'noir brillant']",['Non végétalien'],?,?,,?,,?,,?,,,,E,400g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,['E151 - Noir brillant BN'],4,,,,,,,,,,,,,,,,,,,,,,,,,
793,Beck's,6194019606972,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,saucisse et sa purée de pommes de terre - Auchan,3596710474400,['Auchan'],['France'],[],[],?,148,619 kj(148 kcal),"9,8","4,5",9,"0,9","6,9","1,1","0,44","['Nutriscore', 'Nutriscore C']",,,"['Plats préparés', 'Plats préparés à réchauffer au micro-ondes']",,+11%,+80%,-30%,+3%,,,,,,,,,,['Auchan'],,,9.8 g,en quantité modérée,4.5 g,en quantité modérée,0.9 g,en faible quantité,1.1 g,en quantité modérée,+12%,+118%,-49%,+42%,+42%,5,+255%,C,+255%,,,,,,,,
795,Le pavois de sète - La Cure Gourmande,3760145797896,['La Cure Gourmande'],['France'],[],['Sans huile de palme'],?,482,2017 kj(482 kcal),21,11,64,25,"7,8","0,27","0,108","['Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Jambon traditionnel - Saint Alby,2205882003097,['Saint Alby'],['France'],[],[],?,147,615 kj(147 kcal),7,"3,5",1,"0,5",20,"1,9","0,76",,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,+11%,+46%,+49%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,7 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+12%,+90%,-16%,+2%,+2%,12,+70%,D,+70%,,,,,,,,
797,Bran Flakes naturel - Albert Heijn,8710400549048,['Albert Heijn'],['France'],[],[],?,360,1506 kj(360 kcal),"2,5","0,7",64,10,12,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Sardine cora,3257986555919,['Cora'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Miel Belle-Île en Mer Coeur au soleil,3760138910080,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Paxo Sage Oninon Stuff,5010024103910,,['France'],[],[],?,119,498 kj(119 kcal),"1,3","0,5","22,3","2,3","3,6","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Thon au foie gras,3760012693160,,['France'],[],[],?,165,690 kj(165 kcal),"16,9","8,7","3,2","0,4","15,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Mes petites noisettes - Maison Guinguet,3760052696008,['Maison Guinguet'],['France'],[],[],?,587,2456 kj(587 kcal),"40,7","15,5","44,5","38,5","8,92","0,029","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Tranche Ananas,0255106021804,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,"Abricot, Bergeron France, - 400g",3760108790292,,['France'],[],[],?,?,,?,,?,,?,,,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Roll'hop - Fol Epi - 110g (5x 22g),3090291120386,"['Fol Epi', 'Savencia']",['France'],[],[],?,80,335 kj(80 kcal),"6,4","4,6","0,1","0,1","5,5","0,31","0,124","['Sans arômes artificiels', 'Sans lactose']",D,110 g (5 x 22 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages en tranches', 'en:Rolled cheeses']",,-76%,-76%,-90%,-76%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Frais', 'Roulés', 'Sous atmosphère protectrice']",,,,,6.4 g,en quantité modérée,4.6 g,en quantité modérée,0.1 g,en faible quantité,0.31 g,en quantité modérée,-76%,-75%,-85%,-82%,-82%,2,-87%,B,-87%,,,,,,,,
806,Crafted,5060401830335,,['France'],[],"['Végétalien', 'Végétarien']",?,30,126 kj(30 kcal),0,0,"7,5","7,3","0,1",0,0,"['Végétarien', 'Végétalien', 'Sans sucre ajouté', 'en:The Vegan Society']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Thé vert infusé - Casino Bio,3222477294448,['Casino Bio'],['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,7","4,7",0,"0,01","0,004","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,"['EMB 67434B', 'Sarre-Union (Bas-Rhin, France)']",['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,
808,apfel -mango mit dinkelgriess,4058172031274,,['France'],[],[],?,59,247 kj(59 kcal),"0,4","0,1","11,9",1,"1,5","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Chicken satay & peanut dip - On the go - 90g,00243599,['On the go'],['France'],"['Chicken Satay ', 'Chicken ', '89%', ': British Chicken Breast', 'British Chicken Thigh Wheat Flour', 'Rapeseed Oil', 'Sunflower Oil', 'Sugar', 'Salt', 'Paprika', 'Yeast Extract', 'Stabiliser: Diphosphates', 'Polyphosphates', 'Triphosphates', 'Soy Sauce ', 'Water', 'Soya Beans,Wheat', 'Salt', 'Cayenne Pepper', 'Chilli Pepper', 'Cumin Seeds', 'Coriander Seed', 'Mustard Seed', 'Ginger', 'Galangal', 'Celery Seed', 'Lemon Grass', 'Garlic', 'Onion', 'Yeast', 'Peanut Dip ', '33%', ' ', 'Water', 'Peanuts ', '27%', 'Sugar', 'Spirit Vinegar', 'Lemon Grass', 'Chllies', 'Ginger', 'Salt', 'Emulsifier: Mono - and Diglycerides of Fatty Acids', 'Thickening Agent: Guar Gum', ' Pepper', 'Garlic', 'Onion', 'Yeast Extract,Green Cabbage', 'Mushroom']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,190,795 kj(190 kcal),"11,1",2,"6,3","3,3","15,4","1,25","0,5","[""À l'huile de tournesol""]",C,90 g,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']",,+2%,+22%,-30%,-1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Barquette', 'Plastique', 'pp-tub']",['UK CX002 EC'],"[""Sainsbury's""]","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar']",4,11.1 g,en quantité modérée,2 g,en quantité modérée,3.3 g,en faible quantité,1.25 g,en quantité modérée,+2%,-10%,+206%,+16%,+16%,2,-44%,B,-44%,"['Gluten', 'Arachides', 'Soja']",,['Royaume-Uni'],,,,,
810,Californian Tuna Salad Calvo,8410090839107,['Calvo'],['France'],[],[],?,183,766 kj(183 kcal),15,"1,8","2,6","2,5","7,7","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Pignons de pin - 1kg,3270721000178,,['France'],[],[],?,702,2937 kj(702 kcal),"64,2","6,55","11,2","4,4","18,3","0,025","0,01",,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Domaine Champelle - Vin de province - 750Ml,3330620017940,['Vin de province'],['France'],[],[],?,?,,?,,?,,?,,,,C,750Ml,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins rosés', 'Bordeaux Rosé']",,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
813,Tartinette maïs,3760153932319,,['France'],[],[],?,130,544 kj(130 kcal),5,"0,6",18,"3,3","2,7",2,"0,8","['Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,,,,,"['EMB 34285A', 'Saint-Pons-de-Mauchiens (Hérault, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Crevettes bio,3567891131710,,['France'],[],[],?,97,406 kj(97 kcal),"1,3","0,5","0,5","0,5","21,4","0,73","0,292",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Oui - Yoplait - 5oz,17761620,['Yoplait'],"['France', 'États-Unis']","['GRADE A KD KEEP REFRIGERATED Yoplait and Oui are trademarks of YOPLAIT MARQUES ', 'France', ' used under license', ' Yoplait Nutrition Facts Sean', ' Sie: 1 container 141g,Amourt Per Serving| Calories 10,Fat Cal', '7,Total Fat 79 114% DV', 'Sat', ' Fat 4', '5g 23% DV,Trars at Cholest', '25ng 9% DV', 'Sodium 80mq 3% DV', 'Total Carb', ' 19g 6% DV,Fer 0h Dv', 'Sugars 15g', 'Protein 50', 'Vitamin A 4% DV', 'Vitamin C ', '0% DV,Calcum b BO', 'fon 0% DV', 'Percent Daly Values ', 'DV are based on a 2,00 calorie diet ingredients: Pasteurized Grade A Milk', 'Cane Sugar', 'blueberries', 'Pectin', 'Natural Flavor', 'Yogurt Cultures ', 'L', 'bulgaricus', 'S', ' thermophilus', 'Black Carrot Juice ', 'for colo', ' DISTRIBUTED BY YOPLAIT USA', 'INC', 'BOX 200 YC', 'MPLS', 'MN 55440 USA Yoplait USA,Inc', ' 3803930103 Comments? 1-800-967-5248 ', 'M-F 7:30-5:30 CT', ' or Ouiby Yoplait', 'com GLUTEN FREE 702']",[],?,113,474 kj(113 kcal),"4,96","3,19",?,"10,6","3,55",0,0,"['en:gluten-free', 'Sans OGM', 'en:Non GMO project']",B,5 oz,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille']",,+13%,+52%,,-3%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['glass jar'],,['Acme'],['E440 - Pectines'],4,4.96 g,en quantité modérée,3.19 g,en quantité modérée,10.6 g,en quantité modérée,0 g,en faible quantité,+13%,+51%,-14%,-100%,-100%,4,+46%,C,+46%,,,,,,,,
816,Yaourt mandarine citron vert - Bordier,3760191050457,['Bordier'],['France'],[],[],?,102,427 kj(102 kcal),3,"1,9","14,5","13,4","4,1","0,1","0,04",,,,,,,,,,,,,,,,,,"['FR 56.198.501 CE', 'Rohan (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Coleslaw - 250g,7290106572331,,['France'],[],[],?,197,824 kj(197 kcal),"18,5",3,7,"5,5",1,"1,5","0,6",,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Aceite arbequino al humo de roble -,8437005095441,,"['France', 'Espagne']",[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", ""Produits de l'olivier""]",,+33%,+37%,-100%,-100%,,,,,,,,,,,,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+35%,+40%,-100%,-100%,-100%,20,+152%,E,+152%,,,,,,,,
819,Disfruta Mango - Mocitos,8410810010182,['Mocitos'],['France'],[],[],?,16,67 kj(16 kcal),"0,1",0,"3,1",3,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,BROUILLY,3343380029788,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Rôti cuit supérieur - Tallec,3268680016316,['Tallec'],['France'],[],[],?,191,799 kj(191 kcal),"6,9","2,8",1,"0,8",31,1,"0,4",,,,,,,,,,,,,,,,,,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,3291890002640,3291890002640,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Crevettes décortiquées - Migros - 100g,7613404165850,['Migros'],"['France', 'Suisse']",[],[],?,88,368 kj(88 kcal),1,0,0,0,18,2,"0,8",,D,100 g,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes décortiquées']",,-10%,-49%,-100%,-3%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Barquette'],,['Migros'],,,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,-10%,-100%,-100%,+16%,+16%,4,+22%,C,+22%,,,,,,,,
824,Crackers au romarin - 175g,3760159103805,,['France'],[],[],?,421,1761 kj(421 kcal),11,2,68,3,11,"2,3","0,92","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-007', 'Fabriqué en Italie']",,175 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Million Dollar Bar Chocolat Noir -,0053847323764,,['France'],[],[],?,290,1213 kj(290 kcal),20,12,34,4,0,0,0,['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one million dollars Dark,,,
826,Olive noire de la vallée des Baux de Provence A.O.P.,3269690100118,,['France'],[],[],?,359,1502 kj(359 kcal),38,"4,5","2,8","0,5","1,7","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Poivronade - Aix&terra - 100g,3760158965800,['Aix&terra'],['France'],"['poivrons rouges*', '62%', 'oignons*', ""huile d'olive*"", 'ail*', 'jus de citron*', 'amandes*', 'sel', 'moutarde* ', 'graines de moutarde*', 'vinaigre d’alcool*', 'eau,sel', 'poivre*', 'herbes de Provence*\r[*issus de l’agriculture biologique]']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,144,602 kj(144 kcal),"11,6","1,4","6,9",4,"3,3","2,18","0,872",,,100g,"['Produits à tartiner', 'Produits à tartiner salés', 'Poivronade', 'Poivronnade']",,-51%,-56%,+97%,-62%,,,,,,,,,,,,3,11.6 g,en quantité modérée,1.4 g,en faible quantité,4 g,en faible quantité,2.18 g,en quantité élevée,-51%,-82%,+215%,+65%,+65%,11,-12%,D,-12%,"['Moutarde', 'Fruits à coque']",,,,,,,
828,Terrine de campagne traditionnelle rotie - Carrefour Bio,2227848015814,['Carrefour Bio'],['France'],[],[],?,331,1385 kj(331 kcal),29,11,2,"0,9",15,"1,5","0,6","['Bio', 'Bio européen', 'FR-BIO-13', 'Fabriqué en France']",,,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",,+13%,+18%,+14%,0%,,,,,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",['Carrefour'],,,29 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,+14%,+19%,+15%,-23%,-23%,20,+6%,E,+6%,,,,,,,,
829,4 fromaggi - Auchan,3596710471997,['Auchan'],['France'],[],[],?,254,1063 kj(254 kcal),"10,2",5,29,"1,5",11,"1,6","0,64","['Nutriscore', 'Nutriscore D']",C,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,+1%,-2%,+8%,-5%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,['Auchan'],,,10.2 g,en quantité modérée,5 g,en quantité modérée,1.5 g,en faible quantité,1.6 g,en quantité élevée,+1%,-11%,-46%,+26%,+26%,13,+11%,D,+11%,,,,,,,,
830,Chocolinas macadamia - Torrons Vicens - 200g,8410495008023,['Torrons Vicens'],['France'],[],[],?,484,2025 kj(484 kcal),22,11,49,48,"5,6","0,09","0,036",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Turron chocolat - Lacasa,8410740901864,['Lacasa'],['France'],"['Azúcar', 'avellana ', '30%', 'avellana molida ', '11%', 'manteca de cacao', 'cacao desgrasado en polvo', 'aceite vegetal de girasol alto oleico', 'almendra molida', 'leche entera en polvo', 'suero lácteo en polvo ', 'leche', 'lactosa ', 'leche', 'leche desnatada en polvo', 'emulgentes ', 'lecitina de soja y E-471', ' y aromas', ' Puede contener cacahuete', 'otros frutos de cáscara y huevo']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,592,2477 kj(592 kcal),42,"8,6",42,39,"8,9","0,1","0,04","['en:gluten-free', 'en:palm-oil-free']",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat']",,+8%,+17%,-6%,+2%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,42 g,en quantité élevée,8.6 g,en quantité élevée,39 g,en quantité élevée,0.1 g,en faible quantité,+8%,-39%,+0%,-20%,-20%,22,-6%,E,-6%,"['Lait', 'Fruits à coque', 'Soja']",,,,,,,
832,Douradinhos - Iglo,5000116125159,['Iglo'],['France'],[],[],?,245,1025 kj(245 kcal),"9,2",1,35,"2,7","5,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Riz de Camargue - Pays Gourmand,26079684,['Pays Gourmand'],['France'],[],[],?,343,1435 kj(343 kcal),1,"0,3",75,"0,2","6,9",0,0,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",,-2%,-46%,-0%,-8%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,-2%,-28%,-57%,-100%,-100%,0,,B,,,,,,,,,
834,Eru Holland kids,87187069,,['France'],"['eau', 'fromage', 'poudre de lait écrémé', 'protéines de lait', 'sels émulsifiants ', 'E452', 'E451', 'E339', ""correcteur d'acidité "", 'phosphate de calcium', '- ERU Kids contient 40% moins de gras que fromage fondu à tartiner 48% M,G,e,m,s', 'et 34,5% moins de sodium que fromage fondu à tartiner similaire', 'Le produit est riche en protéines et en calcium', 'A conserver entre 4°C et 8°C,']",[],?,168,703 kj(168 kcal),11,"7,5","2,3","2,3",15,"1,9","0,76","['en:gluten-free', 'Entrepreneurs + Engagés']",,,,,,,,,,,,,,,,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,
835,Cactus Jam,0723120863996,,['France'],[],[],?,235,983 kj(235 kcal),"0,5","0,1","58,3","57,1","0,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Brownie Pépites de chocolat,3174591000620,,['France'],[],[],?,481,2013 kj(481 kcal),29,"5,9",48,33,"5,6","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Cuggiulelle de zilia,3590223002389,,['France'],[],[],?,526,2201 kj(526 kcal),23,"7,7",70,35,7,"1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Amandes Décortiquées,2600112057404,,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1","0,01","0,004",,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,+3%,-3%,+64%,-6%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,,,,,,,,
839,96125663,96125663,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Thé glacé bio,20249939,,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,1","4,9","4,9","0,5","0,01","0,004","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,"['Boissons', 'Thés glacés']",,-14%,+257%,-7%,+240%,,,,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,4.9 g,en quantité modérée,0.01 g,en faible quantité,-14%,+279%,-3%,-64%,-64%,7,-4%,D,-4%,,,,,,,,
841,Huile d olive biologique vierge extra crestan's taste - Organic farmers of messara coop - 750ml,5204158000621,['Organic farmers of messara coop'],['France'],[],[],?,824,3448 kj(824 kcal),"91,6","13,3",0,0,0,0,0,"['Bio', 'Bio européen', 'GR-BIO-03', 'AB Agriculture Biologique']",C,750 ml,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de Grèce""]",,-1%,-2%,-100%,-100%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,91.6 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-1%,-1%,-100%,,,6,+1%,C,+1%,,,,,,,,
842,Manuka honey mgo 100+,9421023628896,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
