,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,markets,ingredients_origins,traceability_code,packaging,additives,allergens,nova_score,generic_name,manufacturing,brand_owner,link,palm_ingredients,producer_info
1269,1/2 jambon sec,2867123156643,['France'],[],[],?,195,816 kj(195 kcal),"9,07","3,29","1,77","0,3","26,6","6,1","2,44",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,9.07 g,en quantité modérée,3.29 g,en quantité modérée,0.3 g,en faible quantité,6.1 g,en quantité élevée,,-17%,-17%,-29%,-32%,+201%,-20%,-8%,+22%,+22%,15,-10%,D,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,"['EMB 17396', ""Saint-Sauveur-d'Aunis (Charente-Maritime, France)""]",,,,,,,,,,
1270,Saucisse pistachée,3760050060672,['France'],[],[],?,207,866 kj(207 kcal),17,6,"1,4","0,6",12,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Thé noir à la violette,3700809360066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Dessert Bio de cerise,3760034602898,['France'],[],[],?,70,293 kj(70 kcal),"0,2","0,1","14,9","14,9","1,1","0,01","0,004",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Araku coffee Grande réserve Origine Inde,3760263091067,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés']","['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Fairtrade International']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Araku Coffee'],,,,,,,,,,,,,
1274,Crème de Cassis,3104691521404,['France'],[],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Crèmes de cassis']",,,,,,,,,,,,,,,,,,,,,,,,63.1%,4.5%,22.9%,6.4%,2.0%,1.1%,36,,,,,,,,,,,,,,,
1275,Thé noir à la rose,3700809330397,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Crottin de chèvre - Quitoque - 60g,3760268722119,['France'],[],[],?,309,1293 kj(309 kcal),23,"16,6",6,"0,8","13,99","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 g,['Quitoque'],,,"['FR 42.071.001 CE', 'Coteau (Loire, France)']",['Paquet'],,,,,,,,,
1277,La Belle Escalope - Le Gaulois,0217638028010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Gaulois'],,,,,,,,,,,,,
1278,miel d'acacia bio,3760140330036,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1279,Fèves et pois chiches en saumure,0032894010285,['France'],[],[],?,70,293 kj(70 kcal),1,0,12,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Caramel mou,3760253580182,['France'],[],[],?,430,1799 kj(430 kcal),"9,1","6,5","84,6","66,6","2,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 17347', ""Saint-Jean-d'Angély (Charente-Maritime, France)""]",,,,,,,,,,
1281,Saucisses fumées,2300000002225,['France'],[],[],?,229,958 kj(229 kcal),18,"6,7","0,1","0,1",17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.267.001 CE', 'Saint-Aubin-des-Coudrais (Sarthe, France)']",,,,,,,,,,
1282,Mandarine ortanique,8412276875879,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Escalopes de dinde - 240.0g,3266980005610,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,240.0 g,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,
1284,Infusion parfumée,3770008012226,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Mesclun,3000043040442,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['plastique biodégradable'],,,,,,,,,
1286,Sesam Teriyaki Sauce - Stonewall Kitchen,0711381327371,['France'],[],[],?,192,803 kj(192 kcal),5,5,30,23,7,5,2,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",['en:gluten-free'],5 g,en quantité modérée,5 g,en quantité modérée,23 g,en quantité élevée,5 g,en quantité élevée,,+13%,+14%,+1096%,+8206%,+6%,-5%,+106%,-19%,-19%,21,+24%,E,+24%,,,,,,,,,['Stonewall Kitchen'],,,,,,,,,,,,,
1287,Beurre,3301004402195,['France'],[],[],?,451,1887 kj(451 kcal),50,13,"0,5","0,5","0,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,The noir parfume - Fauchon,3457041146575,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fauchon'],,,,,,,,,,,,,
1289,Muesli croustillant fruits rouges BIO,3591557501692,['France'],[],['Sans huile de palme'],?,437,1828 kj(437 kcal),14,3,66,23,"7,8","0,04","0,016",,,"['Bio', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Beignet abricot -,0201751025582,['France'],[],['Sans huile de palme'],?,315,1318 kj(315 kcal),"9,7","1,4",50,20,"6,7","0,73","0,292",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['en:palm-oil-free'],9.7 g,en quantité modérée,1.4 g,en faible quantité,20 g,en quantité élevée,0.73 g,en quantité modérée,,-11%,-12%,-39%,-60%,+11%,+23%,+6%,-1%,-1%,11,-8%,D,-8%,,,,,,,,,,,,,,,,,Beignets fourrés à la purée d'abricot,,,,,
1291,3265262503974,3265262503974,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Pâté de lapin,2416909017328,['France'],[],[],?,338,1414 kj(338 kcal),"18,11","7,05","3,68","1,32","22,55","2,23","0,892",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de lapin']",,18.1 g,en quantité modérée,7.05 g,en quantité élevée,1.32 g,en faible quantité,2.23 g,en quantité élevée,,+20%,+21%,-19%,-17%,+70%,+63%,+45%,+44%,+44%,20,+18%,E,+18%,76.8%,15.8%,3.6%,2.5%,1.1%,0.3%,38,,,,,,,,,,,,,,,
1293,Miel de lavande maritime - Les Confituriers de Haute-Provence - 250g,3324492500488,['France'],['Miel de lavande'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1417,334,1417 kj(334 kcal),"0,1",0,"82,9","66,7","0,2","0,1","0,04",A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,0.1 g,en faible quantité,0 g,en faible quantité,66.7 g,en quantité élevée,0.1 g,en faible quantité,,+36%,+38%,-34%,-100%,+15%,+4%,-42%,+233%,+233%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,250 g,['Les Confituriers de Haute-Provence'],,['Portugal'],,"['Pot', 'Verre']",,,2,Miel de lavande maritime,,,,,
1294,"BSN Pot True Mass 1200 Vanille - 4,73KG",5060245603522,['France'],[],[],?,390,1632 kj(390 kcal),5,"1,3",67,"6,4",17,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Confiture extra de fraises - Histoires d'Ici,3508760365133,['France'],"['Fraise* 60,2 %', 'sucre de canne roux* 39,8%', "" *ingrédients issus de l'agriculture biologique"", ' Préparée avec 60,2 g de fruits pour 100 g de produit fin Teneur totale en sucre : 55 g pour 100 g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"[""Histoires d'Ici""]",,,,,,,3,,,,,,
1296,Confiture Rhubarbe - Favols,3469676265071,['France'],"['Rhubarbe', 'sucres extraits de fruits', 'gélifiant: pectine de fruits', ' Preparée avec 65g de fruits pour 100g', ' Teneur totale en sucres :45g pou 100g']",[],?,175,732 kj(175 kcal),"0,2","0,1","42,5","42,5","0,7","0,009","0,004",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",,0.2 g,en faible quantité,0.1 g,en faible quantité,42.5 g,en quantité élevée,0.0092 g,en faible quantité,,-20%,-21%,-4%,+166%,-22%,-20%,+50%,-54%,-54%,9,+7%,C,+7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Favols'],,,,,['E440 - Pectines'],,4,,,,,,
1297,2000000093729,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'ES-ECO-024-MU']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Quinoa soufflé - Chevaliers d'Argouges,3421371522408,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Quinoa soufflé']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"[""Chevaliers d'Argouges""]",,,,,,,,,,,,,
1299,Brioche pure beurre,3608732222522,['France'],[],[],?,366,1531 kj(366 kcal),"13,2","8,2","51,8","13,6","9,5","1,3","0,52",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85233A', 'Saint-Jean-de-Beugné (Vendée, France)']",,,,,,,,,,
1300,Starbrook : Chocolate Chip Hazelnut 4.4 Oz,0654542221890,['France'],[],[],?,536,2243 kj(536 kcal),32,21,54,46,7,0,0,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,iceberg  bio,8435177040689,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'ES-ECO-024-MU']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Anis étoilé Lechampion - 75g,3274371011003,['France'],['Anis étoilé 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,"['Lechampion', 'CPVD Foulon']",['Auchan'],,,['Sachet plastique'],,,1,Anis étoilé entier,['33610 Canejean France'],,http://www.cpvd-foulon.fr/hikashop-menu-for-categories-listing/product/130-anis-etoile,,
1303,Hydro Life,5024333236580,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,lictchi 100%,3228170883415,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Supion cuit,8425876107684,['France'],[],[],?,86,360 kj(86 kcal),"1,3",0,"2,4",0,"16,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Beurre de cacahuete,9002859466434,['France'],[],[],?,643,2690 kj(643 kcal),55,"9,7",12,"6,5",22,"0,53","0,212",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",,55 g,en quantité élevée,9.7 g,en quantité élevée,6.5 g,en quantité modérée,0.53 g,en quantité modérée,,+7%,+8%,+14%,+17%,-17%,+2%,-11%,-1%,-1%,20,+82%,E,+82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,,,
1307,Beignets à la Framboise -,0261032026172,['France'],[],[],?,318,1331 kj(318 kcal),"9,7","1,5",50,20,"6,7","0,73","0,292",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",,9.7 g,en quantité modérée,1.5 g,en quantité modérée,20 g,en quantité élevée,0.73 g,en quantité modérée,,+7%,+7%,-5%,-21%,+15%,+42%,+11%,+3%,+3%,11,+36%,D,+36%,,,,,,,,,,,,,,,,,Beignets fourrés à la purée de framboise,,,,,
1308,Miel y Avellanas - Granja san francisco,8434164490834,['France'],[],[],?,379,1586 kj(379 kcal),13,"0,8",62,59,"2,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Granja san francisco'],,,,,,,,,,,,,
1309,Hareng fumé,2970830001820,['France'],[],[],?,209,874 kj(209 kcal),"14,5","3,3","0,6","0,6","19,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.234.002 CE', 'Saint-Pierre-Quiberon (Morbihan, France)']",,,,,,,,,,
1310,Bimbi poussin,3501940664002,['France'],[],[],?,576,2410 kj(576 kcal),39,24,49,47,"6,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Morceaux choisis de poulet,0211993086784,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Vin rouge,3288540001788,"['France', 'La Réunion']",[],[],?,?,,?,,?,,?,0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,
1313,Confiture de mirabelle - La Fruitière de Colpo - 230g,3438750000174,['France'],"['Mirabelle ', '60 %', 'sucre cristal', 'Acidifiant: acide citrique', 'Geifiant: pectine de pomme', ' Teneur totale en sucre: 60g pour 100g']",[],?,250,1046 kj(250 kcal),"0,03",0,61,58,0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,0.03 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,,+12%,+12%,-86%,-100%,+13%,+12%,-100%,-100%,-100%,12,+24%,D,+24%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,230 g,['La Fruitière de Colpo'],,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,,,,,,
1314,Thé noir earl grey blue flower,8436561730360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Boum boum pastèque,6194017504966,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Sliwki w czekoladzie,5906153407121,['France'],[],[],?,392,1640 kj(392 kcal),14,"8,5",61,58,"2,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Filets de poulet - Carrefour,0219967042705,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Carrefour'],['Carrefour'],,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,,
1318,Perussier Pur Jus De Pomme,2760108642448,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1",12,"0,5","0,5","0,02","0,008",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,,+4%,+5%,+178%,+197%,+9%,-95%,+128%,+60%,+60%,-2,-148%,B,-148%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,,
1319,Chipolata - Metzger Muller,3272120050594,['France'],[],[],?,189,791 kj(189 kcal),"12,8","5,1","0,4","0,4","18,7","2,4","0,96",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,12.8 g,en quantité modérée,5.1 g,en quantité élevée,0.4 g,en faible quantité,2.4 g,en quantité élevée,,-21%,-21%,-32%,-29%,-66%,-37%,+21%,+33%,+33%,17,+2%,D,+2%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,['Metzger Muller'],,,,,,,,,,,,,
1320,baguette haguenauvienne,0201014005184,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Pain céréales,0210584007870,['France'],[],[],?,433,1812 kj(433 kcal),26,15,42,"3,8","8,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Reblochon de Savoie - Nos régions ont du talent,2860121040211,['France'],[],[],?,328,1372 kj(328 kcal),27,19,"0,5","0,5",20,"1,3","0,52",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,27 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+2%,+1%,+1%,+36%,+121%,0%,-3%,-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Nos régions ont du talent'],,,,,,,,,,,,,
1323,Nougat au miel bio,3490452810314,['France'],[],[],?,458,1916 kj(458 kcal),"14,7","1,2","71,8","63,9","7,9","0,02","0,008",D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",14.7 g,en quantité modérée,1.2 g,en faible quantité,63.9 g,en quantité élevée,0.02 g,en faible quantité,,+2%,+2%,-11%,-39%,+10%,+17%,+10%,-73%,-73%,16,0%,D,0%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,
1324,Melange sportif,2609943056679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Coeurs de celeris,5410153024856,['France'],[],[],?,17,71 kj(17 kcal),"0,2",0,2,1,1,"0,48","0,192",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Légumes tiges', 'Céleri', 'Coeurs de céleri']",,0.2 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.48 g,en quantité modérée,,+21%,+20%,-4%,-100%,+41%,+24%,+29%,-10%,-10%,-3,,A,,,,,,,,,,,,,,,,,,,,,,,
1326,Rêve Parisien - L'épicurien,3441260004105,['France'],[],[],?,215,900 kj(215 kcal),"0,5","0,1",52,52,"0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""L'épicurien""]",,,,,,,,,,,,,
1327,17104526,17104526,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Jambon a l'ancienne - Tallec,2264752034579,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,"['Viandes', 'Charcuteries', 'Jambons']",,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,,['Tallec'],,,"['EMB 29004', 'Bannalec (Finistère, France)']",,,,,,,,,,
1329,Terrine aux myrtilles,3760037499051,['France'],[],[],?,252,1054 kj(252 kcal),19,7,4,"3,3",17,"2,4","0,96",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Jambon a l'ancienne - Tallec,2264757041060,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+6%,+6%,+28%,+20%,+1%,+3%,-1%,-3%,-3%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Tallec'],,,,,,,,,,,,,
1331,Luc d'espan,3198129281558,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Jambon cuit a la truffe - Rovagnati,8007141510780,['France'],[],[],?,147,615 kj(147 kcal),7,"2,5",1,1,20,"1,6","0,64",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rovagnati'],,,,,,,,,,,,,
1333,Petit pois - Cassegrain,3083680945585,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Petits pois']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cassegrain'],,,,,,,,,,,,,
1334,Pain au levain,0202663012462,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Muffins Bio,0202720016402,['France'],[],[],?,337,1410 kj(337 kcal),17,"1,6",40,23,5,"0,55","0,22",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,4002077165633,4002077165633,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,Bambin sec supérieur en quart,2447404109225,['France'],[],[],?,169,707 kj(169 kcal),"4,9","1,4","0,4","0,4","31,2","5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Polnor Netto 12profiteroles Saveur Vanille,3250390701682,['France'],[],[],?,259,1084 kj(259 kcal),"10,5","5,7","35,9","29,8",1,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Netto'],,,,,,,,,,,,,
1339,Pistache pâte préparation en pâte aromatisé coloré,3700015800011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Raisin blanc thompson,8717906000134,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,C) Lutosa Spicy Wedges ( Tex-mex ),5410376613240,['France'],[],[],?,154,644 kj(154 kcal),"4,5","2,3",25,"0,5","2,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,Lentilles preparees,3250399443064,['France'],[],[],?,82,343 kj(82 kcal),"0,5","0,1","12,1","0,58","6,1","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Vin,3770011273003,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Tripoux cevenols,0307220808295,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Pois chiches grillés - Chocolat noir,0779998409101,['France'],[],[],?,523,2188 kj(523 kcal),"35,3","19,4",34,"19,3",11,0,0,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
