,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,markets,allergens,nova_score,brand_owner,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,additives,link,ingredients_origins,palm_ingredients,origin_detail,producer_info
1269,Pomodori semisecchi - LaSelva - 180g,8018759000105,"['Bio', 'Bio européen', 'IT-BIO-006', 'en:Naturland']","['France', 'Allemagne']",[],[],?,102,427 kj(102 kcal),"3,9","0,5",12,"8,2","2,7","2,8","1,12",180 g,['LaSelva'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']",3.9 g,en quantité modérée,0.5 g,en faible quantité,8.2 g,en quantité modérée,2.8 g,en quantité élevée,,-51%,-51%,-66%,-65%,-23%,-25%,-29%,-7%,-7%,6,+10%,C,+10%,,D,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,"['Glas', 'produkt']",,,,,,,
1270,Schnittlauch - Ja! - 12.5g,4388840221202,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,12.5g,['Ja!'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Aliments lyophilisées', ""Aliments d'origine végétale lyophilisées"", 'Ciboulette', 'Plantes aromatiques sèches', 'Plantes aromatiques lyophilisées', 'Ciboulette lyophilisée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Miracoli - 265g,4002359011306,['Point Vert'],"['France', 'Allemagne']","['Mirácoli Käse Kräuter Med Ost og Krydderurter Spaghetti Spaghetti mit Käse Kràuter Sauce Trockenmischung', ' Diese Packung kann enthalten: Ei', 'Soja', 'Sent', ' Spagheti', ' : Hartweizengriess', ' Käse-Kräuter-Saucen-Trockenmischung', ' : Molkepulver ', 'aus Milch', 'Käse ', 'aus Milch', ' ', '216', 'Palmfett', 'Weizenmehl', 'Buttermilchpulver', 'Gewürze', 'Maltodextrin', 'Kräuter ', '2', '7%', ' ', 'enthält Petersilie ', '1', '0%', 'Sellerie', 'Salz', 'Knoblauchpulver ', '2', '29%', 'Zwiebelpulver', 'Milchprotein', ' Spaghetti med ost og krydderurtesauce mix', ' Denne pakke kan indeholde: æg', 'soja', 'sennep', ' Spaghetti', ' Ingredienser: durumhvedesemulje']","['Huile de palme', 'Non végétalien']",?,154,644 kj(154 kcal),"3,2","1,6",26,"4,2","5,1","0,41","0,164",265g,['Mirácoli'],,,4,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Spaghetti']",3.2 g,en quantité modérée,1.6 g,en quantité modérée,4.2 g,en faible quantité,0.41 g,en quantité modérée,,-56%,-56%,+83%,+331%,-62%,+42%,-57%,+1601%,+1601%,0,,B,,,,,,,,,,,,['Karton'],,,,,,,
1272,Prima pepperoni pizza - Grandiosa - 305g,7039010560078,,"['France', 'Norvège']","['Hvetemel', 'moste tomater', 'norsk edamerost 8%', 'norsk skjærefast Mozzarella ost', 'mini - pepperoni 8% ', 'svinekjøtt', 'storfekjøtt', 'storfefett', 'vann', 'salt', 'krydder', 'stivelse', 'salt', 'konserveringsmiddel ', 'E250', 'potetproțein', 'hvetefiber', 'sukker', 'stabilisator ', 'E450', 'E451', 'røykaroma', 'antioksidant ', 'E301', 'E392', 'pepperoni 8% ', 'svinekjøtt', 'storfekjøtt', 'svinespekk', 'krydder', 'salt', 'konserveringsmiddel ', 'E250', 'vann', 'rapsolje', 'fullherdet rapsolje', 'salt', 'gjær', 'krydder', 'emulgator ', 'E471', 'melbehandlingsmiddel ', 'askorbinsyre', 'enzymer']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1016,243,1016 kj(243 kcal),12,"5,1",21,"1,7",12,"1,4","0,56",305g,"['Grandiosa', 'Tine', 'Orkla']",,"['Gluten', 'Lait', 'nb:Edamerost', 'nb:Hvetefiber', 'nb:edamerost', 'nb:hvetefiber']",4,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au pepperoni']",12 g,en quantité modérée,5.1 g,en quantité élevée,1.7 g,en faible quantité,1.4 g,en quantité modérée,,-0%,-0%,+17%,+16%,-23%,-39%,+9%,+12%,+12%,14,+59%,D,+59%,,,,,,,,,,,['Plastic'],,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,,,,
1273,Berlingot,3045439108184,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Creamy cheese vegetable penne pasta,5000116109357,,"['France', 'Royaume-Uni']",[],[],?,122,510 kj(122 kcal),"3,7",1,16,2,5,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,
1275,Nouilles sautées au poulet - 265g,3701292606655,,['France'],[],[],?,128,536 kj(128 kcal),"1,9","0,3",20,"3,3","7,5","1,8","0,72",265 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Oignon en semoule - Moulin des moines,3347430018104,,['France'],[],[],?,?,,?,,?,,?,,,,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,"Duc De Coer Lachs In Blätterteig, Mit Gem...",20118303,,['France'],[],[],?,274,1146 kj(274 kcal),"15,1","9,9",27,"2,1","6,8","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Alphabites - Birds Eye,5000116111473,,"['France', 'Royaume-Uni']","['Potato ', '88%', 'Rapeseed Oil', 'Potato Granules', 'Potato Starch', 'Salt', 'Stabiliser ', 'Hydroxypropyl Methylcellutose', '#', 'White Pepper', ' \r# Derived from natural plant material']",[],?,162,678 kj(162 kcal),"6,5","0,5",23,1,"2,2","0,67","0,268",,['Birds Eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,
1279,Scary Spice,5032457712798,,"['France', 'Royaume-Uni']",[],[],?,389,1628 kj(389 kcal),"0,6","0,3","18,2","12,8","1,3","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,
1280,Teriyaki marinade,0060383029005,"['Sans arômes artificiels', 'Sans colorants']",['France'],[],[],?,133.33,558 kj(133 kcal),"3,33",0,"26,67",20,2,"3,895","1,558",,,,,,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",3.33 g,en quantité modérée,0 g,en faible quantité,20 g,en quantité élevée,3.89 g,en quantité élevée,,-22%,-21%,+697%,-100%,-6%,-17%,-41%,-37%,-37%,15,-11%,D,-11%,,,,,,,,,,,,,,,,,,
1281,Extra chocolat au lait - Kellogg's,5053827203746,,['France'],[],[],?,484,2025 kj(484 kcal),22,10,62,25,7,"0,68","0,272",,"[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Croustillant depoulet,5010069796887,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Chèvre râpé - Chêne d'Argent,4056489181880,,['France'],[],[],?,379,1586 kj(379 kcal),31,21,3,0,22,"1,8","0,72",,"[""Chêne d'Argent"", 'Lidl']",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+33%,+34%,+36%,+31%,+80%,-100%,+27%,+33%,+33%,16,+20%,D,+20%,,E,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,
1284,Tomaten geschält - 240g,4337185460760,,"['France', 'Allemagne', 'Hongrie']",[],[],?,?,,?,,?,,?,,,240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['stück', 'stück', 'stück', 'stück']",,,,,,,
1285,Lean beef steak mince - 750g,4056489112105,,"['France', 'Royaume-Uni']",[],[],?,130,544 kj(130 kcal),"4,2","2,1",0,0,"21,9","0,23","0,092",750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Packet', 'pp-tub']",,,,,,,
1286,Семетчки,4607146900186,,['France'],[],[],?,660,2761 kj(660 kcal),"58,4","8,1","3,4","2,7","25,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Bauernfrühstück,4313249632861,,"['France', 'Allemagne']",[],[],?,168,703 kj(168 kcal),10,"3,8","1,5","0,8",18,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE MV-11001 EG'],,,,,,,,,,,,,,,,,
1288,Premium Cornichons,4337185469787,,"['France', 'Allemagne']",[],[],?,61,255 kj(61 kcal),"0,05","0,01",11,11,"1,5","1,8","0,72",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0.05 g,en faible quantité,0.01 g,en faible quantité,11 g,en quantité modérée,1.8 g,en quantité élevée,,+126%,+138%,-83%,-85%,+220%,+321%,+49%,+5%,+5%,4,+84%,C,+84%,,,,,,,,,,,['Glas'],,,,,,,
1289,C bon energie,6111101000685,,['France'],[],[],?,42.27,177 kj(42 kcal),0,0,"5,9","0,6","0,77",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Döbelner soljanka - 670g,4012842111970,,"['France', 'Allemagne']",[],[],?,64,268 kj(64 kcal),4,"1,8",4,4,3,"1,2","0,48",670g,['Döbelner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,
1291,Minute maid orange - 30ml,5449000243560,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"8,7","8,7","0,7",0,0,30 ml,['Minute Maid'],,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,,-9%,-8%,-100%,-100%,-18%,-10%,+79%,-100%,-100%,2,-47%,C,-47%,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1292,Apple juice,0025000056765,,['France'],"['100% apple suih nutrition amount sering facts serv', ' size 1 bottle calories 4', '0y anounte total fat 0g sodium 25mg total carb', ' 34g a suga proin potas', ' 300mg 6% vl con maspian 2140 not a significant source of sa', ' t', ' per serving contains pure filtered water', 'concent apple juice', 'vitamin c ', 'ascorbic acid', ' produced for the coca-cola company atlanta', 'ga 30313 u', 's', 'a', ' contains apple juice concentrate 6 pa from the u', 's', 'a', 'argentina', 'chile', ' china', 'turkey', 'hungary', 'austria', 'a poland and italy', ' consumer information call 1-800-452-2653 se habla español', ' w', ' ecto 8 - maid', 'com 言']","['Non végétalien', 'Non végétarien']",?,47.457627118644,199 kj(47 kcal),0,0,"11,525","10,847",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Bauli Panna And Cioccolato (750g Packung),8001720432067,,['France'],[],[],?,378,1582 kj(378 kcal),15,"8,8",51,24,"7,4","0,5","0,2",,['Bauli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Asda Bacon back unsmoked,5057172008759,"['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels']","['France', 'Royaume-Uni']","['Pork ', '87%', 'Water', 'Salt', 'Antioxidant ', 'Sodium Ascorbate', 'Preservatives ', 'Sodium Nitrite', 'Potassium Nitrate', ' Packaged in a protective atmosphere', ' NO ARTIFICIAL COLOURS OR FLAVOURS']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,['Asda'],,,3,,"['Viandes', 'Porc', 'Bacon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pack', 'item(s)']",,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
1295,Bratröllchen - Armada - 500g,4061458005913,,"['France', 'Allemagne']",[],[],?,201,841 kj(201 kcal),12,"3,1",7,"4,5",14,"1,6","0,64",500g,['Armada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-50611'],,,,,,,,,,['Glas'],,,,,,,
1296,Rinder Fond - Menzi - 400g,4016900421087,,"['France', 'Allemagne']",[],[],42,10,42 kj(10 kcal),0,0,1,1,"1,5","0,7","0,28",400 g,['Menzi'],,,,,"['Epicerie', 'Bouillons']",0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.7 g,en quantité modérée,-93%,-93%,-93%,-100%,-100%,-94%,-79%,-68%,-97%,-97%,3,-60%,C,-60%,,,,,,,,,,,['Glas'],,,,,,,
1297,Rinder Hackfleisch - Aldi - 500g,4061458024860,,"['France', 'Allemagne']",[],[],?,243,1017 kj(243 kcal),19,"8,5","0,5","0,5",18,"0,13","0,052",500g,['Aldi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Pommes braeburn,3760014911019,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Vinaigre de Vin rouge Bio 6% d'acidité,3770013139338,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,
1300,Powdered peanut butter keto snack gluten free,0627843538424,,['France'],['Arachides partiellement dégraissées'],[],?,375,1569 kj(375 kcal),"12,5","1,667","33,333","8,333",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['pp-lid', 'pet-tub']",,,,,,,
1301,Ananas a fette,0024000015963,,"['France', 'Royaume-Uni']",[],[],?,71,297 kj(71 kcal),0,0,17,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tin'],,,,,,,
1302,Oatmeal + whey protein frappucino - Prozis,5600499527269,,['France'],[],[],?,375,1569 kj(375 kcal),"6,7","1,8",44,"1,4",31,"0,1","0,04",,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Ananas en cube,2868501019949,['Sans conservateurs'],['France'],[],[],?,42,176 kj(42 kcal),"0,05","0,01",9,"7,1","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,pur jus pomme - Vitamont,20150174,,['France'],[],[],?,49,205 kj(49 kcal),"0,6","0,1","12,2","10,3","0,6",0,0,,['Vitamont'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Huile vierge de Colza - bio,3760211820077,"['Bio', 'Bio européen', 'Agriculture UE', 'IT-BIO-007']",['France'],[],[],?,828,3464 kj(828 kcal),92,7,0,0,0,0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza', 'Huile vierge de Colza']",92 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-5%,-5%,-5%,-2%,-100%,-100%,-100%,-100%,-100%,5,-1%,C,-1%,,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,
1306,"Ultima - 1,1kg",8410650231617,,['France'],[],[],?,?,,?,,?,,?,,,"1,1kg",['Ultima'],,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture sèche pour animaux', 'Nourriture pour chiens', 'Croquettes pour chien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,miel des Alpes Bio - Rigoni di Asiago,8001505005578,"['Bio', 'Bio européen', 'IT-BIO-007']",['France'],[],[],?,322,1347 kj(322 kcal),0,0,80,80,0,0,0,,['Rigoni di Asiago'],,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne', 'Miels des Alpes']",0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,,+28%,+25%,-100%,-100%,+7%,+21%,-100%,-100%,-100%,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1308,TALLINN SPROTTEN IN RAPSÖL - DOVGAN.DE - 100g,4032549010468,,"['France', 'Allemagne']","['70% SPROTTEN', ' Rapsöl', 'Salz', 'Rauch']",[],?,?,,?,,?,,?,,,100 g,"['DOVGAN.DE', 'Dovgan']",,,3,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,
1309,Thym,7610071234513,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Saucisses Toulouse aux herbes - Bigard,3273230277949,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,220,920 kj(220 kcal),17,"6,7","0,8","0,7",16,"1,5","0,6",,['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 28.223.001 CE', 'Luray (Eure-et-Loir, France)']",,,,,,,,,,,,,,,,,
1311,Mega lolly,8719831324057,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,98,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Pasta all‘ arrabiata - San Fabio - 259g,28430735,,"['France', 'Allemagne']",[],[],?,354,1481 kj(354 kcal),"1,4","0,2","71,9","19,5","11,1","4,15","1,66",259 g,['San Fabio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Metal'],,,,,,,
1313,Merguez,0202839053596,,['France'],[],[],?,243,1017 kj(243 kcal),19,"8,4","1,8","1,4",16,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Les premières gariguettes,3700323802097,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Penne Rigate - Jeden Tag,4306188421757,,"['France', 'Allemagne']",[],[],?,355,1485 kj(355 kcal),"1,5","0,3",72,"3,2",12,,,,['Jeden Tag'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",1.5 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,,,,+7%,+7%,-42%,-57%,+17%,+16%,+3%,,,,,,,,,,,,,,,,,['Emballage'],,,,,,,
1316,Buosens  Léa nature,3456300010961,['Bio'],['France'],[],[],?,117,490 kj(117 kcal),"0,6",0,28,0,0,0,0,,['Léa Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Dani Octopus In Marinara In Oil 111G,8410721094035,,['France'],[],[],?,130,544 kj(130 kcal),4,1,3,0,21,"0,7","0,28",,['Dani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Crème spéciale Pâtes,3155251209171,['Fabriqué en France'],['France'],[],[],?,223,933 kj(223 kcal),22,14,"3,8","3,8","2,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Bonite du Nord a l'huile d'olive - Ederki,3277510006397,"['Bio', 'Bio européen', 'ES-ECO-022-GA', 'Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,209,874 kj(209 kcal),"12,9","2,2","0,2",0,"23,1","1,2","0,48",,['Ederki'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-51888'],,,,,,,,,,,,,,,,,
1320,Chocolat noir,3760130008631,,['France'],[],[],?,213,891 kj(213 kcal),35,21,43,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Ingwer Kurkuma power,96190562,,['France'],[],[],?,32,134 kj(32 kcal),0,0,"7,7","6,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Ketxup basque,3352900002439,,['France'],[],[],?,111,464 kj(111 kcal),"0,1","0,1",25,24,"1,1",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Persil surgelé - Carrefour Bio - 50g,3560071225445,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Belgique', 'France']",[],[],?,76,318 kj(76 kcal),"4,4","0,6","3,2",1,"3,9","0,12","0,048",50 g,['Carrefour Bio'],['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Açafrão Moído (azafran Molido) La Barraca,8412666012266,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Creme d'artichaut a l'ail,3520760000791,['Fabriqué en France'],['France'],[],[],?,86,360 kj(86 kcal),"5,4","0,7",5,"0,8","2,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,L'empire Mayonnaise - 355ml,8719189240122,['Sans gluten'],"['France', 'Allemagne']",[],[],?,682,2853 kj(682 kcal),"75,5","12,5","1,2",1,"2,5","1,8","0,72",355 ml,,,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",75.5 g,en quantité élevée,12.5 g,en quantité élevée,1 g,en faible quantité,1.8 g,en quantité élevée,,+11%,+11%,+14%,+102%,-55%,-32%,+103%,+35%,+35%,25,+40%,E,+40%,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Glas'],,,,,,,
1327,Wienerpølser - Gilde - 520g,7037204651922,,"['France', 'Norvège']",[],[],930,224,930 kj(224 kcal),18,"7,2","5,5","0,4",10,"1,7","0,68",520g,['Gilde'],,,,,"['Viandes', 'Charcuteries', 'Saucisses']",18 g,en quantité modérée,7.2 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,-13%,-12%,-13%,-13%,-9%,+285%,-47%,-34%,-13%,-13%,16,-9%,D,-9%,,,,,,,,,,,,,,,,,,
1328,Cœur de saumon fumé,3444940003740,,['France'],[],[],?,187,782 kj(187 kcal),"12,1","2,5",1,"0,5",19,"2,7","1,08",,,,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12.1 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,2.7 g,en quantité élevée,,+1%,+1%,+15%,+21%,+102%,+50%,-14%,-4%,-4%,14,+7%,D,+7%,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,
1329,Olive verte dénoyautées - Croc'Frais,3524130002491,,['France'],[],[],?,155,649 kj(155 kcal),16,"2,3","1,4","0,5",1,2,"0,8",,"[""Croc'Frais""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Quinoa biologique - Bonjour Campagne - 350g,3700225139604,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Agri-Confiance', 'Agri-Éthique France']",['France'],['Quinoa'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1507,358,1507 kj(358 kcal),7,"0,7",66,"2,3",13,0,0,350 g,['Bonjour Campagne'],,,1,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",7 g,en quantité modérée,0.7 g,en faible quantité,2.3 g,en faible quantité,0 g,en faible quantité,+3%,+9%,+9%,+30%,+7%,+20%,-9%,+10%,-100%,-100%,-6,,A,,"['EMB 85155A', 'Mouilleron-le-Captif (Vendée, France)']",B,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,['Sachet-plastique'],['France'],,,,,France,
1331,Shot Brûleur de graisses,3760007335495,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Magnésium marin,3661729021430,"['Végétarien', 'Végétalien', 'Fabriqué en France']",['France'],[],"['Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Cuisse de poulet,0213402017389,,['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,18","0,072",,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+4%,+3%,+13%,+4%,-100%,-100%,-2%,-76%,-76%,0,-100%,B,-100%,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
