,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
755,Tableau d'honneur - Chabrior,3250390690580,D,,['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Petit beurre au chocolat']",['France'],[],[],22.4 g,en quantité élevée,12.9 g,en quantité élevée,34.1 g,en quantité élevée,0.6 g,en quantité modérée,?,,545,+8%,2280 kj(545 kcal),+9%,"22,4",-7%,"12,9",-14%,"66,6",+6%,"34,1",-5%,"6,8",+1%,"0,6",+9%,"0,24",+9%,25,+5%,E,+5%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,,,,
756,3564380015292,3564380015292,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,"['FR 05.092.001 CE', 'Neffes (Hautes-Alpes, France)']",,,,,,,,,,
757,Vongole Amati Vaso S Guscio,8004320002487,,,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"1,8",,"0,7",,3,,0,,18,,"1,02",,"0,408",,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,
758,Sauce soja claire,3364699241692,,,,,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,0,,0,,14,,7,,7,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Tomme blanche - Fromapac,3529380017059,D,,['Fromapac'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes']",['France'],[],[],32 g,en quantité élevée,28 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,360,-0%,1506 kj(360 kcal),-0%,32,+8%,28,+39%,"0,5",-58%,"0,5",+64%,18,-20%,"1,2",-26%,"0,48",-26%,14,-10%,D,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,"['FR 35.068.004 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,,,
760,Miel,3277170055551,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Potato chips crème et oignon - Sans nom,0060383992521,,,"['Sans nom', 'No Name']",,"['Canada', 'France']",[],[],,,,,,,,,?,,520,,2176 kj(520 kcal),,30,,2,,58,,4,,6,,"1,55",,"0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Smooth peanut butter -,8719153001308,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']","['Belgique', 'France']",[],[],49 g,en quantité élevée,6.2 g,en quantité élevée,4.7 g,en faible quantité,0.72 g,en quantité modérée,?,,590,-2%,2469 kj(590 kcal),-1%,49,+2%,"6,2",-25%,"7,6",-47%,"4,7",-26%,26,+6%,"0,72",+35%,"0,288",+35%,17,+55%,D,+55%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,,,
763,Yaourt au lait de chevre nature - YOgourmand - 460g,3454840009988,B,460 g,['YOgourmand'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de chèvre']",['France'],"['Lait entier frais de chèvre ', '93,98%', 'crème de lait de chèvre ', '6%', 'ferments lactiques']",[],5 g,en quantité modérée,3.2 g,en quantité modérée,3.6 g,en faible quantité,0.12 g,en faible quantité,?,,78,-12%,326 kj(78 kcal),-13%,5,+19%,"3,2",+12%,"3,6",-56%,"3,6",-51%,"4,6",+14%,"0,12",+27%,"0,048",+27%,1,-52%,B,-52%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,['Lait'],"['Pots', 'Plastique', 'Carton']","['Sud de France', 'en:lait-francais-french-milk']","['Toulouse', 'France']","['FR 31.555.001 CE', 'Toulouse (Haute-Garonne, France)']",,,,Yaourt au lait frais de chèvre nature YOgourmand,https://www.yogourmand.fr/,['France'],,,,
764,Biskrem Duo,8690504115052,C,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],28 g,en quantité élevée,11 g,en quantité élevée,31 g,en quantité élevée,0.4 g,en quantité modérée,?,,519,+9%,2171 kj(519 kcal),+9%,28,+35%,11,+9%,60,-6%,31,+5%,"5,2",-20%,"0,4",-32%,"0,16",-32%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,,
765,Yaourt au lait frais de vache vanille YOgourmand - 4x115g,3454840009803,,4x115g,['YOgourmand'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts vanille']",['France'],"['Lait entier frais ', '89,6%', 'sucre de canne ', '8,5%', 'arôme naturel de vanille', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3.3 g,en quantité modérée,2 g,en quantité modérée,11.3 g,en quantité modérée,0.1 g,en faible quantité,?,,87,-10%,364 kj(87 kcal),-10%,"3,3",-6%,2,-11%,"11,3",-5%,"11,3",+2%,"3,1",-19%,"0,1",-7%,"0,04",-7%,3,+12%,C,+12%,,,,,,,,['Lait'],"['Pots', 'Plastique', 'Carton']","['Sud de France', 'en:lait-francais-french-milk']",['Toulouse'],"['FR 31.555.001 CE', 'Toulouse (Haute-Garonne, France)']",,4,,Yaourt au lait frais de vache vanille YOgourmand,https://www.yogourmand.fr/,,,,,
766,Miel et 5 huiles essentielles - Miel Crétet - 250g,3425601535350,,250 g,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Çizi viç - Ülker - 8.7oz,8690504009245,,8.7 oz,['Ülker'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Hanimeller Cookies,8690504013020,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,dankek - Ülker - 180g,8690504064367,,180 g,['Ülker'],,['France'],[],[],,,,,,,,,?,,414,,1732 kj(414 kcal),,"21,5",,"8,2",,"50,2",,"29,4",,"4,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Emmental - Fromage affiné - Miraflores - 100g,8436039432291,D,100 g,['Miraflores'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],"['Lait pasteurisé de vache', 'ferments lactiques ', 'lait', 'présure', 'sel et colorant ', 'bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",27 g,en quantité élevée,17.6 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,?,,347,-8%,1452 kj(347 kcal),-8%,27,-8%,"17,6",-11%,0,-100%,0,-100%,26,-6%,"1,3",+100%,"0,52",+100%,14,+23%,D,+23%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],['Plastique'],['en:gluten-free'],,,['E160ai - Bêta-carotène'],4,,,,,,,,
771,Ćokomel,8690766130787,,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"8,2",,"8,2",,76,,76,,"1,3",,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Biscuits With Cocoa - Ülker - 450g,8690504011507,D,450g,['Ülker'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']","['France', 'Turquie']",[],[],13 g,en quantité modérée,6.4 g,en quantité élevée,22 g,en quantité élevée,0.6 g,en quantité modérée,?,,438,-13%,1833 kj(438 kcal),-13%,13,-47%,"6,4",-53%,70,+11%,22,-37%,"7,4",+10%,"0,6",+7%,"0,24",+7%,17,-28%,D,-28%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,['Plastic'],,"['Kocaeli', 'Turkey']",,,,['Migros'],Kakaolu Pötibör Bisküvi,,,,,,
773,Lasagnes Bolognaise - Villa Gusto - 1kg e,20072407,C,1 kg e,['Villa Gusto'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Réfrigérés', 'Plats préparés réfrigérés', 'Lasagnes à la bolognaise']",['France'],"['Eau', 'viande de bœuf ', 'origine: France', ' 20 % ', 'à la mise en oeuvre', 'semoule de blé dur', 'triple concentré de tomate 7,5 %', 'oignons 6,3 %', 'emmental', 'huile de colza', 'amidon modifié de maïs', 'farine de blé', 'lait écrémé en poudre', 'purée de carottes', 'sel', 'basilic', 'ail', 'gélifiant: gomme xanthane et farine de graine de caroube', ' poivre noir', 'muscade']","['Non végétalien', 'Non végétarien']",9.3 g,en quantité modérée,3.7 g,en quantité modérée,2.6 g,en faible quantité,0.8 g,en quantité modérée,?,,177,+32%,741 kj(177 kcal),+33%,"9,3",+53%,"3,7",+47%,15,+20%,"2,6",-4%,"7,6",+20%,"0,8",+2%,"0,32",+2%,4,+73%,C,+73%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Gluten', 'Lait']","['Frais', 'Plastique']","['Viande-francaise', 'Pur bœuf', 'Viande-bovine-francaise']",,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']",4,,Lasagnes Pur Bœuf Bolognaise,,['France'],,,,
774,Speltcrackers,8718546990502,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,23,,"5,3",,39,,"0,8",,14,,"0,97",,"0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Moelleux chocolat,3760093910989,D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",['France'],[],[],17 g,en quantité modérée,1.8 g,en quantité modérée,37 g,en quantité élevée,0.84 g,en quantité modérée,?,,416,-3%,1741 kj(416 kcal),-2%,17,-31%,"1,8",-82%,60,+39%,37,+17%,"4,6",-24%,"0,84",+131%,"0,336",+131%,17,-12%,D,-12%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,,,,,,,,,,,,,,
776,"Milk callets - Callebaut - 2,5kg",5410522512717,E,"2,5 kg",['Callebaut'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],38 g,en quantité élevée,23 g,en quantité élevée,49 g,en quantité élevée,0.23 g,en faible quantité,?,,573,+4%,2397 kj(573 kcal),+4%,38,+10%,23,+17%,50,-4%,49,0%,8,+12%,"0,23",-1%,"0,092",-1%,28,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,,,
777,Edulcorant - Natreen,8711000002827,,,['Natreen'],['Édulcorants'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,5.1 g,en quantité modérée,30 g,en quantité élevée,?,,15,-95%,63 kj(15 kcal),-95%,0,-100%,0,-100%,88,+9%,"5,1",-93%,0,-100%,30,+80329%,12,+80329%,11,-18%,D,-18%,,,,,,,,,,,,,,,,,,,,,,
778,Moutarde d'Orléans aux graines de sésame - Martin Pouret - 200g,3165355620802,B,200 g,['Martin Pouret'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],10.6 g,en quantité modérée,0.7 g,en faible quantité,2.5 g,en faible quantité,4.8 g,en quantité élevée,?,,146,-14%,611 kj(146 kcal),-14%,"10,6",-2%,"0,7",-15%,"5,1",-26%,"2,5",-35%,"6,9",+5%,"4,8",+2%,"1,92",+2%,11,-5%,D,-5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Point Vert'],,,,,,,,,,,,
779,Whole Kernel Corn - Géant Vert - 341ml,0190569100508,,341 ml,"['Géant Vert', 'Green Giant']",,"['Canada', 'France']","['whole kernel corn', 'water', 'salt', ' vacuum pack ingredients maïs à grains entiers', 'eau', 'sel', ' conservé sous vide', ' nutrition facts']",[],,,,,,,,,?,,70,,293 kj(70 kcal),,0,,0,,16,,3,,2,,"0,24",,"0,096",,,,,,,,,,,,,,['boîte'],,,,,,,,,,,,,
780,Baguette monoprix gourmet,3350033252424,,,['Monoprix'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,
781,Olives Picholine du Maroc - MAAYANE - 700grammes,3700029206434,,700 grammes,['MAAYANE'],,['France'],[],[],,,,,,,,,?,,165,,690 kj(165 kcal),,"16,2",,"2,5",,"5,4",,"0,4",,"0,6",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Barre Protéine Fudge Caramel - Atkins - 60g,5060074631031,,60 g,['Atkins'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']","['France', 'Royaume-Uni']","['Agent de charge ', 'polydextrose', 'humectant ', 'glycérol', 'protéine de soja', 'beurre de cacao', 'édulcorants ', 'maltitol', 'xylitol', 'sucralose', 'gluten de blé hydrolysée', 'protéines lactiques', 'lait entier en poudre', 'masse de cacao', 'crème en poudre ', 'contient de lait', 'huile de soja', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'arômes', 'sel']",['Non végétalien'],19 g,en quantité modérée,10.2 g,en quantité élevée,3.9 g,en faible quantité,0.6 g,en quantité modérée,?,,375,-4%,1569 kj(375 kcal),-4%,19,+45%,"10,2",+141%,"28,2",-44%,"3,9",-87%,25,+87%,"0,6",+48%,"0,24",+48%,11,-11%,D,-11%,,,,,,,,"['Gluten', 'Lait', 'Soja']",['Bar'],"['Sans sucre ajouté', 'Pur beurre de cacao']",,,"['E1200 - Polydextrose', 'E422 - Glycérol', 'E965 - Maltitol', 'E967 - Xylitol', 'E955 - Sucralose', 'E322i - Lécithine']",4,,,https://uk.atkins.com/,,,,,
783,Soupe a l'orientale - Liebig,3036811367619,,,['Liebig'],,['France'],[],[],,,,,,,,,?,,32,,134 kj(32 kcal),,1,,"0,1",,"4,2",,"1,2",,"0,9",,"0,68",,"0,272",,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
784,Corsica'tapas - Charles Antona - 130g,3425475120058,,130 g,['Charles Antona'],"['Produits à tartiner', 'Produits à tartiner salés']",['France'],"['pois chiches 35%', 'châtaigne 20%', 'eau', 'huile de sésame 14%', 'purée de sésame 7%', 'purée amande', 'ail', 'jus de citron concentré', 'sel', 'épices', "" Issus de l'agriculture biologique""]",[],20 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,?,,270,-9%,1130 kj(270 kcal),-8%,20,-24%,"3,2",-59%,14,+299%,0,-100%,"6,3",-28%,"1,2",-9%,"0,48",-9%,11,-12%,D,-12%,,,,,,,,,['Verre'],"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",['Corse'],,,3,['Auchan'],"Tartinade aux poix chiches, au sésame et à la châtaigne",,,,,,
785,Sardines piquantes a l'huile d'olive vierge extra - Comptoir de Belle ILE en Mer - 115g,3760209990089,D,115g,['Comptoir de Belle ILE en Mer'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",['France'],[],[],31.6 g,en quantité élevée,4.9 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,?,,360,+46%,1506 kj(360 kcal),+46%,"31,6",+79%,"4,9",+28%,"0,2",-38%,"0,1",-52%,"18,7",-12%,1,+10%,"0,4",+10%,12,+113%,D,+113%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,,,,,
786,Le Mas D’Alcyon,3760091600011,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Confibreizh - Brieuc - 340g,3760074419463,,340g,['Brieuc'],,['France'],[],[],,,,,,,,,?,,228,,954 kj(228 kcal),,0,,0,,52,,51,,"0,9",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Prosciutto di parma - Carrefour,5400101062597,E,,['Carrefour'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",['France'],[],[],16 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,4.6 g,en quantité élevée,?,,253,-1%,1059 kj(253 kcal),-1%,16,-1%,"5,3",-6%,"0,5",+37%,"0,5",+372%,27,0%,"4,6",-6%,"1,84",-6%,18,-1%,D,-1%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,['Fabriqué en Italie'],,,,,['Carrefour'],,,,,,,
789,Miche bio,2030500110075,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,4 galettes bio - La Galette de Broöns - 300g,3392440000472,A,300 g,['La Galette de Broöns'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",['France'],"['Eau', 'farine de blé noir 100% française', 'sel naturel', ' Sans colorant', 'sans additif', 'sans conservateur']",[],1.7 g,en faible quantité,0.5 g,en faible quantité,2.2 g,en faible quantité,1.4 g,en quantité modérée,?,,154,-13%,644 kj(154 kcal),-13%,"1,7",-56%,"0,5",-69%,29,+6%,"2,2",+207%,"5,5",-19%,"1,4",+6%,"0,56",+6%,4,-22%,C,-22%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,['film alimentaire'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
791,Miel de Thym - Le manoir des abeilles - 350g,3335440135607,B,350g,['Le manoir des abeilles'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",['France'],[],[],78.6 g,en quantité élevée,,,,,,,?,,316,+2%,1322 kj(316 kcal),+2%,"78,6",+115319%,,,?,,,,"0,4",+42%,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
792,Citrons confits en cubes maitre prunille - 200g,3502490018062,,200g,['Maître prunille'],,['France'],[],[],,,,,,,,,?,,314,,1314 kj(314 kcal),,0,,0,,76,,70,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Dosettes Deca - Destination,3700110027733,,,['Destination'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
794,L'Intact sans sulfites ajoutés Buzet - 75cl,3231230218034,C,75cl,['Buzet'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Buzet']",['France'],"[""L'INTACT 2017 CEPAGES Merlot"", 'Cabernet Franc', 'Cabernet Sauvignon ACCORDS METS & VIN apéritif et charcuterie', 'volailles/viandes blanches', 'fromage', 'TEMPERATURE DE SERVICE 17°CJE SUIS ISSU DE VIGNES EN BONNE SANTE QUI POUSSENT SUR DES SOLS VIVANTS OÙ FOURMILLE LA BIODIVERSITÉ', "" DANS LE RESPECT DES HOMMES ET DE LA NATURE J'AI ÉTÉ ÉLABORÉ"", ""Retrouvez les preuves de notre engagement en faveur d'une viticulture durable sur : www"", 'nouslesvigneronsdebuzet', 'fr Appelation Buzet contrôlée Mis en bouteille à la propriété par Les Vignerons de Buzet 47160 Buzet-sur-Baïse - France Produit de France 14% 750 ml alc', '/vol']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Lait'],['75cl'],,,,,,,,,['France'],,,,
795,Miel de thym propolys verte & gelee royale - Famille Mary - 200g,3760115097483,,200 g,['Famille Mary'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,['Espagne'],,,,
796,Compote de Pommes -,3355200000334,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,,
797,Chorizhal - kenza - 300g,3760246260022,,300g,['Kenza'],['Saussisson-sec-boeuf'],['France'],"['ING: Viande de BCEUF et VOLAILLE gras de veau', 'épices ', 'sel', 'lactosérum en poudre ', 'lait', 'paprika', 'lactose ', 'lait', 'stabilisant ', 'phosphates E451 - E450', 'sucre', 'dextrose de blé', 'arômes et arôme de fumée', 'poivre', 'ail', 'basilic', 'matière grasse végétale', 'antioxydant E301-E316', 'anti agglomérant E551', 'conservateur E252', 'anis', 'colorant ', 'E120-E162', ""huile d'olives"", 'boyau collagène', ' A conserver entre +10°C et 15°C', ' Fabriqué nar :']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Lait'],,"['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E162 - Rouge de betterave']",4,['Framprix'],,,,,,,
798,Purée de pomme de terre et saucisses à rotir - Betty Bossi - 400g,7613379937063,,400g,['Betty Bossi'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,,,,,,
799,05014149,05014149,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2 pizzas individuelles cuites au feu de bois - Monoprix,3350033567719,,,"['Monoprix', 'Monoprix Gourmet']","['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],"['Pâte cuite 42,2% ', 'farine de blé', 'eau', ""huile d'olive vierge extra"", 'sel', 'levure', ' - purée de tomate 11,8% - fromage burrata 11,8% [mozzarella ', 'lait de vache', 'sel', ""correcteur d'acidité : acide citrique"", 'coagulant microbien', 'crème] - mozzarella 8,4% - jambon cuit standard goût fumé 8,4% ', 'jambon de porc', 'eau', 'sel', 'sucre', 'dextrose', 'arômes naturels', 'arôme de fumée', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', "" - demi tomates cerise semi-séchées 5% - champignons de Paris 4,1% - huile d'olive vierge extra - huile de tournesol - tomate pelée concassée au jus 1,6% "", 'tomate', 'jus de tomate', ' - origan déshydraté - persil - ail - oignon - amidon de riz', ' Traces de soja']","['Non végétalien', 'Non végétarien']",11 g,en quantité modérée,4.1 g,en quantité modérée,4.9 g,en faible quantité,1.1 g,en quantité modérée,?,,231,+1%,967 kj(231 kcal),+1%,11,+31%,"4,1",+4%,22,-18%,"4,9",+67%,"9,8",-5%,"1,1",-12%,"0,44",-12%,11,+42%,D,+42%,,,,,,,,"['Gluten', 'Lait']",,,,,"['E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,['Monoprix'],,,,,,,
801,Saumon sauvage baltique mariné - Olsen,3562250000041,,,['Olsen'],,['France'],[],[],,,,,,,,,?,,173,,724 kj(173 kcal),,"10,6",,"2,2",,"0,1",,"0,1",,"18,6",,"2,3",,"0,92",,,,,,,,,,,,,,,,,"['FR 78.005.001 CE', 'Achères (Yvelines, France)']",,,,,,,,,,
802,Cocktail d'huiles vierges biologiques Oméga 3&6 - Émile Noël,3291960015716,C,,['Émile Noël'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Mélanges d'huiles""]",['France'],[],[],100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+2%,3766 kj(900 kcal),+3%,100,+2%,10,+6%,0,,0,,0,,0,,0,,11,+12%,D,+12%,85.4%,5.5%,3.9%,3.4%,1.7%,0.0%,50,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
