,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,traceability_code,quantity,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,additives,allergens,nova_score,manufacturing,ingredients_origins,generic_name,link,origin_detail,brand_owner,palm_ingredients
1498,Mélange crêpe et gaufres - Selection,0059749887106,,['France'],"['FARINE DE BLÉ BLANCHIE ET ENRICHIE', 'SUCRE', 'DEXTROSE', 'BICARBONATE DE SODIUM', 'HUILE DE SOYA', ""PHOSPHATE D'ALUMINIUM ET DE SODIUM"", ""JAUNE D'?UF SÉCHÉ"", 'PHOSPHATE MONOCALCIQUE', 'ARÔME NATUREL ET ARTIFICIEL', 'CARBONATE DE CALCIUM', 'AMIDON DE MAIS', 'GOMME XANTHANE', ""BLANC D'?UF SÉCHÉ"", 'ORGE MALTÉE', ' CONTIENT DU BLÉ', ""DE L'ORGE"", 'DES ?UFS ET DU SOYA', ' PEUT CONTENIR DES ARACHIDES', 'DES NOIX ET DU LAIT']",[],,,,,,,,,?,140,586 kj(140 kcal),"1,5","0,2",27,5,3,"0,475","0,19",,,,,,,,,,,,,,,,,,,['Selection'],,,,,,,,,,"['E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique', 'E415 - Gomme xanthane']","['Gluten', 'Soja']",4,,,,,,,
1499,Margarine -,0059764031614,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['France'],[],"['Végétalien', 'Végétarien']",80 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0.15 g,en faible quantité,?,700,2929 kj(700 kcal),80,10,0,0,0,"0,15","0,06",9,C,,,"['Végétarien', 'Sans arômes artificiels', 'Omega-3', 'Végétalien']",,+37%,+38%,+42%,-38%,-100%,-100%,-100%,-74%,-74%,-22%,-22%,C,,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,,,,,
1500,Barre De Chocolat Kit Kat (grand Format),0059800516419,,['France'],[],[],,,,,,,,,?,527.77777777778,2208 kj(527 kcal),"27,778","16,667","66,667",50,"5,556","0,208","0,083",,,,,,,,,,,,,,,,,,,['Kit Kat'],,,,,,,,,,,,,,,,,,,
1501,Sugar Free Clear Mints - Marks & Spencer - 42g e,00539494,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'en:Pastilles à la menthe']","['France', 'Royaume-Uni']","['Isomalt', 'Sucralose', 'huile de menthe poivrée', 'arômes ', 'menthe poivrée', 'eucalyptus', 'acide lactique', 'menthol', 'E325']",['Végétarien'],0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,940,228,940 kj(228 kcal),0,0,"95,1","0,1",0,0,0,2,B,,42 g e,"['Peu ou pas de sucre', 'Végétarien', 'Point Vert', 'Fabriqué en Allemagne', 'Sans sucre', 'Avec édulcorants']",-58%,-57%,-57%,-100%,-100%,+81%,-100%,-100%,-100%,-100%,-92%,-92%,E,['Marks & Spencer'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Boîte', 'Carton', 'Plastique']",['Marks & Spencer'],"['E953 - Isomalt', 'E955 - Sucralose', 'E325 - Lactate de sodium']",,4,['Allemagne'],,,,,,
1502,Organic cereal - Trader Joe's,00569156,,['France'],[],[],,,,,,,,,?,400,1674 kj(400 kcal),"6,667","1,667","78,333","13,333",10,"0,438","0,175",,,,,,,,,,,,,,,,,,,"[""Trader Joe's""]",,,,,,,,,,,,,,,,,,,
1503,Banana apple & carrot strained baby food,0060383053635,,['France'],[],[],,,,,,,,,?,45,188 kj(45 kcal),0,0,24,19,1,"0,1","0,04",,,,,"['Sans arômes artificiels', 'Sans sucre ajouté', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Clair & net,0060383097066,,['France'],[],[],,,,,,,,,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Naan a l'ail - Suraj,0060383878023,,['France'],[],[],,,,,,,,,?,270,1130 kj(270 kcal),5,1,49,3,8,"1,775","0,71",,,,,,,,,,,,,,,,,,,['Suraj'],,,,,,,,,,,,,,,,,,,
1506,Dattes Dénoyautées -,0061000751101,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes dénoyautées']","['Canada', 'France']",[],[],0 g,en faible quantité,0 g,en faible quantité,67.5 g,en quantité élevée,0 g,en faible quantité,?,350,1460 kj(350 kcal),0,0,"82,5","67,5","2,5",0,0,3,C,,,,,+27%,+26%,-100%,-100%,+37%,+27%,+17%,-100%,-100%,+6%,+6%,C,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,['Sachet'],,,,,,,,,,,
1507,Mustard - 400ml,0062356543945,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2.75 g,en quantité élevée,?,0,0 kj(0 kcal),0,0,0,0,4,"2,75","1,1",8,C,,400 ml,,,-100%,-100%,-100%,-100%,-100%,-100%,-39%,-42%,-42%,-31%,-31%,B,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,
1508,Lentillles Préparées,0062426995858,,['France'],[],[],,,,,,,,,?,92,385 kj(92 kcal),"0,4",0,"15,6","0,4","6,8","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Chapman's Sorbet arc-en-ciel - 2L,0062942000616,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",['France'],"['Eau', 'sucre', 'glucose', 'purée de framboises', 'glucose', 'eau', 'gomme de xanthane', 'gomme de guar', 'benzoate de sodium', 'colorant', ""purée d'oranges "", 'sucre', 'eau', 'zeste orange', 'arôme naturel', 'gomme de caroube', 'gomme de guar', 'colorant', 'benzoate de sodium', 'gomme de caroube gomme de méthylcellulose', 'gomme de guar', 'acide citrique', 'arôme naturel', 'colorant,']",[],0 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité modérée,0.02 g,en faible quantité,?,64,268 kj(64 kcal),0,0,"15,2","10,4",0,"0,02","0,008",2,B,,2 L,"['en:gluten-free', 'Kascher', 'en:COR Kosher', 'Sans cholestérol', 'Sans lactose', 'en:peanut-free']",,-48%,-48%,-100%,-100%,-47%,-57%,-100%,-33%,-33%,-62%,-62%,C,"[""Chapman's""]",79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['Plastique', 'surgelé']",,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E330 - Acide citrique']",,4,,,,,,,
1510,Céréales Vector (flocons Croquants Et Grappes De Granola) - Kellog's - 850g,0064100036321,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']","['Canada', 'France']","['riz', 'blé entier', 'sucre', 'fèves de soya rôties', 'huile végétale', 'avoine entière', 'protéine de soya', 'sirop de maïs', 'sirop de cassonade', 'farine de riz', 'sel', 'miel', 'concentré de protéines de soya', ""extrait de maïs et d'orge maltée"", 'arôme naturel', 'flocons de blé', 'cannelle', 'bicarbonate de sodium', 'lécithine de soya', 'mélange de tocophérols ', 'pour conserver la fraîcheur', '_blé', 'soya', 'avoine', 'orge_']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4.91 g,en quantité modérée,0.909 g,en faible quantité,20 g,en quantité élevée,0.936 g,en quantité modérée,?,394.54545454545,1651 kj(394 kcal),"4,909","0,909",80,20,"10,364","0,936","0,375",9,C,,850g,,,+13%,+13%,-14%,-42%,+36%,+251%,+10%,+211%,+211%,+452%,+452%,,"[""Kellog's""]",,,,,,,,['Boîte'],,"['E500ii - Carbonate acide de sodium', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Avoine', 'Soja']",4,,,,,,,
1511,Eggo - Kellogg's,0064100238152,"['Biscuits et gâteaux', 'Pâtisseries']",['France'],"['EAU', 'FARINE DE BLE', 'BOULETTES DE BLEUETS ', 'DEXTROSE', 'SUCRE', 'FARINE DE BLÉ', 'AMIDON DE MAÏS MODIFIÉ', 'COLORANT', 'HUILE VÉGÉTALE', 'BLEUETS DÉSHYDRATÉS', 'ARÔME NATUREL', 'MALTODEXTRINE', 'GOMME DE CELLULOSE', 'MONO - ET DIGLYCÉRIDES', 'BICARBONATE DE SODIUM', "" SHORTENING D'HUILE VÉGÉTALE ET D'HUILE DE PALME"", 'OEUF ENTIER', 'LEVURE ARTIFICIELLE SUCRE', 'SEL', 'HUILE VÉGÉTALE', 'SUBSTANCES LAITIÈRES MODIFIÉES', 'LÉCITHINE DE SOJA', ' CONTIENT DES INGRÉDIENTS DU BLÉ', ""DE L'OEUF"", 'DU LAIT ET DU SOYA']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",10 g,en quantité modérée,5 g,en quantité modérée,9 g,en quantité modérée,0.365 g,en quantité modérée,?,190,795 kj(190 kcal),10,5,48,9,6,"0,365","0,146",5,C,,,,,-50%,-49%,-40%,-39%,0%,-69%,+12%,-12%,-12%,-71%,-71%,,"[""Kellogg's""]",,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,,,,
1512,Nutrigrain,0064100286450,,['France'],[],[],,,,,,,,,?,378.37837837838,1583 kj(378 kcal),"9,459","1,351","70,27","37,838","5,405","0,642","0,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Carnation chocolat chaud - Nestlé,0065000133660,,['France'],"['ngredients: sucre', 'substances lạitières modifiées', 'solides de glucose', 'huiles de copra', 'de palmiste et de soya hydrogénes caca0', 'sel', 'gomme de cellulose', 'arome et arôme artificiel', 'phosphate dipotassique', 'mono-et diglycerides', 'esters tartriquss mono-et diglycerides acétylés', 'dioxyde de silicium', 'gomme de guar', ' t', 'm', ' owner/ prop', ' des marques: société des produit nestlé s', 'a', ' vevey', 'switzerlad suisse', ' licensee/licencié: nestlé canada inc', 'north york', 'un m2n 68']",[],,,,,,,,,?,400,1674 kj(400 kcal),8,6,80,68,4,"1,15","0,46",,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,['boîte'],,['E460 - Cellulose'],,4,,,,,,,
1514,Cereales - General Mills - 526g,0065633134348,,['France'],"['INGREDIENTS/INGREDIENTS GRAIN OATS', 'SUGAR AND/OR GOLDEN SU CALCIUM CARBONATE', 'GELATIN', 'TRISODIU ', 'INCLUDES TARTRAZINE', 'TOCOPHEROLS HOLE AT FLOUR', 'CORN SYRUP', 'CORN STARCH', 'DEXTRO ALT', 'HOSPHATE', 'HIGH MONOUNSATURATED CANOLA OLOUR AND ARTIFICIAL FLAVOUR', ""GRAHAM'S "", 'MINERALS: IRON', 'NIACINAMIDE B5', 'PYRIDOXINE HYDROCHLORIDE ATURAL ALT', 'MONOGLYCERIDES ,quot,ITAMINS WITAMIN B3', 'CALCIUM PANTOTHENATE VITAMIN B6', 'FOLATE', 'CONTAINS OAT INGREDIENTS', 'VITAMIN ENTIERE', 'SUCRE ET ', 'OU', ' SUCRE DORÉ', ""D'AVOINE"", 'SIROP DE MAÏS', 'AMIDON DE DEXTROSE', 'SEL', 'CARBONATE DE CALCIUM PHOSPHATE TRISODIQUE', 'HUILE DE AVOINE FARINE MAIS', 'GELATINE', 'CANOLA RICHE EN GRAS MONOINSATURES COLORANT ', 'CONTIENT DE LA TARTRAZINE', 'HEXAMÉTAPHOSPHATE DE SODIUM', 'TOCOPHÉROLS', 'ARÔME NATUREL ET ARTIFICIEL', 'MONOGLYCERIDES ', 'VITAMINE B3', 'PANTOTHÉNATE DE CALCIUM ', 'VITAMINE B6', 'FOLATE VITAMINES ET MINÉRAUX : FER', 'NIACINAMIDE ', 'VITAMINE B5', ""CHLORHYDRATE DE PYRIDOXINE CONTIENT DES INGRÉDIENTS DE L'AVOINE""]","['Non végétalien', 'Non végétarien']",,,,,,,,,?,392.85714285714,1644 kj(392 kcal),"3,571","0,714","82,143","32,143","7,143","1,696","0,679",,,,526 g,,,,,,,,,,,,,,,['General Mills'],,,,,,,,,,"['E175 - Or', 'E428 - Gélatine', 'E307c - Tocophérol', 'E452i - Polyphosphate de sodium']",['Avoine'],4,,,,,,,
1515,"Club House,simili Bacon, 12 x 143G",0066200032500,,['France'],[],[],,,,,,,,,?,428.5714,1793 kj(428 kcal),"14,286",0,"28,571",0,"42,857","4,821","1,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Premium Plus,0066721005571,,['France'],[],[],,,,,,,,,?,421.0526,1762 kj(421 kcal),"10,526","2,105","73,684",0,"10,526","2,105","0,842",,,,,,,,,,,,,,,,,,,,,,,,,,,['Emballage'],,,,,,,,,,,
1517,Belvita Biscuits Sandwich à La Crème De Cacao - Christie,0066721006004,,['France'],"['Calories / Calories 230 Fat I Lipides 9 g Saturated / saturés 2', '5 g + Trans / trans 0', '1 g Cholesterol / Cholestérol O mg Sodium / Sodium 120 mg Carbohydrate / Glucides 36 g Fibre / Fibres 3 g Sugars / Sucres 12 g Protein / Protéines 3 g Vitamin A / Vitamine A Vitamin C / Vitamine C Calcium / Calcium Iron / Fer']",[],,,,,,,,,?,460,1925 kj(460 kcal),18,5,72,24,6,"0,6","0,24",,,,,,,,,,,,,,,,,,,['Christie'],,,,,,,,,,['E302 - Ascorbate de calcium'],,,,,,,,,
1518,Triscuit assaisonnés de tomate grillée et d'huile d'olive - Christie - 200g,0066721007452,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],[],[],13.2 g,en quantité modérée,1.05 g,en faible quantité,0 g,en faible quantité,1.25 g,en quantité modérée,?,421.0526,1762 kj(421 kcal),"13,158","1,053","73,684",0,"10,526","1,25","0,5",11,D,,200 g,['Sans OGM'],,-9%,-10%,-34%,-81%,+24%,-100%,+6%,-38%,-38%,-29%,-29%,B,['Christie'],60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Carton', 'boîte', 'Plastique']",,,,,,,Triscuit Assaisonnés de Tomate Grillée et d'Huile d'Olive,,,,
1519,Creme de table,0068200202754,,['France'],[],[],,,,,,,,,?,25,105 kj(25 kcal),2,"1,5",1,1,"0,4","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Hellmann's Mayonnaise Real 340 ML,0068400508656,"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],[],73.3 g,en quantité élevée,6.67 g,en quantité élevée,0 g,en faible quantité,1.58 g,en quantité élevée,?,666.66666666667,2789 kj(666 kcal),"73,333","6,667",0,0,"0,667","1,583","0,633",21,E,,,,,+9%,+9%,+11%,+8%,-100%,-100%,-46%,+19%,+19%,+17%,+17%,D,"[""Hellmann's""]",80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,
1521,Thé Glacé (citron) -,0069000015636,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",['France'],[],[],,,,,,,,,?,22.5,"94,4 kj(22 kcal)",0,0,"5,63","5,63",0,"0,074","0,03",8,D,,,,,+150%,+155%,-100%,-100%,+222%,+327%,-100%,+473%,+473%,+102%,+102%,B,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
1522,Pure Leaf Green Tea With Honey,0069000148860,,['France'],[],[],,,,,,,,,?,1,4 kj(1 kcal),0,0,25,25,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Dark Chocolate Orange Sticks - Trader Joe's,00604147,,['France'],[],[],,,,,,,,,?,120,502 kj(120 kcal),3,"1,5",23,17,0,25,10,,,,,,,,,,,,,,,,,,,"[""Trader Joe's""]",,,,,,,,,,,,,,,,,,,
1524,Jambon blanc - M&S,00615655,,"['France', 'Royaume-Uni']","['Semoule de ble uur cuite ', '43%', ' ', 'Eau ? Semoule de blé dur ', 'contient Gluten', ' ? Légumes grillés ', '37%', ' ', 'Aubergines ? Courgettes ? Poivrons rouges : Oignons rouges ? Huile de tournesol ? Persil ? : Sel', ' ? Tomates ? Jus de citron ? Huile de tournesol infusée au basilic ? Sucre ? Sel ? i Persil ? Vinaigre de vin blanc ? Purée dlail ? : Graines de moutarde noire ? Vinaigre ? : Poivre noir moulu', ' Pour les allergènes', 'voir les ingrédients indiqués en gras']",[],,,,,,,,,?,48,201 kj(48 kcal),"2,1","0,7","1,4","1,4","22,4","1,38","0,552",,,,,,,,,,,,,,,,,,,['M&S'],,,,,,,,,['Marks & Spencer'],,['Gluten'],,,,,,,,
1525,Fresh Fusilli egg pasta,00635295,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],[],[],2.7 g,en faible quantité,0.9 g,en faible quantité,1 g,en faible quantité,0.13 g,en faible quantité,?,300,1255 kj(300 kcal),"2,7","0,9","55,4",1,12,"0,13","0,052",-2,A,,,,,-10%,-10%,+4%,+29%,-10%,-64%,+3%,-39%,-39%,,,,,,,,,,,,['mixed plastic-packet'],,,,,,,,,,,
1526,Mushroom stir fry - Marks & Spencer - 400g,00659741,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Poêlées', 'Mélanges de légumes frais']","['France', 'Royaume-Uni']","['Germes de haricot • Champignons ', '30 %', ' • Carottes • Jeunes choux • Oignons']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en faible quantité,0.03 g,en faible quantité,?,33,138 kj(33 kcal),"0,5","0,1","3,5","2,6","2,8","0,03","0,012",-6,A,,400 g,['Point Vert'],,-42%,-22%,-57%,-38%,-34%,-3%,+81%,-92%,-92%,,,,['Marks & Spencer'],,,,,,,,"['Sachet', 'Plastique']",['Marks & Spencer'],,,3,,,Mélange de légumes et de champignons.,,,,
1527,Sugar free spearmint gum - M&S - 30g,00673051,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']","['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,?,173,724 kj(173 kcal),"0,1","0,1",71,"0,1","0,1","0,1","0,04",,,,30 g,"['Peu ou pas de sucre', 'Végétarien', 'Végétalien', 'Fabriqué en Suisse', 'Sans sucre', 'en:British Dental Health Foundation Approved']",,+8%,+8%,-49%,-14%,+13%,+72%,-22%,+367%,+367%,,,,['M&S'],,,,,,,,"['Sachet', 'Plastique']",['Marks & Spencer'],,,,['Suisse'],,"Gommes à mâcher sans sucres saveur menthe verte, avec édulcorants",,,,
1528,Sardines in 100% olive oil - Season,0070303022085,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]","['France', 'États-Unis']","['Sardines ', 'fish', 'olive oil', 'salt']","['Non végétalien', 'Non végétarien']",14.1 g,en quantité modérée,3.53 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,235,983 kj(235 kcal),"14,12","3,53",0,0,"25,88",1,"0,4",4,C,,,,,-5%,-5%,-20%,-8%,-100%,-100%,+22%,+10%,+10%,-29%,-29%,D,['Season'],26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,"I. Epstein & Sons, Inc.",
1529,Sel d'assaissonnement - Johnny's Fine Foods Inc. - 16oz (454g),0070381100002,"['Epicerie', 'Condiments']","['France', 'États-Unis']","['Sea salt', 'salt', 'monosodium glutamate', 'paprika', 'garlic', 'spices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,320 g,en quantité élevée,?,0,0 kj(0 kcal),0,0,0,0,0,320,128,10,C,,16oz (454g),,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+5625%,+5625%,-1%,-1%,,"[""Johnny's Fine Foods Inc.""]",,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,4,,,,,,Johnny's Fine Foods Inc.,
1530,Swiss Miss Marshmallow Madness - 8oz,0070920474021,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']","['France', 'États-Unis']","['SUGAR', 'MARSHMALLOWS ', 'SUGAR', 'CORN SYRUP', 'MODIFIED CORNSTARCH', 'GELATIN', 'ARTIFICIAL COLOR ', 'RED 40', 'YELLOW 6', 'YELLOW 5', 'BLUE 1', 'SODIUM HEXAMETAPHOSPHATE', 'ARTIFICIAL FLAVOR', 'NATURAL FLAVOR', 'CORN SYRUP', 'MODIFIED WHEY', 'COCOA ', 'PROCESSED WITH ALKALI', 'HYDROGENATED COCONUT OIL', 'NONFAT MILK', 'CALCIUM CARBONATE', 'LESS THAN 2% OF VITAMINS AND MINERALS ', 'DIMAGNESIUM PHOSPHATE', 'ASCORBIC ACID', 'FERRIC ORTHOPHOSPHATE', 'TOCOPHEROL ACETATE ', 'VITAMIN E', 'NIACINAMIDE', 'ZINC OXIDE', 'CALCIUM PANTOTHENATE', 'VITAMIN A PALMITATE', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE HYDROCHLORIDE', 'RIBOFLAVIN', 'VITAMIN B12 ', 'CYANOCOBALAMIN', 'SALT', 'DIPOTASSIUM PHOSPHATE', 'MONO - AND DIGLYCERIDES', 'ARTIFICIAL FLAVOR', 'CARRAGEENAN', ' CONTAINS: MILK']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,?,130,544 kj(130 kcal),20,2,28,23,1,0,0,,,,8 oz,,,-61%,-62%,+365%,-22%,-56%,-59%,-84%,-100%,-100%,,,D,['Swiss Miss'],75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['Box'],"['Safeway', 'Lucky', 'Albertsons']","['E428 - Gélatine', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E452i - Polyphosphate de sodium', 'E170i - Carbonate de calcium', 'E343ii - Dimagnésium phosphate', 'E340ii - Phosphate dipotassique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,
1531,Cream-nut - Koeze company - 368g,0071157306970,['Matières grasses'],"['France', 'Suisse']","[""Peanuts and sea salt INGRÉDIENTS'"", ' Arachides et sel de mer', 'Refrigerate to reduce oil separation', ' Keeps well for a year if frozen', ' Conserver au réfrigérateur pour éviter la séparation', "" Se conserve jusqu'à un an au réfrigérateur"", ' This peanut butter is made on shared equipment used to make cashew products', "" Ce beurre d'arachides est fabriqué sur de l'équipement manipulant aussi des fruits à coque""]",[],49.6 g,en quantité élevée,7.7 g,en quantité élevée,4.8 g,en faible quantité,0.875 g,en quantité modérée,?,586,2452 kj(586 kcal),"49,6","7,7","21,2","4,8","24,3","0,875","0,35",7,C,,368g,,,-27%,-27%,-44%,-66%,+9364%,+2863%,+13629%,+349%,+349%,-38%,-38%,,['Koeze company'],,,,,,,,,,,['Arachides'],,,,,,,,
1532,Jelly belly,0071567985543,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",['France'],"['sucre', 'sirop de glucose', 'amidon de maïs modifié', 'arômes', ""régulateurs d'acidité "", 'e270', 'e296', 'e325', 'e330', 'e331', 'e334', 'jus de raisin concentré', 'purée de fraise', 'colorants ', 'e100', 'e150d', 'e153', 'e160a', 'e162', 'e163ii', 'e171', 'concentrés ', 'spiruline', 'pomme', 'carotte', 'citrouille', 'radis', 'carotte pourpre', 'pomme de terre douce pourpre', 'hibiscus', 'carotte noire', 'cassis', 'carthame', 'purée de framboise', 'purée de myrtille', ""agents d'enrobage "", 'e901', 'e903', 'e904', 'purée de banane', 'purée de mûre', 'purée de pêche concentrée', 'purée de citron', 'chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: e322 lécithine de soja', 'arôme', 'jus de fruits de la passion concentré', ""purée d'orange"", 'purée de mangue', 'jus de pomme concentré', 'poudre de cacao', 'concentré de jus de litchi', 'jus de poire concentré', 'jus de kiwi concentré', 'jus de pastèque concentré', 'jus de mandarine concentré', 'jus de grenade concentré', 'jus de mangue concentré', 'noix de coco', 'jus de pamplemousse concentré', ""jus d'ananas concentré"", 'jus de cerise concentré', 'sirop de sucre invertí', 'sel de table', 'jus de citron vert concentré', 'café lyophilisé soluble', 'cantaloup en poudre', 'dextrine de tapioca', 'gousses de vanille', 'cannelle en poudre', ' le chocolat contient 35% de cacao minimum']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.06 g,en faible quantité,?,360,1506 kj(360 kcal),0,0,90,60,0,"0,06","0,024",14,D,,,,,+3%,+3%,-100%,-100%,+5%,-3%,-100%,-28%,-28%,+1%,+1%,E,['Jelly Belly'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['E270 - Acide lactique', 'E296 - Acide malique', 'E325 - Lactate de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E334 - Acide L-tartrique', 'E100 - Curcumine', ""E150d - Caramel au sulfite d'ammonium"", 'E153 - Charbon végétal médicinal', 'E160a - Carotènes mélangés', 'E162 - Rouge de betterave', 'E171 - Oxyde de titane', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E322 - Lécithines']",,4,,,,,,,
