,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
1101,1/2 palette fumee,0202568026762,['France'],[],[],?,127,531 kj(127 kcal),"5,6","2,1","0,5","0,5","18,6","3,87","1,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Le cacouyard,2296150042573,['France'],[],[],?,309,1293 kj(309 kcal),"25,5","15,93","1,17",0,"18,8","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,3551720200715,3551720200715,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Jus d’orange,0201345025912,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Donut sucre,3461180395664,['France'],[],[],?,411,1720 kj(411 kcal),24,11,41,14,"7,2",1,"0,4",,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,24 g,en quantité élevée,11 g,en quantité élevée,14 g,en quantité élevée,1 g,en quantité modérée,,+0%,+1%,+5%,+4%,-8%,-17%,+22%,+5%,+5%,22,+13%,E,+13%,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
1106,Atout Fruits Fraise,3760094851120,['France'],[],[],?,109.3,457 kj(109 kcal),0,0,"23,1","19,3","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Mauro,231872745,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Mini turkish delight,5060200930083,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,"88,2","1,3","0,1",0,0,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,,0.1 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,,-32%,-32%,-95%,-100%,+8%,-98%,-90%,-100%,-100%,2,-85%,B,-85%,,,,,,,,,,,,,
1109,Preparation bavarois chicolat - Patisdecor,3700105234290,['France'],[],[],?,379,1586 kj(379 kcal),4,2,"66,9","62,7","14,4","0,6","0,24",,,,['Patisdecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,purple cola P!k - Haribo,3103220034125,['France'],[],[],?,335,1402 kj(335 kcal),"0,5","0,1",76,47,"5,6","0,17","0,068",,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Pasteles los mellizos,8411340000001,['France'],[],[],?,399,1669 kj(399 kcal),"12,7","6,06","64,1","38,65","3,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,M40.8,3760280150280,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-12']",
1113,Pain pita,3842476742551,['France'],[],[],?,252,1054 kj(252 kcal),"0,9","0,2",53,"2,7","7,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Rillettes de truite fumée,3193840570226,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de truite', 'Rillettes de truite fumée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,
1115,Sablés Glacés,0201292019026,['France'],[],[],?,461,1929 kj(461 kcal),25,18,53,28,6,"0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,LE BEURRE MOULÉ DEMI SEL,17050579,['France'],[],[],?,724,3029 kj(724 kcal),80,56,"0,5","0,5","0,6",2,"0,8",,,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,,,,80 g,en quantité élevée,56 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+1%,+1%,+1%,+4%,-33%,-19%,-12%,-3%,-3%,27,+2%,E,+2%,E,,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,
1117,Saucisse Italienne,3700502706826,['France'],[],[],?,241,1008 kj(241 kcal),19,10,"1,1","1,1",16,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 13.097.003 CE', 'Saint-Martin-de-Crau (Bouches-du-Rhône, France)']",,,
1118,Barista Amandel -,8718907291927,['France'],"['water', '2,5% amandel', 'rietsuiker', 'tapiocazetmeel', 'aardappeleiwit', 'zonnebloemolie', 'stabilisator ', 'E418', 'E340']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",,,,,4,,,,,,,,,,,,,,,,,,,,,,,E,,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,"['E418 - Gomme gellane', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']","['Végétarien', 'Végétalien']",
1119,Torsade feuilletee,0200562013122,['France'],[],[],?,378,1582 kj(378 kcal),20,13,42,"6,7","7,2","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Poitrine fumé,2630623037527,['France'],[],[],?,323,1351 kj(323 kcal),"28,1","10,1",13,"0,6","16,8","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Sirop grenadine,3760081670161,['France'],[],[],?,305,1276 kj(305 kcal),"0,01","0,01",75,75,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Limonade,0189727001047,['France'],[],[],?,0,0 kj(0 kcal),0,0,26,24,0,10,4,,,['Tetra Pak'],,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,,,,,0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,10 g,en quantité élevée,,-100%,-100%,-100%,-100%,+248%,+229%,-100%,+75088%,+75088%,20,+96%,E,+96%,,,,,,,,,,,,,
1123,Nocciole sgusciate tostate,8001735014210,['France'],[],[],?,680,2845 kj(680 kcal),64,5,6,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Makrout sésame,3760036351268,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Infusion de Cacao,3760085328174,['France'],[],[],?,254,1063 kj(254 kcal),3,"1,8","9,9","0,8",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Stollen choco noix,5450005149504,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,6 mini brioches lorraines,5400070031396,['France'],[],[],?,292,1222 kj(292 kcal),"8,7","3,3",45,15,"7,3","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Donut Lotus Speculos,,['France'],[],[],?,471,1971 kj(471 kcal),30,"9,4",43,19,"6,3","0,95","0,38",,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,30 g,en quantité élevée,9.4 g,en quantité élevée,19 g,en quantité élevée,0.95 g,en quantité modérée,,+15%,+15%,+32%,-11%,-4%,+13%,+6%,-0%,-0%,22,+13%,E,+13%,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
1129,Chorizo doux,0287028020931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Les sens du terroir,3437340069300,['France'],[],[],?,418,1749 kj(418 kcal),12,7,72,47,"4,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 56186E', 'Quiberon (Morbihan, France)']",,,
1131,Seasons greetings - Matilde Vicenzi,8000350006341,['France'],[],[],?,?,,?,,?,,?,,,,,,['Matilde Vicenzi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Graines de lin,3700146213582,['France'],[],[],?,530,2218 kj(530 kcal),42,"3,7","1,9","1,5",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Muesli croustillant chocolat -,3421557502774,['France'],"['Flocons d\'avoine complets"" 43%', 'sucre de canne""', 'flocons de blé complets* 11%', 'billettes de céréales ', 'riz""', 'blé"" 0,9%', 'avoine 0,5%', 'sucre de canne""', 'sef', 'huile de tournesol""', 'noix de coco séchée""', 'farine de blé"" 4,3%', 'sirop de riz""', 'morceaux de chocolat noir* 3% ', 'masse de cacao""', 'sucre de canne""', 'beurre de cacao""', 'morceaux de chocolat au lait 3% ', 'sucre de canne""', 'beurre de cacao""', 'poudre de lait""', 'masse de cacao""', 'poudre de cacao dégraissé* 2,5%', 'chocolat au lait 1,2% ', 'sucre de canne""', 'beurre de cacao""', 'poudre de lait""', 'masse de cacao*', "" * Ingrédients issus de l'Agriculture Biologique""]",['Non végétalien'],?,445,1862 kj(445 kcal),15,"5,7",64,20,"9,2","0,07","0,028",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,,"['Gluten', 'Lait', 'Avoine']",3,15 g,en quantité modérée,5.7 g,en quantité élevée,20 g,en quantité élevée,0.07 g,en faible quantité,,+7%,+7%,+15%,+72%,+6%,+18%,-7%,-60%,-60%,9,+83%,C,+83%,B,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,"['Bio', 'Nutriscore', 'Nutriscore C']",
1134,Vinaigre de noix,3523538009002,['France'],[],[],?,24,100 kj(24 kcal),"0,1",0,"0,1","0,1","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Tomates concentrée,8010706723983,['France'],[],[],?,91,381 kj(91 kcal),"0,59","0,19","15,19","13,492","4,59","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Patte de date,6191452700045,['France'],[],[],?,3,13 kj(3 kcal),15,5,6,6,2,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Protein porridge,4260313281015,['France'],[],[],?,317,1326 kj(317 kcal),"6,5","2,7",23,13,34,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Curry bio,3770014151230,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
1139,Grignot nature 150g,3700133905278,['France'],[],[],?,474,1983 kj(474 kcal),38,8,"3,5","3,5",29,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
