,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,traceability_code,eco_score,packaging,ingredients_origins,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,generic_name,palm_ingredients,origin_detail,producer_info,brand_owner
840,Bandnudeln Frischei-Nudeln - mutters Beste - 500g,20117894,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2018 de la Société Allemande d'Agriculture""]","['Autriche', 'République tchèque', 'France', 'Allemagne']","['Hartweizengrieß', 'Frischei ', '10% ', ' Kann Spuren von Soja', 'Sesam', 'Senf und Lupinen enthalten', ' Eier aus Bodenhaltung']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,361,"2,5",70,13,500 g,1510 kj(361 kcal),"0,75",3,"0,05","0,02",['mutters Beste'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes fraîches']",,+41%,-57%,+81%,+32%,,,"['Tüte', 'Plastik', '05 PP']",,['Deutschland'],,['NORMA'],1,2.5 g,en faible quantité,0.75 g,en faible quantité,3 g,en faible quantité,0.05 g,en faible quantité,+41%,-69%,+25%,-94%,-94%,-4,-195%,A,-195%,,,,,,,,,"['Œufs', 'Gluten']",Eier-Teigwaren,,,,
841,huile de nigelle Habachia,6132507810029,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Cured Ham - Spanish Serrano Ham Shoulder Cured - Paletas Marpa,8437003894015,,['France'],[],[],?,259,"15,1","0,9","29,9",,1084 kj(259 kcal),"6,3","0,5","3,9","1,56",['Paletas Marpa'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,+8%,+20%,+25%,-2%,,E,,,,,,,15.1 g,en quantité modérée,6.3 g,en quantité élevée,0.5 g,en faible quantité,3.9 g,en quantité élevée,+9%,+35%,+12%,-17%,-17%,19,+16%,E,+16%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
843,Maniva Natural Water,8022966110007,,['France'],[],[],?,0,0,0,0,,0 kj(0 kcal),0,0,"0,019","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Gourmet Mon Petit,7613034453068,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Barilla pappardelle - 250g,8076809543385,,['France'],[],[],?,373,"5,2","64,8",15,250 g,1561 kj(373 kcal),"1,5","3,3","0,15","0,06",['Barilla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Pate a tartiner - Le Cacaotier,3701200401907,,['France'],[],[],?,609,47,31,12,,2548 kj(609 kcal),10,29,,,['Le Cacaotier'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,+16%,+46%,-38%,+93%,,,,,,,,,47 g,en quantité élevée,10 g,en quantité élevée,29 g,en quantité élevée,,,+17%,+23%,-34%,,,,,,,,,,,,,,,,,,,,
847,Cote du Rhone,3250392748104,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Sérum physiologique,3401042933641,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Pistaches grillées et salées - Auchan,8435177058943,,['France'],[],[],?,618,51,11,23,,2586 kj(618 kcal),"6,4","7,9","0,67","0,268",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Pistache grillée salée']",,+1%,+4%,-27%,+2%,,D,,,,,['Auchan'],,51 g,en quantité élevée,6.4 g,en quantité élevée,7.9 g,en quantité modérée,0.67 g,en quantité modérée,+1%,-0%,+16%,-45%,-45%,6,-4%,C,-4%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,
850,Mild Ssamjang - 500g,8801052048215,,['France'],[],[],?,207,"3,2","37,8","9,1",500 g,866 kj(207 kcal),"0,5","23,9",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Jambon de qualité supérieur, cuit, fumé - Saint Alby",2205888002223,,['France'],[],[],?,125,"4,5",1,20,,523 kj(125 kcal),"1,5","0,5","1,9","0,76",['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Mini Donut - Milka,3040400291049,,['France'],[],[],?,464,"28,7","44,4","6,3",,1941 kj(464 kcal),16,"13,7","0,95","0,38",['Milka'],"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+13%,+26%,-1%,+6%,,B,,,,,,,28.7 g,en quantité élevée,16 g,en quantité élevée,13.7 g,en quantité élevée,0.95 g,en quantité modérée,+14%,+51%,-18%,-0%,-0%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,
853,Fruit & nuts,3780010601707,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Tapas de patatas ali oli sin gluten - Carretilla,8410416012177,['en:gluten-free'],['France'],[],[],?,208,"16,8","12,2","1,5",,870 kj(208 kcal),"1,7","2,7","1,2","0,48",['Carretilla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Red Apple Slim Tea - Fitvia,4260515895157,,['France'],[],[],?,2,"0,5","0,6","0,5",,8 kj(2 kcal),"0,1","0,6",0,0,['Fitvia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Schweppes sabor limao,8414100334743,,['France'],[],[],?,27,0,"6,2",0,,113 kj(27 kcal),0,6,"0,03","0,012",['Schweppes'],"['Boissons', 'Boissons avec sucre ajouté']",,-68%,-100%,-69%,-100%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.03 g,en faible quantité,-69%,-100%,-67%,-20%,-20%,8,-33%,D,-33%,,,,,,,,,,,,,,
857,Dark raspberry - Leonidas - 100g,5420006326129,,"['France', 'Pays-Bas']",[],[],?,507,30,45,6,100 g,2121 kj(507 kcal),18,42,"0,1","0,04",['Leonidas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Youki Pomme,3700029401365,,['France'],[],[],?,48,0,"11,86",0,,201 kj(48 kcal),0,"11,86",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Bio quinoa ecológica -,8412170019850,['Bio'],['France'],[],[],?,360,"6,5","58,4","12,5",,1506 kj(360 kcal),"0,8","3,5","0,007","0,003",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,+9%,+21%,+6%,+6%,,C,,,,,,,6.5 g,en quantité modérée,0.8 g,en faible quantité,3.5 g,en faible quantité,0.007 g,en faible quantité,+9%,+23%,+39%,-96%,-96%,-1,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,
860,Confitures et traditions,3665000371023,,['France'],[],[],?,271,"0,14",66,"0,5",,1134 kj(271 kcal),"0,03",66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Mélange 5 baies moulin - Belle France,3258561150475,,['France'],[],[],?,?,?,?,?,,,,,,,['Belle France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Dinkel Pizzateig,7613404179338,,['France'],[],[],?,282,"8,5",42,"8,2",,1180 kj(282 kcal),3,"2,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Ciabatta Précuite - Carrefour,3245413857064,,['France'],[],[],1052,249,"2,2",48,"8,2",,1052 kj(249 kcal),"0,3","2,5","1,1","0,44",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:Ciabatta']",-23%,-24%,-64%,-12%,-14%,,,,,,,['Carrefour'],,2.2 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,1.1 g,en quantité modérée,-24%,-74%,-36%,-14%,-14%,-1,-120%,A,-120%,,,,,,,,,,,,,,
864,Rondele citron givré,3100150000039,,['France'],[],[],?,309,29,6,6,,1293 kj(309 kcal),20,5,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Le Brookie Pocket Tout Choco - Brossard,8349740042157,"['Fabriqué en France', 'Nutriscore', 'Nutriscore D', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,465,25,51,"6,1",,1946 kj(465 kcal),"9,7",31,"0,41","0,164",['Brossard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Brookies']",,+4%,+3%,+2%,+4%,,,,,,,,,25 g,en quantité élevée,9.7 g,en quantité élevée,31 g,en quantité élevée,0.41 g,en quantité modérée,+4%,+9%,-3%,+25%,+25%,16,-14%,D,-14%,,,,,,,,,,,,,,
866,Compote pomme fraise - Valade,3174061051190,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",['France'],[],[],?,58,"0,5",12,"0,5",,243 kj(58 kcal),"0,2",9,"0,01","0,004",['Valade'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']",,-5%,+47%,-11%,+33%,,B,,,,,,,0.5 g,en faible quantité,0.2 g,en faible quantité,9 g,en quantité modérée,0.01 g,en faible quantité,-6%,+121%,-27%,+122%,+122%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,
867,Écusson Créateur de Cidres Bio Édition 100 ans,3182280086480,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Aceite de oliva virgen - El Corte Inglés,8433329083140,,['France'],[],[],?,822,91,0,0,,3439 kj(822 kcal),13,0,0,0,['El Corte Inglés'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-5%,,,,D,,,,,,,91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-7%,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
869,Pizza trattoria Alfredo -  - 456g,20836696,,['France'],[],[],?,270,"11,8","28,6",11,456 g,1130 kj(270 kcal),"4,6","4,4","1,24","0,496",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,+18%,+41%,+6%,+7%,,,,,,,,,11.8 g,en quantité modérée,4.6 g,en quantité modérée,4.4 g,en faible quantité,1.24 g,en quantité modérée,+18%,+17%,+50%,-1%,-1%,12,+54%,D,+54%,,,,,,,,,,,,,,
870,Crackers crujientes con sabor a crema agria y cebollino - Jacobs,5000168186610,,['France'],"['flour ', 'wheat flour', 'calcium', 'iron', 'niacin', 'thiamin', 'vegetable oils ', 'sunflower', 'palm', 'dried potato', 'starch', 'sour cream and chive flavour ', 'milk', ' [salt', 'dried onion', 'natural flavouring', 'dextrose', 'dried whey ', 'milk', 'maltodextrin', 'potassium chloride', 'sugar', 'vegetable oils ', 'palm', 'sunflower', 'coconut', 'rapeseed', 'parsley', 'chives', 'lactose ', 'milk', 'dried cream ', 'milk', ']', 'maltodextrin', 'sugar', 'glucose syrup', 'raising agents ', 'ammonium bicarbonate', 'šodium bicarbonate', 'disodium diphosphate', 'salt', 'emulsifier ', 'e472e', 'for allergens', 'including cereals containing gluten', 'see ingredients in bold', 'may also contain sesame seeds', 'egg', 'soya', 'mustard,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,470,"19,6","66,4","5,7",,1966 kj(470 kcal),5,"6,8","1,8","0,72",['Jacobs'],,,,,,,,,['mixed plastic film-packet'],,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,"[""E503ii - Carbonate acide d'ammonium"", 'E450i - Pyrophosphate de sodium acide', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]","['Gluten', 'Lait']",,,,,
871,Mélanie Gauffres - 150g,3558390002557,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,429,"7,8","80,8","7,8",150 g,1795 kj(429 kcal),"1,45","34,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Clairet de quinsac,3520133022757,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Saline De Bex Sel Des Alpes Feines Salz Mit Jod Und Fluor -,7610104021431,,['France'],[],[],?,?,?,?,?,,,,,,,,"['Epicerie', 'Condiments', 'Sels']",,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
874,I love milka bombones praliné de avellanas corazón de,7622210937223,,['France'],[],[],?,547,33,57,"5,2",,2289 kj(547 kcal),18,56,"0,35","0,14",['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Eau - Evian - 33cl,3068320119267,,['France'],[],[],?,0,0,0,0,33cl,0 kj(0 kcal),0,0,0,0,['Evian'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles', 'Eau minérale naturelle non gazeuse']",,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,0,-100%,A,-100%,,,,,,,,,,,,,,
876,Rizada Integral - Monte Turia,8410251002067,,"['France', 'Espagne']",[],[],?,441,"18,3",58,"8,5",,1845 kj(441 kcal),"2,5","5,34",,,['Monte Turia'],['es:galleta integral'],,,,,,,,,,,,,,18.3 g,en quantité modérée,2.5 g,en quantité modérée,5.34 g,en quantité modérée,,,,,,,,,,,,,,,,,,,,,,,,,
877,Mousse au chocolat - Lidl - 6x 60g,4056489029212,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,172,"7,1","21,1","5,2",6 x 60 g,720 kj(172 kcal),"4,8","20,6","0,18","0,072",['Lidl'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,-37%,-57%,-4%,-12%,"['EMB 14630C', 'Saint-Martin-des-Entrées (Calvados, France)']",D,,,,,['Lidl'],,7.1 g,en quantité modérée,4.8 g,en quantité modérée,20.6 g,en quantité élevée,0.18 g,en faible quantité,-36%,-52%,+4%,-18%,-18%,7,-47%,C,-47%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,
878,Chaussons epinard chevre,3760099539092,"['Bio', 'Bio européen', 'IT-BIO-013']",['France'],[],[],?,226,"9,4",24,10,,946 kj(226 kcal),"3,3","1,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Oasis sirop,3456440000099,,['France'],[],[],?,316,"0,5","79,1","0,5",,1322 kj(316 kcal),"0,1",77,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Mini Carrés Pâte d'Amande chocolat noir - Lindt,3046920011204,['Fabriqué en France'],['France'],"['sucre', 'amandes 21%', 'pâte de cacao', 'stabilisant ', 'sorbitol', 'beurre de cacao', 'sirop de glucose', 'beurre laitier concentré', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de soja', 'arômes', 'conservateur ', 'sorbate de potassium', "" Peut contenir de l'euf"", ""du blé et d'autres fruits à coque""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,490,24,55,"7,4",,2050 kj(490 kcal),"8,6",52,"0,06","0,024",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,-7%,-25%,+5%,+26%,,,,,,,,4,24 g,en quantité élevée,8.6 g,en quantité élevée,52 g,en quantité élevée,0.06 g,en faible quantité,-7%,-51%,+9%,-61%,-61%,24,-2%,E,-2%,,,,,,,,"['E420 - Sorbitol', 'E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Fruits à coque', 'Soja']",,,,,
881,Pané savoyard - Le gaulois,3266980153526,"['Nutriscore', 'en:palm-oil-free']",['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Préparation à base de pomme de terre', 'de REBLOCHON fondu', ""de jambon de dinde fumé et d'oignons : 72% "", 'pommes de terre cuites : 22%', 'REBLOCHON fondu : 16% ', 'REBLOCHON : 9,6%', 'BEURRE', 'eau', 'amidon modifié de pomme de terre', 'sel', 'sel de fonte : citrates de sodium', 'gélifiant : carraghénanes', 'viande de poulet', 'FROMAGE blanc ', 'LAIT écrémé pasteurisé', 'CRÈME pasteurisé', 'ferments lactiques', 'jambon de dinde cuit standard fumé : 7% ', 'viande de dinde : 6%', 'eau', 'fibre de BLÉ', 'dextrose', 'protéine de BLÉ', 'arômes naturels', 'sel', 'extraits végétaux ', 'bette', 'carotte', 'ferments', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium ', 'fibre de BLÉ', 'plantes aromatiques ', 'oignon : 1', '7%', 'sel', 'vin blanc', 'panure : 28 % ', 'eau', 'farine de BLÉ', 'sel', 'levure', 'Huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",942,225,12,19,9,,942 kj(225 kcal),"3,6","1,4","1,1","0,44",['Le gaulois'],,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Gluten', 'Lait']",,,,,
882,Comté rapé -  - 150g,3770001721019,"['Point Vert', 'AOP']",['France'],"['LAIT cru', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1750,437,"34,5","1,5",27,150 g,1750 kj(437 kcal),23,"0,5","0,9","0,36",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",+1%,+4%,-1%,+225%,+0%,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",C,['Film Plastique'],,"['Poligny', 'France']",,,3,34.5 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,0%,+1%,+87%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Lait'],,,,,
883,Thé noir cacao tchai - Ethiquable,3760278860771,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Fairtrade International', 'Max Havelaar', 'Max-havelaar-france']",['France'],[],[],?,?,?,?,?,,,,,,,['Ethiquable'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
884,Quality street - Nestlé,7613037058659,,['France'],[],[],?,471,"20,5","67,1","3,6",,1971 kj(471 kcal),"11,8","58,2","0,21","0,084",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1080g,26080192,,['France'],[],[],?,?,?,?,?,1080 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Sardines à l huile - Benimar,8436008200265,,['France'],[],[],?,227,"15,6",0,"21,9",,950 kj(227 kcal),"2,6",0,1,"0,4",['Benimar'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol""]",,+4%,+12%,-100%,+2%,,D,,,,,,,15.6 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,+5%,-21%,-100%,+10%,+10%,3,-19%,C,-19%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,
887,3 Growing Up Baby Milk Powder from 1 Year Onwards - Hipp,4062300139534,,['France'],[],[],?,51,"2,5",5,"1,9",,213 kj(51 kcal),"0,8",5,"0,05","0,02",['Hipp'],,,,,,,,,"['card-box', 'mixed plastic film-bag']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Lokoum Amande 6 X 500 GR - Sebahat,5411944318154,,['France'],[],[],?,1497,2,"81,8",1,,6263 kj(1497 kcal),"0,13","68,6","0,01","0,004",['Sebahat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,vin de bordeaux Maucaillou,3760063165111,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Instant frais - Casino,3222477296305,,['France'],[],[],?,49,0,11,"0,5",,205 kj(49 kcal),0,"8,8","0,04","0,016",['Casino'],,,,,,,"['EMB 29209D', 'Plouvien (Finistère, France)']",,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Jambon supérieur sans couenne,2273695025841,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,111,3,1,20,,464 kj(111 kcal),"1,2","0,5","2,1","0,84",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon sans couenne']",,-35%,-61%,+51%,-15%,"['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,,,,,3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,-34%,-59%,-6%,-27%,-27%,11,+4%,D,+4%,,,,,,,,,,,,,,
892,Mini Cookie Muesli raisins et noisettes,3263852937611,,['France'],[],[],?,450,18,56,"9,3",,1883 kj(450 kcal),"3,2",19,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Pâte de curry thaï massaman - Autour du riz - 100g,3760275571359,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-10', 'en:TH-BIO-121']",['France'],"['Päte de curry thaï biologique Typiquement thaïe', 'la pâte de curry massaman est de tradition musulmane et permet de cuisiner des currys doux et partume', ' Cngyédients Citronnelle*', 'vinaigre de riz*', 'galanga*', 'huile de noix de coco*', 'échalote*', 'ail*', 'sel marin', 'curcuma*', 'cannele doud groflet', 'cardamome*', "" *Issu de l'agriculture biologique""]",[],?,92,"7,9","2,6","0,8",100 g,385 kj(92 kcal),"4,4","2,3",3,"1,2",['Autour du riz'],"['Epicerie', 'Condiments', 'Sauces', 'Pâtes de curry']",,-52%,-36%,-80%,-76%,,,['Verre'],,,,,3,7.9 g,en quantité modérée,4.4 g,en quantité modérée,2.3 g,en faible quantité,3 g,en quantité élevée,-52%,+117%,-57%,-57%,-57%,15,+20%,D,+20%,,,,,,,,,,,,,,
894,Ventresca de Atún Claro en Aceite de Oliva - Ribeira,8429583003437,,"['France', 'Espagne']",[],[],?,192,10,0,25,,803 kj(192 kcal),"1,9",0,"1,5","0,6",['Ribeira'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']",,-10%,-29%,-100%,+24%,,,,,,,,,10 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,-9%,-33%,-100%,+50%,+50%,4,-8%,C,-8%,,,,,,,,,,,,,,
895,Melocotones en almíbar - Norvi - 470g,8412270659222,,"['France', 'Espagne']",[],[],?,302,0,17,"0,4",470 g,1264 kj(302 kcal),0,14,"0,3","0,12",['Norvi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",,+344%,-100%,+13%,-2%,,B,['Sachet'],,,,,,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.3 g,en quantité modérée,+360%,-100%,+2%,+1276%,+1276%,2,,B,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,,,,,,,
896,Unilever,50064861,,['France'],[],[],?,?,?,?,?,,,,,,,['Unilever'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Instant Frais Pomme Menthe - Casino,3222477356757,,['France'],[],[],?,57,0,13,0,,238 kj(57 kcal),0,"9,6",0,0,['Casino'],,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Crunchy salt corn chocolate - Choco Moment,8711299020113,,['France'],[],[],?,498,"24,8","60,1","6,4",,2084 kj(498 kcal),"12,9","39,5","0,4","0,16",['Choco Moment'],,,,,,,,,"['Tablette', 'sachet verseur', 'sachet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Incredible Curried Chickpeas,5030101022248,,['France'],[],[],?,135,"4,3","15,6","6,1",,565 kj(135 kcal),"0,4","0,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
