,name,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,allergens,link,traceability_code,palm_ingredients,bar_code,brand_owner
991,Paupiettes De Veau - L’etal Du Boucher,E,,,,['L’etal Du Boucher'],"['Viandes', 'Viandes de veau', 'Paupiette de veau']",,,,,['France'],"['47,8% viande de origine France', '30,8% porc', 'eau', 'sel', 'farine de riz', 'dextrose', 'épices', 'plantes aromatiques', 'arômes naturels', 'acidifiants : acétates de sodium', 'lactate de potassium ', 'antioxydant : ascorbate de sodium', ' CONSERVATION']","['Non végétalien', 'Non végétarien']",4,?,,228,-5%,18,-5%,"7,7",+2%,"1,4",-36%,"1,4",+212%,15,+4%,"1,23",+31%,"0,492",+31%,91.6%,4.0%,1.1%,0.9%,0.5%,1.9%,15,18 g,en quantité modérée,7.7 g,en quantité élevée,1.4 g,en faible quantité,1.23 g,en quantité modérée,954 kj(228 kcal),-4%,14,+9%,D,+9%,"['E262 - Acétates de sodium', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",,,,,20283292,
992,Eierlikör - Gold-Advocaat,E,Eierlikör,,['Flasche'],['Gold-Advocaat'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Liqueur aux œufs']",,,,,"['France', 'Suisse']","['Wasser', 'Zucker', 'Eigelb', 'Alkohol', 'Eiklar']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,,?,,?,,,,?,,,,?,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,,,,,['Œufs'],,,,20284831,
993,Thé - Lord nelson - 50g,A,Fenchel-Anis-Kümmel Tee,50 g,['Karton'],['Lord nelson'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés en sachets']",,,,['Lidl'],"['France', 'Allemagne']","['55% Fenchel', '30% Anis', '15% Kümmel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,1,-75%,"0,1",+1420%,"0,1",+7307%,"0,1",-84%,"0,1",-56%,0,-100%,"0,01",-15%,"0,004",-15%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,4 kj(1 kcal),-64%,,,,,,,,,,20284855,
994,Pizza Jambon Champignons - Trattoria Alfredo - 180g,,Pizza pâte fine garnie de jambon cuit et de champignons,180 g,"['Plastique', 'Sous atmosphère protectrice']",['Trattoria Alfredo'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas ovales']",,,,['Lidl'],['France'],"['Garniture ', '59%', ' : sauce tomate ', 'purée de tomate', 'eau', 'farine de blé', 'sel', ""huile d'olive vierge extra"", 'épices et aromates ', ""poudre d'oignon et d'ail"", 'épices', 'sel', ""extrait d'épices et d'aromates"", 'jambon cuit 28% ', 'jambon de porc', 'eau', 'sel', 'lactose', 'bouillon de porc ', 'eau', 'viande de porc', 'dextrose', 'stabilisant : triphosphates', 'gélifiant : carraghénanes', 'arôme naturel de porc', 'sirop de glucose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'ferments', 'emmental', 'champignons 9%', 'basilic et origan', '\rPâte ', '41%', ' : farine de blé', 'eau', 'levure', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,705,-26%,167,-27%,"2,6",-65%,"1,6",-59%,26,-11%,"2,6",-4%,"8,7",-15%,"1,473",+4%,"0,589",+4%,,,,,,,,2.6 g,en faible quantité,1.6 g,en quantité modérée,2.6 g,en faible quantité,1.47 g,en quantité modérée,705 kj(167 kcal),-27%,2,-78%,B,-78%,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,,20285586,
995,Mini Cones Vanille x12 - Gelatelli - 336ml,B,Vanilleeis in Waffelhörnchen,336 ml,['Karton'],['Gelatelli'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Cônes vanille']","['Agriculture durable', 'Point Vert', 'Fabriqué en Allemagne', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,['Lidl'],"['France', 'Allemagne']","['Entrahmte Milch', 'Zucker', 'Weizenmehl', 'pflanzliche Fette ', 'Kokosnuss', 'Ölpalme', 'Molkenerzeugnis', 'Glukose-Fruktose-Sirup', 'Glukosesirup', 'Haselnussstückchen 3%', 'Palmöl', 'fettarmes Kakaopulver', 'Emulgatoren: Mono - und Diglyceride vorn Speisefettsäuren', 'Lecithine ', 'Raps', 'Soja', 'Stabilisatorern: Johannisbrotkernmehl', 'Guarkernmehl', ' natürliches Vanille-Aroma', 'natürliches Bourbon Vanille-Aroma', 'färbender Karottenextrakt', 'Speisesalz']","['Huile de palme', 'Non végétalien']",4,?,,351,+30%,"19,1",+52%,"15,1",+54%,"40,1",+13%,"28,4",+9%,4,+31%,"0,13",-24%,"0,052",-24%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,19.1 g,en quantité modérée,15.1 g,en quantité élevée,28.4 g,en quantité élevée,0.13 g,en faible quantité,1469 kj(351 kcal),+30%,20,+18%,E,+18%,"['E322 - Lécithines', 'E412 - Gomme de guar']","['Gluten', 'Lait', 'Soja', 'de:Haselnussstückchen']",,,,20289379,
996,Baguette Salami - Trattoria Alfredo - 750g,,,750 g,"['stück', 'Surgelé']",['Trattoria Alfredo'],,['Fabriqué en Allemagne'],,,,"['France', 'Allemagne']","['Weizenmehl', '19,5% zerkleinerte Tomaten', 'Trinkwas - ser', '8,5% Salami ', 'Schweinefleisch', 'Speck', 'Speisesalz', 'Konservierungsstoff: Natriumnitrit', ' Gewürze', 'Antioxidationsmittel: Natriumascorbat', 'Extrakt aus Rosmarin', ' Gewürzextrakte', 'Dextrose', 'Buchenholzrauch', '7,5% Edamer', '4,8% Tomaten', '4,5% Zwiebeln', '1,6% Paprika', '1,6% Frühlingszwiebeln', 'Speisesalz', 'Backhefe', 'Zucker', 'Basilikum', 'Oregano', 'Weizensauerteig getrocknet', 'Rapsöl', 'Weizenquellmehl', 'geröstetes Malzmehl ', 'Weizen', 'Gerste', 'Zwiebelpulver', 'Knoblauchgranulat', 'Schwarzer Pfeffer', 'Karottenpulver']","['Non végétalien', 'Non végétarien']",4,826,,205,,"5,4",,"2,7",,"29,5",,3,,"8,4",,"1,3",,"0,52",,,,,,,,,,,,,,,,,826 kj(205 kcal),,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E392 - Extrait de romarin']",['Gluten'],,,,20289904,
997,Dizzy pear,,,,,,,,,,,['France'],[],[],,?,,44,,"0,1",,"0,1",,"10,5",,"10,2",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,184 kj(44 kcal),,,,,,,,,,,20290245,
998,Chapelure pour toutes préparations panées - Dilecta - 400g,,Chapelure,400 g,"['Boîte', 'Carton']",['Dilecta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Chapelure', 'Chapelure de blé']",,,['Allemagne'],['Match'],['France'],"['Farine de blé tendre', 'sel', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1483,-7%,350,-5%,"1,4",-61%,"0,2",-73%,70,-2%,"4,9",+9%,12,+7%,"0,8",-41%,"0,32",-41%,,,,,,,,1.4 g,en faible quantité,0.2 g,en faible quantité,4.9 g,en faible quantité,0.8 g,en quantité modérée,1483 kj(350 kcal),-4%,-1,-116%,A,-116%,,['Gluten'],,,,20297847,
999,Huile d'olive vierge extra biologique d'Espagne - Biotrend - 500ml,B,,500 ml,"['Bouteille', 'Verre']",['Biotrend'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'de:eg-oko-verordnung', 'ES-ECO-001-AN', 'Agriculture UE']",['Espagne'],,['Lidl'],"['France', 'Allemagne']","[""Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,3404,-4%,900,+5%,92,-4%,14,0%,0,,0,,0,,0,-100%,0,-100%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3404 kj(900 kcal),-5%,6,-2%,C,-2%,,,,,,20298760,
1000,20298791,,,,,,,,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20298791,
1001,8 mini chinois - Maitre JEAN PIERRE,C,,,,['Maitre JEAN PIERRE'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Gâteaux fourrés', 'Brioche fourrée au chocolat', 'Brioche fourrée crème pâtissière', 'Briochettes']",,,"['Brialys', 'Bréal-sous-Vitré']",['Lidl'],['France'],"['farine de blé', '35% crème pâtissière ', 'eau', ""sucre' amidon modifié de pomme de terre"", 'poudre de lait entier', 'poudre de lait écrémé', 'gélifiants alginate de sodium', 'acétate de calcium', 'diphosphate tétrasodique', 'phosphate disodique ', "" émulsifiants : Esters acétiques des mono - et diglycérides d'acides gras et Esters lactiques des mono - et diglycérides d'acides-gras "", ' sirop de glucose déshydraté', 'sel', 'conservateur : sorbate de potassÌum ', ' arôme naturel de vanille', 'colorant : caroténoïdes', ' ', ' 6% pépites de chocolat au lait ', 'sucre', 'poudre de Irit entier', 'beurre de cacao', 'pâte de cacao', 'lactose', 'émulsifiant : lécithine de tournesol ', ' arôme naturel de sucre', 'oeufs entiers*', 'beurre ', 'lait', ' concentré', 'letture', 'huile végétale de tournesol', 'sirop de sucre inverti', 'arômes', 'sel', 'protéines végétales de pois', 'gluten de blé', ""émulsifiants : mono - et diglycérides d'acides gras"", 'Stéaroyl-2-lactylate de sodium ', ' agent traitement de la farine : acide ascorbique', 'arôme naturel de vanille ', 'contient alcool', ' Traces éventuelles de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,297,+4%,9,+26%,5,+82%,48,+3%,17,-15%,5,-13%,"0,88",+26%,"0,352",+26%,79.2%,12.1%,5.7%,2.6%,0.4%,0.0%,66,9 g,en quantité modérée,5 g,en quantité modérée,17 g,en quantité élevée,0.88 g,en quantité modérée,1243 kj(297 kcal),+4%,13,+18%,D,+18%,"['E401 - Alginate de sodium', 'E263 - Acétate de calcium', 'E450iii - Diphosphate tétrasodique', 'E339ii - Phosphate disodique', ""E472a - Ester diacétyl-acétique d'acides gras"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Gluten', 'Lait']",,,,20299910,
1002,Beignet choco-noisette - Auchan,,,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,['Auchan'],['France'],"['Pâte à beignet ', '70%', ' : Farine de blé', 'eau', 'œufs', 'preparation pour beianet ', 'émulsifiants ', 'E47 ', ' ', 'E472e', 'sel', 'farine de blet poudre à lever ', '450', 'E500', 'gluten de blé', 'agent de traitement de la farine ', 'E300', 'enzymes ', 'hémicellulase', 'alpha amylase', 'sucre', 'margarine ', 'huiles et araisses végétales raffinées', 'beurre concentré', 'eau', 'émulsifiants : lécithines de soja ', 'E322', ""mono - et diglycérides d'acides gras "", 'E471', 'sel', 'sucre', 'acidifiant : acide Citrique ', 'E330', 'arômes', 'colorant* Béta carotène ', 'E160a', 'levure', ' Huile de tournesol', 'anti-moussant ', 'E900', 'i Garniture ', '30%', ' : Sucre', 'huiles vegétales ', 'colza', 'noisettes 10%', 'cacao maigre en poudre 45%', 'lait écrémé en poudre', 'lactosérum en poudre', 'lactose', 'émulsifiant : lécithine de tournesol', 'arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,385,+8%,"16,35",+3%,"3,36",-3%,"50,58",+12%,"22,84",+40%,"6,69",+6%,"0,45",-39%,"0,18",-39%,,,,,,,,16.4 g,en quantité modérée,3.36 g,en quantité modérée,22.8 g,en quantité élevée,0.45 g,en quantité modérée,1611 kj(385 kcal),+8%,11,-8%,D,-8%,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E500 - Carbonates de sodium', 'E300 - Acide ascorbique', 'E1100 - Amylases', 'E322i - Lécithine', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E900 - E900 food additive']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,2030000020478,
1003,Sauce vinaigrette,D,,,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,,['France'],[],[],,?,,464,+28%,50,+36%,"4,8",+27%,"2,8",-41%,"2,5",-24%,"0,7",+19%,2,+4%,"0,8",+4%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,50 g,en quantité élevée,4.8 g,en quantité modérée,2.5 g,en faible quantité,2 g,en quantité élevée,1941 kj(464 kcal),+29%,17,+14%,D,+14%,,,,,,2030000021260,
1004,Fraisier pate d'amande 6/8 personnes -,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000022595,
1005,Beignet x4 royal - Auchan - 4,,,4,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,['Auchan'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000022625,
1006,Navettes marseillaises - Le boulanger auchan - 6,,,6,,"['Le boulanger auchan', 'Auchan']",,,,,['Auchan'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000023387,
1007,4/4 aux framboises - Auchan Le Pâtissier - 400grammes,,,400 grammes,,['Auchan Le Pâtissier'],,,,,['Auchan'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000025169,
1008,Gateau battu maison - Auchan - 350g,,,350g,['Sachet plastique'],['Auchan'],"['Gâteaux battus', 'Gâteaux battus picards']",,,,['Auchan'],['France'],"['farine de blé', 'beurre 25%', 'œufs entiers liquides', 'sucre', 'levure', 'sel', 'améliorant ', 'antioxygène E300', 'émulsifiant E471']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",,,,2030000025237,
1009,Brioche surfine - Auchan - 400gr,C,,400gr,"['Carton', 'Plastique']",['Auchan'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,,['Auchan'],['France'],"['Farine T55 ', 'farine de BLE', 'GLUTEN de BLE', 'farine de BLE malté', ' levure désactivée', 'agent de traitement de la farine: E300', ' OEUF', 'beurre ', 'CREME', 'ferments lactiques', 'Eau', 'sucre levure Son plus amidon de BLE', 'émulsifiant : E471 E481', ' GLUTEN de BLE', 'épaississant E466', 'antioxydant E300', 'colorant E160a', 'sel antiagglomérant E535']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,?,,?,,,,?,,,,?,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E160a - Carotènes mélangés']","['Œufs', 'Gluten', 'Lait']",,,,2030000025244,
1010,Briochettes x10 a la praline -,C,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']",,,,,['France'],[],[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,0 kj(0 kcal),-100%,,,,,,,,,,2030000025404,
1011,Pain de campagne au noix,,,,,,,,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000025480,
1012,Baguette viennoise,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000026081,
1013,Pain complet - Auchan,,,,,['Auchan'],,,,,['Auchan'],['France'],"['âuchan Le Boulanger agasin PAIN CHOC PLAISIR X8 Viennoiserie au beurre Ingredients', 'Pain au chocolat ', 'farine de BIE BEURRE', ' eau', 'chocolat pate de cacao', 'beurre de cacao', 'emulsifiant E322', 'SOJA', 'arollle vanille naturel', 'sucre', 'levure', 'poudre deLAlT', 'GLUTEN de BLE', ' sel', 'emulsifiant E322', 'colza', ' agent de traitement de la farine: E300', 'enzy', 'nes', 'dorure', '0EUFi eau']",[],4,?,,350,,1,,"0,5",,1,,1,,1,,0,,0,,,,,,,,,,,,,,,,,1464 kj(350 kcal),,,,,,"['E322 - Lécithines', 'E300 - Acide ascorbique']","['Gluten', 'Lait', 'Soja']",,,,2030000027170,
1014,Platcek pomme ×2 - Auchan - 300g,,,300g,"['Barquette', 'Frais']",['Auchan'],"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,['France'],['Auchan'],['France'],"['Pate à brioche ', 'farine ', 'farine de blé', 'germe de blé', 'gluten de blé', 'malt de blé', 'antioxydant : E300', 'oeuf', 'eau', 'beurre', 'levure', 'amidon de blé', 'émulsifiant : E471', 'E481', ' gluten de blé', 'épaississant : E466', ' antioxydant : E300', ' colorant : E160a', ' sel ', 'antiagglomérant : E535', 'oeufs']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E160a - Carotènes mélangés', 'E535 - Ferrocyanure de sodium']","['Œufs', 'Gluten', 'Lait']",,,,2030000029297,
1015,Bio Camenbert - Chêne D’argent,D,,,,['Chêne D’argent'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie']",['Bio'],,,['Lidl'],['France'],"['lait* de vachel pasteurisé', 'sel', 'ferments', "" lissu de l'agriculture biologique"", ' Fabriqué dans un atelier utilisant du lait de chèvre', 'de vache', ' *Lait de vache origine France', ' À conserver entre +2 oc et +6 oc']",['Non végétalien'],,?,,271,-8%,21,-12%,15,-11%,"1,2",+65%,"0,5",+30%,19,+4%,"1,35",-11%,"0,54",-11%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,21 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.35 g,en quantité modérée,1134 kj(271 kcal),-8%,13,-10%,D,-10%,,,,,,2030000029327,
1016,Trappe d'Échourgnac,,,,,,,,,,,['France'],[],[],,?,,338,,28,,19,,"0,5",,0,,21,,"1,4",,"0,56",,,,,,,,,,,,,,,,,1414 kj(338 kcal),,,,,,,,,"['FR 24.159.001 CE', 'Échourgnac (Dordogne, France)']",,2030000062683,
1017,Muffin Chocolat x2 - Auchan,,,,,['Auchan'],,,,,['Auchan'],['France'],[],[],,?,,429,,22,,"4,8",,50,,25,,"5,5",,"0,85",,"0,34",,,,,,,,,,,,,,,,,1795 kj(429 kcal),,,,,,,,,,,2030500110815,
1018,Poulet roti - Auchan,,,,,['Auchan'],,,,,['Auchan'],['France'],[],[],,?,,358,,28,,18,,1,,1,,"25,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,1498 kj(358 kcal),,,,,,,,,"['FR 25.531.001 CE', 'Santoche (Doubs, France)']",,2030500125260,
1019,Pain campagne sans gluten - Auchan,,,,,['Auchan'],,"['en:gluten-free', 'Sans conservateurs']",,,['Auchan'],['France'],"['OACRÉDIENTS : Eau', 'farine sansgluten ', 'farine de riz', 'farine de tapioca', 'fécule de pomme de terreo fécule de riz', 'farine de maïs', 'fécule de maïse farine de riz fermenté', 'huile de levure ', 'levure', 'levure enrichie en vitamine D', 'de psyllium déshydratée', ' sirop de sucre inverti', 'blanc humectant fibres de betteraves sucree flocons de milleti sel', ' stabilisants ', 'hydroxypropylrnéthyIcellU10seo gomme de xanthane', ' fibres de pomme de terreo carbonate de calcium', 'colorant ordinaire', ' huila']",[],,?,,229,,"5,4",,"0,7",,"37,7",,"2,4",,"3,5",,"0,93",,"0,372",,,,,,,,,,,,,,,,,958 kj(229 kcal),,,,,,,,,,,2030500130257,
1020,Pain cereales sans gluten - Wiso,,,,,['Wiso'],,"['en:gluten-free', 'Sans conservateurs']",,['POLOGNE'],,['France'],"['tec I annesans ordinaire', 'INFORMATIONs RELATIVES AUX ALLERGIES : Les allergènes']",[],,?,,272,,"30,7",,"8,4",,"42,4",,1,,"5,6",,"1,03",,"0,412",,,,,,,,,,,,,,,,,1138 kj(272 kcal),,,,,,,,,,,2030500134040,
1021,Muffins myrtilles sans gluten -,,,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Muffins aux fruits']","['en:gluten-free', 'Sans conservateurs']",,,,['France'],[],[],,?,,362,-2%,"19,9",+14%,"2,5",-7%,"42,3",-12%,"21,3",-18%,"2,8",-43%,"0,8",+20%,"0,32",+20%,,,,,,,,19.9 g,en quantité modérée,2.5 g,en quantité modérée,21.3 g,en quantité élevée,0.8 g,en quantité modérée,1515 kj(362 kcal),-2%,13,-4%,D,-4%,,,,,,2030500137027,
1022,4 Beignets - Auchan,,Beignets fourrés à la purée de framboise,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",['en:palm-oil-free'],,,['Auchan'],['France'],"['Farine de blé ', 'gluten', ' - Eau - œufs - Sucre - Huiles végétales ', 'tournesol', 'colza', ' - Purée de framboise 8,9% Levure - Jaunes duufs - Amidon transformé de maïs Stabilisant : glycérol - Sel - Emulsifiants : {471', ""E472 - Gluten de blé - JUS concentré de fruits rouges ? Correcteur d'acidité : acide citrique - Conservateur : sorbote de potassium ? Colorant : caroténoïdes ? Arômes"", ' Contient : aluten', 'œufs']","['Sans huile de palme', 'Non végétalien']",4,?,,282,-5%,"8,7",-15%,"1,2",-37%,42,-3%,13,-8%,"6,1",+1%,"0,69",-2%,"0,276",-2%,,,,,,,,8.7 g,en quantité modérée,1.2 g,en faible quantité,13 g,en quantité élevée,0.69 g,en quantité modérée,1180 kj(282 kcal),-5%,6,-26%,C,-26%,"['E14XX - Amidons modifiés', 'E422 - Glycérol', ""E472 - Esters d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160 - Caroténoïdes']","['Œufs', 'Gluten']",,,,2030500146265,
1023,Beignets pomme X4 300g - Auchan - 300g,,Beignets fourré à la purée de pomme,300 g,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['en:palm-oil-free'],,,['Auchan'],['France'],"['Faine de blé ', 'gluten', ' - Purée de pommes 1 2,7% - EAU - OEUFS - Huiles végétales ', 'tournesol', 'colza', "" - Sucre - Sirop de glucose-fructose - Levure - Jaunes D'OEUFS - Amidon transformé de maïs - Sel - GLUTEN de blé - Emulsifionts : E471"", ""E472 - Stabilisant : glycérol - Arômes - Correcteur d'acidité : acide citrique - Conservateur : sorbate de potassium - Colorant : caroténoïdes"", ' Contient : GLUTEN', 'ŒUFS', ' Ce produit a pu être en contact avec : arachides', 'lait', 'fruits ù coque', 'soja']","['Sans huile de palme', 'Non végétalien']",4,?,,282,-21%,"8,7",-45%,"1,2",-65%,41,-9%,12,-26%,"6,1",-4%,"0,69",-6%,"0,276",-6%,,,,,,,,8.7 g,en quantité modérée,1.2 g,en faible quantité,12 g,en quantité modérée,0.69 g,en quantité modérée,1180 kj(282 kcal),-21%,6,-50%,C,-50%,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472 - Esters d'acides gras alimentaires"", 'E422 - Glycérol', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,2030500148207,
