,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,allergens,nova_score,quantity,packaging,traceability_code,generic_name,ingredients_origins,manufacturing,link,brand_owner,palm_ingredients
1434,Torrone morbido de mandorle - 150g,8059617190248,,,['France'],[],[],?,492,2059 kj(492 kcal),"23,7",2,"57,8","56,6","9,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,
1435,Pain ceanberries et noix de pecan,0260096014439,,,['France'],[],[],?,290,1213 kj(290 kcal),"5,4","0,6","51,2","9,9","7,3","1,16","0,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Asperges vertes - 500g,3700516002648,,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",,,,,,,,,,,,,,,,,,,,,,,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,,,,,500 g,,,,,,,,
1437,Meule de savoie,2130253004383,,,['France'],[],[],?,411,1720 kj(411 kcal),"33,5","20,51","1,34","0,1","26,11","0,68","0,272",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France']",33.5 g,en quantité élevée,20.5 g,en quantité élevée,0.1 g,en faible quantité,0.68 g,en quantité modérée,,+2%,+2%,+2%,-5%,+141%,-67%,-4%,-16%,-16%,13,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1438,Nestlé multifruits,8410100016030,['Nestlé'],,['France'],[],[],?,72,301 kj(72 kcal),"0,2","0,01",16,"13,5","0,6","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Erbsen-Drink Vanille,4019313007220,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Cold Brew Kaffee,4260376849092,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Köstrizer Radler Limette,4014964020277,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Chutes de jamboj blanc,2677662025191,,,['France'],[],[],?,106,444 kj(106 kcal),"2,6",1,"0,3","0,3",21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1443,Croquant aux Noix,3523537000031,,,['France'],[],[],?,428,1791 kj(428 kcal),"14,1","1,3","68,1","54,7","6,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Pain Hot Dog Thevenet - 4x 85g,3511246101002,,,['France'],[],[],?,298,1247 kj(298 kcal),"6,6","1,3",49,"2,5","8,8","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 85 g,,,,,,,,
1445,Thymian-Rosmarin-Nudeln - Birkel,4002676230817,['Birkel'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Grünes Minze-Curry,014083,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Tofu-Gewürz - Violas’ - 50g,044394,['Violas’'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Epicerie', 'Condiments']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,['Tüte'],,,,,,,
1448,Choc Obsession,2010000270011,,,['France'],[],[],?,516,2159 kj(516 kcal),"32,48","12,54","53,14",50,"5,42",56,"22,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Manzanares - 300g,8414485102531,,,['France'],[],[],?,508,2125 kj(508 kcal),24,"10,5",60,3,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,
1450,Protifast Riz Au Lait Vanille 7 Sachets (dessert),3401547248936,,,['France'],[],[],?,374,1565 kj(374 kcal),"4,4","2,3",15,"5,6","67,4","2,47","0,988",B,"['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille']",4.4 g,en quantité modérée,2.3 g,en quantité modérée,5.6 g,en quantité modérée,2.47 g,en quantité élevée,,+183%,+184%,+21%,0%,-28%,-55%,+1961%,+1815%,+1815%,17,+372%,D,+372%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,,,,,,,
1451,Confiture de Fraises,88702077797,,,['France'],[],[],?,52,218 kj(52 kcal),0,0,13,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-76%,-76%,-100%,-100%,-76%,-100%,-100%,-100%,-100%,-1,-111%,A,-111%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1452,Antipasto Mediterraneo,8019176111887,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Huile d'olive Esprit de Garrigue,3760067430185,,,['France'],[],[],?,823,3443 kj(823 kcal),"91,5","12,5",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Neufchâtel Éric ALLAUME,3486896010038,,,['France'],[],[],?,309,1293 kj(309 kcal),"25,69",17,"0,9","0,9","19,89","2,05","0,82",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel']",25.7 g,en quantité élevée,17 g,en quantité élevée,0.9 g,en faible quantité,2.05 g,en quantité élevée,,+6%,+6%,+5%,+2%,+40%,+107%,+6%,+15%,+15%,17,+14%,D,+14%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['AOP'],,,,,,,,,,,,
1455,Poopsie slime,8056379071600,,,['France'],[],[],?,77,322 kj(77 kcal),11,3,58,51,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Vin rouge,3397830001114,,,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,
1457,Mini Twist,5425002289096,,,['France'],[],[],?,257,1075 kj(257 kcal),"0,08","0,07","61,07","42,14","3,23","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Chateau Segue Longue Monnier,3477001091011,,,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Sauce Chèvre et miel,3660603441104,,,['France'],[],[],?,490,2050 kj(490 kcal),"50,7","4,2",7,"5,4","1,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Limoncello,8000296000380,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Ice Tea Elvis,7610900158119,,,['France'],[],[],?,29,121 kj(29 kcal),0,0,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Pas Pareil,3323565200010,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Glace citron,3760123951043,,,['France'],[],[],?,85,356 kj(85 kcal),0,0,"21,84","21,76","0,04","2,93","1,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
1464,Spiruline - 100g,4011123366993,,,['France'],[],[],?,348,1456 kj(348 kcal),"6,3","3,03","9,1","1,6",60,"3,3","1,32",E,"['Compléments alimentaires', 'Spiruline']",6.3 g,en quantité modérée,3.03 g,en quantité modérée,1.6 g,en faible quantité,3.3 g,en quantité élevée,,+39%,+37%,+72%,+137%,-12%,+130%,+21%,+187%,+187%,16,+227%,D,+227%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,100 g,,,,,,,,
1465,Boules de coco,4260348670075,,,['France'],[],[],?,445,1862 kj(445 kcal),12,"11,5",78,77,"3,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Whey perfection - Body&fit,8718774017064,['Body&fit'],,['France'],[],[],?,?,,?,,?,,?,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Ica I love eco,7318690131847,,,['France'],[],[],?,380,1590 kj(380 kcal),2,"0,4",81,"0,7","7,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Tarte feuilleté pâtissière pêche cerises,,,,['France'],[],[],?,160,669 kj(160 kcal),"5,9","4,1",25,13,"2,5","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Limoncello,26010748,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Melon,2868541021384,,,['France'],[],[],?,32,134 kj(32 kcal),"0,135","0,047","6,49","5,94","0,71","0,011","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
1471,Bierre Blanche à la framboise - 6x 25cl,3244850002273,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 x 25 cl,,"['EMB 67437', 'Saverne (Bas-Rhin, France)']",,,,,,
1472,Brioche Tressée U 600g - 600g,,,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,,,,,,,,,,,,,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,600 g,,,,,,,,
1473,Macaron d'antan chocolat intense,0779992558119,,,['France'],[],[],?,486,2033 kj(486 kcal),"27,5","4,4","46,3","43,2","16,2","0,04","0,016",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",27.5 g,en quantité élevée,4.4 g,en quantité modérée,43.2 g,en quantité élevée,0.04 g,en faible quantité,,+14%,+14%,+54%,-3%,-17%,-14%,+89%,-72%,-72%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['en:gluten-free'],,,,,,,,,,,,
1474,Huile d'olive avec citron,8032771861896,,,['France'],[],[],?,852,3565 kj(852 kcal),"15,6",0,"0,1","0,1","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1475,Atún Claro - Pescamar,8410599020518,['Pescamar'],,['France'],[],[],?,185,774 kj(185 kcal),"8,7","1,9",0,0,"26,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Filets de poulet,2233108029583,,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Point Vert'],,,,,,,,,,,,
1477,Coconut water,0348999000022,,,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,5",4,0,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Golden Blend Tea,5391462366113,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Chair a saucisse a cuire,2873441049338,,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']",,,,,,,,,,,,,,,,,,,,,,,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,,,,,,,,,,
1480,Wild Definitely Energy Drink 25cl,8437003091780,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Eau aromatisee fleurs d'oranger,3401351423192,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Vaquero Beer With Tequila Flavor,3244851001480,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Crostatina ai mirtilli,8009890013352,,,['France'],[],[],?,426,1782 kj(426 kcal),14,"8,6",69,33,"5,8","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,Céraline l'écrase de pomme de terre,3428640006799,,,['France'],[],[],?,108,452 kj(108 kcal),"4,6",3,14,"1,4","2,1","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Mamool,6281106253734,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,attrape nigaud,3770013752018,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Giotto  burger nature - Carrefour,2090000186215,['Carrefour'],['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,La garlotte,3770013583148,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Semoule de blé dur,3760105896942,,,['France'],[],[],?,343,1435 kj(343 kcal),"1,5","0,1",70,2,"11,2","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Sablés pépites de chocolat,3386941202473,,,['France'],[],[],?,544,2276 kj(544 kcal),33,17,53,17,"8,9","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Flan bio 6 parts,0208256024157,,,['France'],[],[],?,218,912 kj(218 kcal),"8,7","5,4",30,18,"4,6","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,"['EMB 24550A', 'Thenon (Dordogne, France)']",,,,,,
1492,Crispy gold seasalt - Taffel,6410381094002,['Taffel'],,"['Finlande', 'France']",[],[],?,465,1946 kj(465 kcal),25,"1,8",53,"0,3","4,6","1,4","0,56",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Plats préparés', 'Chips', 'Chips de pommes de terre', 'Entrées']",25 g,en quantité élevée,1.8 g,en quantité modérée,0.3 g,en faible quantité,1.4 g,en quantité modérée,,+100%,+106%,+97%,-21%,+169%,-90%,-9%,+31%,+31%,12,+100%,D,+100%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,,,
1493,Pave Saumon Norvège,0204533054589,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Roti porc cuit - Carrefour,2227849037068,['Carrefour'],['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13', 'Fabriqué en France']",,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,,
1495,Baguette bio U,,,,['France'],[],[],?,256,1071 kj(256 kcal),"0,8","0,2",51,"1,4","9,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1496,Fein gemacht,4025877451065,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Pistache grillées et salées,3877984854199,,,['France'],[],[],?,628,2628 kj(628 kcal),51,"6,3",13,"6,9",24,"1,3","0,52",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Pistache grillée salée']",51 g,en quantité élevée,6.3 g,en quantité élevée,6.9 g,en quantité modérée,1.3 g,en quantité modérée,,+3%,+3%,+4%,-2%,-13%,+1%,+7%,+7%,+7%,9,+43%,C,+43%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,,,,
1498,Mangue séchée,3760205500350,,,['France'],[],[],?,350,1464 kj(350 kcal),"0,78","0,19","81,16","75,2","1,48","4,68","1,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1499,Neuhaus pralines collection irresistibles,5413676629522,['Neuhaus'],,['France'],[],[],?,497,2079 kj(497 kcal),"27,55","15,12","57,01","48,39","3,96","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Sabor especial natural,8594053680101,,,['France'],[],[],?,520,2176 kj(520 kcal),"26,7","2,5","62,7","1,4","6,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Mulberries (mûres Blanches) Bio - 200 G - Purasana,5400706000338,,,['France'],[],[],?,320,1339 kj(320 kcal),1,0,49,"40,5",7,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1502,Rôti de boeuf saignant et sa sauve tartare,2222747036212,,,['France'],[],[],?,163,682 kj(163 kcal),10,"1,9","0,5","0,5",18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Oxy Cream 30 Volumes Oyster 1000ML,,,,['France'],[],[],?,414,1732 kj(414 kcal),"27,67","15,26","43,99","32,49","3,63","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,DOBE ananas & mandarine,38900715304,,,['France'],[],[],?,61,255 kj(61 kcal),0,0,14,13,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Tranches de lomo HIRUAK,2298497027558,,,['France'],[],[],?,121,506 kj(121 kcal),"3,3","1,4",8,8,"22,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Tartufata bianca - 100g,8000234036334,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,
1507,Prosciutto Vialatina Affiné « Sel & Poivre »,3760014492402,,,['France'],[],[],?,267,1117 kj(267 kcal),17,6,"0,5","0,5",28,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1508,Velouté de legumes - Leader Price,3960092213566,['Leader Price'],['Leader Price'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1509,Petit pot au feu bien chaleureux,3770009346757,,,['France'],[],[],?,81,339 kj(81 kcal),"4,6",1,"4,4","0,9","4,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Spicy Peanuts,6948505406047,,,['France'],"['Arachide ', '91,6%', 'Piment ', '2,2%', 'Huile de Soja', 'sel', 'Poivre du Sichuan ', '1,2%', 'Exhausteur de goût ', 'E621', 'Antioxydant ', 'E370', ' Allergène : Arachide', 'soja Les équipements de production sont aussi utilisés pour le traitement des poissons et crevettes ', 'Crustacés']","['Non végétalien', 'Non végétarien']",?,606,2536 kj(606 kcal),50,"9,6",14,4,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E370 - 4-Heptonolactone']","['Crustacés', 'Arachides']",4,,,,,,,,,
1511,Peanut butter chocolate chip cookies - Trader Joe's,00637893,"[""Trader Joe's""]",,['France'],[],[],?,130,544 kj(130 kcal),5,"1,5",17,10,3,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,TRADITION GAILLAC,3181340177816,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,732,3760093287760,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Saucisson ail courbe fumé cuit,2238091024737,,,['France'],[],[],?,236,987 kj(236 kcal),18,"6,9","0,5","0,5",18,"1,8","0,72",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail"", ""Saucisson cuit à l'ail""]",18 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-14%,-14%,-19%,-19%,-55%,-30%,+12%,-15%,-15%,15,-22%,D,-22%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,,,,
1515,Croupi pom,3276310000222,,,['France'],[],[],?,328,1372 kj(328 kcal),2,"1,4","68,8","67,8","1,9","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Lemoncello,41668071926,,,['France'],[],[],?,160,669 kj(160 kcal),11,5,15,12,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Emmental sapins verts,0296432024732,,,['France'],[],[],?,379,1586 kj(379 kcal),29,20,1,1,28,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Ribs de porc marinés,2685103011252,,,['France'],[],[],?,854,3573 kj(854 kcal),"12,5","4,8",6,"4,6",17,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Spiruline Bretonne en paillettes - 100g,3770001220963,,,['France'],[],[],?,339,1418 kj(339 kcal),"5,8","2,8","34,4","1,3","56,1","1,4","0,56",D,"['Compléments alimentaires', 'Spiruline']",5.8 g,en quantité modérée,2.8 g,en quantité modérée,1.3 g,en faible quantité,1.4 g,en quantité modérée,,+35%,+34%,+58%,+119%,+234%,+87%,+13%,+22%,+22%,12,+145%,D,+145%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,100 g,,,,,,,,
1520,ailerons de poulet - Maître Coq,0215674017975,['Maître Coq'],,['France'],[],[],?,197,824 kj(197 kcal),13,"3,8","2,8","1,6",17,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Boisson pétillante sans alcool à base de jus de raisin bio,3244082900101,,,['France'],[],[],?,184,770 kj(184 kcal),"0,1","0,1","10,7","10,7","0,1","0,063","0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1522,Chipolata basque,2676393022042,,,['France'],[],[],?,174,728 kj(174 kcal),"11,9",5,"1,1","0,96","15,6","1,8","0,72",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",11.9 g,en quantité modérée,5 g,en quantité modérée,0.96 g,en faible quantité,1.8 g,en quantité élevée,,-27%,-27%,-37%,-31%,-6%,+52%,+1%,0%,0%,13,-22%,D,-22%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
1523,Filet canard fume,2216788041724,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,"['EMB 73179', 'Motte-Servolex (Savoie, France)', 'FR 73.179.008 CE', 'Motte-Servolex (Savoie, France)']",,,,,,
1524,Sauce crudite nature,7565637434343,,,['France'],[],[],?,287,1201 kj(287 kcal),"29,4","2,1","4,4","2,9","0,9","2,6","1,04",D,"['Epicerie', 'Sauces', 'Sauces crudités']",29.4 g,en quantité élevée,2.1 g,en quantité modérée,2.9 g,en faible quantité,2.6 g,en quantité élevée,,+1%,+1%,+6%,-9%,-27%,-24%,+4%,+22%,+22%,15,+8%,D,+8%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
1525,Cuisse de poulet - Biocoop,2250334039827,['Biocoop'],['Biocoop'],['France'],[],[],?,?,,?,,?,,?,,,C,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
