,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
1156,Cardamome moulue - Sainte Lucie - 32g,3162050010198,['France'],['Cardamome moulue 100 %'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,B,32 g,['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cardamome']",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,"['Flacon', 'Verre', 'Flacon verre']",,,,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,
1157,Force Basque - Maison Arosteguy - 100g,3760047370302,['France'],[],[],?,?,?,?,?,,100g,['Maison Arosteguy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Jambon Supérieur Fumé au bois de hêtre -,4006259012753,['France'],[],[],?,111,3,1,20,E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambons blancs fumés']",,,3 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,,-18%,464 kj(111 kcal),-18%,-44%,"1,5",-27%,+18%,1,+53%,-2%,2,+2%,"0,8",+2%,5,-38%,C,-38%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,['Qualité supérieure'],,,,,,,,,
1159,Miel de sainfoin - Secrets delices - 250,3594482005471,['France'],[],[],?,?,?,?,?,,250,['Secrets delices'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Coppa 12 tranches,8412954021048,['France'],[],[],?,332,23,"1,1",31,,,,,,,,,,,,,,,,,1389 kj(332 kcal),,,8,,,"1,1",,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,
1161,Figues - Tassis - 200g e,3683080308470,['France'],['Figues sèches'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,251,"1,4","50,4","3,2",D,200 g e,['Tassis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches']",,1,1.4 g,en faible quantité,0.3 g,en faible quantité,48.1 g,en quantité élevée,0.22 g,en faible quantité,,-9%,1050 kj(251 kcal),-9%,-8%,"0,3",+6%,-12%,"48,1",+2%,-2%,"0,22",+61%,"0,088",+61%,2,-33%,B,-33%,69.5%,21.7%,2.7%,4.1%,1.9%,0.0%,38,['Plastique'],,['Turquie'],['Fabriqué en France'],Figues,['France'],,,,,,,
1162,Café Grains Meo Gastronomique 250 g,3261341025504,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Fromage frais à pâte filée - Treo - 250g,3760019717739,['France'],"['lait de vache pasteurisé', 'crème pasteurisée', 'sel', 'prédire', '30% de matiére grasse/sèche']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,?,?,?,D,250 g,['Treo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Burrata']",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Leclerc'],,,,,['IT E4P2M CE'],,,,,,
1164,Haricots rouges - Delhaize bio - 240g,5400113589365,"['Belgique', 'France']",[],[],?,100,"0,4",13,"7,7",B,240g,['Delhaize bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",,,0.4 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.5 g,en quantité modérée,,-36%,418 kj(100 kcal),-38%,-53%,"0,1",-28%,-40%,"1,5",+4%,-32%,"0,5",+27%,"0,2",+27%,-1,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,['Delhaize'],,['Bio'],,,,,,,,,
1165,Lot De 6 Pukka Infusion Baies De Sureau & Echinacée Bio,5060229011473,"['France', 'Espagne', 'Royaume-Uni']",[],[],?,?,?,?,?,A,,['Pukka'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Sobres', 'card-box', 'paper-wrapper']",,,['Bio'],,,,,,,,,
1166,Le gruyère apéro plattli - Coop Naturaplan,2112446007609,['France'],[],[],?,409,33,0,28,C,,['Coop Naturaplan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",,,33 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,1.6 g,en quantité élevée,,+2%,1711 kj(409 kcal),+2%,+2%,0,-100%,-100%,0,-100%,+4%,"1,6",+10%,"0,64",+10%,7,-51%,C,-51%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,"['Bio', 'Bio européen', 'CH-BIO-006', 'Fabriqué en Suisse']",,,,,,,,,
1167,Champagne Devaux Augusta - 1,3277763011162,['France'],[],[],?,?,?,?,?,D,1,['Devaux augusta'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,
1168,Alfenas,3149330008014,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Rooïbos aromatise - Comptoirs richard - 35grammes,9990000039692,['France'],[],[],?,?,?,?,?,,35grammes,['Comptoirs richard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,RICORE - NESTLE - 260g,03533244,['France'],"['par portion: 1 %AR"" de lait prtion 535 kJ15% 4,1', '113% INFORMATION or 5+250 m par NUTRITIONNELLE 100gJmi', 'écr demi-ecreme Energie | 577 kJ|']",[],?,?,?,?,?,,260g,['NESTLE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Boite'],,,,,,,,,,,,
1171,Foie gras de canard - Larnaudie,3113010139756,['France'],[],[],?,513,"49,1","2,3","5,6",,,['Larnaudie'],,,,,,,,,,,,,,2146 kj(513 kcal),,,"22,3",,,"1,3",,,"1,41",,"0,564",,,,,,,,,,,,,,,,,,,,,,,,,
1172,3295890209085,3295890209085,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Fruits secs - Jumbo,8718452236398,['France'],[],[],?,431,"20,6","46,4","11,9",,,['Jumbo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,20.6 g,en quantité élevée,1.8 g,en quantité modérée,35.3 g,en quantité élevée,0.1 g,en faible quantité,,+28%,1803 kj(431 kcal),+28%,+199%,"1,8",-20%,-20%,"35,3",-18%,+190%,"0,1",+14%,"0,04",+14%,3,-37%,C,-37%,,,,,,,,,,,,,,,,,,,,
1174,Süßstoff Tabletten - netto - 1200,20014339,['France'],"['AY PLUS TableHeu uf der Grundlage von Natriumcyclama rinNatrium', ' Enthält Laktose', 'utaten or Natriumhydrogen - ff Natriumcyclamat', 'Saureregulator Natri bonat', 'Säuerungsmittel Natriu Natrium', 'Laktose', ' mcitrate', 'Süßstoff s urchschnittliche Nährwerte 0g: pro Portion ca', '006 atie 85 kJ 20 kcal 0,0 g 0,2 g 0,2 g 0,0 g rennwert 0,1 ka EiweiB ohilenhydrate: davon Zucker Fett dovon esättigte Fettsöuren: 0,0g <0,1 00g 0,0 g 13,6 g Ballststoffe: Natrium: uaserend auf einer Ernährung von 2000 kcal ines durchschnittlichen Erwachsenen r dem ersten Gebrauch Originalitätsring durch kräftiges Ziehe 0,00 0,01 Mat', '-Nr', ' 0116902 nder Lasche entfernen', ' n SüBen ußen von warmen und kalten Getränken', ' t: 1 Süßstofftablette - 1 Stück Zucker ', 'ca', ' 4', '4 g und trocken lagern']",['Non végétalien'],?,84,4,"2,6","9,7",,1200,['Netto'],['Édulcorants'],['Lait'],4,4 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,0.63 g,en quantité modérée,,-73%,351 kj(84 kcal),-73%,+3638%,"2,7",+9543%,-97%,"0,5",-99%,+3892%,"0,63",+1589%,"0,252",+1589%,0,-100%,B,-100%,,,,,,,,['Boite'],['Netto'],,,,,,,,,,,
1175,Infusion pomme fraise et rhubarbe,3760135235094,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1176,Tomme des pyrennees - 0.240kg,2225661019293,['France'],[],[],?,343,29,1,20,D,0.240 kg,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",,,29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.75 g,en quantité élevée,,-1%,1435 kj(343 kcal),-1%,+2%,19,-5%,-22%,0,-100%,-7%,"1,75",-2%,"0,7",-2%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1177,500g,06826521,['France'],[],[],?,?,?,?,?,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Special K Protein,87971675,['France'],[],[],?,441,18,54,14,,,['Spécial K'],,,,,,,,,,,,,,1845 kj(441 kcal),,,"5,2",,,20,,,"0,4",,"0,16",,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,
1179,Innocent Super Smoothie Berry Protein - 750ml,5038862236812,['France'],[],[],257,61,"0,67",11,"2,2",C,750 ml,['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']",,,0.67 g,en faible quantité,0.47 g,en faible quantité,9.4 g,en quantité élevée,0.05 g,en faible quantité,+8%,+7%,257 kj(61 kcal),+8%,+89%,"0,47",+285%,-9%,"9,4",-12%,+250%,"0,05",+221%,"0,02",+221%,15,+44%,E,+44%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,,,,,,,
1180,Assaisonnement pour poulet - Columbia,4007747271317,['France'],[],[],?,70,"2,3",3,"3,6",,,['Columbia'],,,,,,,,,,,,,,293 kj(70 kcal),,,"0,4",,,3,,,"80,1",,"32,04",,,,,,,,,,,,,,,,,,,,,,,,,
1181,Cocofines - Sondey,20670306,"['Belgique', 'France']",[],[],?,546,31,59,"6,2",,,['Sondey'],,,,,,,,,,,,,,2284 kj(546 kcal),,,19,,,38,,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,
1182,Hard Cider - La Mordue - 4x 27.5cl,3013060203554,['France'],"['Cidre', 'jus de pomme rouge 10%', 'sucre liquide', 'acidifiant: acide citrique', 'arômes', 'colorant: anthocyanes', ' Contient des sulfites']",[],?,?,?,?,?,D,4 x 27.5 cl,['La Mordue'],"['Boissons', 'Boissons alcoolisées', 'Cidres']",['Anhydride sulfureux et sulfites'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,"['Bouteille', 'cannette']",,,,,,,,"['E330 - Acide citrique', 'E163 - Anthocyanes']",,,,
1183,Tablette de chocolat Lindt Lait noisettes - 2,6016920020121,['France'],"['sucre', 'beurre de cagao', 'noisettes ', '16%', 'poudre de lait', 'pâte de cacao', 'lactose', 'poudre deit ecrémé', ""amandes extrait de malt d'orge émulsifiant "", 'ecithine de soja', 'arôme ', 'vanille', "" Peut contenir d'autres ruits à oque et du blé"", ' Cacao : 30% minimul INFORMATIONS NU NTIONNELLES Energie Matières grasses POUR cal dont saturées Glucides']",['Non végétalien'],?,?,?,?,?,,2,['Lindt'],,"['Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,['Fabriqué en France'],,['France'],,,,,,,
1184,3416471121118,3416471121118,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Aro - 80g,3439495010305,['France'],"['thon ', 'Katsuwonus pelamis', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,253,21,0,16,E,80 g,['Aro'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",['Poisson'],3,21 g,en quantité élevée,2.5 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,,+16%,1059 kj(253 kcal),+17%,+51%,"2,5",+40%,-100%,0,-100%,-29%,"1,2",+10%,"0,48",+10%,5,+62%,C,+62%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,,
1186,Filets de poulet roti - Le Gaulois,2431628037266,['France'],[],[],?,151,"5,8",0,24,D,,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+15%,632 kj(151 kcal),+16%,+101%,"1,4",+88%,-100%,0,-100%,+5%,"1,4",+87%,"0,56",+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,['Sans conservateurs'],,,,,,,,,
1187,Sir tiffin - Regent's Park,3513851560069,['France'],[],[],?,510,28,57,"6,1",,,"[""Regent's Park""]",,,,,,,,,,,,,,2134 kj(510 kcal),,,17,,,40,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1188,viande hachée - 650g,3700502706970,['France'],[],[],?,?,?,?,?,,650 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande-francaise', 'Viande-bovine-francaise']",,,,,,,,,
1189,Thon piselli e tonno,8004030291102,['France'],[],[],?,180,"12,5","6,5","9,5",,,,,,,,,,,,,,,,,753 kj(180 kcal),,,"1,3",,,2,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1190,Haricots rosés,0793573216199,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Heinz Arrabiata,3660603080785,['France'],[],[],?,59,"1,4","9,2","1,6",,,['Heinz'],,,,,,,,,,,,,,247 kj(59 kcal),,,"0,1",,,8,,,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,,
1192,6 Galettes Fraîches de Sarrasin - La Petite Lefeuvre - 390g,3438330100089,['France'],"['Eau,*Farine de sarrasin bio 23 %', 'Sel fin non traité', ' *Biologique']",[],?,79,"0,5","15,9","2,7",B,390 g,['La Petite Lefeuvre'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,1,0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.7 g,en quantité modérée,,-55%,331 kj(79 kcal),-55%,-87%,"0,1",-94%,-42%,0,-100%,-60%,"0,7",-47%,"0,28",-47%,2,-61%,B,-61%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['Sachet', 'Plastique', 'Frais']",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",6 Galettes Fraîches de Sarrasin,"['France', 'Île de France']",,,,,,,
1193,Assortiments Melanie - Distribué par ensemble force8 - 300grammes,3558390001666,['France'],[],[],?,429,23,64,"6,4",,300 grammes,['Distribué par ensemble force8'],,,,,,,,,,,,,,1795 kj(429 kcal),,,13,,,30,,,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,
1194,Comté au lait cru - Bio Village,2860350025522,['France'],[],[],?,410,34,"0,5",26,D,,['Bio Village'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,+3%,1715 kj(410 kcal),+4%,+4%,22,+1%,+8%,"0,5",+80%,+3%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Leclerc'],,['Bio'],,,,,,,,,
1195,Soupe de boeuf aux pâtes - royco - 43g,3036812060137,['France'],"['pâtes 53% ', 'farine de blé', 'sel', 'sel', 'exhausteurs de goût ', 'E508', 'E621', 'E627', 'E631', 'légumes 6,8 % ', 'poireau', 'tomate', 'carotte', 'oignon', 'arômes ', 'contient blé', 'lait', 'céleri', 'amidon de pomme de terre', 'dextrose', 'huile de palme', 'maltodextrine', 'viande et extrait de viande de bœuf 0,4 %', 'graisse de bœuf', 'chapelure curcuma', 'curry', 'protéines de lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,14,"0,2","2,5","0,5",,43g,['Royco'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']","['Céleri', 'Gluten', 'Lait']",4,,,,,,,,,,-90%,59 kj(14 kcal),-90%,-92%,"0,1",-89%,-89%,"0,4",-89%,-87%,"0,9",-70%,"0,36",-70%,,,,,,,,,,,,['sachet déshydraté'],,,['Sans colorants'],,['Europe'],,,"['E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']",['Huile de palme'],,,
1196,Fruits et légumes ULTRA frais 100% naturel - Franprix,2248917022960,['France'],[],[],?,?,?,?,?,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,
1197,Bonbons Miel et Eucalyptus,3760109020206,['France'],[],[],?,402,"0,05","98,9","0,06",,,,,,,,,,,,,,,,,1682 kj(402 kcal),,,0,,,81,,,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,,,,
1198,Miel de fleurs,3280843380065,['France'],[],[],?,?,?,?,?,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1199,Brownie x6 400g -  - 400g,0207596020997,['France'],[],[],?,?,?,?,?,D,400 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,
1200,Chérie cerise,3288194305010,['France'],[],[],?,46,0,"11,5",0,,,,,,,,,,,,,,,,,192 kj(46 kcal),,,0,,,"11,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1201,350G MAGRET CANARD POIDS FIXE - Delpeyrat - 350g,3067162196610,['France'],[],[],?,?,?,?,?,,350 g,['Delpeyrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Fleur de sureau - Riniel - 30g,20440886,['France'],[],[],?,232,0,95,0,,30g,['Riniel'],,,,,,,,,,,,,,971 kj(232 kcal),,,0,,,0,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1203,Thon en morceaux au naturel - Tropical - 120g,6091059004440,"['France', 'Maurice']",[],[],?,106,"0,6","0,1",26,E,120g,['Tropical'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Miettes de thon', 'Thons au naturel']",['Poisson'],,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,,-46%,444 kj(106 kcal),-46%,-95%,0,-100%,-94%,0,-100%,+46%,"0,5",-52%,"0,2",-52%,-2,-188%,A,-188%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,['Conserve'],['Intermart'],,['Protection des dauphins'],,,,,,,,,
1204,Barre Carrot Cake,5060088707388,['France'],[],[],?,422,"21,8","46,2",8,,,,,,,,,,,,,,,,,1766 kj(422 kcal),,,"2,1",,,"44,5",,,0,,0,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,
1205,Miel d'acacia,3760139980013,['France'],[],[],?,?,?,?,?,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1206,Damhert sirop de sureau - Damhert Nutrition - 200ml,5412158001399,"['Belgique', 'France']","['Jus de sureau', 'sucre de canne', 'jus de citron', 'conservateur ', 'sorbate de potassium', ' Teneur total de sucre: 37,5%']",[],?,160,"0,1","39,6",0,,200 ml,['Damhert Nutrition'],"['Compléments alimentaires', 'Para-pharmacie']",,3,0.1 g,en faible quantité,,,39 g,en quantité élevée,0 g,en faible quantité,,-45%,669 kj(160 kcal),-45%,-98%,,,+107%,39,+448%,-100%,0,-100%,0,-100%,,,,,,,,,,,,['Bouteille en verre'],"['Carrefour', 'Delhaize']",,,,['Belgique'],,http://www.damhert.be,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1207,Biscuits petit épeautre sésame - Biocoop - 150g,11713487,['France'],"['farine de blé T65* 36,5%', 'sucre de canne roux* 20,5%', 'farine de petit épeautre* 17,5%', 'beurre* 12%', 'graines de sésame* 11,5%', 'huile de colza*', 'amidon de blé*', 'poudre de lait écrémé*', ""poudres à lever : carbonates de sodium - carbonates d'ammonium"", 'sel marin', 'extrait de vanille*', ""*Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,C,150 g,['Biocoop'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']","['Gluten', 'Lait', 'Graines de sésame']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['3 sachets de 5 biscuits'],['Biocoop'],['France + Afrique + Amérique latine'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,,
1208,dejeunettes - leclerc - 6,0201993008534,['France'],"['44600 ST NAZAIRE E Leclerc D DEJEUNETTES X6 Ingredients pale a pain ', 'farine miecreme ', 'farine de ble t65', 'gluten', 'alpha et hemicellulases acide ascorbique', 'farine de ble malte', ' eau', 'sel ', 'sel,antiagglomérant e535', 'levure', 'top fournil ', 'farine de blé', 'émulsifant e471,agent de traitement de la farine e300', 'amyloglucosidase', 'alpha amylase', 'xylanase', 'cellulase']",[],?,?,?,?,?,,6,['Leclerc'],,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['6'],,,['Point Vert'],,,,,"['E535 - Ferrocyanure de sodium', 'E300 - Acide ascorbique', 'E1100 - Amylases']",,,,
1209,Rhum Ambré - on off - 50cl,3250390033905,['France'],[],[],?,?,?,?,?,C,50cl,['on off'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,['Bouteille'],,,,,,,,,,,,
1210,Cocktail 7 plantes sommeil a la melisse - Veggie - 340ml,3456300005608,['France'],[],[],?,?,?,?,?,,340ml,['Veggie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,
1211,Dattes fraiches -,0062356542290,"['Canada', 'France']",[],[],?,300,0,75,0,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,+1%,1255 kj(300 kcal),+0%,-100%,0,-100%,+9%,60,+2%,-100%,0,-100%,0,-100%,8,+64%,C,+64%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,
1212,Aceitunas con hueso sabor anchoas - ijuerta de barros - 935g,8410971600376,['France'],"['aceitunas', 'aqua,sal,potenciadone del sabor', 'E-621 y E-631,acidulantes : E-330 y E-270 ', 'antioxidante: E-300', ' producto pasterizado']",[],?,182,19,0,"1,4",B,935g,['ijuerta de barros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",,4,19 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,,+11%,761 kj(182 kcal),+12%,+18%,4,+53%,-100%,0,-100%,+9%,4,+17%,"1,6",+17%,15,+25%,D,+25%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Bocal'],,,,,['41530 morõn de la frontera'],,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",,,,
