,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
840,Cannabis cookies,8594196130051,,,,['France'],[],,,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"18,5",,"1,8",,"56,6",,20,,"6,3",,"0,395",,"0,158",,,,,,,,,,,,,,,,,,,,,,,,,
841,Noix de Cajou grillees traditionnelles,3569880059357,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],,,[],,47.7 g,en quantité élevée,8.1 g,en quantité élevée,5.6 g,en quantité modérée,0.03 g,en faible quantité,?,,625,+4%,2615 kj(625 kcal),+5%,"47,7",+3%,"8,1",-5%,"47,4",+85%,"5,6",-14%,"5,6",-70%,"0,03",-95%,"0,012",-95%,8,+6%,C,+6%,,,,E,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,
842,Huile de coco - Le Bio Pour Tous - 1000ml,3760295170068,['Le Bio Pour Tous'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,['France'],[],,,[],,98 g,en quantité élevée,93.1 g,en quantité élevée,0.1 g,en faible quantité,0 g,en faible quantité,?,,889,+3%,3720 kj(889 kcal),+4%,98,+1%,"93,1",+10%,"1,8",+3014%,"< 0,1",+363%,"< 0,2",+554%,0,-100%,0,-100%,20,+3%,E,+3%,1000 ml,,,,"['Bocal', 'Verre']",['Bio'],,,,,,,,,,,,,,
843,Sneak Stealth - 400g,5056090900398,,,,['France'],[],,,[],,,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,0,,0,,0,,"0,19",,"0,076",,,,,,400 g,,,,,,,,,,,,,,,,,,,
844,Lentill'algues - 250g,3760065880913,,,,['France'],[],,,[],,,,,,,,,,?,,324,,1356 kj(324 kcal),,"0,8",,"0,8",,44,,"1,2",,27,,"0,3",,"0,12",,,,,,250 g,,,,,,,,,,,,,,,,,,,
845,Entremets cacao - Mimi Bio - 20g,3700977708509,['Mimi Bio'],,,['France'],"['Sucre', 'amidon de maïs', 'poudre de cacao maigre ', '14,5%', 'gélifiant : pectine', 'poudre de chicorée']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,1514,,362,,1514 kj(362 kcal),,"1,8",,"1,1",,"79,2",,"46,1",,"3,5",,"0,3",,"0,12",,,,,,20 g,,,,,['Bio'],,,,,,,,,,,,,,
846,Sauce à la truffe - italiana tartufi - 80g,8004964000023,['italiana tartufi'],['Sauce aux truffes'],,"['France', 'Italie']","['DICHIARAZIONE NUTRIZIONALE NUTRITION DECLARATION per 100g Prodotio u Produced IT', 'L-SAEW Targhie ENERGIA ENERGY']",,,[],,57 g,en quantité élevée,33 g,en quantité élevée,2.6 g,en faible quantité,1.8 g,en quantité élevée,?,,221,,925 kj(221 kcal),,57,,33,,"3,8",,"2,6",,20,,"1,8",,"0,72",,19,,E,,80 g,,,,['Bocal'],,,,,,,,,['Torgiano'],,,,,,
847,Mogette des pays de loire - Eric Bur - 420g,3144550006406,['Eric Bur'],,,['France'],[],,,[],,,,,,,,,,?,,102,,427 kj(102 kcal),,"0,3",,"0,1",,"16,5",,"0,2",,"8,4",,1,,"0,4",,,,,,420 g,,,,,,,,,,,,,,,,,,,
848,1L Soja Calcium - Natumi,4038375024228,['Natumi'],,,['France'],[],,,[],,,,,,,,,,?,,51,,213 kj(51 kcal),,"1,9",,"0,5",,"5,3",,"4,3",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
849,Macarrones a la boloñesa y hamburguesas ración,8436564910790,,,,['France'],[],,,[],,,,,,,,,,?,,398,,1665 kj(398 kcal),,"5,1",,"1,2",,"22,7",,"2,7",,"7,1",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
850,Aceite De Oliva Koipe Sabor,8410270007050,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,['France'],[],,,[],,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
851,Nougat amande - 200g,3105560303091,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,['France'],[],,,[],,8 g,en quantité modérée,0.7 g,en faible quantité,69 g,en quantité élevée,0 g,en faible quantité,?,,411,-8%,1720 kj(411 kcal),-8%,8,-52%,"0,7",-65%,79,+21%,69,+27%,"4,4",-39%,0,-100%,0,-100%,15,-6%,D,-6%,200 g,,,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
852,"1X4 Maquereau Mout.saupiq, - Saupiquet",3165957058102,['Saupiquet'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde']",,['France'],[],,,[],,17 g,en quantité modérée,3.1 g,en quantité modérée,0.3 g,en faible quantité,1.3 g,en quantité modérée,?,,201,-4%,841 kj(201 kcal),-4%,17,+3%,"3,1",-5%,"0,9",-20%,"0,3",-48%,11,-17%,"1,3",+5%,"0,52",+5%,5,-16%,C,-16%,,,,C,,,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,,,,,,
853,"Classic ales - Marque blanche - 5.1kg, 6bouteilles de 500ml",5011348021416,['Marque blanche'],"['Boissons', 'Boissons alcoolisées', 'Bières']",['Lidl'],['France'],"['BRAKSPEAR BITTER ', 'alc', ' 3', '4% vol', ' : eau', ""malt d'orge"", 'houblon', 'levure\rJENNINGS CUMBERLAND ', 'alc', ' 4', '0% vol', ' : eau', ""malt d'orge"", 'malt de blé', 'saccharose', 'houblon', ""levure\rMARSTON'S PEDIGREE "", 'alc', ' 4', '5% vol', ' : eau', ""malt d'orge"", 'sirop de glucose', 'houblon', 'levure\rWYCHWOOD HOBGOBLIN ', 'alc', ' 5', '2% vol', ' : eau', ""malt d'orge"", 'houblon', 'levure\rLANCASTER BOMBER ', 'alc', ' 4', '4% vol', ' : eau', ""malt d'orge"", 'houblon', 'levure \rRINGWOOD RAZORBACK ', 'alc', ' 3', '6% vol', ' : eau', ""malt d'orge"", 'houblon', 'levure']",,['Gluten'],[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"5.1 kg, 6 bouteilles de 500 ml",,Bières,C,"['Bouteilles en verre', 'Boites carton', 'Point vert', 'Bottle', 'Botella']",,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Royaume Uni'],,,,,,
854,Natillas con GALLETA ENTERA - Carrefour - 500g (4x 125g),3560070903085,['Carrefour'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",['Carrefour'],"['France', 'Espagne']","['Lait entier', 'lait écrémé', 'sucre', 'biscuit 5% ', 'farine de blé', 'sucre', 'huile de tournesol riche en acide oléique', ""antioxydants: esters d'acides gras de l'acide ascorbique et extrait riche en tocophérols"", 'sirop de glucose-fructose', 'poudre de lactosérum', 'sel', ""poudres à lever : carbonates de sodium et carbonates d'ammonium"", 'émulsifiant : lécithine de tournesol', 'arôme', ' crème', 'amidon modifié de maïs', 'arômes', 'cannelle en poudre', 'stabilisants: pectines et carraghénanes', 'colorant : rocou']","['E304 - Acide palmityle-6-L-ascorbique', 'E306 - Extrait riche en tocophérols', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E322i - Lécithine', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,3.3 g,en quantité modérée,2.2 g,en quantité modérée,18 g,en quantité élevée,0.17 g,en faible quantité,556,+3%,132,+2%,556 kj(132 kcal),+2%,"3,3",-26%,"2,2",-20%,23,+26%,18,+18%,"2,5",-26%,"0,17",+10%,"0,068",+10%,5,+5%,C,+5%,500 g (4 x 125 g),"['ES 15.03124/MU CE', 'ES', '15.03124/MU', 'CE']",Postre lacteo con galleta entera.,,,,,,,,,,,,,,Fabriqué par Postres y Dulces Reina - RGSEAA 15.03124/MU pour Interdis.,,,
855,Aceite de oliva virgen extra -,8437003206337,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],,,[],,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+5%,900,+5%,3700 kj(900 kcal),+3%,100,+5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
856,Grande brioche 500g - Leclerc 63100 le Brézet - 500g,0201269025258,['Leclerc 63100 le Brézet'],['Grande Brioche'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,500 g,,,,,,,,,,,,,,,,,,,
857,Filets de thon à l huile d olive vierge - El Manar,6194029100798,['El Manar'],"['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Filets de thon']",,['France'],[],,,[],,36 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,0.3 g,en quantité modérée,?,,418,+81%,1749 kj(418 kcal),+87%,36,+171%,3,+40%,"2,9",+692%,0,-100%,"20,6",-16%,"0,3",-70%,"0,12",-70%,3,-32%,C,-32%,,,,D,,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,
858,Paella condimento con azafran - Azafranes Sabater - 10g,8410186651248,['Azafranes Sabater'],"['Epicerie', 'Condiments']",,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,10 g,,,,,['en:gluten-free'],,,,,,,,,,,,,,
859,Seleccion Limon - Juver,8410707004058,['Juver'],,,['France'],[],,,[],,,,,,,,,,?,,8,,33 kj(8 kcal),,"0,1",,0,,"1,5",,"1,1",,"0,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
860,Beurre d'amande - Great Value,0628915641776,['Great Value'],,,['France'],[],,,[],,,,,,,,,,?,,90,,377 kj(90 kcal),,8,,"0,5",,3,,1,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
861,Cotes de porc,3245415687126,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Hamburguesa Nostra Buey selección,8436543244748,,,,['France'],[],,,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,7,,"2,9",,"0,9",,"0,6",,"20,3",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
863,Erdbeeraufstrich - Landliebe - 185g,4002575591583,['Landliebe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Real', 'Edeka']","['France', 'Allemagne']",[],,,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,37 g,en quantité élevée,0.03 g,en faible quantité,673,-27%,159,-27%,673 kj(159 kcal),-26%,"0,3",+24%,"0,1",+122%,37,-30%,37,-27%,"0,6",+35%,"0,03",+32%,"0,012",+32%,9,+3%,C,+3%,185 g,,,D,['Glass'],,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Aachen'],,,,,,
864,Basilic -  - 20g,8715459236734,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques']",,['France'],"['Basilic Accompagne bien les plats Italiens', ' Délicieux sur les pizzas', 'les spaghettis et les lasagnes', ' Et bien-sur', 'formidable avec les tomates', "" Poids Net: 20g Pays d'origine: Allemagne Classe:I No de Lot9 RM 3503 Producteur: Fossa Eugenia P"", 'O', ' Box 1056 5900 BB Venlo 8 715459 236734']",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,20g,,,,,,,,,,,,,,,,,,,
865,Pavé d'Affinois Brin doux et fruité (mini portion) - 25g,3307905201066,['Brin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],,,[],,24 g,en quantité élevée,17 g,en quantité élevée,1.3 g,en faible quantité,1.5 g,en quantité modérée,?,,297,-10%,1243 kj(297 kcal),-9%,24,-10%,17,-4%,"1,3",+7%,"1,3",+75%,19,-7%,"1,5",+15%,"0,6",+15%,14,+2%,D,+2%,25g,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
866,Aceite de oliva virgen extra ecológico - Maeva,8412498003074,['Maeva'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,"['France', 'Espagne']",[],,,[],,92 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,92,-4%,15,+7%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,,,,D,,"['Bio', 'Point Vert']",88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
867,Protein,8588006618129,,,,['France'],[],,,[],,,,,,,,,,?,,437,,1828 kj(437 kcal),,15,,"7,1",,46,,28,,25,,"0,1",,"0,04",,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
868,Risotto Aux Asperges,8033576540832,,,,['France'],[],,,[],,,,,,,,,,?,,346,,1448 kj(346 kcal),,"0,9",,"0,1",,"77,5",,"0,9",,"6,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
869,Atún claro aceite de oliva virgen extra - Albo,8410032002675,['Albo'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", ""Thons pales à l'huile d'olive""]",,"['France', 'Espagne']",[],,,[],,33 g,en quantité élevée,4.8 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,377,+38%,1577 kj(377 kcal),+37%,33,+63%,"4,8",+54%,0,-100%,0,,20,-10%,"0,8",-12%,"0,32",-12%,11,+83%,D,+83%,,,,E,,,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,
870,Confiture De Fraise,3760262730158,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],[],,,[],,0.2 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0.1 g,en faible quantité,?,,232,+7%,971 kj(232 kcal),+6%,"0,2",-17%,0,-100%,57,+7%,53,+5%,"0,7",+58%,"0,1",+341%,"0,04",+341%,11,+26%,D,+26%,,,,D,['Pot'],,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
871,Vinagre de manzana ecológica - Louit,8410010860761,['Louit'],,,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,15,,63 kj(15 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
872,Citon meringue,3564706584327,,,,['France'],[],,,[],,,,,,,,,,?,,186,,778 kj(186 kcal),,"7,1",,"4,5",,28,,26,,"2,5",,"0,21",,"0,084",,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,,,
873,Lamm - Grillwürzsalz,4039071000240,,,,['France'],[],,,[],,,,,,,,,,?,,118,,494 kj(118 kcal),,"3,4",,"0,4",,"14,3",,"11,1",,"7,6",,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,
874,Huile de cameline vierge - Bio Planete,3445020005180,['Bio Planete'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,['France'],[],,,[],,92 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,+0%,3464 kj(828 kcal),+0%,92,+0%,24,+131%,0,,0,,0,,0,,0,,13,+14%,D,+14%,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio-dynamie', 'Demeter']",,,,,,,,,,,,,,
875,Chocolat a casser - Belvas,5425007883688,['Belvas'],,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,554,,2318 kj(554 kcal),,"49,3",,"29,5",,"17,3",,"9,7",,"10,2",,"0,59",,"0,236",,,,,,,,,,,"['Végétarien', 'Végétalien', 'en:The Vegan Society']",,,,,,,,,,,,,,
876,Pain Cora,3021990092971,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Turrón de fruta,8412080075533,,,,['France'],[],,,[],,,,,,,,,,?,,430,,1799 kj(430 kcal),,17,,"2,5",,60,,58,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
878,Olives noires de Nyons aop -,3519200001504,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,['France'],[],,,[],,36.6 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,?,,349,+82%,1460 kj(349 kcal),+84%,"36,56",+99%,"0,5",-82%,"2,86",+50%,"0,5",+78%,"1,2",-10%,1,-72%,"0,4",-72%,8,-35%,C,-35%,,,,B,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,
879,Couscous de Mil - Racines Bio - 400g,3700019502621,['Racines Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Couscous', 'Semoules de blé dur pour couscous']",,['France'],['100% mil précuit'],,,[],,4.2 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,0.02 g,en faible quantité,1675,,675,+129%,1675 kj(675 kcal),+34%,"4,2",+65%,"1,1",+109%,76,+43%,"0,8",-71%,10,-6%,"0,02",-90%,"0,008",-90%,-5,,A,,400 g,,,A,['Sachet'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'FR-BIO-01', 'en:SN-BIO-154']",69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,,,
880,Kalise Sumo Passion - 180g,8413200401331,['Kalise'],,,['France'],[],,,[],,,,,,,,,,?,,114,,477 kj(114 kcal),,50,,2,,23,,18,,13,,"0,1",,"0,04",,,,,,180 g,,,,,['en:gluten-free'],,,,,,,,,,,,,,
881,Aiguillettes de poulet - La Nouvelle Agriculture,0213329025917,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,['France'],[],,,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,104,-17%,435 kj(104 kcal),-17%,"1,3",-30%,"0,4",-16%,0,-100%,0,-100%,23,+1%,"0,1",-77%,"0,04",-77%,-4,,A,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
882,Choucroute Nature (700 ML) - 100g,8713576111040,,,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,1",,0,,"3,2",,"3,1",,"1,2",,2,,"0,8",,,,,,100 g,,,,,,,,,,,,,,,,,,,
883,Tofu Ahumado 250GR Vegetalia,8422791001349,,,,['France'],[],,,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,"9,2",,"1,6",,"1,3",,"0,8",,"16,6",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
884,Chorizo sticks,8424916410050,,,,['France'],[],,,[],,,,,,,,,,?,,499,,2088 kj(499 kcal),,41,,16,,"2,5",,"1,5",,30,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,
885,Muesli con fresas - Granovita,8423266500329,['Granovita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,['France'],[],,,[],,13.3 g,en quantité modérée,3.5 g,en quantité modérée,14.7 g,en quantité élevée,0.2 g,en faible quantité,?,,381,-8%,1594 kj(381 kcal),-8%,"13,3",+2%,"3,5",+5%,"53,1",-12%,"14,7",-13%,"8,9",-10%,"0,2",+15%,"0,08",+15%,5,+2%,C,+2%,,,,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
886,Caramelos de goma surtidos -,8425402233627,,,,['France'],[],,,[],,,,,,,,,,?,,206,,862 kj(206 kcal),,"0,2",,"0,2",,"18,1",,"0,02",,"72,38",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
887,Pindakaas naturel - Pindakaaswinkel - 420ml,8713283060198,['Pindakaaswinkel'],,,"['France', 'Allemagne', 'Pays-Bas']",[],,,[],,,,,,,,,,?,,647,,2707 kj(647 kcal),,55,,,,10,,,,20,,,,,,,,,,420ml,,,,['Glas'],,,,,,,,,,,,,,,
888,Vicoliva,8412963001062,,,,['France'],[],,,[],,,,,,,,,,?,,895,,3745 kj(895 kcal),,99,,14,,0,,0,,2,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
889,Drink energy with taurine,8033903052168,,,,['France'],[],,,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,0,,0,,"11,2",,"11,2",,0,,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,
890,Palettas,8420098202636,,,,['France'],[],,,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,"1,6",,"1,4",,21,,"20,4",,"4,1",,"0,05",,"0,02",,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,
891,Zezette de sete - 250gros,3526590000215,['Zezette de Sète'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],[],,,[],,17.7 g,en quantité modérée,3.2 g,en quantité modérée,30.6 g,en quantité élevée,0.3 g,en quantité modérée,?,,470,-1%,1966 kj(470 kcal),-1%,"17,7",-15%,"3,2",-68%,"71,6",+12%,"30,6",+4%,"6,1",-6%,"0,3",-49%,"0,12",-49%,15,-24%,D,-24%,250 gros,,,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
892,Taboulé - Maison Rivière,3375644008383,['Maison Rivière'],,,['France'],[],,,[],,,,,,,,,,?,,167,,699 kj(167 kcal),,8,,1,,19,,6,,4,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
893,Cake aux Noix de Saint-Jacques - Guyader,3276770235042,['Guyader'],,,['France'],[],,,[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,20,,"4,4",,14,,"2,3",,12,,"1,5",,"0,6",,,,,,,,,,"['Film en plastique', 'Barquette']",,,,,,,,,,,,,,,
894,La Rémoise,3770013629051,,,,['France'],[],,,[],,,,,,,,,,?,,436,,1824 kj(436 kcal),,"22,2",,"14,2",,"52,1",,"26,1",,"6,2",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
895,Olio di olivia - 250g,8034034470166,,,,['France'],[],,,[],,,,,,,,,,?,,425,,1778 kj(425 kcal),,"10,3",,"3,3",,"70,7",,"3,2",,"10,8",,"2,7",,"1,08",,,,,,250 g,,,,,,,,,,,,,,,,,,,
896,Maisis -,7610994003067,,,,['France'],[],,,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,3,,"0,4",,83,,"1,2",,"6,1",,"< 0,01",,"0,004",,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,
897,Marmellata di Arance,8002583009502,,,,['France'],[],,,[],,,,,,,,,,?,,202,,845 kj(202 kcal),,"0,1",,0,,49,,47,,"0,4",,"0,1",,"0,04",,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,,,,,,,,,,,
898,Juraflore,2481234036344,['Juraflore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],,,[],,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,35,+1%,23,+1%,0,-100%,0,-100%,27,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,D,,['AOP'],82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
899,Brócoli estuche 675 g - Findus,8410092143158,['Findus'],,,['France'],[],,,[],,,,,,,,,,?,,29,,121 kj(29 kcal),,"0,5",,"0,1",,"2,8",,"1,4",,"0,13",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
900,Hershey's Shell Topping Chocolate Flavor,03460007,"[""Hershey's""]",,,['France'],"['sugar', 'palm oil: coconut oil: cocoa: contains 2% or less of: lecithin soy: salt: natural flavor', 'milk', '@ o allergy information: manufactured on the same equipment that processes peanuts', 'almonds and hazelnuts,']",,"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,342.85714285714,,1435 kj(342 kcal),,"51,429",,"34,286",,"45,714",,40,,"2,857",,"0,107",,"0,043",,,,,,,,,,,,,,,,,,,,,,,,,
