,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
52,Sirop d' agave (édulcorant bio),5425002150112,['France'],[],[],?,290,0,76,0,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,-6%,-100%,-1%,-100%,,,,,,,,1213 kj(290 kcal),0,76,0,0,,0 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0 g,en faible quantité,-7%,-100%,+4%,-100%,-100%,13,+1%,D,+1%,,,,,,,,,,,,,
53,Franci BIO - huile d'olive vierge extra,8024077001915,['France'],[],[],?,824,"91,6",0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3448 kj(824 kcal),"13,4",0,0,0,['Bio'],91.6 g,en quantité élevée,13.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-4%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,,
54,Quaker Oats Porridge to go Cinnamon - 55g,5000108740285,"['Autriche', 'France']",[],[],?,394,"8,2",68,"6,3",C,55 g,"['Quaker', 'Quaker Oats']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,-1%,-6%,+2%,-32%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,1648 kj(394 kcal),1,20,"0,66","0,264",,8.2 g,en quantité modérée,1 g,en faible quantité,20 g,en quantité élevée,0.66 g,en quantité modérée,-1%,-55%,+20%,+85%,+85%,7,+30%,C,+30%,['Stück'],,,,,,,,,,,,
55,La fessée - La Kékette - 33cl,3770006626012,['France'],"['Bière blonde', "" Contient du malt d'orge et du blé""]","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,C,33 cl,"['La Kékette', 'PR Distribution']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières blondes', 'Bière triple']",,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,0,0,['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",3,,,,['Gluten'],,,,,,,
56,Mozzarella - Leader Price - 400g,3263859406622,['France'],"[""lait pasteurisé de vache - ferments lactiques - sel - correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,235,18,~ 0,18,D,400 g,['Leader Price'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['Leader Price'],,-10%,-13%,-100%,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,983 kj(235 kcal),13,~ 0,"1,1","0,44",,18 g,en quantité modérée,13 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,-9%,-7%,-100%,+63%,+63%,11,+8%,D,+8%,"['sachet plastique', 'à jeter']",3,['IT 09-12 CE'],Mozzarella spécial cuisine,['E330 - Acide citrique'],['Lait'],,,,,,,
57,Sel gris de l'atlantique -,7610039002574,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Musli -,9002033127816,['France'],[],[],?,443,15,65,9,,,,,,,,,,,,,,,,,,1854 kj(443 kcal),"6,9",25,"0,6","0,24","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sauce bolognaise,3272970350066,['France'],[],[],?,?,?,?,?,E,,,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,,,,,,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Buddha bowl,03466302,['France'],[],[],?,171,12,10,"3,9",,,,"['Plats préparés', 'Salades', 'Salades composées', 'Buddha Bowl']",,,+18%,+83%,-26%,-23%,,,,,,,,715 kj(171 kcal),"1,4","3,6","0,063","0,025",,12 g,en quantité modérée,1.4 g,en faible quantité,3.6 g,en faible quantité,0.063 g,en faible quantité,+18%,+31%,+27%,-90%,-90%,1,-17%,B,-17%,,,,,,,,,,,,,
61,Evian kusmi tea,3068320120140,['France'],[],[],?,13,"0,5",3,"0,5",,,['Evian'],,,,,,,,,,,,,,,54 kj(13 kcal),0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Thé vert aux 2 menthes bio - La Maison du Thé,3760270400265,['France'],[],[],?,?,?,?,?,B,,['La Maison du Thé'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Granola cioccolato -,8002816806526,['France'],[],[],?,441,17,58,10,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,,-0%,+7%,-6%,+7%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,1845 kj(441 kcal),5,21,0,0,,17 g,en quantité modérée,5 g,en quantité modérée,21 g,en quantité élevée,0 g,en faible quantité,-0%,-3%,+11%,-100%,-100%,13,+43%,D,+43%,,,,,,,,,,,,,
64,"Fernet-Branca, 39% de vol.",8004400013181,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sucette dextrose - 90g,3395502712986,['France'],[],[],?,?,?,?,?,,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Auchan Pâte à tartiner aux noisettes et au cacao maigre - 1kg (750gr + 33 % gratuit),3596710465583,['France'],"['sucre', 'huile de tournesol', 'noisettes', '13%', 'cacao maigre en poudre', '7,4%', 'poudre de lait écrémé', 'beurre de cacao', 'lactosérum en poudre', 'lait', 'huile de coco', 'émulsifiant : lécithines ', 'tournesol', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,537,31,57,"5,9",D,1 kg (750 gr + 33 % gratuit),['Auchan'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Auchan'],,-2%,-9%,+11%,-14%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,2247 kj(537 kcal),6,55,"0,13","0,052","['Nutriscore', 'Nutriscore D', 'en:palm-oil-free']",31 g,en quantité élevée,6 g,en quantité élevée,55 g,en quantité élevée,0.13 g,en faible quantité,-2%,-22%,+15%,+26%,+26%,18,-13%,D,-13%,"['Pot', 'Plastique']",4,,Pâte à tartiner,['E322i - Lécithine'],"['Lait', 'Fruits à coque']",,,,,http://www.auchan.fr,,
67,Estrelas - goody,20666026,"['France', 'Espagne']",[],[],?,388,2,85,"6,1",,,['Goody'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre']",,,+12%,-72%,+52%,-32%,,,,,,,,1623 kj(388 kcal),"1,3",30,"0,75","0,3",,2 g,en faible quantité,1.3 g,en faible quantité,30 g,en quantité élevée,0.75 g,en quantité modérée,+12%,-13%,+549%,+24%,+24%,14,+349%,D,+349%,,,,,,,,,,,,,
68,Biere forte 8% - Marque Repère - 50cl,3564700182987,['France'],"[""Contient du malt d'orge""]",[],?,?,?,?,?,,50 cl,"['Marque Repère', 'Falsbourg']",,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,
69,Endives au jambon gratinées,3181580280000,['France'],[],[],?,102,"5,4","7,3","5,8",C,,,"['Plats préparés', 'Endives au jambon']",,,-3%,-9%,+30%,-5%,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,427 kj(102 kcal),2,"3,1","1,1","0,44",,5.4 g,en quantité modérée,2 g,en quantité modérée,3.1 g,en faible quantité,1.1 g,en quantité modérée,-3%,-37%,+21%,+45%,+45%,3,+9%,C,+9%,,,,,,,,,,,,,
70,Sucre de canne roux,3701091769872,['France'],[],[],?,400,0,100,0,B,,,"['Édulcorants', 'Sucres', 'Sucres roux']",,,+2%,-100%,+2%,-100%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,1674 kj(400 kcal),0,100,0,0,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,+2%,-100%,+3%,-100%,-100%,14,-1%,D,-1%,,,,,,,,,,,,,
71,Amandes en poudre - Casino,3222477066069,['France'],[],[],?,639,55,5,26,,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['Casino'],,+3%,+3%,-42%,+12%,,,,,,,,2674 kj(639 kcal),43,4,0,0,,55 g,en quantité élevée,43 g,en quantité élevée,4 g,en faible quantité,0 g,en faible quantité,+3%,+919%,-5%,-100%,-100%,17,+205%,D,+205%,,,,,,,,,,,,,
72,Succo all'arancia rossa,8017596051820,"['France', 'Italie']",[],[],?,44,0,"10,1","0,3",,,,,,,,,,,,,,,,,,184 kj(44 kcal),0,"10,1","0,01","0,004",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Plateau apero - Saint Eloi,3250392703004,['France'],[],[],?,55,"2,5","5,8","0,9",,,['Saint Eloi'],,,,,,,,,,,,,,,230 kj(55 kcal),"0,3","5,8","0,34","0,136",['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Huile de noix - Ferme Belair - 25cl,3760150530266,['France'],[],[],?,900,100,0,0,C,25 cl,['Ferme Belair'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,+2%,+2%,-100%,-100%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,3766 kj(900 kcal),10,0,0,0,,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+6%,-100%,-100%,-100%,6,+12%,C,+12%,,,,,,,['France'],,,,,,
75,Gnocchi à poêler extra fromage 650g - Lustucru,3240931541679,['France'],[],[],?,213,"8,1",26,"8,2",A,,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']",,,+5%,+98%,-22%,+39%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,891 kj(213 kcal),"3,1",1,"1,3","0,52",,8.1 g,en quantité modérée,3.1 g,en quantité modérée,1 g,en faible quantité,1.3 g,en quantité modérée,+5%,+130%,-44%,-2%,-2%,5,-14%,C,-14%,['Sachet'],,,,,,,,,,,,
76,Hierba de trigo,0000710000000,['France'],[],[],?,259,"2,1","20,7",13,B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,+52%,-81%,+200%,+98%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,1084 kj(259 kcal),"0,45","9,3","0,02","0,008",,2.1 g,en faible quantité,0.45 g,en faible quantité,9.3 g,en quantité modérée,0.02 g,en faible quantité,+53%,-45%,+141%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,
77,Lentilles et curry façon Dahl - v.i. végétal irrésistible - 175g,3272770099325,['France'],"['purée de lentilles rouges cuites ', '47%', '* ', 'eau', 'lentilles rouges', 'eau', 'huile de colza', 'graines de tournesol grillées', 'sucre', 'mangue ', '2%', 'curry', 'jus de mangue à base de concentré', 'quinoa ', '1% ', 'épices', 'sel', 'acidifiant: acide citrique', ' *21% de lentilles rouges']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,278,"20,1","17,5","6,8",,175g,['v.i. végétal irrésistible'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', 'Pâtés végétaux']",['Carrefour'],,+11%,+249%,-60%,+435%,,,,,,,,1163 kj(278 kcal),"1,6","6,8","1,5","0,6","['Sans arômes artificiels', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",20.1 g,en quantité élevée,1.6 g,en quantité modérée,6.8 g,en quantité modérée,1.5 g,en quantité modérée,+14%,+57%,-83%,+900%,+900%,11,+18%,D,+18%,['barquette plastique'],3,,,['E330 - Acide citrique'],,,,,,,,
78,Xiclets Trident 60 Min,7622210353207,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Oeuf bio,3251320000011,['France'],[],[],?,?,?,?,?,C,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'en:Organic eggs']",,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Pain Waldkorn 400Gr,2030000026890,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,100% whey isolate - Scitec nutrition,5999100007574,['France'],[],[],?,348,"0,5","2,4",84,,,['Scitec nutrition'],,,,,,,,,,,,,,,1456 kj(348 kcal),"0,5",0,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Optipro Bio 3ème age - Nestlé,7613036285001,"['Belgique', 'France']","['lait écrémé', 'lactose', 'maltodextrine', 'huile de tournesol', 'protéines de lait en poudre', 'huile de colza en acide érucique', 'citrate de calcium', 'émulsifiant: lecithine de soja', 'citrate de sodium', 'citrate de potassium', 'phosphate de potassium', 'huile de poisson', 'vitamines C', 'E', 'acide pantothenique', 'niacine', 'B1', 'A', 'B6', 'D', 'K', 'acide folique', 'biotine', 'B12', ' Chlorure de magnésium', 'huile de mortierella alpina ', 'sulfate de fer', 'chlorure de potassium', 'sulfate de zinc', 'sulfate de cuivre', 'sulfate de manganèse', 'iodure de potassium', 'sélénate de sodium']","['Non végétalien', 'Non végétarien']",?,492,22,62,11,B,,['Nestlé'],"['Aliments pour bébé', 'Laits pour bébé']",['Delhaize'],,+111%,+122%,+133%,+130%,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,2059 kj(492 kcal),2,43,"0,44","0,176","['Bio', 'Agriculture UE/Non UE']",,,,,,,,,+118%,-38%,+150%,+146%,+146%,,,,,,4,,,"['E322i - Lécithine', 'E331 - Citrates de sodium']",['Lait'],,,,,,,
83,Chorizo Iberico - Delhaize,5400112570708,"['Belgique', 'France']",[],[],?,448,37,"1,7",27,,,['Delhaize'],,['Delhaize'],,,,,,,,,,,,,1874 kj(448 kcal),17,"0,7","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Préparation pour cookies chocolat et éclat de noisettes,3770012380014,['France'],[],[],?,399,"12,7","48,1","12,6",,,,,,,,,,,,,,,,,,1669 kj(399 kcal),"4,4","30,9","0,22","0,088","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Mature grated cheese - Sainsbury's,01413489,"['France', 'Royaume-Uni']",[],[],?,284,17,"3,1","29,7",D,,"[""Sainsbury's"", 'Weight Watchers']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,-14%,-36%,+156%,+46%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1188 kj(284 kcal),"10,3","0,5","1,54","0,616",,17 g,en quantité modérée,10.3 g,en quantité élevée,0.5 g,en faible quantité,1.54 g,en quantité élevée,-13%,-42%,-33%,+18%,+18%,14,+2%,D,+2%,,,,,,,,,,,,,
86,Superfood Riegel - Dm Bio - 40g,4058172054297,['France'],"['43 % Datteln*', 'Mandeln*', 'Sultaninen* ', 'Sultaninen*', 'Sonnenblumenöl*', '5% Spirulina*', '1% Zitronenpulver* ', 'Zitronensaftkonzentrat*', ' Maismehl*', '0,3% Zitronenöl*']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1610,388,17,46,11,,40 g,['Dm Bio'],"['Snacks', 'Snacks sucrés', 'Barres']",,-18%,-14%,-17%,-17%,+31%,,,,,,,,1610 kj(388 kcal),"1,5",46,"0,16","0,064","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'DE-ÖKO-005', 'Fabriqué en Allemagne']",17 g,en quantité modérée,1.5 g,en quantité modérée,46 g,en quantité élevée,0.16 g,en faible quantité,-15%,-83%,+35%,-53%,-53%,8,-53%,C,-53%,['Kunststoff'],3,,,,['Fruits à coque'],,['Germany'],,,vegan,,
87,Madeleines Ecrin - Bijou - 18,002162,['France'],[],[],?,?,?,?,?,B,18,['Bijou'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Lait 37% Inspiration Bretagne - De Neuville - 85g,3662457210097,"['France', 'États-Unis']","['Chocolat au lait ', 'sucre', 'beurre de cacao', 'LAIT entier en poudre', 'pâte de cacao', 'arôme naturel de vanille', 'éclats de crêpe dentelle 6% ', 'farine de BLE', 'sucre', 'BEURRE concentré', 'huile de tournesol', 'LAIT écrémé en poudre', ""malt d'ORGE"", 'sel', 'éclats de caramel 6% ', 'sucre', 'sirop de glucose', 'CREME et BEURRE caramélisés', 'arôme caramel beurre salé 0,25%', 'fleur de sel 0,2%']",['Non végétalien'],?,556,"34,5","54,6","5,18",E,85 g,['De Neuville'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']",,,+2%,+3%,+2%,-22%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,2326 kj(556 kcal),"20,7","51,7","0,38","0,152",,34.5 g,en quantité élevée,20.7 g,en quantité élevée,51.7 g,en quantité élevée,0.38 g,en quantité modérée,+2%,+1%,+1%,-4%,-4%,27,+1%,E,+1%,['Carton'],4,,,,"['Gluten', 'Lait']",,['France'],,,,,
89,Healty People Coconut Water 330ML,8717677032303,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Wafers,8411414012619,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Chio Zoutje Party Mix Austria 200 Gram,8710532432317,['France'],[],[],?,445,17,62,"9,1",,,,,,,,,,,,,,,,,,1862 kj(445 kcal),"4,9","4,5","3,8","1,52","[""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Natillas chocolate - Delice,20302726,"['France', 'Espagne']",[],[],?,111,"3,1","17,1","3,2",,,['Delice'],"['Produits laitiers', 'Desserts', 'Desserts lactés']",,,-15%,-42%,+16%,-31%,,,,,,,,464 kj(111 kcal),2,"14,7","0,1","0,04",,3.1 g,en quantité modérée,2 g,en quantité modérée,14.7 g,en quantité élevée,0.1 g,en faible quantité,-15%,-41%,+20%,-25%,-25%,4,-7%,C,-7%,,,,,,,,,,,,,
93,Poires Guyot Calibre 60 / 65 Poids: 1 kg,3760198580001,['France'],[],[],?,?,?,?,?,,1 kg,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,"['EMB 84054R', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,,,,,,,,,
94,Thon à l'huile -,11393283,['France'],[],[],?,183,9,0,26,E,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",,,-16%,-35%,-100%,+15%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,766 kj(183 kcal),1,0,"1,1","0,44",,9 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,-16%,-44%,-100%,+1%,+1%,1,-68%,B,-68%,,,,,,,,,,,,,
95,Margarine bio -,39695536,['France'],[],[],?,522,58,0,0,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",,,+12%,+13%,-100%,-100%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,2184 kj(522 kcal),26,0,1,"0,4","['Bio', 'Bio européen', 'AB Agriculture Biologique']",58 g,en quantité élevée,26 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,+13%,+77%,-100%,+73%,+73%,16,+45%,D,+45%,,,,,,,,,,,,,
96,Variété de Pain d'Épices Bio - Nature Active,4099200067452,"['France', 'Suisse']","['Farine de blé*', 'chocolat* ', 'pâte de cacao*', 'sucre de canne*', 'beurre de cacao*', 'émulsifiant: lécithine*', 'sucre de canne*', 'miel de fleurs*', 'sirop de sucre inverti*', 'chocolat au lait entier* ', 'sucre de canne*', 'beurre de cacao*', 'lait entier en poudre*', 'pâte de cacao*', 'émulsifiant: lécithine*', 'graisse de palme*', 'poudres à lever: carbonates de potassium', 'carbonates de sodium', ""carbonates d'ammonium"", ' gluten de blé*', 'épices* ', 'contient de la cannelle*', 'sirop de sucre caramélisé*', 'épaississant: agar- agar', ' acidifiant: acide lactique', ' protéine de lait*', "" *Issus de l'agriculture biologique contrôlée""]","['Huile de palme', 'Non végétalien']",?,419,15,63,6,B,,"['Nature Active', 'Nature Active Bio']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', ""Pains d'épices""]",,,+24%,+330%,-11%,+38%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1753 kj(419 kcal),"9,1",34,"0,2","0,08","['Bio', 'Bio européen', 'DE-ÖKO-003', 'Agriculture UE/Non UE']",15 g,en quantité modérée,9.1 g,en quantité élevée,34 g,en quantité élevée,0.2 g,en faible quantité,+23%,+634%,-16%,-54%,-54%,21,+49%,E,+49%,"['Sachet', 'Plastique', 'Carton']",4,,Variété de pain d’épices bio avec 23% chocolaté. - Variété de Pain d'Épices Bio,"['E322i - Lécithine', 'E502 - Carbonates', 'E406 - Agar-agar', 'E270 - Acide lactique']","['Gluten', 'Lait']",,,,,,['Huile de palme'],
97,Citron,8432117001359,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Yaourt brassé fermier sucré -,3760053740052,['France'],[],[],?,?,?,?,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 70.083.001 CE', 'Bouligney (Haute-Saône, France)']",,,,,,,,,,
99,Trendy lunch - Melvit - 400gr,5906827018776,"['Belgique', 'France']","['orge perlé 50%', 'boulgour de blé dur 30%', 'Lentilles vertes 20%']",[],?,326,"1,6",59,12,,400gr,['Melvit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",,,-4%,-68%,+2%,+27%,,,,,,,,1364 kj(326 kcal),"0,4","7,6","0,01","0,004",,1.6 g,en faible quantité,0.4 g,en faible quantité,7.6 g,en quantité modérée,0.01 g,en faible quantité,-4%,-42%,+681%,-88%,-88%,-5,,A,,,1,,,,,,,,,,,
100,Trendy lunch - Melvit - 400gr,5906827018776,"['Belgique', 'France']","['orge perlé 50%', 'boulgour de blé dur 30%', 'Lentilles vertes 20%']",[],?,326,"1,6",59,12,,400gr,['Melvit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",,,-4%,-68%,+2%,+27%,,,,,,,,1364 kj(326 kcal),"0,4","7,6","0,01","0,004",,1.6 g,en faible quantité,0.4 g,en faible quantité,7.6 g,en quantité modérée,0.01 g,en faible quantité,-4%,-42%,+681%,-88%,-88%,-5,,A,,,1,,,,,,,,,,,
101,Martino - Carrefour,5400101054707,['France'],[],[],?,275,21,1,16,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,1151 kj(275 kcal),"2,5","0,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Bífidus Natural - La Fageda,8424395141261,['France'],[],[],?,70,"3,5","5,6","4,1",B,,['La Fageda'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",,,-3%,-3%,+15%,-1%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,293 kj(70 kcal),"2,2","5,6","0,15","0,06",,3.5 g,en quantité modérée,2.2 g,en quantité modérée,5.6 g,en quantité modérée,0.15 g,en faible quantité,-2%,-5%,+26%,+25%,+25%,1,+77%,B,+77%,,,,,,,,,,,,,
103,7613036366687,7613036366687,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
