,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,traceability_code,eco_score,quantity,packaging,brand,categories,manufacturing,link,markets,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,allergens,ingredients_origins,brand_owner,palm_ingredients,producer_info
1112,Green chilli peppers - Tesco,10010181,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,,,,['Tesco'],,,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Clarins lait démaquillant -,3380810011647,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Aleva paprika,8600947010227,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Saucisson sec au comte,3252850324813,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Cocktail Aux Légumes (assaisonné),0063211128000,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,6","3,6","0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Cream O Biscuit Vanilla 117G,8850309150034,['France'],[],[],?,500,2092 kj(500 kcal),23,8,33,33,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Vin,3192371115500,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Ginseng rouge bio,3700446419899,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Pates Epeautre complete - Moulin des moines - 250g,3347430019583,['France'],[],[],?,360,1506 kj(360 kcal),"1,2","0,2",71,3,"12,5",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,250 g,,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Muesli reine des neiges,4251680800619,['France'],[],[],?,414,1732 kj(414 kcal),"11,1","3,3","63,8",15,"10,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Framboise - 125g,8719689349165,['France'],[],[],?,?,,?,,?,,?,,,,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Choc'choc à tartiner - Lucien Georgelin,3330720238207,['France'],[],['Sans huile de palme'],?,534,2234 kj(534 kcal),31,"9,7",55,49,"8,4","0,18","0,072",['en:palm-oil-free'],,,,,['Lucien Georgelin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Fluidité protecteur énergisant - Lieras - 40Ml,3508240000905,['France'],[],[],?,?,,?,,?,,?,,,,,,40 Ml,,['Lieras'],['Acide hyaluronique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Valio,4740553698120,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Valio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Melon Charentais Vert -,6111243381413,['France'],[],[],?,?,,?,,?,,?,,,,,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",,,,,,,,,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,,,,,,,,,,,,,,
1127,Toffifee,4014400920734,['France'],[],[],?,522,2184 kj(522 kcal),"28,8","12,7",59,"48,9",6,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Filippo Berio,8002210125223,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Filippo Berio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Mathur blanche à la fleur de camomille matricaire - 33cl,3770012899028,['France'],"[""Malt d'orge*"", ""flocons d'avoine*"", ' houblon*', 'eau', 'levures', 'malt de blé*', ""camomille matricaire* \r*issus de l'agriculture biologique Contient du gluten""]",[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,B,33 cl,"['Bouteille', 'Verre']",['Mathur'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']","['54610 Nomeny', 'France']",,,3,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,bière blanche,['Gluten'],,,,
1130,Burro,4740572001499,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,,['Product'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Yaourt au chocolat,000000000186,['France'],[],[],?,118,494 kj(118 kcal),"4,3","1,2","17,1","12,7","2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Brisson terrine de vampagne,3521872701071,['France'],[],[],?,257,1075 kj(257 kcal),"21,23","7,2","2,43","0,75","14,85","1,47","0,588",['Fabriqué en France'],"['EMB 45307B', 'Selle-sur-le-Bied (Loiret, France)', 'FR 45.307.001 CE', 'Selle-sur-le-Bied (Loiret, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Yaourt à la vanille,3330331787217,['France'],[],[],?,385,1611 kj(385 kcal),21,0,"12,5","0,14","3,99",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Caprice orange - Star,9501046001163,['France'],[],[],?,77,322 kj(77 kcal),0,0,"19,1","19,1",0,,,,,,,,['Star'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Bouillon aromatisé au poulet - Nestlé - 24x 21g,6221007030546,['France'],[],[],?,1319,5519 kj(1319 kcal),24,17,18,"3,3","8,1","45,5","18,2",['Halal'],,,24 x 21 g,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Elseve - L’oreal paris - 250ml,4664184583870,['France'],[],[],?,?,,?,,?,,?,,,,,,250ml,,['L’oreal paris'],['Shampoing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Sardines à l'huile picante,5601029000085,['France'],[],[],?,163,682 kj(163 kcal),"8,1","1,9",0,0,22,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Gut & Günstig,4311501629710,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Gut & Günstig', 'Edeka']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Calzone pomodoro mozzarella avec origan,3760275811240,['France'],[],[],?,251,1050 kj(251 kcal),"5,7","2,8",38,"2,4",11,"1,4","0,56","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Calzone']",,,,,,+19%,-8%,+35%,+19%,,,,,,,,5.7 g,en quantité modérée,2.8 g,en quantité modérée,2.4 g,en faible quantité,1.4 g,en quantité modérée,+19%,-8%,-29%,+16%,+16%,11,+104%,D,+104%,,,,,,,
1140,Boulot coupe,2026011000202,['France'],[],[],?,6,25 kj(6 kcal),15,9,8,0,56,"1,2","0,48",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs', 'Pains de blé']",,,,,,-98%,+124%,-84%,+558%,,,,,,,,15 g,en quantité modérée,9 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,-98%,+504%,-100%,-8%,-8%,13,+152%,D,+152%,,,,,,,
1141,Thon classic,8690559601029,['France'],[],[],?,193,808 kj(193 kcal),"10,8","0,9","0,7",0,"22,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Haricots marbrés - Léa Nature,3456300013214,['France'],[],[],?,69,289 kj(69 kcal),"0,8","0,2","9,2","1,5","4,4","0,67","0,268",['Bio'],,,,,"['Léa Nature', 'Jardin Bio']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,N'oye recette saté,3760274290053,['France'],[],[],?,554,2318 kj(554 kcal),57,"6,1","6,8","2,7","1,5","2,7","1,08",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Lobodis - 112g,3376221114947,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France', 'Max Havelaar']",,,112 g,,['Lobodis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,O'lala - Ülker,8690504081333,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Ülker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Punch Orange,0059600061737,['France'],[],[],?,0,0 kj(0 kcal),0,,31,30,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Haut de cuisse de poulet - La Nouvelle Agriculture,0213323023759,['France'],[],[],?,212,887 kj(212 kcal),16,"4,3",0,0,17,"0,18","0,072",,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",D,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,+11%,+29%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,16 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+11%,+28%,-100%,-76%,-76%,1,-72%,B,-72%,,,,,,,
1148,Olives vertes nature,3257986789864,['France'],[],[],?,169,707 kj(169 kcal),17,"2,5","1,2","0,5","1,2","2,8","1,12","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",,,,,,+3%,+6%,-22%,-7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,17 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,2.8 g,en quantité élevée,+4%,-4%,+133%,-18%,-18%,14,+17%,D,+17%,,,,,,,
1149,Apéri'Croq - Roland Monterrat - 900g,3323790618239,['France'],[],[],?,337,1410 kj(337 kcal),21,"8,3","25,6","1,2","10,6","1,68","0,672",,"['FR 01.159.002 CE', 'Feillens (Ain, France)']",,900 g,,['Roland Monterrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Groot Lemon,3356784521369,['France'],[],[],?,160,669 kj(160 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Miel de printemps,3770007967305,['France'],[],[],?,?,,?,0,?,,?,,,,,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,0 g,en faible quantité,,,,,,-100%,,,,,,,,,,,,,,
1152,Apple juice,25311181,['France'],[],[],?,44,184 kj(44 kcal),"0,5","0,1",10,10,"0,5",,,,,C,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,-4%,+205%,-8%,+135%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,,,-4%,+213%,-3%,,,,,,,,,,,,,
1153,Brioche feuilletée,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Felix,01076130336666742077,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Jus de Pomme / EARL Les Vergers de la Marlière,2009725800139,['France'],[],[],?,?,,?,,?,,?,,,,,C,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme']",,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,,,,,,,,,,,
1156,Confiture d abricots - Leaderprice,3263851920164,['France'],[],[],?,204,854 kj(204 kcal),0,0,50,47,"0,5",,,,,B,,"['Bocal en verre', 'Couvercle en métal']","['Leaderprice', 'Sélection de nos Régions']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,-7%,-100%,-6%,-0%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0 g,en faible quantité,0 g,en faible quantité,47 g,en quantité élevée,,,-7%,-100%,-7%,,,,,,,,,,,,,
1157,8 croissants + 8 pains au chocolat,0200032038709,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Escalopes de poulet au paprika - 400g,26017891,['France'],[],[],?,93,389 kj(93 kcal),"0,7","0,2","1,7","0,5",20,"1,7","0,68",,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Merguez,26066691,['France'],[],[],?,287,1201 kj(287 kcal),25,10,"2,9",2,12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,foie de veau - le pavillon des viandes - 1,2226989021388,['France'],"['de bouchers à votre service en 1972 Viande découpe dans nos atelier www', ""sn FOIE DE VEAU X1 NE: ALLema agne DRIGINE : ELEVE: Pays-bas ABATTU : Pays-bas CATEGORIE V - AGE A L'ABATTAGE: 8 MOIS AU PLUS A CONSOMMER APRES CUISSON LAISSER LA VIANDE S'OXYGENER 5 MINUTES APRES RETRAIT DU FILM 15"", ""04 AE n A CONSERVER ENTRE 0°C ET 3°CA consommer jusqu'au : PRIX AU kg POIDS NET PRIX A PAYE 18,10€ 0,180kg 3"", '2 Lot n° 100970058 LECLERC BUGNICOURT EMB: FR nde']",[],?,?,,?,,?,,?,,,,"['FR 27.656.001 CE', 'Toutainville (Eure, France)']",,1,['sous atmosphère plastique'],['le pavillon des viandes'],"['Viandes', 'Viandes fraîches']",['Pays-bas'],,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Allemagne'],,,
1161,Saucisse fumée à cuire,3433700008613,['France'],[],[],?,248,1038 kj(248 kcal),20,7,"0,6","0,5","16,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Scotch Whisky Talisker,5000281052755,['France'],[],[],?,?,,?,0,?,,?,,,,,C,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,
1163,30 œufs frais calibre moyen,3175070000001,['France'],[],[],?,?,,?,,?,,?,0,0,,,D,,,,"[""Produits d'élevages"", 'Œufs']",,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,,,,
1164,Toasts chauds crevettes au calvados - Nos toats chauds - 105g,3660088144149,"['France', 'Allemagne']",[],[],?,316,1322 kj(316 kcal),27,"1,6","5,3","1,1","6,2","0,51","0,204",,,,105g,,['Nos toats chauds'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Truffes bio - Truffettes De France,3472710011084,['France'],[],[],?,643,2690 kj(643 kcal),"54,3","43,7","30,7","28,8","4,3",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,"['Truffettes De France', 'Chocmod']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,5411883502447,5411883502447,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Gnocchi à poêler - Fiorini,02946614,['France'],[],[],?,170,711 kj(170 kcal),"1,2","0,2","35,3","0,5","3,6","1,77","0,708",,,B,,,['Fiorini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']",,,,,,-16%,-71%,+6%,-39%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,1.2 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1.77 g,en quantité élevée,-16%,-85%,-72%,+34%,+34%,7,+20%,C,+20%,,,,,,,
1168,6 œufs de poules élevées en plein air,3760166960132,['France'],[],[],?,?,,?,,?,,?,,,,,D,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,,
1169,Zero wafer - Prozis,5600499559369,['France'],[],[],?,519,2171 kj(519 kcal),35,16,24,"0,6",30,"0,2","0,08",,,,,,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Ribs de porc a la mexicaine - marque repère - 658g,2245061039820,['France'],"['Travers de porc', 'sel', 'épices', 'legumes', 'oignon', 'betterave', 'tomate', ',antioxydants: E301-E300', 'stabilisants: E450-E451']",[],?,227,950 kj(227 kcal),17,"6,6","0,4","0,2",18,"1,2","0,48","['Viande Française', 'Viande Porcine Française']",,,658g,['Plastique'],['marque repère'],"['Viandes', 'Surgelés', 'Viandes surgelées']",['France'],,['Leclerc'],4,,+14%,+24%,-75%,+3%,,,,,,,,17 g,en quantité modérée,6.6 g,en quantité élevée,0.2 g,en faible quantité,1.2 g,en quantité modérée,+13%,+16%,-56%,+108%,+108%,13,+114%,D,+114%,"['E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,['France'],,,
1171,Merguez véritables - 1.302kg,2611183067506,['France'],"['Viande de bœuf 86%,eau,sel,dextrose,epices et plante aromatique', 'arôme naturels', 'acidifiants:E326', 'E262', 'antioxydants:E300', 'E301', 'colorant:E120', 'boyau naturel de mouton']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,275,1151 kj(275 kcal),23,"9,9",?,,?,,,,"['FR 67.008.001 CE', 'Altorf (Bas-Rhin, France)']",,1.302 kg,['Plastique'],,['Viande fraîche de bœuf'],['France'],,['Leclerc'],4,,,,,,,,,,,,,23 g,en quantité élevée,9.9 g,en quantité élevée,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E120 - Acide carminique']",,,['France'],,,
1172,Huile d'olives classico,5601024133429,['France'],[],[],?,822,3439 kj(822 kcal),91,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Pediasure Abbott - 1kg,8904145911875,['France'],[],[],?,46.4,194 kj(46 kcal),17,"3,22","62,74","24,51","14,1","0,181","0,072",,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Chocolat au lait décoré Joyeuses Pâques U,3256225741342,['France'],[],[],?,542,2268 kj(542 kcal),32,20,57,56,6,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Cardons - Olabe,29014675,['France'],[],[],?,?,,?,,?,,?,,,,,B,,['Conserve métalique'],['Olabe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Cardons']",,,,,,,,,,61.8%,0.0%,0.0%,15.2%,18.1%,4.8%,98,,,,,,,,,,,,,,,,,,,,,,,,
1176,Knorr,8711200425129,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Balsamico Salat-Dressing - Lidl,4056489127581,"['France', 'Allemagne']",[],[],?,123,515 kj(123 kcal),"8,6","0,6",11,11,"0,1","1,6","0,64",,,D,,,['Lidl'],"['Epicerie', 'Sauces', 'Sauces salades']",,,,,,-63%,-74%,+99%,-85%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,8.6 g,en quantité modérée,0.6 g,en faible quantité,11 g,en quantité modérée,1.6 g,en quantité élevée,-63%,-82%,+193%,-16%,-16%,10,-31%,C,-31%,,,,,,,
1178,500g,8009940000813,['France'],[],[],?,?,,?,,?,,?,,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,16413637,16413637,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Ei Grösse L - Cactus,5400501301050,['France'],[],[],?,147,615 kj(147 kcal),"10,5",3,"0,58","0,3",13,"0,127","0,051",,,D,,,['Cactus'],"[""Produits d'élevages"", 'Œufs']",,,,,,+11%,+12%,-15%,+6%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,10.5 g,en quantité modérée,3 g,en quantité modérée,0.3 g,en faible quantité,0.127 g,en faible quantité,+10%,+25%,-38%,-52%,-52%,-2,,A,,,,,,,,
1181,Leffe ambrée,5410228256649,['France'],[],[],?,57,238 kj(57 kcal),0,0,"4,7","0,4","0,5","0,1","0,04",,,,,,['Leffe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Eridanous Grüne Oliven - Freshona - 200g,20293703,"['France', 'Suisse']",[],[],?,109,456 kj(109 kcal),11,"1,5",0,0,"0,7","4,3","1,72",,,,200 g,,['Freshona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Mlekovita,5900512982502,['France'],[],[],?,?,,?,,?,,?,,,['Sans lactose'],,,,,['Mlekovita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Smarties mini eggs,8593893768789,['France'],[],[],?,0,0 kj(0 kcal),"19,8","11,4","73,4","71,4","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Congolais Rochers coco,3286790110281,['France'],[],[],?,462,1933 kj(462 kcal),27,25,49,26,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Molygan - Roval - 1litre,3224051516014,['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en France'],"['EMB 61169D', 'Flers (Orne, France)']",,1 litre,['bouteille plastique'],['Roval'],['Parfum'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Huile d'olive saveur échalote & ail rose - Savor & Sens,3760194212364,['France'],[],[],?,898,3757 kj(898 kcal),"99,8","13,8","0,1","0,1","0,1","0,1","0,04",,,,,,['Savor & Sens'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,fromage blanc aromatisé - Laita,3412290017939,['France'],[],[],?,123,515 kj(123 kcal),"5,3","3,7",13,12,"5,7","0,1","0,04",,"['FR 29.179.090 CE', 'Ploudaniel (Finistère, France)']",,,,['Laita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Fraises gariguette - Les paysans de Rougeline - 250g,3700323802295,['France'],['fraises gariguette'],[],?,?,,?,,?,,?,,,,,C,250 g,"['Barquette', 'Carton', 'Plastique']",['Les paysans de Rougeline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",['France'],,,,,,,,,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,,,,,,,,,,,,,,,,,,,,,,,,
1190,Le mariné basilic thon - Petit Navire - 110g,01771053,['France'],"['thon 81%', ""huile d'olive vierge extra 12%"", 'basilic 1%', 'arôme naturel', 'sel', 'épaississant : gomme guar']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,218,912 kj(218 kcal),13,"1,8",0,0,25,1,"0,4",['en:produced-in-bretagne'],,D,110 g,['Conserve'],['Petit Navire'],"['Produits de la mer', 'Poissons', 'Thons', 'Émietté de thon']","['Bretagne', 'France']",,,4,,-10%,-25%,-100%,+45%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,13 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,-10%,-24%,-100%,+25%,+25%,2,-37%,B,-37%,['E412 - Gomme de guar'],Miettes de thon au basilic,['Poisson'],,,,
1191,café royal lungo - 53g,61747197,['France'],"['Contenu: 10 capsules', 'café torréfié', 'moulu', 'pour le système Nespresso 100% Arabica']",[],?,?,,?,,?,,?,,,,,,53 g,,"['café  royal', 'Delica']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
