,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,additives,packaging,manufacturing,generic_name,link,palm_ingredients
59,Roti de dinde Yarden,3296740000944,,,['Yarden'],,,,['France'],[],,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"1,7",,"0,4",,"0,6",,"0,4",,"20,5",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,
60,Smoothie Mangue Fruit de la passion - Leader Price - 750ml,3296741024543,C,750 ml,['Leader Price'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies', 'Boissons sans sucre ajouté']",,['Leader Price'],['France'],"['Pur jus de pomme 23%', 'purée de mangue 20%', 'pur pus d`orange pulpé', 'purée de banane', 'pur jus de fruits de la passion 13%', ' purée de pomme']",,[],1,0.2 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,244,+3%,?,,244 kj(58 kcal),+3%,"0,2",-44%,~ 0,-100%,13,+7%,12,+12%,"0,6",-5%,~ 0,-100%,0,-100%,7,-33%,D,-33%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,"['Peu ou pas de sucre', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,"['Brique', 'Carton']",['Union Européenne'],Mélange de purs jus et de purées de fruits,,
61,Purée de mangue  - Fruitsdelice  - 1kg,3296741025953,,1kg,['Fruitsdelice'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
62,Anchois au sel - Roque - 650g (400g PNE),3296940150029,B,650 g (400 g PNE),['Roque'],"['Conserves', 'Produits de la mer', 'Poissons', 'Frais', 'Anchois', 'Semi-conserves', 'Anchois au sel']",['Ouest Méditerranée'],,['France'],"['Ingrédients', ' Anchois se!', 'saumure Engraulis encrasicolus Pêché en ouest Méditerranée aux chaluts']",,[],,2.6 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,15.4 g,en quantité élevée,?,,116,-17%,485 kj(116 kcal),-17%,"2,6",-57%,"0,9",-35%,0,-100%,0,-100%,23,+25%,"15,4",+301%,"6,16",+301%,11,+6%,D,+6%,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,,"['FR 66.053.021 CE', 'Collioure (Pyrénées-Orientales, France)']",,,['France'],Anchois au sel,https://www.anchois-roque.com,
63,Filets d'anchois en persillade,3296940340338,B,,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,,['France'],[],,[],,7.5 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,?,,165,-19%,690 kj(165 kcal),-20%,"7,5",-40%,"1,4",-42%,"3,4",+136%,0,-100%,21,+1%,"1,5",-78%,"0,6",-78%,4,-68%,C,-68%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,['Fabriqué en France'],"['FR 85.166.011 CE', 'Olonne-sur-Mer (Vendée, France)']",,,,,,
64,Anchois a la catalane -,3296940340345,B,,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale"", ""Filets d'anchois marinés à la catalane""]",,,['France'],[],,[],,5.7 g,en quantité modérée,1.3 g,en faible quantité,1.6 g,en faible quantité,1.5 g,en quantité modérée,?,,136,-33%,569 kj(136 kcal),-34%,"5,7",-55%,"1,3",-46%,"2,8",+94%,"1,6",+504%,18,-13%,"1,5",-78%,"0,6",-78%,3,-76%,C,-76%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,['Fabriqué en France'],"['FR 85.166.011 CE', 'Olonne-sur-Mer (Vendée, France)']",,,,,,
65,Soupe de poissons de meditertanee - Roque,3296941210111,E,,['Roque'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,['France'],"['Eau', 'poissons de Méditerranée ', '25%', ' concentré de tomate', 'vin* blanc', 'carottes', 'oignons', 'amidon modifié de maïs', 'sel', 'poireaux', ""huile d'olive vierge gomme de xanthane"", 'pulpe extra', 'épaississant dail*', 'persil', 'cognac', 'pastis', 'poivre', 'laurier', 'fenouil', 'girofle', 'thym', 'safran', ' *', 'contient des']",,[],4,0.6 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,31,-35%,130 kj(31 kcal),-35%,"0,6",-68%,"0,6",+34%,4,+120%,"0,5",-23%,"4,3",-17%,"0,8",-9%,"0,32",-9%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,['Fabriqué en France'],,['E14XX - Amidons modifiés'],,['France'],,,
66,Marmite du pêcheur - Roque - 650g,3296941210159,,650 g,['Roque'],,,,['France'],"['Colin', 'eau', 'sauce tomate ', 'tomates', 'sirop de glucose', 'amidon transformé de maïs', 'huile de tournesol', 'acidifiant : acide citrique', 'calamars', 'moules', 'soupe de poissons ', 'poissons', 'concentré de tomate', 'vin* blanc', 'carottes', 'poireaux', 'persil', 'cognac', 'pastis', 'épices', 'crevettes', ""pulpe d'ail* "", ""huile d'olive vierge extra"", 'sel', 'amidon modifié de maïs', 'oignon', 'épaississant : gomme de xanthane', 'poivre', 'thym', 'piment', ' *contient des sulfites']","['Crustacés', 'Poisson', 'Mollusques', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,57,,238 kj(57 kcal),,1,,"0,2",,2,,1,,"9,9",,"0,74",,"0,296",,,,,,,,,,,,,['Fabriqué en France'],,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane']",,,,,
67,Caviar d'aubergines,3296941220028,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,['France'],[],,[],,11 g,en quantité modérée,1.3 g,en faible quantité,3 g,en faible quantité,1.5 g,en quantité modérée,?,,131,-29%,548 kj(131 kcal),-29%,11,-34%,"1,3",-38%,"4,5",-15%,3,+0%,"1,2",-23%,"1,5",+32%,"0,6",+32%,8,+21%,C,+21%,,,,,,,,,,,,,,,
68,Ailoi,3296941220059,,,,,,,['France'],[],,[],,,,,,,,,,?,,393,,1644 kj(393 kcal),,"39,7",,"3,8",,"6,1",,"1,2",,"2,8",,"1,09",,"0,436",,,,,,,,,,,,,,,,,,,,
69,Thoinade,3296941220158,,,,,,,['France'],[],,[],,,,,,,,,,?,,223,,933 kj(223 kcal),,18,,"1,4",,"2,9",,"1,5",,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,
70,La Sauce Ail - Anchois - Citron,3296941220165,,,,,,,['France'],[],,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,40,,"3,2",,"3,4",,"0,6",,"3,2",,"1,5",,"0,6",,,,,,,,,,,,,['Fabriqué en France'],"['FR 30.189.003 CE', 'Nîmes (Gard, France)', 'EMB 30189J', 'Nîmes (Gard, France)']",,,,,,
71,Sauce roquefort,3296941220196,D,,,"['Epicerie', 'Sauces', 'Sauces au fromage', 'Sauces au roquefort']",,,['France'],[],,[],,35.4 g,en quantité élevée,5.7 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,?,,354,+90%,1481 kj(354 kcal),+90%,"35,4",+105%,"5,7",-21%,"2,5",-43%,"0,5",-72%,"6,4",+60%,"0,85",-25%,"0,34",-25%,12,-8%,D,-8%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,,,,,,,,
72,Crème d'anchois - 140g,3296941310057,,140 g,,,,,['France'],[],,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,22,,"2,7",,"1,1",,0,,13,,"11,1",,"4,44",,,,,,,,,,,,,,,,,,,,
73,Anchoïade -,3296941310064,,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Anchoïade']",,,['France'],[],,[],,10 g,en quantité modérée,1.3 g,en faible quantité,4.7 g,en faible quantité,8.8 g,en quantité élevée,?,,155,-61%,649 kj(155 kcal),-61%,10,-75%,"1,3",-74%,"5,1",+114%,"4,7",+797%,20,+141%,"8,8",+64%,"3,52",+64%,13,-30%,D,-30%,,,,,,,,,"['FR 66.053.021 CE', 'Collioure (Pyrénées-Orientales, France)']",,,,,,
74,Tapas catalanes anchovade,3296941310088,,,,,,,['France'],[],,[],,,,,,,,,,?,,155,,649 kj(155 kcal),,10,,"1,3",,"5,1",,"4,7",,20,,"8,8",,"3,52",,,,,,,,,,,,,,"['FR 66.053.021 CE', 'Collioure (Pyrénées-Orientales, France)']",,,,,,
75,Esterlin Champagne - 750ml,3297110014134,C,750 ml,['Esterlin'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",['France'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,
76,Frinault - Fromagerie D’Orval,3297120000547,,,['Fromagerie D’Orval'],,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,436,,1824 kj(436 kcal),,38,,26,,37,,8,,26,,"1,8",,"0,72",,,,,,,,,,,,,,"['FR 18.172.050 CE', 'Orval (Cher, France)', 'FR 18.172.000 CE', 'Orval (Cher, France)']",,,,,,
77,Riz Demi-Luxe,3297132003055,,,,,,,['France'],[],,[],,,,,,,,,,?,,361,,1510 kj(361 kcal),,"0,8",,"0,2",,79,,0,,"7,3",,,,,,,,,,,,,,,,,,,,,,,,
78,Riz grains longs BIO,3297133004280,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,['France'],[],,[],,0.8 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,,,?,,361,+7%,1510 kj(361 kcal),+6%,"0,8",-25%,"0,2",-16%,79,+8%,0,-100%,"7,3",-0%,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,
79,Amberiques,3297135107118,,,,,,,['France'],[],,[],,,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,15",,"0,35",,"62,62",,"6,6",,"23,86",,0,,0,,,,,,,,,,,,,,,,,,,,
80,Gros pois bio au naturel - Le Forban,3297136000029,,,['Le Forban'],,,,['France'],"['Gros pois bio', 'eau', 'antioxydant : acide ascorbique']",,[],,,,,,,,,,?,,82,,343 kj(82 kcal),,"0,9",,"0,2",,"10,9",,"0,9",,"5,2",,0,,0,,,,,,,,,,,,,"['Bio', 'Sans colorants']",,['E300 - Acide ascorbique'],,,,,
81,Grains express - Le Forban,3297136003037,,,['Le Forban'],,,,['France'],[],,[],,,,,,,,,,?,,92,,385 kj(92 kcal),,"1,2",,"0,2",,"11,9",,"2,7",,"6,1",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,
82,Le radis noir - Plaine Saveur - 1unité,3297171534800,B,1 unité,['Plaine Saveur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Radis', 'Radis noirs', 'Radis noirs frais']",['France'],['Carrefour'],['France'],['Radis noir'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,['Plastique'],,Radis noir,,
83,Le bagnard,3297260100077,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['FR 85.133.001 CE', 'Maillezais (Vendée, France)']",,,,,,
84,"Fromage mi chevre Le P'tit Maillezais au lait pasteurise, 50%MG - 220g",3297260300101,,220 g,,,,,['France'],[],,[],,,,,,,,,,?,,303,,1268 kj(303 kcal),,"23,3",,13,,"3,9",,"0,01",,"20,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,
85,Lactichèvre,3297261203142,,,,,,,['France'],[],,[],,,,,,,,,,?,,505,,2113 kj(505 kcal),,25,,13,,59,,26,,10,,0,,0,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,
86,Haricot rouge royal bourbon,3297386000176,B,,['Royal Bourbon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",,,['France'],[],,[],,2.11 g,en faible quantité,0.19 g,en faible quantité,0 g,en faible quantité,0.68 g,en quantité modérée,?,,75,-52%,314 kj(75 kcal),-53%,"2,11",+150%,"0,19",+38%,"10,28",-52%,0,-100%,"4,05",-64%,"0,68",+72%,"0,272",+72%,1,,B,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,,,,,,
87,Haricots Rouges au Boucané - Royal Bourbon - Poids net total : 840g Poids net égoutté : 570g,3297386000213,,Poids net total : 840 g Poids net égoutté : 570 g,['Royal Bourbon'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats préparés en conserve']",['Union européenne'],['Score'],"['France', 'La Réunion']","['Haricots rouges 37,8 %', 'poitrine de porc fumée 20 %', 'eau', 'aromates', 'huile végétale', 'sel', 'épices']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,8.66 g,en quantité modérée,3.5 g,en quantité modérée,1.53 g,en faible quantité,0.42 g,en quantité modérée,?,,167,-8%,699 kj(167 kcal),-9%,"8,66",-5%,"3,5",+17%,"12,43",-15%,"1,53",-19%,"6,7",-19%,"0,42",-64%,"0,168",-64%,2,-66%,B,-66%,,,,,,,,['Noulafé'],"['FR 97.402.004 CE', 'Bras-Panon (La Réunion, France)']",,"['Conserve', 'Métal']","['Ile de la Réunion', 'France']",Haricots rouges au boucané saveurs de la Réunion,,
88,Haricots rouges aux saucisses créoles - Royal Bourbon - Poids net total : 840g Poids net égoutté : 570g,3297386000411,A,Poids net total : 840 g Poids net égoutté : 570 g,['Royal Bourbon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Legumes secs en conserve']","['France', 'Ile de la Réunion']",['SCORE'],"['France', 'La Réunion']","['Haricots rouges 40 %', 'saucisses 17,8 % ', 'viande de porc', 'sel', 'aromates', 'colorant : E120', 'eau', 'aromates', 'huile végétale', 'sel', 'épices']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,8.66 g,en quantité modérée,3.5 g,en quantité modérée,1.53 g,en faible quantité,0.42 g,en quantité modérée,?,,167,+88%,699 kj(167 kcal),+89%,"8,66",+1266%,"3,5",+2493%,"12,43",+5%,"1,53",+91%,"6,7",+18%,"0,42",-41%,"0,168",-41%,2,,B,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,"['FR 97.402.004 CE', 'Bras-Panon (La Réunion, France)']",['E120 - Acide carminique'],['Conserve'],,Haricots rouges aux saucisses créoles saveur de la Réunion,,
89,Compote ananas - Royal Bourbon,3297389000074,,,['Royal Bourbon'],,,,['France'],[],,[],,,,,,,,,,?,,56,,234 kj(56 kcal),,"0,5",,"0,1",,19,,17,,"0,5",,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,
90,Glace plombieres,3297520010047,,,,,,,['France'],[],,[],,,,,,,,,,?,,171,,715 kj(171 kcal),,"5,3",,"3,5",,"29,1",,"26,9",,"1,6",,"0,064",,"0,026",,,,,,,,,,,,,,,,,,,,
91,Glace cacahuètes,3297520010054,,,,,,,['France'],[],,[],,,,,,,,,,?,,190,,795 kj(190 kcal),,"7,7",,"4,4",,"26,8",,"25,1",,"2,9",,,,,,,,,,,,,,,,,,,,,,,,
92,Glaces,3297520010368,,,,,,,['France'],[],,[],,,,,,,,,,?,,154,,644 kj(154 kcal),,"3,7",,"2,5",,"28,3",,"26,5",,"1,5",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,
93,Fri,3297520021197,,,,,,,['France'],[],,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"0,2",,"0,1",,"24,9",,"23,2",,"0,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,
94,Vanille Bourbon,3297560102719,,,,,,,['France'],[],,[],,,,,,,,,,?,,293,,1226 kj(293 kcal),,15,,11,,35,,25,,"3,2",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,
95,Cône Vanille bourbon au coulis de goyavier,3297560102764,,,,,,,['France'],[],,[],,,,,,,,,,?,,281,,1176 kj(281 kcal),,13,,"8,8",,38,,"28,4",,"2,9",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,
96,Perle De Lait Fraise 6x100g,3297560106489,,,,,,,['France'],[],,[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"7,3",,"4,8",,12,,"11,2",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
97,Perle de lait crème de marron - Yoplait,3297560106540,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,"7,6",,"4,9",,"15,9",,"14,4",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
98,Perle de lait fruit - Yoplait,3297560106694,,,['Yoplait'],,,,['France'],"['Lait écrémé', 'crème', 'fruits: 8% ', 'purées à partir de purées concentrées de cerise', 'framboise', 'fraise', 'myrtille', 'eau', 'sucre : 5%', 'poudre de lait écrémé', 'amidon modifié de riz et de maïs', 'jus concentré de carotte noire', 'épaississant ', 'carraghénane', 'arômes', 'conservateur du fruit ', 'E202', ""correcteurs d'acidités "", 'E330', 'E331', 'ferments lactiques dont bifidus', ' Lait origine: France CILAM']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,119,,498 kj(119 kcal),,"7,4",,"4,7",,"9,1",,"8,4",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",,,,,
99,Silhouette à l'extrait de Stevia - Yoplait,3297560113142,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,57,,238 kj(57 kcal),,"0,1",,0,,"8,3",,"7,3",,"4,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,
100,Perle de lait mangue,3297560126616,,,,,,,['France'],[],,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"7,3",,5,,"12,2",,"11,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
101,Calin+,3297560127026,,,,,,,['France'],[],,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"2,9",,2,,"12,1",,"11,8",,"5,2",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,
102,Calin+ - Yoplait,3297560127057,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,92,,385 kj(92 kcal),,"2,7",,"1,8",,"12,2",,"11,9",,"3,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
103,Calin+ - Yoplait,3297560127125,,,"['Yoplait', 'Calin']",,,,['France'],[],,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"2,9",,2,,"12,1",,"11,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
104,Yaourt calin - Yoplait,3297560127149,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,92,,385 kj(92 kcal),,"2,7",,"1,8",,"12,6",,"2,2",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
105,Yoplait Silhouette 0% Mangues,3297560128580,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,?,,0,,?,,"9,2",,"3,9",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,
106,Yopaï - Yoplait,3297560129730,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,62,,259 kj(62 kcal),,"0,5",,"0,3",,"10,9",,"7,1",,"2,4",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,
107,Caresse,3297560129884,,,,,,,['France'],[],,[],,,,,,,,,,?,,92,,385 kj(92 kcal),,"3,3",,"2,2",,"11,9",,"11,8",,"3,6",,"0,1",,"0,04",,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
108,12 Pots De Yaourt Caresse Yoplait,3297560129983,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,96,,402 kj(96 kcal),,"3,3",,"2,2",,12,,"11,9",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,
109,Panier de yoplait au pruneaux,3297560131016,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,95,,397 kj(95 kcal),,"2,8",,"1,8",,"13,3",,"12,8",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
110,L'ile au caramel - Yoplait,3297560144207,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"0,9",,"0,6",,"21,1",,"19,8",,"2,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
111,Yop - Yoplait,3297560171579,,,['Yoplait'],,,,['France'],"['297560 171579 SPÉCIALITÉ LAITIÈRE À BOIRE SUCRÉE À LA PULPE DE FRUITS ET AUX CÉRÉALES', ' Ingrédiegs : lait écrémé reconstitué ', 'origine : France', 'sucre : 10,1%', 'matière laitière', 'lits ', 'pêcheAànanas', ' : 1,6%', 'germe de blé : 0,36%', 'amidon modifié de maïs', ""correcteur d'acidité "", 'E330', 'ferments lactiques', 'arômes', 'conservateur du fruit ', 'E 202', ' Contient du blé', ' 61233520']","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,319,,1335 kj(319 kcal),,"1,9",,"1,2",,"11,6",,"11,4",,"2,1",,"0,1",,"0,04",,,,,,,,,,,,,['Sans colorants'],,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
112,Yop,3297560172613,,,,,,,['France'],[],,[],,,,,,,,,,?,,70,,293 kj(70 kcal),,"1,9",,"1,3",,"10,3",,"10,3",,"2,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
113,Yop - Yoplait,3297560176895,,,['Yoplait'],,,,['France'],[],,[],,,,,,,,,,?,,81,,339 kj(81 kcal),,"1,7",,"1,1",,"13,6",,"13,4",,"1,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
114,Yop - Yoplait,3297560177038,D,,['Yoplait'],"['Produits laitiers', 'Laits']",,,['France'],"['Lait écrémé sucre : 11,6 0%ùpulPe de fruits ', 'mangue', 'goyave', 'ananas', '6,5 %', 'matière grasse laitière', 'eau', 'vitamines ', 'B6', 'BI 2', 'D', 'amidon transformé de maïs', 'arôme', 'conservateur du fruit ', 'E202', ""d'acidité "", 'E330', 'E331']",,['Non végétalien'],4,1.8 g,en faible quantité,1.1 g,en faible quantité,13.4 g,en quantité élevée,0.1 g,en faible quantité,?,,82,+24%,343 kj(82 kcal),+25%,"1,8",-13%,"1,1",-8%,"13,6",+126%,"13,4",+147%,"1,9",-46%,"0,1",-19%,"0,04",-19%,3,+422%,C,+422%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Sans colorants'],,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",,,,,
115,Yop goyavier,3297560177120,,,,['Boissons'],,,['France'],[],,[],,1.7 g,en quantité modérée,1.1 g,en quantité modérée,11.2 g,en quantité élevée,0.1 g,en faible quantité,?,,301,+438%,1259 kj(301 kcal),+422%,"1,7",+390%,"1,1",+832%,"11,2",-1%,"11,2",+19%,"1,9",+283%,"0,1",+141%,"0,04",+141%,19,+148%,E,+148%,,,,,,,,,,,,,,,
116,Dessert glacé saveur Vanille marbrage cacao,3297560180007,,,,,,,['France'],[],,[],,,,,,,,,,?,,167,,699 kj(167 kcal),,"4,7",,"3,9",,"29,5",,26,,"1,5",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,
117,Fromage Ail & fines herbes,3297560274515,,,,,,,['France'],[],,[],,,,,,,,,,?,,184,,770 kj(184 kcal),,14,,10,,"2,5",,"2,5",,12,,1,,"0,4",,,,,,,,,,,,,,,,,,,,
118,Ti frais des hauts au poivre,3297560274546,,,,,,,['France'],[],,[],,,,,,,,,,?,,170,,711 kj(170 kcal),,"12,9",,"9,2",,"2,5",,"2,5",,11,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,
119,Fromage,3297560274577,,,,,,,['France'],[],,[],,,,,,,,,,?,,184,,770 kj(184 kcal),,14,,10,,"2,5",,"2,5",,12,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,
120,petits filous - Findus,3297560291123,,,['Findus'],,,,['France'],[],,[],,,,,,,,,,?,,101,,423 kj(101 kcal),,"2,9",,"1,9",,"12,7",,"12,1",,"6,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
121,Lait demi-écrémé,3297560336329,D,,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,,['France'],[],,[],,1.55 g,en faible quantité,0.8 g,en faible quantité,4.6 g,en faible quantité,0.11 g,en faible quantité,?,,45,-4%,188 kj(45 kcal),-5%,"1,55",-8%,"0,8",-22%,"4,6",-4%,"4,6",-4%,"3,1",-4%,"0,11",-1%,"0,044",-1%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['en:FSC'],['FSC-C020428'],,,,,,
122,Ananas mangue - Diego,3297560704029,,,['Diego'],['Boissons'],,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,11.5 g,en quantité élevée,0.01 g,en faible quantité,?,,47,-16%,197 kj(47 kcal),-18%,0,-100%,0,-100%,"11,6",+3%,"11,5",+22%,"0,1",-80%,"0,01",-76%,"0,004",-76%,15,+96%,E,+96%,,,,,,,,,,,,,,,
