,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,packaging,categories,ingredients_origins,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,allergens,nova_score,labels,producer_info,traceability_code,additives,link,generic_name,palm_ingredients,origin_detail,brand_owner
939,Chips traditionnelles - jules et Louise - 135g,3770008133396,['jules et Louise'],['France'],[],[],?,168,703 kj(168 kcal),"9,3",1,"18,2","0,1","2,8","0,61","0,244",135g,,['135g'],['Chips salees'],,,9.3 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,0.61 g,en quantité modérée,,,,,,,,,,,3,,C,,,,,,,,,,,,,,,,,,,,
940,8717931602402,8717931602402,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Gelatine vellen - 20.0g,4000147002512,,"['Belgique', 'France', 'Italie']",[],[],?,?,,?,,?,,?,,,20.0 g,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Sirop Au Cassis -,3250390033110,,['France'],[],[],?,323,1351 kj(323 kcal),"0,5","0,1",80,80,"0,5","0,01","0,004",,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']",,,,,,,,,,,,+17%,+9%,+310%,+201%,+16%,+18%,+214%,-58%,-58%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
943,Vanillewafel met chocolade -,5400272556833,,['France'],[],[],?,412,1724 kj(412 kcal),23,11,54,0,"6,1","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,,
944,Miel de Forêt - Le rucher des 3 forêts - 500grammes,3770012267049,['Le rucher des 3 forêts'],['France'],[],[],?,?,,?,,?,,?,,,500 grammes,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
945,Chocolate 85 % Cacao Ecuador - Chocolate Amatller,8413907983000,['Chocolate Amatller'],['France'],[],[],?,590,2469 kj(590 kcal),46,29,25,16,12,"0,02","0,008",,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,46 g,en quantité élevée,29 g,en quantité élevée,16 g,en quantité élevée,0.02 g,en faible quantité,,+6%,+6%,+17%,+26%,-35%,-50%,+57%,-57%,-57%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,
946,Puree de pruneaux,3760138617347,,['France'],[],[],?,132,552 kj(132 kcal),"0,2","0,11",29,24,"1,2","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
947,Vouvray -,3770006727146,,['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vouvray']",['France'],,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Anhydride sulfureux et sulfites'],3,,,,,,,,,
948,Glico Pocky Fruity Fraise - กูลิโกะ - 35g,8851019010205,"['กูลิโกะ', 'Glico']","['France', 'Thaïlande']","['Farine de blé ', '34 % ', 'sucre', 'huile de palme', 'lactose', 'lait en poudre', 'poudre de fraise', 'flocons de fraises', 'graisse de cuisson', 'Coloriage E162 émulsifiant ', 'E322', '0', 'E471', ""régulateur d'acidité"", 'E296', 'E524', 'agent levant', 'E500', 'i', 'stabilisant', 'E1101', 'i', ' Contient des allergènes blé ', 'gluten', 'lait et soja', ' ', 'DK', ' Ingredienser: Hvedemei ', '34%', 'sukker', 'nalmenlie tactose malkenulver iordbarpudder', 'jordbærflaaer', 'stegefedt', 'Farve']","['Huile de palme', 'Non végétalien']",?,506,2117 kj(506 kcal),23,0,69,37,6,"0,6","0,24",35g,D,['Box'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,23 g,en quantité élevée,0 g,en faible quantité,37 g,en quantité élevée,0.6 g,en quantité modérée,,+7%,+6%,+11%,-100%,+8%,+25%,-8%,+2%,+2%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Gluten', 'Lait', 'Soja']",4,,,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E296 - Acide malique', 'E524 - Hydroxyde de sodium', 'E500i - Carbonate de sodium']",,,['Huile de palme'],,
949,Yaourt au lait de nos vaches à la Rhubarbe - La Ferme Normande,3384075000187,['La Ferme Normande'],['France'],"['Lait entier du jour pasteurisé de Normandie', 'Rhubarbe hâchée: 9% Sucre roux de canne', 'Protéines de lait', 'Amidon natif de manioc Jus de citron', 'Arôme naturel', 'Conservateur: E202', 'Ferments', ' Allergenes : lait', "" Lait du jour issu d'animaux nouris sons OGM<0,9%""]",['Non végétalien'],?,104,435 kj(104 kcal),"2,6","1,3",16,15,"4,1","0,1","0,04",,C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la rhubarbe']",,,2.6 g,en faible quantité,1.3 g,en faible quantité,15 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+5%,-17%,-34%,+13%,+15%,+27%,-6%,-6%,3,-9%,C,-9%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,['Lait'],4,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
950,Roulades de chicons au jambon - Chef Select,20372316,['Chef Select'],['France'],[],[],?,93,389 kj(93 kcal),"4,8","3,3","5,2","2,8","6,9","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Chorizo Doux - Delhaize - 100g,5400112722541,['Delhaize'],"['Belgique', 'France']",[],[],?,343,1435 kj(343 kcal),27,12,3,1,22,4,"1,6",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,"['Nutriscore', 'Nutriscore E']",,,,,,,,
952,Doritos cheese suprême,6009510802580,['Doritos'],['France'],"['redients: maize', 'refined vegetable oil ', 'palm fruit ', 'maize germ', ' with antinxidant ', 'tbhq', 'milk solids ', 'whey powder', 'buttermik powder', 'full cream milk powder ', ""cow's milk"", 'chese powder [milk', 'cheese culture', 'salt', 'enzymej ', ""cow's milk"", 'soya', 'salt', 'sugars ', ""cow's milk"", 'msg [flavour enhancer ', 'e621', ']', 'vegetable powdere ', 'onion', 'garlic', 'acidity regulators ', 'e262', 'e270', 'flavourings ', 'soya', ""cow's milk"", 'anticaking agents ', 'emf1', 'f941', 'c}', 'hydrolysed vegetable protein ', 'soya', ' ', 'spices ', 'irrad ated', 'tavour enhancers ', 'e631', 'e627', 'colourant ', 'e110', 'yeast extract', 'veget,ble oil ', 'sunflower seed', 'coconut', ""contains: cow's milk"", 'soya', 'contains genetically modified ingredients,']",['Non végétalien'],?,481,2013 kj(481 kcal),"24,1","9,8",58,"3,5",8,"7,14","2,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",4,,,,"['E319 - Butylhydroquinone tertiaire', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E270 - Acide lactique', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E110 - Jaune orangé S']",,,,,
953,Galaxy Instant Hot Chocolate Drink 370G,5060113912640,,['France'],"['sugar', 'whey permeate ', 'milk', 'fat reduced cocoa powder', 'coconut oil', 'dried glucose syrup', 'lactose ', 'milk', 'milk chocolate ', '3,0%', ' ', 'sugar', 'cocoa butter', 'skimmed milk powder', 'cocoa mass', 'lactose and protein from whey ', 'milk', 'palm fat', 'whey powder ', 'milk', 'milk fat', 'emulsitjer ', 'soya lecithin', 'natural vanilla extract', 'skimmed milk powder', 'flavourings', 'stabilisers ', 'guar gum', 'e466', 'e340ii', 'e339ii', 'e452i', 'low sodium salt ', 'sea salt', 'potassium chloride', 'magnesium sulphate', 'anti-caking agent ', 'e551', 'milk proteins', 'emulsifier ', 'e471', 'sweetener ', 'sodium saccharin', 'suitable for vegetarians,']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,402,1682 kj(402 kcal),"9,1","7,7",73,68,"4,9","1,34","0,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",4,['Végétarien'],,,"['E322i - Lécithine', 'E412 - Gomme de guar', 'E466 - Carboxyméthylcellulose', 'E340ii - Phosphate dipotassique', 'E339ii - Phosphate disodique', 'E452i - Polyphosphate de sodium', 'E551 - Dioxyde de silicium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E954 - Saccharine et ses sels']",,,,,
954,Muffins caramel beurre sale - Auchan,2090000190335,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
955,Mirabelle,3330720660015,,['France'],[],[],?,177,741 kj(177 kcal),"0,5","0,1",43,43,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Queso edam lonchas sin gluten sin lactosa - TGT,8422241806838,['TGT'],"['France', 'Espagne']","['Lait pasteurisé de vache', 'ferments lactiques ', 'lait', 'présure', 'sel et teneur en lactose <0,01g']",['Non végétalien'],?,311,1301 kj(311 kcal),23,15,"0,1",0,26,"1,8","0,72",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Edam', 'Fromages sans lactose']",,,23 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,-3%,-2%,-5%,-9%,-56%,-100%,+3%,-15%,-15%,15,-11%,D,-11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Lait'],3,['Sans lactose'],,,,,,,,
957,Tisane Camomille,3259920045203,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Griego sin azucar,7501040095290,,['France'],[],[],?,54,226 kj(54 kcal),"0,7","0,5","6,5","6,2",5,"0,055","0,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Vin blanc,3450970136914,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Kettle Cooked Chips sea salt,5701397396527,,['France'],[],[],?,506,2117 kj(506 kcal),30,"3,3",50,"0,5","6,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Mevlana Ceylon Tea,4021209000116,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Quinoa soufflé - Simplement bon et bio - 200g,14465871,['Simplement bon et bio'],['France'],"[""Graines de quinoa soufflées issues de l'agriculture biologique""]",[],?,380,1590 kj(380 kcal),6,"0,667","63,3","1,67",14,"0,033","0,013",200 g,B,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Quinoa soufflé']",['Bolivie'],,6 g,en quantité modérée,0.667 g,en faible quantité,1.67 g,en faible quantité,0.0333 g,en faible quantité,,+5%,+5%,+16%,+49%,-3%,+61%,+24%,+48%,+48%,-1,,A,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Aldi'],,,"['Bio', 'Bio européen', 'AT-BIO-402', 'AB Agriculture Biologique']",,['AT-BIO-402'],,,,,,
963,3054080004028,3054080004028,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,7898955341339,7898955341339,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Pain nordique,,,['France'],[],[],?,331,1385 kj(331 kcal),"10,3","1,2","42,4","1,9","13,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Lingères pour bébés - LUPILU - 80,40891903,['LUPILU'],['France'],[],[],?,?,,?,,?,,?,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C120967'],,,,,,
967,Grissini - Seggiano,5033742002037,['Seggiano'],['France'],[],[],?,399,1669 kj(399 kcal),"6,7","1,3","70,7","1,8","11,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Champignons de Paris Bruns - Auchan - 200g,3254568022135,['Auchan'],['France'],['CHAMPIGNONS DE PARIS BRUNS'],[],?,21,88 kj(21 kcal),"0,36","0,067","1,33","1,06","2,62",0,0,200 g,B,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Légumes frais', 'Champignons de Paris', 'Champignons frais', 'Champignons de Paris entiers']",,,0.36 g,en faible quantité,0.067 g,en faible quantité,1.06 g,en faible quantité,0 g,en faible quantité,,-9%,-6%,+7%,-29%,-10%,+149%,+17%,-100%,-100%,-6,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Auchan'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,
969,Pain de montage,8437010427756,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,8416000501355,8416000501355,,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Paris brest,3276550576068,,['France'],[],[],?,?,,?,,?,,?,,,,C,,"['Biscuits et gâteaux', 'Pâtisseries', 'Paris-Brest']",,,,,,,,,,,,,,,,,,,,,,,,,74.4%,15.8%,4.4%,3.1%,2.3%,0.0%,60,,,,,,,,,,,,
972,Dentifrice Anti-Tartre - SOOA - 100ml,3263855909790,['SOOA'],['France'],"['aqua,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,100 ml,,['tube plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Kalao orange carotte,3297565710537,,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,9","8,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Camenbert de Normandie AOP -,3332621045137,,['France'],[],[],?,284,1188 kj(284 kcal),"21,9","13,7","1,22","0,5","20,4","1,67","0,668",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Fromages à pâte molle à croûte naturelle', 'Fromages à pâte molle à croûte lavée', 'Camemberts de Normandie']",,,21.9 g,en quantité élevée,13.7 g,en quantité élevée,0.5 g,en faible quantité,1.67 g,en quantité élevée,,+2%,+2%,+2%,-6%,+136%,+49%,-2%,-2%,-2%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,"['FR 50.267.001 CE', 'Lessay (Manche, France)']",,,,,,
975,Chocolate&cereais - Pingo Doce,5601009987672,['Pingo Doce'],['France'],[],[],?,419,1753 kj(419 kcal),12,"3,6",64,"27,5","9,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Honey nut clusters - Tesco,5052910392909,['Tesco'],['France'],"['Oat Flakes ', '47%', 'Sugar', 'Cornflakes ', 'Maize', 'Sugar', 'Salt', 'Barley Malt', 'Niacin', 'Iron', 'Vitamin B1', 'Vitamin B6', 'Vitamin B2', 'Folic Acid', 'Vitamin B12', 'Peanut ', '7%', 'Rapeseed Oil', 'Crisped Rice ', '5%', ' ', 'Rice Flour', 'Wheat Flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Barley Malt Flour', 'Sunflower Oil', 'Honey ', '3%', 'Desiccated Coconut', 'Salt', 'Malted Barley Extract', ' Allergy Advice For allergens', 'including cereals containing gluten', 'see ingredients in bold', ' Also', 'may contain other nuts and milk']",['Non végétalien'],?,441,1845 kj(441 kcal),"14,4","1,8","65,7",22,"9,2","0,5","0,2",,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,14.4 g,en quantité modérée,1.8 g,en quantité modérée,22 g,en quantité élevée,0.5 g,en quantité modérée,,+11%,+10%,+65%,-18%,-1%,+32%,-1%,+40%,+40%,12,+123%,D,+123%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Gluten', 'Arachides']",3,,,,,,,,,
977,Marinade for indonesian meat satay,8886390201041,,['France'],[],[],?,171,715 kj(171 kcal),"2,5","0,3",33,"7,6","2,5","6,9","2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Soju - Chamisul - 350ml,8801048941001,"['Chamisul', 'Jinro']","['France', 'Allemagne']",['Gerste'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,350 ml,,['Flasche'],"['Boissons', 'Boissons alcoolisées']",,['Südkorea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['go asia'],['Gluten'],3,['Déconseillé aux femmes enceintes'],,,,,Spirituose,,,
979,Gin Citadelle,3460410507877,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Mascarpone - K-Classic - 500g ℮,4337185158766,['K-Classic'],['France'],[],[],?,368,1540 kj(368 kcal),38,26,"3,5","3,5",3,"0,08","0,032",500g ℮,D,['Kunststoff'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",,['Italien'],38 g,en quantité élevée,26 g,en quantité élevée,3.5 g,en faible quantité,0.08 g,en faible quantité,,-4%,-3%,-3%,-4%,+12%,+16%,-40%,-15%,-15%,13,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Fabriqué en Italie'],,,,https://www.kaufland.de/sortiment/das-sortiment/detail.mascarpone-83-fett-i-tr-500g.article_id=1103649.html,,,,
981,Vitamin B12,0713179312439,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Tomates,8435177033186,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Bresaola,8032841842671,,['France'],[],[],?,154,644 kj(154 kcal),"2,8","1,2",1,1,"31,5","3,7","1,48",,E,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",,,2.8 g,en faible quantité,1.2 g,en faible quantité,1 g,en faible quantité,3.7 g,en quantité élevée,,-5%,-5%,-12%,-8%,+129%,+202%,-4%,-5%,-5%,12,-2%,D,-2%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,,,,
984,Les brindilles,3375220201436,,['France'],[],[],?,546,2284 kj(546 kcal),45,17,2,"1,5",32,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,,,,
985,Graindor expresso moulu Colruyt,5400141033045,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Tacos Salsa - Amigos,3351700068959,['Amigos'],['France'],[],[],?,33,138 kj(33 kcal),"0,2","0,1",6,"4,5","1,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,2 facon tournedos - Charal,2444975044740,['Charal'],['France'],[],[],?,206,862 kj(206 kcal),14,"4,8",0,0,20,"0,16","0,064",,,,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",,,14 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,,+15%,+15%,+44%,+21%,-100%,-100%,-0%,-86%,-86%,1,-81%,B,-81%,,,,,,,,,,,,,,,,,,,
988,Fromage frais moulé a la louche 0%,3304820406019,,['France'],[],[],?,40,167 kj(40 kcal),0,0,"4,4",4,"4,9","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 01.163.002 CE', 'Foissiat (Ain, France)']",,,,,,
989,Chewy dragees Mentos,8723400778240,"['Mentos', 'Perfetti Van Melle']","['Belgique', 'France']",[],[],?,390,1632 kj(390 kcal),"1,9","1,8",93,69,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,
990,Nursie confort - Blédina,3041091282842,['Blédina'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Wrigley's Extra Long Lasting Winterfresh Sugarfree Gum - 15 CT,02284004,,"['France', 'États-Unis']","['Made of sorbic', 'gum base glycerol', 'natural and artificial flavors', 'hydrogenated starch hydrolysate', 'less than 2% of: mannitol', 'aspartame', 'aspartime-acesulfame', 'colors ', 'blue 1 lake', 'titanium dioxide', 'acesulfame k', 'bht ', 'to maintain freshness', 'soy lecithin']",[],?,185,774 kj(185 kcal),0,0,"74,07",0,0,0,0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-56%,-56%,-100%,-100%,+11%,-100%,-100%,-100%,-100%,2,-89%,B,-89%,,,,,,,,,['Soja'],4,,,,"['E422 - Glycérol', 'E421 - Mannitol', 'E951 - Aspartame', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E950 - Acésulfame K', 'E321 - Butylhydroxytoluène', 'E322i - Lécithine']",,,,,Wm. Wrigley Jr. Company
992,Infusion chai,3286010047953,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Dim Sum gyoza de carne envase 170 g - Ta-Tung,8437011785350,['Ta-Tung'],"['France', 'Espagne']",[],[],?,193,808 kj(193 kcal),"6,6","2,3","23,2","1,5","8,9","1,1","0,44",,,,['es:Precocinado-de-arroz'],,,6.6 g,en quantité modérée,2.3 g,en quantité modérée,1.5 g,en faible quantité,1.1 g,en quantité modérée,,,,,,,,,,,3,,C,,,,,,,,,,,,,,,,,,,,
994,Aquina grapefruit -,7640115252012,,['France'],[],[],?,36,151 kj(36 kcal),0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Pascual Milkshake Chocolate,8410128191283,['Pascual'],"['France', 'Espagne']",[],[],?,72,301 kj(72 kcal),"1,1","0,7",12,12,"3,4","0,16","0,064",,,,['Produits laitiers'],,,1.1 g,en faible quantité,0.7 g,en faible quantité,12 g,en quantité modérée,0.16 g,en faible quantité,,-71%,-70%,-94%,-94%,+144%,+195%,-73%,-79%,-79%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,
996,Sardines - General - 125g / 88g (escorrido),5603344611014,['General'],"['Belgique', 'France', 'Portugal']",[],[],?,228,954 kj(228 kcal),15,"3,5","0,1",0,24,"0,7","0,28",125 g / 88 g (escorrido),B,"['Caixa', 'cartão', 'Lata', 'alumínio', 'Metal']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines']",['Portugal'],['Portugal'],15 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.7 g,en quantité modérée,,-1%,-1%,-6%,-2%,-82%,-100%,+16%,-24%,-24%,3,-41%,C,-41%,56.5%,0.0%,7.4%,31.3%,3.7%,1.0%,85,['Auchan'],,,['pt:Fonte de ómega3'],,['PT C234 1P CE'],,,,,,
997,Primavera Penne - Knorr,8714100866917,"['Knorr', 'Unilever']",['France'],[],[],?,117,490 kj(117 kcal),"2,6",1,18,"4,2",4,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Le baby avocat,3700353614899,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Vin de bordeaux rouge biologique r,3245415713412,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['France'],,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
1000,"maca gingembre, ginseng-Sibérie - juvamine - 25,2grammes",3160920641800,['Juvamine'],['France'],"['Quantité Equivalent en Pour 2 comprimés:  Maca ', 'tubercule', ' Gingembre ', 'rhizome', ' Ginseng de Sibérie ', 'racine', ' extrait à sec plantes sèches 900 mg 160 mg 77 mg 460 mg 225 mg 16 mg']",[],?,?,,?,,?,,?,,,"25,2 grammes",,"['boîte en carton', 'flacon en plastique']",['Compléments alimentaires'],['France'],['France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Carrefour', 'pharmacie']",,,,,,,,,,,
