,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,ingredients_origins,manufacturing,link,allergens,nova_score,generic_name,origin_detail,brand_owner,palm_ingredients,producer_info
965,Persillade maître d'hôtel - Sainte Lucie - 20g,3162050040782,['France'],"['Ail', 'Persil', 'Sel', ' ', 'Contient des Sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Sainte Lucie'],,,20 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flacon verre'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,['Anhydride sulfureux et sulfites'],3,,,,,
966,Noix de coco rapée -  - 100g e,3162050076392,['France'],"[""et nutritionne ripée poids net : 'l""]",[],?,735,3075 kj(735 kcal),66,50,12,10,"15,5","0,05","0,02",,,,100 g e,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",66 g,en quantité élevée,50 g,en quantité élevée,10 g,en quantité modérée,0.05 g,en faible quantité,,+10%,+10%,+2%,-12%,+12%,+48%,+109%,-25%,-25%,11,+49%,D,+49%,,,,,,,,"['Sachet', 'Plastique']","['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,,,,,,,
967,La Classique Nature - Vico - 135g,3162088707015,['France'],"['Pomme de terre', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,525,2197 kj(525 kcal),34,"2,8",47,"0,61","5,9","1,3","0,52","['Vico', 'Intersnack']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",A,135 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",34 g,en quantité élevée,2.8 g,en quantité modérée,0.61 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,+2%,-6%,-7%,-53%,+0%,-2%,-2%,9,-17%,C,-17%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['Sachet'],,,,['France'],['France'],http://www.vico.fr,,3,,,,,
968,Tartelettes Feuilletees LS 3 Toques X 9 99G - 113g,3162150029502,['France'],"['Farine de blé ', 'gluten', ' - margarine ', 'graisse de palme', 'eau', 'huile de colza', 'émulsifiant: E471', 'acidifiant: E330', ' - eau - sel', ' / Peut contenir des traces de lait']",['Huile de palme'],2154,516,2154 kj(516 kcal),"29,3","14,4","53,1","1,7","8,3","0,9","0,36",['3 Toques'],,,113 g,"['Aides culinaires', 'Tartes', 'Aides à la pâtisserie']",29.3 g,en quantité élevée,14.4 g,en quantité élevée,1.7 g,en faible quantité,0.9 g,en quantité modérée,+26%,+33%,+32%,+190%,+265%,-17%,-96%,+73%,+139%,+139%,19,+27%,E,+27%,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",,,,"['Gluten', 'Lait']",4,,,,['Huile de palme'],
969,Miel d'eucalyptus d'Espagne - Albert Ménes - 250g,3162900033278,['France'],"[""Miel d'eucalyptus""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Albert Ménes'],,A,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'eucalyptus""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['bocal en verre', 'couvercle en métal']",,['Monoprix'],,['Espagne'],,,,2,Miel,,,,
970,Salade de hareng fumé et pomme de terre - Simon - 230g,3164060730561,['France'],"['Pommes de terre 33 % ', 'pommes de terre 98 %', 'eau', 'affermissant : E509', 'dés de hareng ', 'poisson', ' fumés 29 %', 'sauce ', 'huile de colza', 'eau', ""vinaigre d'alcool"", ""jaunes d'œufs salés"", 'moutarde ', 'eau', 'vinaigre', 'graines de moutarde', 'sel', 'épices', 'sucre', 'extraits naturels ', 'persil', 'ail', 'céleri', 'cerfeuil', 'oignon', 'amidon modifié de maïs', 'sel', 'acidifiant : E330', 'épaississant : E415', 'conservateurs : E202 - E211', 'antioxydants : extrait de romarin - E385', 'extrait de thé vert', 'colorant : E160a', 'condiments 12 % ', 'oignons et carottes marinés', 'cornichons ', 'cornichons', 'eau', 'vinaigre de vin', 'sel', 'sucre', 'acidifiant : E330', 'E509']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",894,214,894 kj(214 kcal),"18,2",2,"7,2","1,8","5,8","1,475","0,59",['Simon'],['Saveurs en Or'],C,230 g,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",18.2 g,en quantité modérée,2 g,en quantité modérée,1.8 g,en faible quantité,1.48 g,en quantité modérée,+53%,+43%,+43%,+73%,+83%,-15%,+103%,+40%,+48%,+48%,6,+78%,C,+78%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,"['Barquette', 'Plastique']","['FR 62.842.100 CE', 'Vendin-le-Vieil (Pas-de-Calais, France)']",,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E160a - Carotènes mélangés']",,['France'],,"['Céleri', 'Œufs', 'Poisson', 'Moutarde']",4,"Salade à base de hareng fumé, pommes de terre et condiments",,,,
971,Filets de Hareng fumés - Simon,3164060730882,['France'],[],[],?,189,791 kj(189 kcal),13,4,1,"0,3",17,"3,6","1,44",['Simon'],"['Omega-3', 'Riche en Oméga-3']",B,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Filets de harengs']",13 g,en quantité modérée,4 g,en quantité modérée,0.3 g,en faible quantité,3.6 g,en quantité élevée,,+3%,+4%,+7%,+34%,+131%,+29%,+1%,-2%,-2%,15,+8%,D,+8%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,,,,,,,,,,,,,
972,Vinaigre d'Orléans de vin blanc 5 ans d'âge - Martin pouret - 250ml,3165350125074,['France'],"[""Vinaigre d'Orléans de vin blanc français""]",[],?,4,17 kj(4 kcal),"0,1",0,"0,9","0,9","0,1","< 0,02","0,008",['Martin pouret'],,A,250ml,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs']",0.1 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.02 g,en faible quantité,,-76%,-76%,+16%,-100%,+19%,+112%,-39%,-50%,-50%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Verre'],,,,['France'],['Fleury-les-Aubrais'],,,,,,,,
973,Moutarde D'orléans Tradition - Martin pouret,3165355020008,['France'],"[""Moutarde d'Orléans"", 'vinaigre', 'graines de moutarde du Val de Loire', 'eau', 'sel de Guérande', 'curcuma', 'arômes naturels', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', ' conserver au réfrigérateur']",[],?,144,602 kj(144 kcal),10,"0,6","4,6","2,2","6,1","4,8","1,92",['Martin pouret'],,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",10 g,en quantité modérée,0.6 g,en faible quantité,2.2 g,en faible quantité,4.8 g,en quantité élevée,,-15%,-15%,-7%,-27%,-33%,-43%,-7%,+2%,+2%,11,-5%,D,-5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,4,,,,,
974,Sauce oseille surgelée - Tipiak,3165440240380,['France'],[],[],?,145,607 kj(145 kcal),14,10,"3,7","1,1","0,7","1,2","0,48",['Tipiak'],['Sans conservateurs'],,,"['Epicerie', 'Sauces', ""Sauces à l'oseille""]",14 g,en quantité modérée,10 g,en quantité élevée,1.1 g,en faible quantité,1.2 g,en quantité modérée,,+29%,+27%,+31%,+64%,-17%,-5%,-28%,+4%,+4%,15,+35%,D,+35%,,,,,,,,,,,,,,,,,,,,,
975,Supra Levure Bio - 60 Gélules - Vecteur Santé,3165830014515,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,filets de maquereaux - Saupiquet - 360g (3x 120g),3165950216790,['France'],"['Filets de maquereaux ', '85%', 'eau', 'concentré de tomate', 'vinaigre de vin blanc,', 'sucre', 'vinaigre balsamique ', 'vinaigre de vin', 'moût de raisin', 'arômes', 'sel', 'arôme de fumée', 'épaississant : gomme de xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",962,?,962 kj(230 kcal),17,4,"2,7","2,2",16,"1,2","0,48",['Saupiquet'],['en:produced-in-bretagne'],D,360 g (3 x 120 g),"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Maquereaux en conserve', 'Filets de maquereaux grillés']",17 g,en quantité modérée,4 g,en quantité modérée,2.2 g,en faible quantité,1.2 g,en quantité modérée,+2%,,+0%,+2%,+3%,+349%,+399%,-10%,+22%,+22%,5,-12%,C,-12%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,"['Couvercle', 'Métal', 'Carton', 'Conserve', 'boite']","['FR 29.232.501 CE', 'Quimper (Finistère, France)']",['Carrefour'],['E415 - Gomme xanthane'],,"['Bretagne', 'France']",,['Poisson'],4,,,,,
977,Thon à l'huile de tournesol en morceaux - Saupiquet,3165950218695,['France'],[],[],?,462,1933 kj(462 kcal),44,5,0,0,16,"1,1","0,44",['Saupiquet'],,E,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",44 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,,+112%,+113%,+217%,+179%,-100%,-100%,-29%,+1%,+1%,13,+322%,D,+322%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,,,
978,Muscade Moulue - Ducros - 40g,3166291464802,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,"0,1","0,04",['Ducros'],,A,40g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade en poudre']",1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0.1 g,en faible quantité,,,-98%,-86%,-83%,-84%,+8%,-73%,,,,,,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,['Verre'],,,,,,,,,,,,,
979,Poivre gris - Ducros - 36g,3166291745925,['France'],['Poivre gris mouliné'],[],?,?,,?,,?,,?,,,['Ducros'],,,36 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Flacon', 'verre']",,,,,,,,,Poivre,,,,
980,Mélange pour rouille - Ducros,3166291748360,['France'],[],[],?,282,1180 kj(282 kcal),6,"0,7","31,4","9,1","15,3","10,9","4,36",['Ducros'],,D,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille', 'Rouille']",6 g,en quantité modérée,0.7 g,en faible quantité,9.1 g,en quantité modérée,10.9 g,en quantité élevée,,-32%,-31%,-87%,-83%,+673%,+646%,+475%,+679%,+679%,15,+9%,D,+9%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,,,,,,,,,,,,
981,Muscade - Ducros - 32g,3166296202577,['France'],['Muscade moulue'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Ducros'],,A,32 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade en poudre']",,,,,,,,,,,,,,,,,,,,,,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,"['Flacon', 'Verre']",,,,,,,,1,,,,,
982,Datteri - 250g,3166320001077,['France'],[],[],?,319,1335 kj(319 kcal),"0,1","0,1",65,"0,1","2,4","0,1","0,04",,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Cookies aux pépites de chocolat - Biscuits Mistral,3171910661104,['France'],"['Farine de blé - chocolat 24,7% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', ' - sucre - huile de palme - amandes caramélisées 13,9% ', 'amandes', 'sucre', 'sirop de glucose', 'miel', "" - amidon de blé - blanc d'oeufs - poudre à lever : diphosphate"", 'carbonate de sodium - poudre de lait entier - caramel ', 'sucre', 'eau', ' - sel - émulsifiant : lécithine de colza - arôme - colorant : béta carotène']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,510,2134 kj(510 kcal),28,12,56,28,"7,5","2,575","1,03",['Biscuits Mistral'],,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",28 g,en quantité élevée,12 g,en quantité élevée,28 g,en quantité élevée,2.58 g,en quantité élevée,,+8%,+7%,+35%,+19%,-12%,-5%,+15%,+337%,+337%,29,+46%,E,+46%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Carton'],"['EMB 21603', ""Semur-en-Auxois (Côte-d'Or, France)""]",,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium', 'E160ai - Bêta-carotène']",,['France'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,['Huile de palme'],
