,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,ingredients_origins,brand_owner,palm_ingredients,origin_detail,producer_info
1147,Cacahuètes grillées et salées - Auchan,8435177059919,,,,,['Auchan'],,"['Nutriscore', 'Nutriscore B']",,,['Auchan'],['France'],[],,[],,?,,618,,51,,"9,2",,26,,,,,,,,,,,,,,,,,,2586 kj(618 kcal),,"5,8",,"4,5",,"0,8",,"0,32",,,,,,,,,,,
1148,Brioche Tressée Sucrée - Sicard Boulangerie - 700g,3608732420713,C,Brioche Tressée Sucrée,700 g,['Sachet plastique'],['Sicard Boulangerie'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,['France'],,['Boulangerie Sicard'],['France'],"['farine de BLE', 'OEUFS frais', 'sucre', 'huile végétale de colza', 'BEURRE ', 'LAIT', 'levure', 'arômes', 'eau', 'sel', 'rhum', 'GLUTEN de BLE', 'agent traitement de la farine ', 'acide ascorbique', 'Traces éventuelles de sésame', 'soja', 'sulfites']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,407,+14%,"15,9",+24%,56,+9%,"10,8",+34%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,15.9 g,en quantité modérée,4.1 g,en quantité modérée,18.7 g,en quantité élevée,1.2 g,en quantité modérée,1703 kj(407 kcal),+14%,"4,1",-36%,"18,7",+30%,"1,2",+20%,"0,48",+20%,18,+12%,D,+12%,['E300 - Acide ascorbique'],,,,,
1149,Creme Fraiche Bio - Monoprix Bio - 50cl / 494g,3350033593862,B,,50 cl / 494 g,"['pot plastique', 'couvercle plastique', 'à jeter', 'opercule métal', 'à recycler', 'pot plastique']","['Monoprix Bio', 'Monoprix']","['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture France']",,,['Monoprix'],['France'],[],,[],,?,,287,-2%,30,+1%,"1,9",-42%,"2,4",+2%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['FR 89.209.001 CE', 'Jouy (Yonne, France)', 'EMB 89209', 'Jouy (Yonne, France)']",30 g,en quantité élevée,20 g,en quantité élevée,1.9 g,en faible quantité,0.05 g,en faible quantité,1201 kj(287 kcal),+0%,20,+1%,"1,9",-34%,"0,05",-41%,"0,02",-41%,13,0%,D,0%,,,,,,
1150,Huile d'olive de Nîmes bio AOP - Le Moulin d'Uzès - 50cl,3021885001484,C,,50 cl,,"[""Le Moulin d'Uzès""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huile d'olive de Nîmes""]","['Bio', 'Bio européen', 'AOP', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,823,-5%,92,-5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3443 kj(823 kcal),-5%,13,-3%,0,,0,-100%,0,-100%,6,0%,C,0%,,,,,,
1151,Patatas gajo barbacoa - McCain,8710438111699,,,,,['McCain'],,,,,,['France'],[],,[],,?,,132,,4,,20,,"2,5",,,,,,,,,,,,,,,,,,552 kj(132 kcal),,"0,4",,"0,5",,"0,5",,"0,2",,,,,,,,,,,
1152,Parmegiano reggiano 30 mesi - Virgilio - 150g,8006663006603,D,,150 g,['Frais'],['Virgilio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,['France'],"['LAIT cru de vache', 'sel', 'présure']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,,402,+0%,30,+1%,0,-100%,32,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['IT 08-708 CE'],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,1682 kj(402 kcal),+1%,20,+1%,0,,"1,6",0%,"0,64",0%,17,+2%,D,+2%,,,,,,
1153,Poulet sauce citron et boulgour - Thiriet - 330g,3292590877453,D,,330 g,,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Plats à base de boulgour']",,,,['Thiriet'],['France'],[],,[],,?,,199,-5%,5,+8%,18,-19%,7,-6%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,5 g,en quantité modérée,2.7 g,en quantité modérée,1.2 g,en faible quantité,0.85 g,en quantité modérée,833 kj(199 kcal),+7%,"2,7",+157%,"1,2",-53%,"0,85",+49%,"0,34",+49%,2,,B,,,,,,,
1154,Le Pain Des Fleurs cebolla,3380380074080,,,,,['Le Pain des Fleurs'],,,,,,['France'],[],,[],,?,,370,,"1,4",,"78,8",,9,,,,,,,,,,,,,,,,,,1548 kj(370 kcal),,"0,4",,"1,8",,"2,1",,"0,84",,,,,,,,,,,
1155,Toasts briochés au blé complet et aux graines - Casino - 120g,3222476992758,B,Petits toasts ronds briochés à la farine complète de blé et aux graines (12%),120 g,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés']",,,,['Casino'],['France'],"[""Farine de blé complet 65% - levure - œufs 11% - flocons d'avoine 8"", ""5% - sucre - sirop de glucose - graines de sésame 4% - graines de lin 4% - graines de tournesol 4% - huile de colza - gluten de blé - farine de malt d'orge - sel - agent de traitement de la farine: acide ascorbique"", 'traces de soja']","['Œufs', 'Gluten', 'Avoine', 'Graines de sésame']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,1732,+6%,412,+6%,11,+49%,54,-18%,20,+82%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,"['EMB 76092', 'Beuzevillette (Seine-Maritime, France)']",11 g,en quantité modérée,1.3 g,en faible quantité,6.7 g,en quantité modérée,0.9 g,en quantité modérée,1732 kj(412 kcal),+6%,"1,3",-17%,"6,7",+23%,"0,9",-27%,"0,36",-27%,0,-100%,B,-100%,['E300 - Acide ascorbique'],,,,,
1156,Fusilli n36 - Savino pasta - 500g,3580281186367,,,500g,['Plastique'],"['Savino pasta', 'Savino']",,['Fabriqué en Italie'],,,,['France'],['semoule de blé dur de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,348,,"1,1",,71,,12,,,,,,,,,,,,,,,,,,1456 kj(348 kcal),,"0,1",,"3,5",,"0,01",,"0,004",,,,,,,,,,,
1157,Tony's Chocolonely - 180g,8717677339556,E,,180 g,,"[""Tony's Chocolonely""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats salés', 'Chocolats noirs salés', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']","['Commerce équitable', 'Max Havelaar']",,,,['France'],"['pâte de cacao', 'sucre', 'amandes 10 %', 'beurre de cacao', 'sel de mer 0,5 %', 'émulsifiant : lécithine de soja', ' Cacao 51 % minimum', "" Peut contenir des traces d'arachide"", ""d'eufs"", 'gluten', ""lait et d'autres fruits à coque""]",['Fruits à coque'],['Non végétalien'],4,?,,539,-3%,35,-7%,44,+5%,"7,4",+6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,35 g,en quantité élevée,18.2 g,en quantité élevée,41.5 g,en quantité élevée,0.51 g,en quantité modérée,2255 kj(539 kcal),-2%,"18,2",-19%,"41,5",+14%,"0,51",+25%,"0,204",+25%,27,+16%,E,+16%,['E322i - Lécithine'],,,,,
1158,Heinz Ketchup Luomu,8715700413341,B,,,,['Heinz'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']","['Bio', 'Bio européen', 'NL-BIO-01']",,,,['France'],[],,[],,?,,112,+6%,"0,1",-59%,"25,3",+11%,"1,4",+8%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,0.1 g,en faible quantité,0.1 g,en faible quantité,24.8 g,en quantité élevée,1.7 g,en quantité élevée,469 kj(112 kcal),+7%,"0,1",+57%,"24,8",+27%,"1,7",-15%,"0,68",-15%,13,+7%,D,+7%,,,,,,
1159,Petite barquette à la parmesane - Picard - 300g,3270160891269,,,300g,"['Plastique', 'sachet']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,,,['Picard'],['France'],[],,[],,?,,232,+56%,"6,8",-3%,33,+152%,10,+48%,,,,,,,,,6.8 g,en quantité modérée,3.2 g,en quantité modérée,5.4 g,en quantité modérée,1.6 g,en quantité élevée,971 kj(232 kcal),+55%,"3,2",+23%,"5,4",+158%,"1,6",+110%,"0,64",+110%,13,+437%,D,+437%,,,,,,
1160,Sopa Juliana - Trevijano,8410770600003,,,,,['Trevijano'],,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],,"['Végétalien', 'Végétarien']",,?,,338,,"3,9",,"57,7",,"8,6",,,,,,,,,,,,,,,,,,1414 kj(338 kcal),,0,,"18,5",,"0,3",,"0,12",,,,,,,,,,,
1161,Premium confort digest leche polvo para lactantes,7613035264083,,,,,,,,,,,['France'],[],,[],,?,,513,,"25,7",,"59,5",,"9,5",,,,,,,,,,,,,,,,,,2146 kj(513 kcal),,"10,3",,"44,4",,"0,375",,"0,15",,,,,,,,,,,
1162,Tortiglioni - Savino,3580281186244,,,,,['Savino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Tortiglioni']",['Fabriqué en Italie'],,,,['France'],[],,[],,?,,348,-2%,"1,1",-27%,71,+8%,12,-5%,,,,,,,,,1.1 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,0.01 g,en faible quantité,1456 kj(348 kcal),-2%,0,-100%,"3,5",+15%,"0,01",+21%,"0,004",+21%,-1,,A,,,,,,,
1163,Danone Activia Cremoso Sabor Coco,8410500017729,,,,,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,"['France', 'Espagne']",[],,[],,?,,104,+13%,"3,3",+1%,"13,6",+24%,"4,1",+9%,,,,,,,,,3.3 g,en quantité modérée,2.2 g,en quantité modérée,13.2 g,en quantité élevée,0.1 g,en faible quantité,435 kj(104 kcal),+13%,"2,2",+7%,"13,2",+31%,"0,1",-13%,"0,04",-13%,3,-2%,C,-2%,,,,,,
1164,Ganache Piment - Anton - 130g,35149621113000,,,130g,,['Anton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,['France'],"['pâte de cacao', 'sucre BEURRE', 'CREME', 'beurre de cacao', 'sucre inverti', ""purée de piment d'Espelette "", '4', '7%', 'poudre de LAIT entier', 'sirop de glucose', 'stabilisant: sorbitol', ""émulsifiant: lécithine de SOJA poudre de piment d'Espelette "", '0', '1%', 'arôme naturel de vanille', ' Ce produits peut contenir des traces de FRUITS A COQUE']","['Lait', 'Soja']",['Non végétalien'],4,2214,-2%,?,,"38,5",+6%,"33,2",-28%,"5,1",-30%,,,,,,,,,38.5 g,en quantité élevée,24.5 g,en quantité élevée,27.8 g,en quantité élevée,0.06 g,en faible quantité,2214 kj(529 kcal),-4%,"24,5",+16%,"27,8",-32%,"0,06",-57%,"0,024",-57%,22,-6%,E,-6%,"['E420 - Sorbitol', 'E322i - Lécithine']",,,,,
1165,Sauce Arrabiata - Franprix,3263851445711,B,,,,['Franprix'],"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",,,,['Franprix'],['France'],[],,[],,?,,58,-46%,"2,5",-62%,"5,8",-10%,"1,6",0%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,2.5 g,en faible quantité,0.4 g,en faible quantité,4.7 g,en faible quantité,0.7 g,en quantité modérée,243 kj(58 kcal),-43%,"0,4",-51%,"4,7",-11%,"0,7",-36%,"0,28",-36%,4,+2%,C,+2%,,,,,,
1166,Happy Muesli Choco Banane - Gavroche Céréales,3700181513043,,,,,['Gavroche Céréales'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['en:palm-oil-free'],,,,['France'],"[""Sirop d'oligofructose"", ""flocons d'avoine"", 'chocolat au lait ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'chips de céréales ', 'farine de froment', 'poudre de lactosérum', 'sel', 'curcuma', 'agent levant : carbonate de sodium', 'humectant : ', 'sirop de sorbitol', 'glycérol', ' ', ' maltodextrine', 'cornflakes ', 'maïs', 'sel', ""extrait de malt d'orge"", 'graisse de noix de coco', 'flocons de banane', 'jus de pomme concentré', 'sel', 'arôme', 'jus de citron concentré', 'sirop de sucre caramélisé', 'émulsifiant : lécithine de soja', ' ', ' extrait de vanille']",['Gluten'],"['Sans huile de palme', 'Non végétalien']",4,?,,373,-12%,12,-24%,53,-12%,"6,2",-17%,,,,,,,,,12 g,en quantité modérée,7.6 g,en quantité élevée,18 g,en quantité élevée,0.49 g,en quantité modérée,1561 kj(373 kcal),-12%,"7,6",+28%,18,-34%,"0,49",+25%,"0,196",+25%,11,-17%,D,-17%,"['E322i - Lécithine', 'E500i - Carbonate de sodium', 'E420ii - Sirop de sorbitol', 'E422 - Glycérol']",,,,,
1167,"Escalope de dinde -  - 0,673g",2689119040879,D,,"0,673 g",,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Fabriqué en France'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,BLEDINE 200g Multicéréales & Fruits Exotiques Dès 6 mois - Bledina - 200g,3041091463807,,Préparation à base de céréales instantanées adaptée à bébé.,200 g,,"['Bledina', 'Bledine']",,['Sans colorants'],,,,['France'],"['Farine ', 'Blé 45,9 % ', 'GLUTEN', 'Blé complet 22,9 % ', 'GLUTEN', 'Seigle 6,26 % ', 'GLUTEN', 'Avoine complète 6,26 % ', 'GLUTEN', 'Riz 1,84 %', 'Millet complet 0,520 % ', 'GLUTEN', 'Epeautre complet 0,520 % ', 'GLUTEN', 'Sarrasin 0,520 %', ' - Flocons de mangue 7,95 % - Flocons de banane 6,00 % - Fruits de la passion en poudre 1,33 % - Vitamine B1', ' Peut contenir des traces de SOJA', 'LAIT']",['Gluten'],[],4,1618,,382,,"1,9",,"76,8",,"10,6",,,,,,,,,,,,,,,,,,1618 kj(382 kcal),,"0,4",,10,,"0,007",,"0,003",,,,,,,,,,,
1169,Breuvage Aux Amandes Enrichi - Silk,0025293002180,,,,,['Silk'],,,,,,['France'],[],,[],,?,,24,,"1,2",,"3,2",,"0,4",,,,,,,,,,,,,,,,,,100 kj(24 kcal),,"0,08",,"3,2",,"0,18",,"0,072",,,,,,,,,,,
1170,Thon au naturel morceaux,3117751059175,,,,,,,,,,,['France'],[],,[],,?,,99,,"0,8",,"0,5",,23,,,,,,,,,,,,,,,,,,414 kj(99 kcal),,"0,3",,0,,"0,75",,"0,3",,,,,,,,,,,
1171,Smucker's Simply Fruit Spreadable Fruit Strawberry,0051500023259,,,,,"[""Smucker's""]",,,,,,['France'],"['fruit syrup strawberries', 'fruit pectin', 'lemon juice concentrate', 'red grape juice concentrate ', 'for color', 'natural flavor', 'e/e the j,m', 'smucker company orrville', 'oh 44667 usa questions or comments 1-888-550-9555 refrigerate']",,[],4,?,,200,,0,,50,,0,,,,,,,,,,,,,,,,,,837 kj(200 kcal),,0,,45,,0,,0,,,,,,['E440 - Pectines'],,,,,
1172,12 macarons assortis - Lidl - 148g,4056489137757,D,,148 g,"['Barquette', 'Film en plastique', 'Etui en carton']",['Lidl'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']","['Agriculture durable', 'en:UTZ Certified']",,,['Lidl'],['France'],"['Sucre', 'eau', '12,8% amandes', 'farine de blé', 'beurre ', 'lait', 'farine de maïs', '3% purée de framboise', ""1,9% blanc d'œuf* en poudre"", '1,6% caramel au beurre et au sel ', 'sirop de glucose', 'sucre', 'crème ', 'lait', 'beurre ', 'lait', 'eau', 'sel', 'lait entier', '1,5% chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'tournesol', ' arôme naturel de vanille', '1,2% purée de citron', '1,2% pâte de pistache', '0,9% caramel ', 'sucre', 'eau', 'sirop de glucose-fructose', 'sirop de glucose', 'amidon modifié de pomme de terre', 'crème ', 'lait', ' en poudre', '0,6% cacao maigre en poudre', 'dextrose', 'stabilisants : glycérol', 'sorbitols ', '0,2% jus concentré de citron', 'gélifiant : pectines ', "" malt d'orge"", 'arôme naturel de framboise', ""correcteur d'acidité : acide citrique "", ' épaississant : alginate de sodium ', ' arôme naturel de vanille', 'colorants : caroténoides', 'rouge de betterave', 'curcumine ', ' vanille épuisée en poudre', 'sel', 'arôme naturel de pistache', 'vanille en poudre', 'arôme naturel de citron', 'agent moussant : citrate de triéthyle ', ' concentré de spiruline', ' *issus de poules élevées en plein air', ' Traces éventuelles de soja', 'd’autres fruits à coque']","['Gluten', 'Lait']",['Non végétalien'],4,1630,-8%,388,-9%,"13,6",-24%,"57,1",+3%,8,-7%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,13.6 g,en quantité modérée,3.9 g,en quantité modérée,47.8 g,en quantité élevée,0.19 g,en faible quantité,1630 kj(388 kcal),-8%,"3,9",-14%,"47,8",-5%,"0,19",+33%,"0,076",+33%,17,-3%,D,-3%,"['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E422 - Glycérol', 'E420 - Sorbitol', 'E440 - Pectines', 'E330 - Acide citrique', 'E401 - Alginate de sodium', 'E160 - Caroténoïdes', 'E162 - Rouge de betterave', 'E100 - Curcumine', 'E1505 - Citrate de triéthyle']",,,,,
1173,Auchan,3596710471478,,,,,['Auchan'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']","['Bio', 'Agriculture UE/Non UE', 'Nutriscore', 'Nutriscore C']",,,['Auchan'],['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Escalope de dinde - Le gaulois - 327g,0217638029123,C,,327 g,['barquette sous atmosphère protectrice'],['Le gaulois'],"['Viandes', 'Volailles', 'Dindes']","['Viande Française', 'Volaille-francaise']",['sable sur Sarthe'],http://www.legaulois.fr,['U'],['France'],[],,[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,
1175,12 macarons - Belle France - 145g,3258561410180,D,,145 g,,['Belle France'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons', 'en:Biscuits et gâteaux', 'en:Pâtisseries']",,,,,['France'],[],,[],,1595,,380,+10%,13,-17%,56,+23%,"8,3",+59%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,"['EMB 82033H', 'Castelsarrasin (Tarn-et-Garonne, France)']",13 g,en quantité modérée,3.9 g,en quantité modérée,47 g,en quantité élevée,0.15 g,en faible quantité,1595 kj(380 kcal),+10%,"3,9",-55%,47,+40%,"0,15",-37%,"0,06",-37%,14,-18%,D,-18%,,,,,,
1176,Mijo (sin Gluten) 500GR Naturgreen - 500g,8436542190947,,,500 g,,,,,,,,['France'],[],,[],,?,,390,,"4,2",,"72,9",,11,,,,,,,,,,,,,,,,,,1632 kj(390 kcal),,"0,7",,"0,6",,"0,01",,"0,004",,,,,,,,,,,
1177,Poulpe cuit 2 pattes - 200g,8425876110820,,,200 g,,,,,,,,['France'],[],,[],,?,,76,,"0,8",,"0,8",,"16,4",,,,,,,,,,,,,,,,,,318 kj(76 kcal),,"0,3",,"0,3",,"1,5",,"0,6",,,,,,,,,,,
1178,Huile d'olive extra vierge,8034041250287,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,,,,['France'],[],,[],,?,,824,-3%,"91,6",-3%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3448 kj(824 kcal),-3%,14,+2%,0,,0,,0,,6,-1%,C,-1%,,,,,,
1179,Sandwich thon crudité pain de mie complet - Côté Snack,3564706600317,C,,,,"['Côté Snack', 'Marque Repère']","['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon']","['Nutriscore', 'Nutriscore A']",,,['Leclerc'],['France'],[],,[],,?,,197,-12%,"6,2",-27%,24,-5%,"9,6",-1%,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,,6.2 g,en quantité modérée,1.2 g,en faible quantité,3.8 g,en faible quantité,1.1 g,en quantité modérée,824 kj(197 kcal),-12%,"1,2",+17%,"3,8",+37%,"1,1",+2%,"0,44",+2%,-1,-224%,A,-224%,,,,,,
1180,Chocolate Caramel Sea Salt Peanuts - Choco Moment - 150g,8711299020106,,,150 g,,['Choco Moment'],,"['Agriculture durable', 'en:UTZ Certified']",,,,['France'],[],,[],,?,,576,,"38,8",,"39,7",,"13,2",,,,,,,,,,,,,,,,,,2410 kj(576 kcal),,"16,1",,36,,"0,9",,"0,36",,,,,,,,,,,
1181,Limonade,8680181088329,,,,,,,,,,,['France'],[],,[],,?,,209,,0,,12,,8,,,,,,,,,,,,,,,,,,874 kj(209 kcal),,0,,11,,0,,0,,,,,,,,,,,
1182,Sablés apéro à grignoter à l'Emmental français - Guyader - 14x 5g,3276770246956,,,14 x 5 g,,['Guyader'],,,,,,['France'],[],,[],,?,,543,,38,,32,,17,,,,,,,,,,,,,,,,,,2272 kj(543 kcal),,21,,"0,2",,1,,"0,4",,,,,,,,,,,
1183,Coffee sirup,8719831323357,,,,,,,,,,,['France'],[],,[],,?,,340,,0,,85,,0,,,,,,,,,,,,,,,,,,1423 kj(340 kcal),,0,,85,,0,,0,,,,,,,,,,,
1184,Muffin myrtille - Auchan,2090000190380,,,,,['Auchan'],,,,,['Auchan'],['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Bonbons au lait - Breet - 125g,8000704025240,E,,125 g,['sachet 125g'],['Breet'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['en:gluten-free'],,,,['France'],[],,[],,?,,397,+12%,"4,6",+147%,76,-9%,13,+513%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,4.6 g,en quantité modérée,3 g,en quantité modérée,61 g,en quantité élevée,0.36 g,en quantité modérée,1661 kj(397 kcal),+11%,3,+183%,61,+5%,"0,36",+198%,"0,144",+198%,17,+18%,D,+18%,,,,,,
1186,POT AU FEU BIO - Pommette,3250392804893,,,,,['Pommette'],['en:dehydrated-and-reconstituted-broth-with-meat-and-vegetables'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,54,,"1,5",,"6,9",,"2,3",,,,,,,,,,1.5 g,en faible quantité,0.4 g,en faible quantité,2.1 g,en faible quantité,0.05 g,en faible quantité,226 kj(54 kcal),,"0,4",,"2,1",,"0,05",,"0,02",,-1,,A,,,,,,,
1187,Cameo,8003000183409,,,,,['Cameo'],,['en:palm-oil-free'],,,,['France'],[],,['Sans huile de palme'],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Tony's Chocolonely chocolat au lait,8717677339457,,,,,"[""Tony's Chocolonely""]",,,,,,['France'],[],,[],,?,,545,,"33,2",,"51,9",,"7,7",,,,,,,,,,,,,,,,,,2280 kj(545 kcal),,20,,"50,7",,"0,21",,"0,084",,,,,,,,,,,
1189,Le p'tit bio - Fromagerie Ebrard,3276646466990,,,,,['Fromagerie Ebrard'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,['France'],[],,[],,?,,59,,"3,32",,"3,9",,"2,78",,,,,,,,,"['FR 05.029.004 CE', 'Chabottes (Hautes-Alpes, France)']",,,,,,,,,247 kj(59 kcal),,"2,29",,"2,9",,,,,,,,,,,,,,,
1190,Cereales sin gluten - Nestlé,7613037629897,,,,,['Nestlé'],,"['en:gluten-free', 'Sans colorants', 'en:palm-oil-free']",,,,['France'],[],,['Sans huile de palme'],,?,,393,,3,,83,,7,,,,,,,,,,,,,,,,,,1644 kj(393 kcal),,"0,3",,4,,"0,1",,"0,04",,,,,,,,,,,
1191,Grape Juice,3760229760341,,,,,,,['Sans sucre ajouté'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Orange 100% pur jus,3760186970791,C,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]","['Bio', 'Bio européen']",,,,['France'],[],,[],,?,,40,-7%,"0,2",+14%,"8,7",-10%,"0,7",+11%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,0.2 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0.01 g,en faible quantité,167 kj(40 kcal),-8%,0,-100%,"8,7",-5%,"0,01",+12%,"0,004",+12%,2,-33%,C,-33%,,,,,,
1193,Spooky Crisps - Hema,17166188,,,,,['Hema'],,,,,,['France'],[],,[],,?,,439,,20,,60,,"3,5",,,,,,,,,,,,,,,,,,1837 kj(439 kcal),,"2,7",,"3,4",,"2,9",,"1,16",,,,,,,,,,,
