,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,markets,additives,allergens,nova_score,palm_ingredients,link,producer_info
872,Oeufs DJC TC le Gaulois eggyplay LOUE boîte,3251320794606,,,['Le Gaulois'],,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,6,,"1,5",,"0,9",,0,,"13,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,"Levure Chimique ""Alsacienne"" - Alsa - 11g",3251360010001,C,11 g,['Alsa'],"['Additifs alimentaires', 'Levure chimique', ""Produits vendus avant l'an 2000"", 'Produits vendus dans les années 1980']",['France'],"['Pyrophosphate de sodium', 'bicarbonate de sodium', 'amidon de maïs', 'acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.2%,53.8%,4.4%,2.6%,3.9%,0.0%,59,,"['Sachet', 'Papier']",,,['France'],"['EMB 67108', 'Duppigheim (Bas-Rhin, France)']",,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,4,,,
874,croqu soja à la provençale - céréal bio - 200g,3251490438683,,200 g,['céréal bio'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,
875,Goûter aux écorces confites - Gerblé,3251491787896,,,['Gerblé'],,['France'],"['Farine de blé* 62,9%', 'sucre de canne roux', 'huile de colza', 'farine de gela', ""écorces d'orange confites 5,3% "", ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique', 'écorces de citron confites 5,3% ', 'écorces de citron', 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique', 'fibres de chicorée : fructooligosaccharides', 'protéines de arôme naturel de mandarine', ""poudre à lever : carbonates d'ammonium"", ' *Blé stocké sans pesticides de synthèse', ' 4 sachets Fabriqué dans un atelier qui utilise des fruits à coque', ""du lupin et de l'œuf"", "" de 5 biscuits A consommer dans le cadre d'une alimentation variée 360 g e et équilibrée et d'un mode de vie sain""]",[],,,,,,,,,?,,440,,1841 kj(440 kcal),,14,,"1,4",,66,,21,,"9,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', ""E503 - Carbonates d'ammonium""]",['Gluten'],4,,,
876,Soja doux - Saveur Noisette - Gerblé - 1litre,3251491809161,A,1 litre,"['Gerblé', 'Nutrition & Santé']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Laits de soja naturel avec du sucre']",['France'],"['Tonyu 95 % ', 'eau', 'soja sans OGM dépelliculé 7,5 %', 'sirop de fructose', 'calcium', 'sel marin', 'stabilisants ', 'cellulose microcristalline', 'gomme de guar', 'arôme naturel de noisette', 'vitamine D', 'maltodextrine']",[],1.8 g,en quantité modérée,0.3 g,en faible quantité,4 g,en quantité modérée,0.25 g,en quantité modérée,207,,207,+370%,207 kj(207 kcal),+14%,"1,8",+7%,"0,3",+4%,"4,4",+23%,4,+45%,"3,6",+18%,"0,25",+206%,"0,1",+206%,-1,,A,,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,Boisson au soja saveur noisette,"['Brique', 'Carton', 'Brique']","['Source de calcium', 'Source de vitamine D', 'Recette inchangée', 'Soja origine France']","['France', 'Soja']","[""Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel"", 'Loiret', 'Centre-Val de Loire', 'France']","['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['Carrefour'],"['E460i - Cellulose microcristalline', 'E412 - Gomme de guar']",['Soja'],4,,https://www.gerble.fr/mes-produits.php?lang=L0&color=7&cle=111882247789,
877,Gâteau basque - Boncolac - 620g,3251512836008,,620g,['Boncolac'],"['Snacks', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés', 'Gâteau basque']",['France'],[],[],12 g,en quantité modérée,7.7 g,en quantité élevée,22.1 g,en quantité élevée,0.56 g,en quantité modérée,?,,299,-11%,1251 kj(299 kcal),-11%,12,-30%,"7,7",-16%,"43,7",+13%,"22,1",-13%,"3,5",-31%,"0,56",+105%,"0,224",+105%,16,+2%,D,+2%,,,,,,,,,['Surgele'],,,,"['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",,,,,,,
878,Batonnets Glaces Vanille Mickey - Disney,3251512994999,B,,"['Disney', 'Froneri']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Produits sous license', 'Bâtonnets glacés à la vanille']",['France'],[],[],18 g,en quantité modérée,12.1 g,en quantité élevée,30.4 g,en quantité élevée,0.1 g,en faible quantité,?,,308,+7%,1289 kj(308 kcal),+7%,18,+2%,"12,1",-2%,"33,3",+14%,"30,4",+17%,3,+2%,"0,1",-30%,"0,04",-30%,19,+10%,E,+10%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Surgele'],,,,,,,,,,,
879,Tarte tatin - Toupargel,3251513445001,B,,['Toupargel'],"['Tartes', 'Tartes sucrées', 'Tartes aux pommes', 'Tartes Tatin']",['France'],[],[],9.6 g,en quantité modérée,6.5 g,en quantité élevée,22.5 g,en quantité élevée,0.19 g,en faible quantité,?,,247,+9%,1033 kj(247 kcal),+9%,"9,6",+17%,"6,5",+18%,"37,7",+7%,"22,5",-4%,"1,7",+9%,"0,19",0%,"0,076",0%,13,+17%,D,+17%,72.0%,15.0%,6.2%,3.5%,3.3%,0.0%,76,,,,,,,,,,,,,
880,"Tarte Aux Pommes, Bio, Prédécoupée En 12 Parts, Marque Boncolac - 850g",3251513741004,,850g,['Boncolac'],"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",['France'],[],[],6.7 g,en quantité modérée,4.1 g,en quantité modérée,22.6 g,en quantité élevée,0.2 g,en faible quantité,?,,221,-34%,925 kj(221 kcal),-34%,"6,7",-61%,"4,1",-55%,36,-7%,"22,6",-11%,3,-41%,"0,2",-27%,"0,08",-27%,11,-30%,D,-30%,,,,,,,,,"['Sachet', 'Surgele']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],"['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",,,,,,,
881,Bûche Paradis de framboise/coco - Pilpa - 1L,3251514008007,D,1L,['Pilpa'],"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bûches de Noël', 'Bûches glacées']",['France'],"['Lait écrémé réhydraté', 'eau', 'purée de frambolse 16,7x', 'sucre', 'sirop de glucose-fructose', 'pâte de nolx de coco 4,4x', 'gralsse végétale de coprah', 'strop de glucose', 'arôme naturel de frambolse', 'émulsifiants: E471°', 'E322 ', 'sola', 'gélifiants : E410', 'E412', 'E440', 'E417', 'E415', 'Jus concentré de sureau', 'beurre de cacao', 'arôme naturel de nolx de coco', 'colorant : E162', 'acıdiflant : E330', 'protélnes de pols hydrolysées', 'poudre de lait entler', 'lait écrémé en poudre', 'Jus concentré de frambolse', 'Jus concentré de cltron', 'protélnes laitières en poudre', 'lactosérum en poudre', 'arôme naturel de fralse et autres arômes naturels', 'extralt de vanlle', ' Traces éventuelles de gluten', ""d'oeuf"", ""d'arachide"", 'et de fruits à coques', ' ""d\'orlgine végétale']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4.6 g,en quantité modérée,4 g,en quantité modérée,24.8 g,en quantité élevée,0 g,en faible quantité,?,,161,-20%,674 kj(161 kcal),-19%,"4,6",-43%,4,-26%,28,-2%,"24,8",+0%,"1,4",-40%,0,-100%,0,-100%,9,-20%,C,-20%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,"['Surgelé', 'Carton']",,,['France'],"['EMB 29181', 'Plouédern (Finistère, France)']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane', 'E162 - Rouge de betterave', 'E330 - Acide citrique']",,4,,,
882,Pilpa Bûche Croquante Caramel,3251514012004,,,['Pilpa'],,['France'],"['Eau', 'sucre', 'lait écrémé concentré', 'graisse végétale de coprah', 'pâte de biscuit 4,8% ', 'sucre glace', 'huile végétale de tournesol', 'farine de blé', 'beurre', 'sucre', 'poudre de lait écrémé', 'poudre de lactosérum ', ' émulsifiant: E322', ' arôme naturel de vanille', 'œufs en poudre', 'sel', ' poudres à lever : É450', 'E500 et E503 ', ' poudre de cannelle', 'lactose et protéines de lait', 'caramel aromatique ', 'contient E330', ' 3,3%', 'sirop de glucose-fructose', 'morceaux de speculoos 2% [farine de blé', 'sucres ', 'sucre', 'sirop de sucre candi', 'huile végétale de colza et graisse végétale de palme', ' poudre à lever : E500', ' farine de soja', 'sel', 'cannelle]', 'sirop de glucose', 'poudre de cacao', 'chocolat au lait 0,8% [sucre', 'beurre de cacao', 'lactosérum en poudre', 'matière grasse laitière anhydre', 'pâte de cacao', 'lait écrémé en poudre ', ' émulsifiants : E322 ', 'soja', 'E476', 'brisures de caramel 0,8% ', 'sucre', 'beurre de cacao', 'eau', 'morceaux parfum caramel au beurre 0,7% ', 'sucre', 'sirop de glucose', 'beurre de cacao', 'huile végétale de coprah', 'beurre 0,09%', ' émulsifiant: E322', ' amidon de maïs', 'arôme naturel de vanille ', ' colorant: E150a', ' poudre à lever : E500', ' sel', 'chocolat noir 0,5% ', 'pâte de cacao', 'sucre', 'beurre de cacao', ' émulsifiant : E322 ', 'soja', ' arôme naturel de vanille', ' ', ' émulsifiant:E471', ' gélifiants : E410 et E412', ' plaquette en chocolat noir 0,4% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'arôme naturel de vanille ', ' colorants :E171', 'E172', ' colorant : E150a ', ' fleur de sel 0,2%', 'arômes naturels', ' \rLes pourcentages sont exprimés sur le produit fini', ' \rTraces éventuelles d’arachides et de fruits à coque']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,215,,900 kj(215 kcal),,"9,5",,"6,9",,"29,1",,"26,4",,"2,9",,"0,33",,"0,132",,,,,,,,,,,,,,,['Certains ingrédients ne proviennent pas de France'],,,,,"['E322 - Lécithines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E150a - Caramel E150a', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer']","['Gluten', 'Lait', 'Soja']",4,,,
883,"Citrons givrés (x 2) - Pulco - 140g (2x 70g), 240ml (2x 120ml)",3251514114005,B,"140 g (2 x 70 g), 240 ml (2 x 120 ml)",['Pulco'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",['France'],"['Eau', 'jus de citron à base de concentré ', '30 %', 'sucre', 'sirop de glucose', 'gélifiants : E 440', 'E 417', 'E 415', 'arôme naturel de citron avec autres arômes naturels', 'protéines de pois hydrolysées']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,23.4 g,en quantité élevée,0.04 g,en faible quantité,458,-6%,?,,458 kj(109 kcal),-9%,~ 0,-100%,~ 0,-100%,"26,6",-7%,"23,4",-2%,"0,2",-38%,"0,04",+27%,"0,016",+27%,6,+4%,C,+4%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Sorbet au citron,"['Surgelé', 'Barquette plastique à jeter', 'Etui carton à recycler', 'Ouverture facile']","['Arômes naturels', 'Sans colorants', 'Info-Tri Point Vert']",,"['Rolland SAS - Kergamet - Plouédern - CS 20809 - 29208 Landerneau Cedex', 'Finistère', 'Bretagne', 'France']",,"['Carrefour market', 'Magasins U']","['E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane']",,4,,http://www.rr-icecream.fr/nos-marques/pulco.aspx,
884,"Oranges givrées (x 2) - Pulco - 140g (2x 70g), 240ml (2x 120ml)",3251514115002,B,"140 g (2 x 70 g), 240 ml (2 x 120 ml)",['Pulco'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', ""Sorbets à l'orange""]",['France'],"['Eau', ""jus d'orange à base de concentré "", '32 %', 'sucre', 'sirop de glucose', 'jus de citron concentré', 'gélifiants : E 440', 'E 417', 'E 415', ""arôme naturel d'orange"", 'protéines de pois hydrolysées', 'colorants : E 160b', 'E 100']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,22.3 g,en quantité élevée,0.04 g,en faible quantité,462,,?,,462 kj(110 kcal),-6%,~ 0,-100%,~ 0,-100%,"26,6",-6%,"22,3",-10%,"0,3",-43%,"0,04",+4%,"0,016",+4%,5,-2%,C,-2%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Sorbet à l'orange,"['Surgelé', 'Barquette plastique à jeter', 'Etui carton à recycler', 'Ouverture facile']","['Colorants naturels', 'Arômes naturels', 'Info-Tri Point Vert']",,"['Rolland SAS - Kergamet - Plouédern - CS 20809 - 29208 Landerneau Cedex', 'Finistère', 'Bretagne', 'France']",,['Carrefour market'],"['E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane', 'E160b - Rocou', 'E100 - Curcumine']",,4,,http://www.rr-icecream.fr/nos-marques/pulco.aspx,
885,12 Profiteroles - Toupargel - 334g e,3251514137004,C,334 g e,['Toupargel'],"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Desserts glacés', 'Pâtisseries', 'Profiteroles']",['France'],"['Crème glacée à la vanille ', '40,8%', ' : eau', 'lait écrémé réhydraté ', '28%', 'sucre', 'beurre concentré ', '8%', 'lactose et protéines de lait en poudre', 'sirop de glucose de blé', 'arôme naturel de vanille', ""émulsifiant : mono - et diglycérides d'acides gras d'origine végétale"", 'épaississants : farine de graines de caroube - gomme guar - carraghénanes', 'gousses de vanille broyées et épuisées', 'colorants : lutéine - extrait de paprika ', 'contient lait', '\rSauce au chocolat noir ', '29,9%', ' : eau', 'sucre', 'chocolat noir ', '15%', ' ', 'pâte de cacao', 'sucre', ""émulsifiant : phosphatides d'ammonium"", 'arôme naturel de vanille', 'cacao en poudre ', '11%', 'crème fraîche', 'sirop de glucose-fructose de blé', ""émulsifiant : mono - et diglycérides d'acide gras d'origine végétale"", 'gélifiant : carraghénanes', '\rPâte à choux avec sucre en grains ', '29,3%', ' : eau', 'œufs entiers liquides pasteurisés ', '26,4%', 'farine de blé ', '17,6%', 'sucre en grains ', '17,1%', 'huile végétale de tournesol non hydrogénée ', '8,2%', 'fibres de betterave', ""émulsifiant : mono - et diglycérides d'acides gras d'origine végétale"", 'poudres à lever : diphosphates - carbonates de sodium', 'sel']",['Non végétalien'],14.1 g,en quantité modérée,6.4 g,en quantité élevée,21.7 g,en quantité élevée,0.45 g,en quantité modérée,?,,271,-6%,1134 kj(271 kcal),-5%,"14,1",-2%,"6,4",-29%,"29,9",-2%,"21,7",+12%,5,-2%,"0,45",+62%,"0,18",+62%,12,-17%,D,-17%,74.4%,15.8%,4.8%,2.5%,2.6%,0.0%,65,"12 petits choux décorés de sucre grain, fourrés à la crème glacée à la vanille accompagnés de 2 dosettes sauce au chocolat noir. 12 Profiteroles","['Carton', 'boîte', 'Plastique', 'surgelé']",['Fabriqué en France'],,"['France', 'Aquitaine']",,['Toupargel'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika', ""E442 - Phosphatides d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten', 'Lait']",4,,https://www.toupargel.fr/3424-12-profiteroles-surgelees-avec-sauce-au-chocolat-234-g-2-x-50-g-de-sauce.html,
886,Delice chocolat praliné - Fauchon - 410g,3251514217003,,410g,['Fauchon'],"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",['France'],[],[],25.4 g,en quantité élevée,,,,,,,1526,+6%,?,,1526 kj(365 kcal),+8%,"25,4",+48%,,,"29,2",-25%,,,"5,3",+5%,,,,,,,,,,,,,,,,patisserie surgelée,"['Carton', 'surgelé']",,['France'],['France'],"['EMB 64134', 'Bonloc (Pyrénées-Atlantiques, France)']",['Carrefour'],,,,,https://www.boncolac.fr/boncolac/produits-grand-public/fauchon/,
887,Tarte aux myrtilles - Boncolac - 430g,3251514238008,C,430g,['Boncolac'],"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Biscuit sec nappé aux fruits', 'Tartes aux myrtilles', 'Gâteaux et pâtisseries surgelés']",['France'],[],[],7.3 g,en quantité modérée,4.5 g,en quantité modérée,28.7 g,en quantité élevée,0.33 g,en quantité modérée,?,,262,-17%,1096 kj(262 kcal),-16%,"7,3",-29%,"4,5",-15%,45,-10%,"28,7",+4%,"2,7",-34%,"0,33",+20%,"0,132",+20%,14,+2%,D,+2%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,['Surgele'],,,"['Bonloc', 'pays basque']","['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",,,,,,,
888,Croque Party Emmental Jambon - EntreMont - 230g,3251515394000,,230 g,"['EntreMont', 'Boncolac']","['Surgelés', 'Entrées et snacks surgelés']",['France'],"['GARNITURE ', '65,8%', ' : EMMENTAL français 27,5%', 'béchamel 27,4% ', 'LAIT demi-écrémé', 'eau', 'farine de BLE', 'LAIT entier en poudre', 'huile de tournesol', 'sel', 'poivre', 'jambon cuit choix 27,4% ', 'jambon de porc 77%', 'eau', 'sel', 'sirop de glucose', 'arômes naturels', 'émulsifiant : E450', 'antioxydant : E316 et conservateur : E250', 'BEURRE', 'eau', 'poivre', '\rPAIN DE MIE ', '34,2%', ' : Farine de BLE ', 'contient farine de BLE malté', 'eau', 'LAIT écrémé en poudre', 'levure', 'sel', ""huile d'olive vierge extra"", 'émulsifiants : E471 et E481', 'antioxydant : E300']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",15.4 g,en quantité modérée,10.2 g,en quantité élevée,2.4 g,en faible quantité,1.05 g,en quantité modérée,1070,+14%,?,,1070 kj(256 kcal),+15%,"15,4",+20%,"10,2",+61%,"16,8",+6%,"2,4",-22%,"12,6",+50%,"1,05",0%,"0,42",0%,17,+86%,D,+86%,,,,,,,,Plateau de 18 bouchées apéritives surgelées,"['Carton', 'surgelé']","['Sans arômes artificiels', 'Sans colorants', 'Sans huile de palme', ""Saveurs de l'Année"", ""Saveurs de l'Année 2016"", 'en:saveurs-de-l-annee-france']",,['France'],"['EMB 47091A', 'Estillac (Lot-et-Garonne, France)']","['Cora', 'Magasins U']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Gluten', 'Lait']",4,,,
889,"Les 2 gratins recette savoyarde, fromage à raclette - Entremont - 440g (2x220g)",3251515404006,B,440 g (2x220 g),"['Entremont', 'Sodiaal']","['Plats préparés', 'Gratins', 'Gratins de pomme de terre']",['France'],"['Pomme de terre précuite 59%', 'spécialité alimentaire tondue 29,4% ', 'eau', 'raclette 35% ', 'contient lait', 'lardons fumés 12% ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'crème ', 'contient stabilisant : carraghénanes', ""émulsifiant: esters lactiques des mono - et diglycérides d'acides gras"", 'fromages ', 'contient lait', 'sels émulsifiants ', 'polyphosphates', 'phosphates de sodium', 'amidon modifié', 'fécule de manioc', 'oignons rissolés ', 'oignon', 'huile végétale de palme', 'antioxydant : extrait de romarin', 'sel', 'poivre', 'raclette 11,3% ', 'contient lait', 'persil']","['Huile de palme', 'Non végétalien', 'Non végétarien']",8.6 g,en quantité modérée,5.8 g,en quantité élevée,0.5 g,en faible quantité,1.06 g,en quantité modérée,?,,154,+17%,644 kj(154 kcal),+19%,"8,6",+24%,"5,8",+43%,11,-1%,"0,5",-68%,"7,4",+75%,"1,06",+47%,"0,424",+47%,5,-2%,C,-2%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,"2 préparations alimentaires à base de pommes de terre, lardons et sauce à la raclette, surgelés","['boîte', 'Carton', 'surgelé']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', ""Saveurs de l'Année"", ""Saveurs de l'Année 2016"", 'en:Saveurs-de-l-annee-france']",,['France'],"['FR 62.014.001 CE', 'Aire-sur-la-Lys (Pas-de-Calais, France)']",['Leclerc'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",['Lait'],4,['Huile de palme'],,
890,"Les 2 gratins recette tartiflette, Reblochon AOP - Entremont - 440g (2x 220g)",3251515405003,B,440 g (2 x 220 g),['Entremont'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Tartiflettes']",['France'],"['Pomme de terre précuite 58%', 'lait demi-écrémé', 'Reblochon AOP* 11,7% ', 'contient lait', 'oignons grillés 4,8%', 'crème liquide ', 'contient stabilisant : carraghénanes', 'lardons cuits fumés 3,5% ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateur : érythorbate de sodium', 'nitrite de sodium', 'beurre', 'farine de blé ', 'contient gluten de blé', 'farine de blé malté', 'sel', 'poivre blanc', 'ail', "" \rAOP : Appellation d'Origine Protégée""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",8.1 g,en quantité modérée,4.9 g,en quantité modérée,0.7 g,en faible quantité,0.45 g,en quantité modérée,610,+6%,?,,610 kj(146 kcal),+2%,"8,1",-1%,"4,9",+7%,12,+13%,"0,7",-31%,"5,5",-0%,"0,45",-39%,"0,18",-39%,3,-46%,C,-46%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,"2 préparations alimentaires à base de pommes de terre, lardon, oignon et reblochon, surgelés.","['Carton', 'surgelé']","['Point Vert', 'AOP', ""Saveurs de l'Année"", ""Saveurs de l'Année 2016"", 'Triman']",,['France'],,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,,,
891,Tarte au citron meringuee - Boncolac - 1kg,3251515518000,C,1kg,['Boncolac'],"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Gâteaux et pâtisseries surgelés', 'Tartes au citron meringuées']",['France'],[],[],14.2 g,en quantité modérée,7.7 g,en quantité élevée,33.7 g,en quantité élevée,0.076 g,en faible quantité,?,,329,-5%,1377 kj(329 kcal),-5%,"14,2",-3%,"7,7",-14%,"45,8",-3%,"33,7",+1%,"4,3",-15%,"0,076",-64%,"0,03",-64%,18,-6%,D,-6%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,"['Carton', 'surgelé']",,,['France'],"['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",['Pomona'],,,,,,
892,Tartines du formater - Entremont,3251515543002,,,['Entremont'],,['France'],[],[],,,,,,,,,?,,215,,900 kj(215 kcal),,"9,7",,"6,3",,22,,"1,7",,"9,5",,"1,35",,"0,54",,,,,,,,,,,,,,,,,,,,,,,,,
893,Les 2 tartines du fromager recette tartiflette - Entremont,3251515544009,,,['Entremont'],,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,14,,"9,1",,21,,"1,8",,"8,5",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,,,,,,,,
