,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,labels,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,brand_owner,additives,allergens,nova_score,generic_name,ingredients_origins,manufacturing,link
923,Multipower Pure Whey Strawberry Splash - 450g,4006643113349,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,450 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Poulet Cuit,2860050035296,['France'],[],[],?,170,711 kj(170 kcal),"9,8","2,9","1,8","1,4","18,6","1,65","0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,12 mini beignets,0255549022963,['France'],[],[],?,312,1305 kj(312 kcal),14,"6,5",40,11,"5,2","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Cœurs de canard,2488750016331,['France'],[],[],?,?,,?,,?,,?,,,,,,,['IGP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.194.002 CE', 'Montfort-en-Chalosse (Landes, France)']",,,,,,,,
927,Bière la kourtisée,3760280250058,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Ribs barbecue,0260484035824,['France'],[],[],?,256,1071 kj(256 kcal),16,"5,9","1,9","1,6",21,"1,2","0,48",,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Ribs de porc,0212414036869,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,MAGHMOUR - 370g,5283003217124,['France'],[],[],?,79,331 kj(79 kcal),3,0,9,2,3,"1,5","0,6",,370 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Tomates le panier jadis,3700323808006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Miettes de homard - Compliments,0055742500745,['France'],[],[],?,100,418 kj(100 kcal),0,0,17,4,7,"0,34","0,136",,,['Compliments'],,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-50342'],,,,,,,,
933,Comté 20 mois d'affinage - JuraFlore,2481234034968,['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,,['JuraFlore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['AOP'],,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,,['Lait'],3,,,,
934,Ichnusa Beer,8006890758481,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,saussice blanche,2468348037139,['France'],[],[],?,252,1054 kj(252 kcal),21,"8,5","1,5",0,14,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Lanson,3029440001153,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Mini-beignets chocolat noisettes - Les Délices des 7 Vallées,,['France'],[],[],?,428,1791 kj(428 kcal),24,"8,5",45,19,"6,8","0,72","0,288",,,['Les Délices des 7 Vallées'],,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Karamele lajthi hazelnut,3901408430307,['France'],[],[],?,430,1799 kj(430 kcal),13,0,"78,8",65,"2,4","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Vraie Mayonnaise - Compliments,0055742511734,['France'],[],[],?,100,418 kj(100 kcal),11,"1,5",0,0,"0,1","0,08","0,032",D,,['Compliments'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,11 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,0.08 g,en faible quantité,,-84%,-84%,-83%,-76%,-100%,-100%,-92%,-94%,-94%,2,-89%,B,-89%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
940,Terrine de porc châtaignes et cognac,3115580000009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Saucisson sec au bleu d'auvergne,3369570084641,['France'],[],[],?,392,1640 kj(392 kcal),"31,6","14,8","1,7","1,7","25,2","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Gaspacho - La Potagère,14440960,['France'],[],[],?,39,163 kj(39 kcal),"2,5","0,4",3,2,"0,5","0,7","0,28",B,,['La Potagère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,2.5 g,en faible quantité,0.4 g,en faible quantité,2 g,en faible quantité,0.7 g,en quantité modérée,,-5%,-6%,+2%,+4%,-11%,-22%,-36%,+5%,+5%,3,+152%,C,+152%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,
943,Batonnet de crabe - Fleury Michon - 384g,3392746427027,['France'],[],[],?,111,464 kj(111 kcal),"4,5","0,5","9,5","3,5","8,1","1,5","0,6",B,384 g,['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Surimi']","['Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,4.5 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,,-7%,-7%,-4%,-23%,-17%,+22%,+8%,-13%,-13%,2,-55%,B,-55%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,,,,
944,Baguette Muesli,0208003007877,['France'],[],[],?,260,1088 kj(260 kcal),"3,6","0,6",47,8,"7,9","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Tartines veggie : potimarron curry sésame,3760253592093,['France'],[],[],?,109,456 kj(109 kcal),"8,3","1,1","1,8","0,4","6,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Saucisse fraîche - Maison Milhau - 360g,3289010002915,['France'],[],[],?,226,946 kj(226 kcal),"17,9","6,8","0,6","0,4","15,7","1,7","0,68",,360 g,['Maison Milhau'],,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.124.012 CE', 'Lacaune (Tarn, France)']",,,,,,,,
947,Baguette viennoise - Leclerc,2020000045298,['France'],[],[],?,?,,?,,?,,?,,,,,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Cotes du Rhone,3422621500016,['France'],[],[],?,?,,?,,?,,?,0,0,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,
949,Caramel fabrique en france avec de la fleur de sel de vendee,3663350079576,['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Brises de châtaignes,3760239570206,['France'],[],[],?,369,1544 kj(369 kcal),"3,91","0,7","78,4","30,1",5,"0,3","0,12",,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Coppa sel sec vpf - Despi,2228583023225,['France'],[],[],?,316,1322 kj(316 kcal),"22,5","9,6","1,2","0,5","27,2","4,45","1,78",,,['Despi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,,,,,
952,Andouillettes de vire aaaaa,2751542006088,['France'],[],[],?,255,1067 kj(255 kcal),20,9,"2,1","0,5",17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Olives Grecques farcies aux tomates séchées - 160g,3760245510395,['France'],[],[],?,207,866 kj(207 kcal),21,3,"2,5",0,"1,5",4,"1,6",,160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Chocolate & orange blossom ice cream,5060444910896,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Ribs de porc,2245061024277,['France'],[],[],?,227,950 kj(227 kcal),17,6,0,0,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Huile d'olive - 500ml,5200327800740,['France'],[],[],?,82,343 kj(82 kcal),92,13,0,0,0,0,0,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,"Alaska-seelachsfilet, Fisch",15869004625,['France'],[],[],?,74,310 kj(74 kcal),"0,8","0,2",0,0,"16,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Chips Vicente Vidal,8410573100519,['France'],[],[],?,518,2167 kj(518 kcal),31,"3,9",53,"0,1",6,3,"1,2",,,['Vicente Vidal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,MIRINDA Lemon,5741000123652,['France'],[],[],?,44,184 kj(44 kcal),0,0,12,12,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Datte medjoul,6253505840068,['France'],[],[],?,256,1071 kj(256 kcal),0,0,64,0,0,"0,4","0,16",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,,-20%,-20%,-100%,,-14%,-100%,-100%,+5170%,+5170%,-1,-114%,A,-114%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,
961,Biere blonde,3770002632260,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Jus d'orange - Minute Maid - 8x 200ml,0059600048059,['France'],[],[],?,100,418 kj(100 kcal),0,0,23,20,1,15,6,,8 x 200 ml,['Minute Maid'],,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Canola Oil - Spectrum,0022506316928,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,['Spectrum'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Chipolatas aux herbes,2868314096434,['France'],[],[],?,250,1046 kj(250 kcal),15,"5,6","0,9","0,9",18,"2,4","0,96",E,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",,,15 g,en quantité modérée,5.6 g,en quantité élevée,0.9 g,en faible quantité,2.4 g,en quantité élevée,,0%,+1%,-25%,-27%,-29%,+45%,+20%,+36%,+36%,18,+5%,D,+5%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,
965,Escalopes de poulet,0276580031097,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Point Vert', 'Halal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Terrine aux noix,3760094102352,['France'],[],[],?,437,1828 kj(437 kcal),42,14,"2,1","0,5",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Bière tpextophoe,4670001496407,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Mozzarella Fresca,9782290300725,['France'],[],[],?,216,904 kj(216 kcal),16,11,1,"0,1",17,"0,8","0,32",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Non alimentaire', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['Sans conservateurs'],,16 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,0.8 g,en quantité modérée,,-17%,-16%,-23%,-21%,-3%,-87%,+1%,+19%,+19%,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
969,Tisane - Baronny's,3700496322606,['France'],[],[],?,?,,?,,?,,?,,,,,"[""Baronny's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,La Torsadée,3530180002244,['France'],[],[],?,253,1059 kj(253 kcal),"0,5","0,1","50,6","1,3","8,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Saucisson à l'ail,2629792026708,['France'],[],[],?,228,954 kj(228 kcal),16,6,"0,9","0,9",20,"2,2","0,88",E,,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]","[""Saucisson à l'ail""]",,16 g,en quantité modérée,6 g,en quantité élevée,0.9 g,en faible quantité,2.2 g,en quantité élevée,,-16%,-17%,-28%,-30%,-18%,+26%,+25%,+4%,+4%,16,-17%,D,-17%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,
972,Gaufre de Liège - 2x 115g,5425035935038,['France'],[],[],?,?,,?,,?,,?,,,,2 x 115 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Vin cotes de bourg,3513461100525,['France'],[],[],?,?,,?,,?,,?,0,0,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Côtes-de-bourg']",,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,
974,Biscuit - Delaunay Léveillé,0654479009622,['France'],[],[],?,516,2159 kj(516 kcal),26,17,65,31,"5,7","0,83","0,332",C,,['Delaunay Léveillé'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,26 g,en quantité élevée,17 g,en quantité élevée,31 g,en quantité élevée,0.83 g,en quantité modérée,,+9%,+8%,+25%,+68%,+2%,+5%,-12%,+41%,+41%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,
975,Prosecco D.O.C,8032638932370,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Churchill's Carousel Tin With Dairy Toffees & Vanilla Fudge,5020000028502,['France'],[],[],?,522,2184 kj(522 kcal),"28,8",18,"59,3","18,3","5,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Saucisse de viande - Metzger Muller,0286024026633,['France'],[],[],?,279,1167 kj(279 kcal),"25,6","10,3","0,5","0,4",12,"2,4","0,96",,,['Metzger Muller'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Orange bio,0634438897798,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Saumon rouge du Pacifique,3770002020609,['France'],[],[],?,117,490 kj(117 kcal),"2,4","0,5",0,0,23,"2,9","1,16",E,,,"['Produits de la mer', 'Poissons', 'Saumons']",,,2.4 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,2.9 g,en quantité élevée,,-36%,-36%,-77%,-75%,-100%,-100%,+6%,+20%,+20%,11,0%,D,0%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,"['FR 71.158.003 CE', 'Cuisery (Saône-et-Loire, France)']",,,,,,['Pacifique'],,
980,Les Bâtisseurs,3770000010022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Genepy à l'ancienne,3458740444436,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Ginger lemonade,802857,['France'],[],[],?,33,138 kj(33 kcal),"0,1","0,1",8,"7,9","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Croquettes du Queyras aux noisettes LA CROQUETTE DES ALPAGES,3760004050056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Marina,3770011720125,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5","9,4",0,0,0,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Grenaille,3364310010409,['France'],[],[],?,72,301 kj(72 kcal),"0,22","0,01","15,8","0,01",2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Coconut Lime,46567025957,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,17","9,17",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Delice de courgette a la menthe bio,3700238323328,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Caramel à tartiner - U - 330g,3256225531820,['France'],[],[],?,365,1527 kj(365 kcal),13,"8,5",59,47,"2,9","0,99","0,396",,330 g,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Pomme,8713037002344,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Siao Mai au porc surgelé,3700003900389,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Emmental français,0270411023756,['France'],[],[],?,392,1640 kj(392 kcal),28,19,"0,5","0,5",30,"0,8","0,32",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+4%,-5%,-4%,-18%,+6%,+8%,+36%,+36%,12,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
992,Veggie Chips - 2oz,0819046000666,['France'],[],"['Végétalien', 'Végétarien']",?,546,2284 kj(546 kcal),"28,6","9,6","63,1","3,3","3,9","0,7","0,28",,2 oz,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Spar,9100000730103,['France'],[],[],?,?,,?,,?,,?,,,,,['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Zorr Turbo lighter Gas - 250ml,9007013491567,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,
995,Pate a sucre - Auchan,3596710473243,['France'],[],['Sans huile de palme'],?,430,1799 kj(430 kcal),"5,6","3,5",88,86,"0,5","0,02","0,008",,,['Auchan'],"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']","['Nutriscore', 'Nutriscore D', 'en:palm-oil-free']",['Auchan'],5.6 g,en quantité modérée,3.5 g,en quantité modérée,86 g,en quantité élevée,0.02 g,en faible quantité,,+9%,+8%,+6%,+14%,+2%,+4%,+642%,-82%,-82%,18,+7%,D,+7%,,,,,,,,,,,,,,,,,
996,Jus De Raisin Muscat - Emmanuelle Baillard,3760125981451,['France'],[],[],?,65,272 kj(65 kcal),"0,5","0,1",15,15,"0,5","0,01","0,004",D,,['Emmanuelle Baillard'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,,-3%,-3%,+159%,+240%,-8%,-5%,+65%,+53%,+53%,10,+3%,E,+3%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,
997,Beurre de ferme J.B.Ronckier,3760199350092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Roti de Magret de Canard,2215071099183,['France'],[],[],?,366,1531 kj(366 kcal),33,11,"0,6","0,6",15,"0,1","0,04",E,,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,+13%,+10%,-52%,-10%,-16%,-94%,-94%,14,-24%,D,-24%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,
999,Petit pain x10,2100991000671,['France'],[],[],?,274,1146 kj(274 kcal),3,"0,641","51,9","0,24","8,8","0,113","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Assortiment 15 mini viennoiseries,,['France'],[],[],?,388,1623 kj(388 kcal),20,11,44,19,"6,6",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Boisson instantanée - 50g,9782130632238,['France'],[],[],?,350,1464 kj(350 kcal),0,0,75,15,12,"0,25","0,1",,50 g,,['Non alimentaire'],,,0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.25 g,en faible quantité,,+64%,+64%,-100%,-100%,+230%,+64%,+71%,-72%,-72%,,,,,,,,,,,,,,,,,,,,,
1002,Glace Coco Nutella,3770008444492,['France'],[],[],?,295,1234 kj(295 kcal),"13,8","5,6",39,"37,5","3,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,L'excalibur Framboise,3770007344298,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Le biscuits minceur,3760173800070,['France'],[],[],?,429,1795 kj(429 kcal),"16,8","6,6","34,9","4,2","33,3","0,85","0,34",,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Fan muesli,4250199100548,['France'],[],[],?,450,1883 kj(450 kcal),"17,2","2,2",62,9,"7,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Les etoile fauves,3330390075652,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Confiture artisanale de reines-claudes - 460g,3347640000173,['France'],[],[],?,?,,?,,?,,?,,,,460 g,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Mélange exotique,2600129032999,['France'],[],[],?,387,1619 kj(387 kcal),11,"10,1","69,8","57,2","1,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Poulet carrefour Bio,2435199050440,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour Bio'],,['Bio'],['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Dessert noisettes chocolat,2600227007356,['France'],[],[],?,80,335 kj(80 kcal),"2,4","0,5","11,7","9,1","2,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Pain aux 6 céréales,0201412008008,['France'],[],[],?,341,1427 kj(341 kcal),"3,2","0,3",64,"1,7",12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Asiago -,0211184019157,"['France', 'Suisse']",[],[],?,?,,33,,"0,7",0,22,"1,7","0,68",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Asiago']",,,33 g,en quantité élevée,,,0 g,en faible quantité,1.7 g,en quantité élevée,,,,+29%,,-18%,-100%,+4%,+60%,+60%,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1013,Caillettes aux herbes - Gueze,2246568037982,['France'],[],[],?,?,,?,,?,,?,,,,,['Gueze'],['Caillettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Gaufre pur beurre - 200g,3760087771879,['France'],[],[],?,477,1996 kj(477 kcal),"27,9","17,6","50,4","28,9",6,"0,8","0,32",,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Saucisseseche de coche,3700976039031,['France'],[],[],?,382,1598 kj(382 kcal),30,12,"1,7","1,7",27,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
